match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,player_firstName,player_lastName,stat_totalCross,stat_duelLost,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_fouls,stat_challengeLost,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_keyPass,captain,stat_aerialLost,stat_blockedScoringAttempt,stat_totalOffside,stat_bigChanceMissed,stat_accurateCross,stat_dispossessed,stat_bigChanceCreated,stat_goodHighClaim
11453197,home,Al Tai,Victor Braga,victor-braga,V. Braga,G,1,193.0,79,M,805020,EUR,698284800,G,1,1,False,18.0,13.0,10.0,5.0,0.0,10.0,10.0,3.0,8.0,1.0,1.0,7.0,2.0,2.0,90.0,23.0,6.9,5.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453197,home,Al Tai,Ibrahim Alnakhli,ibrahim-alnakhli,I. Alnakhli,D,88,176.0,35,M,847004,EUR,857865600,D,88,88,False,29.0,25.0,3.0,1.0,0.0,14.0,14.0,11.0,15.0,,2.0,5.0,,,90.0,37.0,6.8,4.0,0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11453197,home,Al Tai,Robert Bauer,robert-bauer,R. Bauer,D,,183.0,117,M,253871,EUR,797385600,D,27,27,False,27.0,23.0,4.0,2.0,0.0,18.0,19.0,5.0,9.0,1.0,2.0,5.0,,,90.0,40.0,7.8,7.0,2,3.0,3.0,1.0,1.0,,,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,
11453197,home,Al Tai,Enzo Roco,enzo-roco,E. Roco,D,3,191.0,398,M,105971,EUR,713923200,D,5,5,False,16.0,12.0,5.0,4.0,0.0,6.0,6.0,6.0,10.0,1.0,3.0,1.0,,,40.0,23.0,6.7,4.0,0,2.0,,2.0,2.0,,,,,3.0,,,,1.0,2.0,1.0,,,,,,,,,,,,,
11453197,home,Al Tai,Safwan Aljohani,safwan-aljohani,S. Aljohani,D,80,,20,M,1476792,EUR,1056758400,D,80,80,False,39.0,31.0,5.0,2.0,0.0,10.0,12.0,21.0,34.0,,8.0,10.0,,,90.0,65.0,7.2,17.0,1,1.0,2.0,3.0,2.0,1.0,,,7.0,5.0,1.0,,,,,4.0,5.0,4.0,1.0,1.0,,,,,,,,,
11453197,home,Al Tai,Alfa Semedo,alfa-semedo,A. Semedo,M,30,190.0,367,M,887343,EUR,872899200,M,30,30,False,51.0,45.0,8.0,5.0,0.0,18.0,20.0,27.0,31.0,2.0,7.0,10.0,,,90.0,63.0,7.2,6.0,2,,1.0,5.0,2.0,,,,,6.0,1.0,,,1.0,2.0,,,,,1.0,True,4.0,1.0,1.0,,,,,
11453197,home,Al Tai,Bernard Mensah,bernard-mensah,B. Mensah,M,43,180.0,416,M,546220,EUR,782352000,M,43,43,False,39.0,37.0,2.0,1.0,0.0,15.0,17.0,22.0,22.0,1.0,10.0,4.0,,,90.0,61.0,9.4,4.0,7,1.0,,3.0,2.0,3.0,,,,4.0,1.0,4.0,2.0,,1.0,1.0,3.0,3.0,2.0,2.0,,2.0,2.0,,1.0,,,,
11453197,home,Al Tai,Abdulrahman Al Harthi,abdulrahman-al-harthi,A. A. Harthi,M,10,170.0,4,M,1127121,EUR,905040000,M,17,17,False,26.0,20.0,1.0,,0.0,8.0,10.0,13.0,18.0,,2.0,5.0,,,68.0,36.0,6.2,11.0,0,,,,,,Abdulrahman Al Harthi,,2.0,8.0,,,,,2.0,4.0,3.0,2.0,,,,1.0,,,,1.0,1.0,,
11453197,home,Al Tai,Virgil Misidjan,virgil-misidjan,V. Misidjan,F,7,173.0,281,M,148623,EUR,743472000,M,10,10,False,23.0,17.0,1.0,1.0,1.0,4.0,4.0,16.0,31.0,1.0,7.0,1.0,,,90.0,51.0,7.6,22.0,0,,,1.0,1.0,4.0,,,12.0,7.0,,,,,2.0,1.0,2.0,1.0,4.0,4.0,,1.0,,1.0,,3.0,2.0,1.0,
11453197,home,Al Tai,Andrei Cordea,andrei-cordea,A. Cordea,M,24,176.0,392,M,944628,EUR,930182400,M,11,11,False,22.0,18.0,1.0,,1.0,4.0,4.0,16.0,23.0,,5.0,2.0,,,90.0,45.0,7.7,11.0,4,,,1.0,1.0,3.0,,,5.0,4.0,2.0,1.0,,,1.0,1.0,1.0,1.0,2.0,2.0,,1.0,1.0,,,2.0,1.0,,
