match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_ballRecovery,stat_penaltyConceded,stat_fouls,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_accurateCross,stat_aerialWon,captain,stat_blockedScoringAttempt,stat_expectedGoals,stat_shotValueNormalized,stat_shotOffTarget,stat_unsuccessfulTouch,stat_bigChanceCreated,stat_hitWoodwork,stat_keyPass,stat_totalOffside,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_punches,stat_outfielderBlock,stat_errorLeadToAShot,stat_goals,stat_penaltyWon
14025195,home,Crystal Palace,Dean Henderson,,,dean-henderson,D. Henderson,G,1,188,5010,M,deanhenderson,788134,EUR,858124800,G,1,1,False,31.0,18.0,17.0,4.0,0.0,16.0,21.0,2.0,10.0,1.0,6.0,1.0,1.0,2.0,1.0,3.0,90.0,38.0,5.6,13.0,0.00196475,70.470579321625,13.0,9.03,4.62,0.4808,0,-1.2447,0.01,-0.05,-0.7,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025195,home,Crystal Palace,Chris Richards,,,chris-richards,C. Richards,D,26,188,2004,M,,931844,EUR,954201600,D,26,26,False,56.0,45.0,10.0,4.0,0.0,32.0,36.0,13.0,20.0,6.0,1.0,,1.0,,,,90.0,81.0,6.2,20.0,0.0059866,125.56999911115,19.0,32.97,18.69,,0,,0.01,0.02,-0.2,,2.0,2.0,5.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
14025195,home,Crystal Palace,Maxence Lacroix,,,maxence-lacroix,M. Lacroix,D,5,192,6873,M,,879674,EUR,954979200,D,5,5,False,53.0,47.0,9.0,5.0,0.0,35.0,36.0,12.0,17.0,5.0,6.0,,1.0,,,,90.0,64.0,6.5,6.0,0.0756976,160.487146337,22.0,54.6,14.28,,0,,0.19,0.03,-0.33,,1.0,4.0,6.0,,,,,5.0,,,4.0,4.0,,1.0,2.0,,,,,,,,,,,,,,,,,,
14025195,home,Crystal Palace,Marc Guéhi,,,marc-guehi,M. Guéhi,D,15,182,22326,M,MarcGuehi13,877994,EUR,963446400,D,6,6,False,41.0,33.0,7.0,2.0,0.0,21.0,22.0,12.0,19.0,2.0,3.0,,,,,,90.0,52.0,6.1,10.0,0.00579692,104.33691442672,14.0,24.57,17.745,,1,,0.06,0.04,-0.43,,1.0,1.0,3.0,,,1.0,,6.0,,,1.0,,,,2.0,True,1.0,0.1763,0.03,,,,,,,,,,,,,,
14025195,home,Crystal Palace,Nathaniel Clyne,,,nathaniel-clyne,N. Clyne,D,17,175,676,M,,43215,EUR,670809600,M,17,17,False,17.0,10.0,1.0,,0.0,4.0,7.0,6.0,10.0,1.0,1.0,,,,,,77.0,26.0,6.2,10.0,0.00703821,28.926477166634,4.0,10.71,8.61,,1,,-0.1,0.02,-0.13,,2.0,1.0,2.0,,,,,1.0,,,1.0,1.0,,,1.0,,,0.1389,-0.06,1.0,1.0,,,,,,,,,,,,
14025195,home,Crystal Palace,Adam Wharton,,,adam-wharton,A. Wharton,M,20,182,5795,M,,1109771,EUR,1076025600,M,20,20,False,48.0,34.0,5.0,4.0,0.0,16.0,20.0,18.0,28.0,8.0,8.0,,,,,,90.0,69.0,6.9,19.0,0.195421,161.65901297771,20.0,114.555,22.785,,3,,0.04,0.3,-0.4,,2.0,,9.0,7.0,1.0,,,1.0,1.0,,6.0,4.0,1.0,,2.0,,,0.2291,-0.35,3.0,,1.0,1.0,1.0,,,,,,,,,
14025195,home,Crystal Palace,Daichi Kamada,,,daichi-kamada,D. Kamada,M,18,184,6890,M,kamadadaichi,794338,EUR,839203200,M,18,18,False,28.0,22.0,4.0,1.0,0.0,12.0,12.0,10.0,16.0,5.0,6.0,,1.0,,,,67.0,36.0,6.9,8.0,0.19769,131.14280332597,10.0,22.26,15.54,,0,,0.31,0.2,-0.02,,,,3.0,2.0,2.0,,,1.0,1.0,,2.0,2.0,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,
14025195,home,Crystal Palace,Tyrick Mitchell,,,tyrick-mitchell,T. Mitchell,M,3,174,1388,M,,988275,EUR,936144000,M,3,3,False,28.0,18.0,1.0,,0.0,6.0,10.0,12.0,18.0,4.0,5.0,,2.0,,,,90.0,47.0,6.1,16.0,0.0111562,119.55565602486,11.0,64.68,22.68,,0,,-0.15,0.06,-0.26,,2.0,,3.0,1.0,1.0,,,2.0,,,1.0,,1.0,,1.0,,,,,,3.0,,,,,,,,,,,,
14025195,home,Crystal Palace,Ismaïla Sarr,,,ismaila-sarr,I. Sarr,F,7,185,26789,M,ismaila_sarr18,845286,EUR,888364800,F,7,7,False,25.0,16.0,1.0,,0.0,11.0,14.0,5.0,11.0,4.0,7.0,,1.0,,,,90.0,40.0,6.2,13.0,0.037687,132.72476547677,15.0,69.51,19.635,,2,,-0.86,0.54,0.0,,1.0,1.0,1.0,,1.0,1.0,,1.0,,,,,,,1.0,,2.0,0.2156,0.04,,,,,2.0,1.0,,,,,,,,
14025195,home,Crystal Palace,Yéremy Pino,,,yeremy-pino,Y. Pino,M,10,172,6120,M,,984624,EUR,1035072000,F,10,10,False,28.0,25.0,1.0,1.0,0.0,12.0,14.0,13.0,14.0,10.0,4.0,,2.0,,,,90.0,52.0,7.3,8.0,0.220488,103.12647411286,11.0,73.08,29.085,,4,,0.32,0.73,-0.13,,1.0,2.0,7.0,3.0,2.0,3.0,2.0,,1.0,,4.0,4.0,,,1.0,,1.0,0.7836,0.06,1.0,1.0,,1.0,2.0,,1.0,2.0,0.7479,,,,,
