match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_errorLeadToAShot,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotValueNormalized,captain,stat_challengeLost,player_firstName,player_lastName,stat_outfielderBlock,stat_totalTackle,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_totalContest,stat_bigChanceCreated,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_wonContest,stat_totalOffside,stat_shotOffTarget,player_sofascoreId,stat_penaltyWon,stat_penaltyFaced,stat_penaltyConceded,stat_bigChanceMissed,stat_blockedScoringAttempt
14131858,home,Sporting Braga,Amine El Ouazzani,el-ouazzani-amine,A. E. Ouazzani,F,9,188,2047,M,1014048,EUR,995155200,F,9,9,False,15.0,12.0,2.0,2.0,0.0,7.0,8.0,5.0,7.0,,4.0,,,,,,,90.0,28.0,6.6,9.0,0.0030208,,2,,-0.13,0.42,-0.05,,2.0,2.0,8.0,5.0,1.0,,1.0,,1.0,0.1498,0.3189,,-0.54,,1.0,,,,,,,3.0,2.0,,,2.0,2.0,1.0,,1.0,,,,,,
14131858,home,Sporting Braga,Gustaf Lagerbielke,gustaf-lagerbielke,G. Lagerbielke,D,14,193,476,M,965263,EUR,955324800,D,14,14,True,26.0,23.0,3.0,,0.0,16.0,17.0,7.0,9.0,4.0,,,,,,,,35.0,31.0,6.8,3.0,0.0050276,,0,,0.13,0.02,0.17,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
14131858,home,Sporting Braga,Ricardo Horta,ricardo-horta,R. Horta,M,21,173,2145,M,314380,EUR,779587200,F,21,21,True,16.0,14.0,,,0.0,6.0,7.0,8.0,9.0,,,,,,,,,35.0,21.0,7.5,4.0,0.0614361,,1,,0.0,0.06,-0.02,,,,,1.0,1.0,1.0,,,,0.7884,0.7845,,0.32,,,,,,,1.0,,,,,,1.0,1.0,,,,,1.0,,,,
14131858,home,Sporting Braga,Victor Gómez,victor-gomez,V. Gómez,D,2,169,297,M,877918,EUR,954547200,D,2,2,True,15.0,15.0,2.0,2.0,0.0,7.0,7.0,8.0,8.0,1.0,,,,,,,,21.0,21.0,6.7,3.0,0.00509232,,0,,-0.05,0.03,-0.05,,,1.0,1.0,1.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,,
14131858,home,Sporting Braga,Sandro Vidigal,sandro-vidigal,S. Vidigal,F,95,172,139,M,1649069,EUR,1185580800,F,95,95,True,4.0,3.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,,1.0,,,,,,,21.0,8.0,6.7,3.0,0.00067377,,0,,-0.17,0.31,0.13,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,1.0,,,,,,,
14131858,home,Sporting Braga,Mario Dorgeles,mario-dorgeles,M. Dorgeles,M,20,177,1549,M,1396015,EUR,1091836800,M,20,20,True,2.0,1.0,,,0.0,1.0,2.0,,,,,,,,,,,10.0,5.0,6.3,3.0,2.22e-06,,0,,-0.07,,-0.02,,,,1.0,,,,,,1.0,,,,,,,Mario Dorgeles,,,,,,,,,,2.0,,,,,,,,,,
14131858,home,Sporting Braga,Alaa Bellaarouch,alaa-bellaarouch,A. Bellaarouch,G,36,188,1255,M,1000501,EUR,1009843200,G,36,36,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131858,home,Sporting Braga,Sikou Niakaté,sikou-niakate,S. Niakaté,D,4,186,1565,M,868235,EUR,931564800,D,4,4,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131858,home,Sporting Braga,Rodrigo Zalazar,rodrigo-zalazar,R. Zalazar,M,10,174,2789,M,966575,EUR,934416000,M,10,10,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131858,home,Sporting Braga,Fran Navarro,fran-navarro,F. Navarro,F,39,179,1028,M,914772,EUR,886464000,F,39,39,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131858,away,Tondela,Bernardo Fontes,bernardo-fontes,B. Fontes,G,31,196,193,M,1394935,EUR,1027382400,G,31,31,False,32.0,25.0,11.0,4.0,0.0,23.0,25.0,2.0,7.0,1.0,7.0,,2.0,3.0,,1.0,1.0,90.0,41.0,6.3,8.0,0.00117696,0.2002,0,0.008,0.05,0.01,-0.25,0.23,,,,,,,,,,,,,,,,Bernardo,Fontes,,,,,,,,,,,,,,,,1.0,,,
14131858,away,Tondela,Tiago Manso,tiago-manso,T. Manso,M,48,174,50,M,1133070,EUR,945043200,D,48,48,False,25.0,19.0,2.0,1.0,0.0,8.0,12.0,11.0,13.0,3.0,5.0,,,,,,,90.0,55.0,6.3,16.0,0.00960197,,1,,0.01,0.28,-0.52,,,1.0,4.0,6.0,1.0,,2.0,,1.0,0.0396,0.2246,1.0,-0.14,,2.0,Tiago Manso,,,3.0,6.0,,,3.0,,2.0,2.0,,2.0,,,,,,,,
14131858,away,Tondela,João Afonso,joao-afonso,J. Afonso,D,5,188,33,M,584158,EUR,643852800,D,5,5,False,37.0,31.0,6.0,3.0,0.0,28.0,28.0,3.0,9.0,3.0,3.0,,,,,,,90.0,52.0,6.9,8.0,0.00172297,,0,,0.2,0.05,-0.19,,1.0,2.0,3.0,6.0,,,3.0,,2.0,,,,,,,,,,2.0,,,,1.0,,2.0,1.0,1.0,1.0,,,,,,,,
14131858,away,Tondela,Brayan Medina,medina-brayan,B. Medina,D,20,195,331,M,1187281,EUR,1015200000,D,20,20,False,40.0,36.0,1.0,,0.0,30.0,30.0,6.0,10.0,4.0,4.0,,,,,,,90.0,55.0,5.5,6.0,0.00122569,,0,,-0.03,0.06,-0.75,,1.0,1.0,3.0,3.0,,,1.0,,1.0,,,,,,1.0,,,,2.0,,,,,,1.0,1.0,,,,,,,,1.0,,
14131858,away,Tondela,Emmanuel Maviram,maviram-emmanuel,E. Maviram,D,60,168,61,M,1111880,EUR,986342400,D,60,60,False,27.0,21.0,3.0,1.0,0.0,12.0,13.0,9.0,14.0,2.0,2.0,,,,,,,90.0,47.0,5.8,8.0,0.0148174,,1,,0.15,0.03,-0.67,,1.0,,4.0,2.0,,,3.0,,,0.0062,,,-0.16,,3.0,,,,2.0,2.0,1.0,,,,1.0,1.0,,,,1.0,,,,,,
14131858,away,Tondela,Hélder Tavares,helder-tavares,H. Tavares,M,8,180,36,M,343909,EUR,630633600,M,8,8,False,11.0,8.0,1.0,1.0,0.0,7.0,7.0,1.0,4.0,2.0,2.0,,,,,,,63.0,22.0,6.9,3.0,0.00189894,,0,,-0.02,0.0,-0.02,,,,2.0,7.0,,,1.0,,2.0,,,,,True,,,,,5.0,,,,,,2.0,,2.0,,,,,,,,,
14131858,away,Tondela,Cicero,cicero,Cicero,M,97,178,46,M,861283,EUR,863222400,M,97,97,False,17.0,15.0,1.0,1.0,0.0,8.0,8.0,7.0,9.0,,2.0,,,,,,,72.0,23.0,6.6,4.0,0.00252215,,0,,-0.02,0.05,-0.07,,,2.0,2.0,4.0,,,1.0,,2.0,,,,,,,,,,2.0,,,,,,,2.0,,,,,,,,,,
14131858,away,Tondela,Yarlen,yarlen,Yarlen,F,67,178,671,M,1807776,EUR,1140393600,M,67,67,False,6.0,3.0,1.0,1.0,0.0,1.0,3.0,2.0,3.0,1.0,,,,,,,,63.0,19.0,6.4,8.0,0.00102674,,1,,-0.13,0.13,-0.08,,1.0,,1.0,2.0,,,,,,0.3708,,1.0,-0.37,,,,,,1.0,2.0,,,,1.0,1.0,2.0,1.0,,1.0,1.0,,,,,1.0,
14131858,away,Tondela,Joe Hodge,hodge-joe,J. Hodge,M,10,172,268,M,988882,EUR,1031961600,M,10,10,False,38.0,33.0,5.0,3.0,0.0,17.0,18.0,16.0,20.0,,5.0,,,,,,,90.0,52.0,6.5,11.0,0.00835013,,1,,-0.07,0.24,-0.06,,1.0,,2.0,3.0,,,2.0,,,0.0159,,,-0.07,,,,,,2.0,4.0,,1.0,1.0,,1.0,1.0,,1.0,,1.0,,,,,,
14131858,away,Tondela,Maranhão,pedro-henryque,Maranhão,F,7,172,167,M,879917,EUR,920332800,M,7,7,False,17.0,11.0,3.0,1.0,0.0,3.0,3.0,8.0,14.0,,5.0,,,,,,,84.0,25.0,6.3,10.0,0.00703055,,1,,-0.44,0.33,-0.17,,1.0,,2.0,3.0,1.0,,,,,0.0062,0.0238,,0.01,,,,,,,1.0,,,2.0,,,1.0,2.0,1.0,,,,,,,,
14131858,away,Tondela,Miro,miro,Miro,F,11,184,174,M,1501056,EUR,1050969600,F,9,9,False,7.0,6.0,,,0.0,3.0,3.0,3.0,4.0,1.0,2.0,,,,,,,72.0,14.0,7.2,3.0,0.151027,,2,,0.12,0.26,0.14,,,1.0,,2.0,1.0,,,,,0.3373,0.4204,1.0,0.09,,,Miro,,,,,,,1.0,1.0,,2.0,,1.0,3.0,,,,,,2.0,1.0
14131858,away,Tondela,Afonso Rodrigues,rodrigues-afonso,A. Rodrigues,M,19,178,40,M,1495552,EUR,1029715200,F,19,19,True,6.0,5.0,,,0.0,2.0,2.0,3.0,4.0,,3.0,,,,,,,27.0,13.0,6.5,5.0,0.00268676,,0,,-0.03,-0.27,0.14,,,,2.0,2.0,,,,,,,,,,,,Afonso Rodrigues,,,1.0,1.0,,1.0,2.0,,,1.0,,1.0,,,,,,,,
14131858,away,Tondela,Xabi Huarte,xabi-huarte,X. Huarte,M,14,172,30,M,1100596,EUR,983059200,M,14,14,True,8.0,7.0,,,0.0,1.0,1.0,6.0,7.0,,,,,,,,,27.0,12.0,6.5,3.0,0.00443844,,0,,-0.03,-0.08,-0.07,,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,
14131858,away,Tondela,Juan Rodríguez,juan-rodriguez,J. Rodríguez,M,32,174,223,M,1482435,EUR,1143417600,M,32,32,True,9.0,8.0,1.0,,0.0,5.0,5.0,3.0,4.0,,,,,,,,,18.0,13.0,6.6,3.0,0.00195136,,0,,0.04,0.02,-0.03,,,,,1.0,,,,,,,,,,,,Juan Rodríguez,,,1.0,,,,,,1.0,1.0,,,,,,,,,,
14131858,away,Tondela,Yefrei Rodriguez,yefrei-rodriguez,Y. Rodríguez,F,88,185,137,M,1478262,EUR,1115769600,F,11,11,True,1.0,1.0,,,0.0,1.0,1.0,,,1.0,,,,,,,,18.0,7.0,6.5,4.0,4.318e-05,,0,,0.0,-0.02,0.16,,1.0,,2.0,1.0,,,,,1.0,,,,,,,Yefrei Rodríguez,,,,,,,,,,4.0,1.0,,,,,,,,,
14131858,away,Tondela,Moudjatovic,moudja-sie-ouattara,Moudjatovic,F,70,167,45,M,1397915,EUR,1021852800,F,70,70,True,,,,,0.0,,,,,,,,,,,,,10.0,1.0,6.6,,,,0,,,,0.13,,,,,1.0,,,,,,,,,,,,Moudja Sié Ouattara,,,,,,,,,,,1.0,,2.0,,,,,,,
14131858,away,Tondela,Gabriel Souza,gabriel-souza,G. Souza,G,1,194,34,M,845695,EUR,852076800,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131858,away,Tondela,Bebeto,bebeto,Bebeto,D,2,174,46,M,865335,EUR,631152000,D,2,2,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131858,away,Tondela,Christian Marques,christian-marques,C. Marques,D,4,187,126,M,988964,EUR,1042588800,D,4,4,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131858,away,Tondela,André Ceitil,andre-ceitil,A. Ceitil,M,6,184,29,M,925839,EUR,794880000,M,6,6,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
