match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,captain,stat_aerialLost,stat_wonTackle,stat_interceptionWon,stat_keyPass,player_firstName,player_lastName,stat_goalAssist,stat_aerialWon,stat_dispossessed,stat_totalContest,stat_bigChanceCreated,stat_shotOffTarget,stat_hitWoodwork,stat_wasFouled,stat_fouls,stat_totalOffside,stat_wonContest,stat_blockedScoringAttempt,stat_goals,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goalsPrevented
10389880,home,Paris Saint-Germain,Gianluigi Donnarumma,gianluigi-donnarumma,G. Donnarumma,G,25,196,69953,M,donnarumma,824509,EUR,919900800,G,99,99,False,18.0,16.0,4.0,2.0,16.0,17.0,1.0,4.0,1.0,90.0,23.0,6.8,2.0,0.0,0.0,4.54109e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389880,home,Paris Saint-Germain,Sergio Ramos,sergio-ramos,S. Ramos,D,93,184,68934,M,SergioRamos,10710,EUR,512524800,D,4,4,False,124.0,118.0,7.0,6.0,66.0,70.0,55.0,13.0,,90.0,135.0,7.2,7.0,0.1495,0.0524,0.031793,1,53.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10389880,home,Paris Saint-Germain,Marquinhos,marquinhos,Marquinhos,D,5,183,36538,M,marquinhosm5,155995,EUR,768873600,D,5,5,False,112.0,109.0,3.0,1.0,79.0,79.0,33.0,2.0,,90.0,118.0,7.2,3.0,0.0,0.0,0.0118857,0,30.0,,,2.0,1.0,,,,2.0,1.0,1.0,,,True,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10389880,home,Paris Saint-Germain,Danilo Pereira,danilo-pereira,D. Pereira,D,2,187,4067,M,DaniloP,99545,EUR,684374400,D,15,15,False,118.0,114.0,2.0,1.0,68.0,69.0,49.0,6.0,,90.0,122.0,7.3,4.0,0.0,0.0,0.0154113,0,46.0,,,,1.0,,,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
10389880,home,Paris Saint-Germain,Nordi Mukiele,nordi-mukiele,N. Mukiele,D,20,185,6353,M,,780014,EUR,878342400,M,26,26,False,55.0,46.0,,,17.0,19.0,39.0,5.0,,90.0,80.0,8.3,15.0,0.2504,0.2035,0.388106,2,30.0,3.0,1.0,5.0,5.0,1.0,,1.0,,,2.0,,1.0,,,2.0,1.0,2.0,,,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,
10389880,home,Paris Saint-Germain,Fabián Ruiz,fabian-ruiz,F. Ruiz,M,8,189,21859,M,fabianruiz52,784655,EUR,828489600,M,8,8,False,64.0,62.0,3.0,3.0,33.0,33.0,31.0,4.0,,79.0,68.0,6.9,3.0,0.0,0.0,0.0206586,0,29.0,,,1.0,2.0,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
10389880,home,Paris Saint-Germain,Vitinha,vitinha,Vitinha,M,17,172,50484,M,vitinha,902029,EUR,950400000,M,17,17,False,111.0,107.0,6.0,5.0,63.0,64.0,47.0,12.0,,86.0,122.0,7.4,5.0,0.0,0.0,0.0341883,0,44.0,,,2.0,7.0,1.0,,,,,3.0,,,,,3.0,2.0,,,,,1.0,,2.0,,,,2.0,,,1.0,,,,,,,,
10389880,home,Paris Saint-Germain,Juan Bernat,juan-bernat,J. Bernat,D,,170,1161,M,,96368,EUR,730944000,M,14,14,False,64.0,61.0,1.0,1.0,34.0,34.0,30.0,3.0,,90.0,73.0,6.8,4.0,0.0,0.0,0.162098,0,27.0,,,3.0,3.0,1.0,,,1.0,,3.0,,,,,1.0,,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,,
10389880,home,Paris Saint-Germain,Lionel Messi,lionel-messi,L. Messi,F,10,169,2023630,M,LM10,12994,EUR,551491200,F,30,30,False,54.0,45.0,3.0,2.0,12.0,12.0,45.0,2.0,,90.0,77.0,7.7,20.0,0.5882,0.851,0.388445,2,34.0,3.0,1.0,5.0,5.0,,,1.0,,,1.0,,2.0,,,1.0,,1.0,,,,,3.0,3.0,1.0,,,3.0,,1.0,1.0,1.0,1.0,,,,,,
10389880,home,Paris Saint-Germain,Neymar,neymar,Neymar,F,10,175,1000788,M,Neymar,124712,EUR,697248000,F,10,10,False,66.0,55.0,3.0,2.0,22.0,22.0,47.0,1.0,,90.0,84.0,6.9,22.0,0.0879,0.215,0.100394,1,35.0,3.0,2.0,6.0,3.0,,,1.0,,,2.0,,4.0,,,1.0,,2.0,,,,,4.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,
