match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_punches,stat_totalKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_aerialLost,stat_outfielderBlock,stat_totalOffside,captain,stat_bigChanceCreated,stat_shotOffTarget,stat_errorLeadToAShot,stat_bigChanceMissed,stat_hitWoodwork,player_sofascoreId,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_savedShotsFromInsideTheBox,stat_saves,stat_keeperSaveValue,stat_goalsPrevented,stat_goalkeeperValueNormalized
14083133,home,Valencia,Julen Agirrezabala,,,julen-agirrezabala,J. Agirrezabala,G,25,187.0,1097,M,1014412,EUR,977788800,G,25,25,False,27.0,22.0,11.0,6.0,0.0,18.0,19.0,4.0,8.0,2.0,2.0,1.0,7.0,3.0,1.0,1.0,90.0,37.0,6.9,5.0,0.00038343,0,0.05,-0.01,-0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083133,home,Valencia,Thierry Correia,,,correia-thierry,T. Correia,D,12,176.0,798,M,851282,EUR,920937600,D,12,12,False,44.0,42.0,3.0,2.0,0.0,16.0,17.0,26.0,27.0,1.0,7.0,6.0,5.0,,,,85.0,75.0,7.3,9.0,0.192816,1,0.36,0.16,0.17,3.0,1.0,6.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,0.0318,1.0,-0.1,,,,,,,,,,,,,,,,,,
14083133,home,Valencia,César Tárrega,,,cesar-tarrega,C. Tárrega,D,5,193.0,816,M,996928,EUR,1014681600,D,5,5,False,77.0,71.0,6.0,2.0,0.0,48.0,50.0,23.0,27.0,2.0,4.0,3.0,4.0,,,,90.0,87.0,6.9,7.0,0.00811768,0,0.09,0.14,0.29,,,5.0,,,,,,1.0,2.0,1.0,1.0,,4.0,,,,1.0,,,,,,,,,,,,,,,,,
14083133,home,Valencia,José Copete,,,jose-copete,J. Copete,D,3,190.0,437,M,913695,EUR,939513600,D,3,3,False,63.0,56.0,9.0,4.0,0.0,37.0,39.0,19.0,24.0,,4.0,3.0,3.0,,,,90.0,78.0,7.1,7.0,0.00589963,0,0.14,0.08,0.21,,,4.0,,,,,,2.0,1.0,1.0,,3.0,2.0,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,
14083133,home,Valencia,José Luis Gayà,,,jose-luis-gaya,J. L. Gayà,D,14,172.0,1685,M,227922,EUR,801360000,D,14,14,False,39.0,33.0,5.0,1.0,1.0,16.0,18.0,17.0,21.0,1.0,3.0,,4.0,,,,90.0,60.0,6.7,14.0,0.195541,3,0.13,0.08,-0.21,7.0,1.0,4.0,2.0,,,,1.0,1.0,2.0,2.0,,,1.0,0.0846,1.0,-0.09,1.0,,,True,1.0,2.0,1.0,,,,,,,,,,,
14083133,home,Valencia,Javier Guerra,,,javier-guerra,J. Guerra,M,8,187.0,1800,M,1122610,EUR,1052784000,M,8,8,False,68.0,57.0,10.0,4.0,0.0,23.0,24.0,34.0,44.0,2.0,7.0,1.0,2.0,,,,85.0,85.0,7.0,17.0,0.0470349,2,0.21,0.17,0.21,2.0,,3.0,,1.0,4.0,3.0,2.0,,1.0,1.0,2.0,1.0,1.0,0.3843,,-0.54,,,,,,,,1.0,,,,,,,,,,
14083133,home,Valencia,Pepelu,,,pepelu,Pepelu,M,18,185.0,1838,M,826948,EUR,902793600,M,18,18,False,71.0,65.0,6.0,4.0,0.0,34.0,36.0,31.0,35.0,1.0,6.0,2.0,6.0,,,,90.0,90.0,7.1,10.0,0.0209527,1,0.23,0.15,-0.01,,,5.0,1.0,2.0,1.0,1.0,,2.0,2.0,2.0,2.0,2.0,1.0,0.0826,,-0.2,1.0,,,,,1.0,,,,,,,,,,,,
14083133,home,Valencia,Diego López,,,diego-lopez,D. López,M,16,172.0,1350,M,998950,EUR,1021248000,M,16,16,False,35.0,28.0,,,0.0,3.0,5.0,25.0,30.0,1.0,4.0,,3.0,,,,90.0,51.0,6.8,13.0,0.119631,1,-0.09,0.24,-0.01,5.0,,5.0,,1.0,,,1.0,3.0,2.0,2.0,,1.0,1.0,0.0541,,-0.04,3.0,,,,,,,,,,,,,,,,,
14083133,home,Valencia,André Almeida,,,andre-almeida,A. Almeida,M,10,176.0,1200,M,845693,EUR,959644800,M,10,10,False,42.0,39.0,3.0,3.0,0.0,10.0,10.0,29.0,32.0,,9.0,,3.0,,,,85.0,67.0,7.7,11.0,0.290249,0,0.54,0.02,-0.01,10.0,4.0,2.0,,,2.0,2.0,,2.0,4.0,1.0,2.0,3.0,1.0,,2.0,,1.0,,,,,,,,,,,,,,,,,
14083133,home,Valencia,Arnaut Danjuma,,,arnaut-danjuma,A. Danjuma,F,7,178.0,3536,M,827064,EUR,854668800,M,7,7,False,17.0,13.0,2.0,2.0,0.0,3.0,5.0,10.0,12.0,,,,3.0,,,,73.0,22.0,6.4,8.0,0.0146433,1,-0.36,0.09,-0.02,2.0,,2.0,,,1.0,,,,,,,,,0.1717,,-0.51,1.0,,,,,1.0,,1.0,1.0,,,,,,,,,
