match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_aerialWon,stat_totalClearance,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_hitWoodwork,stat_outfielderBlock,stat_unsuccessfulTouch,stat_accurateCross,stat_challengeLost,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_totalOffside,stat_keyPass,stat_clearanceOffLine,stat_bigChanceMissed,stat_penaltyConceded,player_sofascoreId,stat_onTargetScoringAttempt,stat_penaltyWon,stat_goals
10585001,home,RSC Anderlecht,Hendrik Van Crombrugge,,,hendrik-van-crombrugge,H. V. Crombrugge,G,1,188,194,M,110777,EUR,736128000,G,30,30,False,True,45.0,34.0,18.0,8.0,34.0,38.0,7.0,9.0,2.0,1.0,3.0,1.0,1.0,90.0,54.0,6.9,11.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10585001,home,RSC Anderlecht,Zeno Debast,,,zeno-debast,Z. Debast,D,6,191,3313,M,1126512,EUR,1066867200,D,56,56,False,,63.0,55.0,16.0,12.0,38.0,41.0,23.0,11.0,,,,,,90.0,79.0,7.1,11.0,0,17.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
10585001,home,RSC Anderlecht,Wesley Hoedt,,,wesley-hoedt,W. Hoedt,D,4,188,353,M,336813,EUR,762912000,D,4,4,False,,70.0,63.0,12.0,8.0,49.0,53.0,18.0,8.0,,,,,,90.0,79.0,7.0,12.0,0,14.0,1.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10585001,home,RSC Anderlecht,Hannes Delcroix,,,hannes-delcroix,H. Delcroix,D,3,185,5292,M,826169,EUR,920160000,D,3,3,False,,58.0,51.0,2.0,,33.0,36.0,22.0,1.0,,,,,,90.0,80.0,7.4,9.0,1,18.0,,2.0,3.0,6.0,,2.0,4.0,2.0,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
10585001,home,RSC Anderlecht,Amir Murillo,,,michael-murillo,A. Murillo,D,62,183,3561,M,839493,EUR,823996800,M,62,62,False,,32.0,27.0,4.0,2.0,12.0,15.0,22.0,9.0,,,,,,90.0,59.0,6.5,16.0,2,16.0,5.0,5.0,13.0,4.0,3.0,2.0,1.0,1.0,1.0,,,1.0,5.0,2.0,1.0,,,,1.0,2.0,1.0,1.0,2.0,1.0,,,,,,,
10585001,home,RSC Anderlecht,Yari Verschaeren,,,verschaeren-yari,Y. Verschaeren,M,10,172,1141,M,901898,EUR,994896000,M,10,10,False,,37.0,33.0,2.0,2.0,19.0,21.0,17.0,7.0,,,,,,83.0,49.0,6.7,7.0,2,14.0,1.0,1.0,4.0,1.0,1.0,,1.0,1.0,,,,,1.0,,,,,,,1.0,,2.0,,1.0,,,,,,,
10585001,home,RSC Anderlecht,Marco Kana,,,marco-kana,M. Kana,D,55,183,378,M,964759,EUR,1028764800,M,55,55,False,,33.0,27.0,3.0,1.0,18.0,20.0,13.0,6.0,,,,,,70.0,44.0,7.3,6.0,0,9.0,,,2.0,2.0,,5.0,,,,1.0,1.0,1.0,1.0,1.0,,,1.0,,,1.0,,,,,1.0,,,,,,
10585001,home,RSC Anderlecht,Lior Refaelov,,,lior-refaelov,L. Refaelov,M,,176,243,M,18911,EUR,514857600,M,11,11,False,,33.0,29.0,2.0,2.0,9.0,10.0,27.0,5.0,,,,,,70.0,45.0,6.8,9.0,1,21.0,4.0,1.0,2.0,3.0,,,1.0,1.0,1.0,,1.0,,2.0,1.0,1.0,,,,1.0,,,,,2.0,,1.0,,,,,
10585001,home,RSC Anderlecht,Francis Amuzu,,,amuzu-francis,F. Amuzu,M,9,170,1935,M,901889,EUR,935366400,M,7,7,False,,29.0,28.0,2.0,2.0,12.0,13.0,18.0,3.0,,,,,,82.0,44.0,5.9,9.0,0,16.0,2.0,1.0,8.0,2.0,2.0,1.0,,,2.0,4.0,,2.0,1.0,,,,,3.0,,1.0,,,,,,,1.0,,,,
10585001,home,RSC Anderlecht,Mario Stroeykens,Mathieu,Stroeykens,mario-stroeykens,M. Stroeykens,M,29,177,3671,M,1101702,EUR,1096416000,F,29,29,False,,26.0,23.0,,,5.0,5.0,21.0,,,,,,,88.0,38.0,6.7,7.0,1,18.0,,1.0,4.0,4.0,1.0,,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,3.0,,1.0,,1.0,,1.0,,,,,,,
10585001,home,RSC Anderlecht,Fábio Silva,,,fabio-silva,F. Silva,F,21,185,5306,M,954076,EUR,1027036800,F,99,99,False,,24.0,19.0,1.0,1.0,9.0,9.0,16.0,2.0,,,,,,90.0,42.0,6.5,16.0,1,10.0,1.0,2.0,7.0,5.0,2.0,,1.0,1.0,3.0,1.0,,1.0,3.0,1.0,,,,5.0,,,,1.0,,,,,,fabio.silva,,,
10585001,home,RSC Anderlecht,Kristian Arnstad,,,kristian-arnstad,K. Arnstad,M,10,171,572,M,984989,EUR,1062892800,M,61,61,True,,16.0,14.0,1.0,,5.0,6.0,10.0,1.0,,,,,,20.0,21.0,6.8,3.0,0,9.0,,,,4.0,,1.0,,,2.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,
10585001,home,RSC Anderlecht,Benito Raman,,,benito-raman,B. Raman,F,14,172,399,M,94300,EUR,784166400,F,9,9,True,,7.0,2.0,2.0,,,,7.0,1.0,,,,,,20.0,11.0,6.3,7.0,1,2.0,,2.0,3.0,,,,,,,,,,1.0,,,,,1.0,,,,1.0,1.0,1.0,,,,,,,
10585001,home,RSC Anderlecht,Noah Sadiki,,,noah-sadiki,N. Sadiki,M,27,173,15416,M,1171539,EUR,1103241600,D,27,27,True,,4.0,3.0,1.0,,1.0,1.0,3.0,,,,,,,8.0,6.0,6.7,1.0,0,2.0,,,,2.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10585001,home,RSC Anderlecht,Sebastiano Esposito,,,sebastiano-esposito,S. Esposito,F,94,186,4178,M,965008,EUR,1025568000,F,70,70,True,,4.0,3.0,,,,,6.0,1.0,,,,,,14.0,8.0,6.8,3.0,0,4.0,2.0,,1.0,1.0,1.0,,,,,,,,1.0,1.0,,,,,1.0,,,,,1.0,,,,,,,
10585001,home,RSC Anderlecht,Nilson Angulo,Nilson Angulo,,nilson-angulo,N. Angulo,F,10,182,4043,M,1116571,EUR,1055980800,F,32,32,True,,4.0,4.0,,,1.0,1.0,3.0,,,,,,,9.0,8.0,6.6,2.0,1,3.0,,1.0,2.0,1.0,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,1.0,,
10585001,home,RSC Anderlecht,Bart Verbruggen,,,bart-verbruggen,B. Verbruggen,G,1,193,4212,M,994363,EUR,1029628800,G,16,16,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10585001,home,RSC Anderlecht,Killian Sardella,,,killian-sardella,K. Sardella,D,54,177,485,M,909964,EUR,1020297600,D,54,54,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10585001,away,KAA Gent,Davy Roef,,,davy-roef,D. Roef,G,33,187,231,M,156663,EUR,760492800,G,33,33,False,,19.0,12.0,13.0,6.0,8.0,9.0,10.0,9.0,1.0,,1.0,,,90.0,27.0,7.2,8.0,0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10585001,away,KAA Gent,Joseph Okumu,,,joseph-okumu,J. Okumu,D,2,193,662,M,985933,EUR,864604800,D,2,2,False,,58.0,45.0,8.0,2.0,28.0,29.0,29.0,2.0,,,,,,90.0,70.0,7.5,13.0,0,17.0,,1.0,1.0,5.0,,2.0,3.0,3.0,1.0,1.0,,1.0,1.0,1.0,,,2.0,,,,,,,,,,,,,,
