match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,captain,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_totalOffside,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_penaltyMiss,stat_shotValueNormalized,stat_aerialWon,stat_totalClearance,stat_fouls,stat_challengeLost,stat_bigChanceCreated,stat_outfielderBlock,stat_unsuccessfulTouch,stat_dispossessed,stat_blockedScoringAttempt,stat_penaltySave,stat_penaltyFaced,stat_punches,stat_clearanceOffLine,stat_penaltyConceded,stat_goals
14053612,home,Go Ahead Eagles,Jari De Busser,jari-de-busser,J. D. Busser,G,22,190.0,278,M,837072,EUR,940464000,G,22,22,False,38.0,28.0,15.0,5.0,0.0,27.0,32.0,1.0,6.0,5.0,2.0,2.0,90.0,43.0,6.8,11.0,0.00020166,0.5476,0,-1.2026,0.02,-0.02,-0.32,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053612,home,Go Ahead Eagles,Mats Deijl,mats-deijl,M. Deijl,D,20,180.0,335,M,794013,EUR,868924800,D,2,2,False,47.0,43.0,3.0,2.0,0.0,18.0,18.0,25.0,29.0,3.0,,,90.0,70.0,5.6,9.0,0.0889432,,2,,0.03,0.13,-0.53,,,,True,5.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.8053,0.787,1.0,1.0,-0.91,,,,,,,,,,,,,,,
14053612,home,Go Ahead Eagles,Gerrit Nauber,gerrit-nauber,G. Nauber,D,3,185.0,75,M,133168,EUR,703123200,D,3,3,False,66.0,61.0,4.0,3.0,0.0,44.0,47.0,17.0,19.0,1.0,,,90.0,74.0,6.3,5.0,0.0087772,,2,,0.09,0.06,-0.44,,,,,,,4.0,6.0,8.0,,,,2.0,,1.0,,,,,0.1115,,,,-0.35,8.0,4.0,2.0,,,,,,,,,,,,
14053612,home,Go Ahead Eagles,Joris Kramer,joris-kramer,J. Kramer,D,4,190.0,140,M,793742,EUR,838944000,D,4,4,False,92.0,85.0,6.0,6.0,0.0,41.0,45.0,44.0,47.0,5.0,,,90.0,105.0,6.9,12.0,0.309658,,2,,0.57,0.36,-0.54,,,,,3.0,,4.0,5.0,3.0,,,,,2.0,,1.0,,,,0.182,0.2748,1.0,,-0.51,2.0,2.0,,1.0,1.0,1.0,2.0,,,,,,,,
14053612,home,Go Ahead Eagles,Dean James,dean-james,D. James,D,5,177.0,6680,M,1046722,EUR,957052800,D,5,5,False,30.0,27.0,2.0,,0.0,12.0,12.0,15.0,18.0,2.0,,,71.0,50.0,5.9,12.0,0.148234,,2,,-0.13,-0.4,-0.34,,,,,11.0,2.0,1.0,1.0,1.0,,,1.0,1.0,1.0,2.0,1.0,1.0,,,0.1292,0.1062,2.0,,-0.16,,1.0,,,,,,,,,,,,,
14053612,home,Go Ahead Eagles,Melle Meulensteen,melle-meulensteen,M. Meulensteen,M,21,185.0,202,M,891795,EUR,931046400,M,21,21,False,50.0,43.0,7.0,4.0,0.0,18.0,19.0,25.0,31.0,1.0,,,61.0,60.0,6.8,11.0,0.0131188,,0,,0.19,0.09,0.13,,,,,3.0,,1.0,2.0,1.0,,,,,,2.0,,,1.0,,,,,,,,1.0,,,,,,1.0,,,,,,,
14053612,home,Go Ahead Eagles,Evert Linthorst,evert-linthorst,E. Linthorst,M,8,187.0,120,M,932555,EUR,952041600,M,8,8,False,58.0,48.0,6.0,3.0,0.0,21.0,25.0,27.0,33.0,6.0,,,82.0,66.0,6.6,13.0,0.0474693,,2,,0.0,0.3,0.14,,,,,,,1.0,5.0,,,,1.0,,1.0,,,,,,0.1408,0.1457,,,-0.1,,2.0,2.0,1.0,,1.0,1.0,1.0,1.0,,,,,,
14053612,home,Go Ahead Eagles,Richonell Margaret,richonell-margaret,R. Margaret,F,18,191.0,382,M,973716,EUR,968284800,M,18,18,False,27.0,22.0,1.0,,0.0,5.0,6.0,17.0,21.0,7.0,,,71.0,51.0,6.4,18.0,0.0448976,,1,,0.09,0.1,-0.11,,,,,5.0,1.0,,7.0,4.0,6.0,3.0,,1.0,,,1.0,1.0,,,0.0489,,1.0,,0.0,,,,,,,2.0,4.0,,,,,,,
14053612,home,Go Ahead Eagles,Jakob Breum,jakob-breum,J. Breum,M,7,173.0,870,M,1029724,EUR,1069027200,M,7,7,False,36.0,32.0,2.0,2.0,0.0,14.0,15.0,18.0,21.0,4.0,,,90.0,54.0,6.8,13.0,0.28194,,1,,0.35,0.13,-0.19,,,,,7.0,2.0,1.0,2.0,3.0,1.0,,,1.0,,,,,3.0,,0.0921,,4.0,,-0.17,1.0,,,,,,2.0,,,,,,,,
14053612,home,Go Ahead Eagles,Mathis Suray,mathis-suray,M. Suray,M,17,173.0,312,M,909960,EUR,996105600,M,17,17,False,20.0,17.0,1.0,,0.0,8.0,8.0,9.0,12.0,3.0,,,60.0,30.0,6.5,5.0,0.0282435,,2,,0.12,0.12,-0.08,,,,,,,1.0,3.0,2.0,2.0,1.0,,,1.0,1.0,,,1.0,,0.0421,0.0311,,,-0.1,,,,1.0,,,,,1.0,,,,,,
14053612,home,Go Ahead Eagles,Victor Kaj Edvardsen,victor-kaj-edvardsen,V. K. Edvardsen,F,16,185.0,439,M,841420,EUR,821577600,F,16,16,False,24.0,16.0,1.0,,0.0,3.0,3.0,13.0,21.0,,,,90.0,35.0,7.0,13.0,0.720491,,2,,0.74,0.01,-0.01,,,,,3.0,1.0,2.0,3.0,,,,,1.0,,,,,,1.0,0.2373,,3.0,,-0.36,,,,,1.0,,1.0,1.0,1.0,,,,,,
14053612,home,Go Ahead Eagles,Milan Smit,milan-smit,M. Smit,F,49,191.0,541,M,1199214,EUR,1045094400,F,9,9,True,3.0,3.0,,,0.0,,,3.0,3.0,,,,30.0,4.0,6.2,,0.00262204,,1,,-0.05,-0.15,-0.03,,Milan Smit,,,,,1.0,3.0,,,,,1.0,,,,,,,0.0339,,,,-0.09,,,2.0,,,,,,,,,,,,
14053612,home,Go Ahead Eagles,Yassir Rahmouni,yassir-rahmouni,Y. Rahmouni,M,34,,129,M,2180363,EUR,1150156800,M,34,34,True,32.0,31.0,1.0,,0.0,8.0,8.0,23.0,24.0,,,,29.0,37.0,6.8,2.0,0.065371,,1,,0.29,0.16,-0.12,,Yassir Rahmouni,,,,,2.0,3.0,2.0,,,,1.0,,,1.0,1.0,,,0.037,,,,-0.05,1.0,,,1.0,,,1.0,,,,,,,,
14053612,home,Go Ahead Eagles,Aske Adelgaard,aske-adelgaard,A. Adelgaard,D,29,175.0,104,M,1133233,EUR,1068422400,D,29,29,True,17.0,17.0,,,0.0,4.0,4.0,13.0,13.0,1.0,,,19.0,20.0,6.3,,0.0122705,,0,,-0.08,0.02,-0.13,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
14053612,home,Go Ahead Eagles,Oskar Siira Sivertsen,oskar-siira-sivertsen,O. S. Sivertsen,M,11,177.0,192,M,1022552,EUR,1076803200,F,11,11,True,10.0,9.0,,,0.0,,,9.0,10.0,1.0,,,19.0,15.0,6.2,4.0,0.114967,,1,,0.14,0.1,-0.05,,,,,4.0,1.0,,1.0,,,,1.0,1.0,,,,,,,0.8086,,1.0,,-0.73,,,,1.0,,,,,,,,,,,
14053612,home,Go Ahead Eagles,Finn Stokkers,finn-stokkers,F. Stokkers,F,27,187.0,68,M,360006,EUR,829785600,F,27,27,True,4.0,4.0,,,0.0,1.0,1.0,3.0,3.0,,,,8.0,6.0,6.4,2.0,0.0133443,,0,,0.08,0.06,0.0,,,,,1.0,,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
14053612,home,Go Ahead Eagles,Sven Jansen,sven-jansen,S. Jansen,G,30,192.0,45,M,1090199,EUR,1098403200,G,30,30,True,,,,,,,,,,,,,,,,,,,0,,,,,,Sven Jansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053612,home,Go Ahead Eagles,Luca Plogmann,luca-plogmann,L. Plogmann,G,1,187.0,84,M,877840,EUR,952646400,G,1,1,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053612,home,Go Ahead Eagles,Julius Dirksen,julius-dirksen,J. Dirksen,D,26,185.0,73,M,1001943,EUR,1044144000,D,26,26,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053612,home,Go Ahead Eagles,Robbin Weijenberg,robbin-weijenberg,R. Weijenberg,M,15,180.0,44,M,1386182,EUR,1099872000,M,15,15,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053612,home,Go Ahead Eagles,Thibo Baeten,thibo-baeten,T. Baeten,F,23,183.0,141,M,964766,EUR,1023148800,F,23,23,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053612,away,Sparta Rotterdam,Joël Drommel,joel-drommel,J. Drommel,G,1,189.0,376,M,610396,EUR,848102400,G,1,1,False,34.0,19.0,27.0,12.0,0.0,9.0,11.0,10.0,23.0,11.0,4.0,5.0,90.0,49.0,8.4,15.0,0.00719755,0.6733,0,1.3448,0.26,-0.16,0.29,0.52,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,1.0,1.0,1.0,,,
14053612,away,Sparta Rotterdam,Shurandy Sambo,shurandy-sambo,S. Sambo,D,12,174.0,233,M,916926,EUR,998179200,D,2,2,False,27.0,23.0,2.0,2.0,1.0,11.0,12.0,12.0,15.0,2.0,,,89.0,41.0,7.0,5.0,0.153992,,0,,0.03,-0.16,0.21,,,,,,,2.0,4.0,2.0,,,,,,,,,1.0,,,,1.0,,,1.0,6.0,2.0,1.0,1.0,,1.0,,,,,,,,
