match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_bigChanceCreated,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,player_sofascoreId,stat_totalContest,stat_wonContest,captain,stat_goalAssist,stat_dispossessed,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_ownGoals,stat_penaltyMiss,stat_hitWoodwork,stat_penaltyWon,stat_totalOffside,stat_goals,stat_errorLeadToAGoal,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyConceded
10388260,home,VfL Wolfsburg,Koen Casteels,koen-casteels,K. Casteels,G,1,197,1416,M,70987,EUR,709430400,G,1,1,False,46.0,45.0,13.0,12.0,40.0,40.0,5.0,6.0,2.0,12.0,1.0,1.0,1.0,90.0,55.0,6.4,1.0,0.0,0.0,0.0136074,0,-1.2149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388260,home,VfL Wolfsburg,Ridle Baku,ridle-baku,R. Baku,M,17,176,1448,M,856553,EUR,891993600,D,20,20,False,43.0,36.0,2.0,,19.0,22.0,18.0,22.0,,6.0,,,,60.0,56.0,6.8,9.0,0.0,0.0,0.343417,0,,,,1.0,1.0,2.0,1.0,4.0,5.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10388260,home,VfL Wolfsburg,Maxence Lacroix,maxence-lacroix,M. Lacroix,D,5,192,6983,M,879674,EUR,954979200,D,4,4,False,110.0,102.0,6.0,4.0,50.0,51.0,52.0,60.0,,6.0,,,,90.0,125.0,7.3,10.0,0.0737,0.0,0.0524726,1,,,,1.0,,3.0,2.0,5.0,6.0,,,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
10388260,home,VfL Wolfsburg,Micky van de Ven,micky-van-de-ven,M. van de Ven,D,37,193,12555,M,998247,EUR,987638400,D,5,5,False,71.0,67.0,2.0,,50.0,51.0,17.0,20.0,1.0,8.0,,,,90.0,81.0,6.6,4.0,0.032,0.0,0.0111915,1,,,,,,,1.0,,5.0,,,2.0,1.0,,2.0,,,1.0,,,mickyvdven,,,,,,,,,,,,,,,,,,,
10388260,home,VfL Wolfsburg,Paulo Otávio,paulo-otavio,P. Otávio,D,6,173,323,M,552180,EUR,785548800,D,6,6,False,52.0,43.0,4.0,2.0,24.0,27.0,21.0,29.0,1.0,6.0,,,,90.0,70.0,6.8,13.0,0.0,0.0,0.199825,0,,,,4.0,2.0,1.0,,3.0,3.0,,,,,2.0,1.0,2.0,3.0,,,,,2.0,2.0,,,,,,,,,,,,,,,,,
10388260,home,VfL Wolfsburg,Mattias Svanberg,svanberg-mattias,M. Svanberg,M,32,185,641,M,796987,EUR,915494400,M,32,32,False,23.0,15.0,2.0,2.0,6.0,7.0,10.0,17.0,1.0,2.0,,,,45.0,25.0,6.8,8.0,0.0,0.0,0.109531,0,,,,1.0,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
10388260,home,VfL Wolfsburg,Maximilian Arnold,maximilian-arnold,M. Arnold,M,27,184,898,M,147289,EUR,769996800,M,27,27,False,112.0,102.0,14.0,8.0,50.0,50.0,56.0,66.0,,8.0,,,,90.0,132.0,7.7,12.0,0.8883,0.4638,0.498277,5,,,,4.0,4.0,,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,2.0,,2.0,,,,True,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,
10388260,home,VfL Wolfsburg,Yannick Gerhardt,yannick-gerhardt,Y. Gerhardt,M,31,184,166,M,169255,EUR,763516800,M,31,31,False,27.0,25.0,3.0,2.0,10.0,11.0,15.0,18.0,,2.0,,,,60.0,36.0,6.0,7.0,0.4747,0.0,0.0276989,2,,,,2.0,,1.0,2.0,3.0,2.0,,,,,1.0,,1.0,1.0,2.0,,,,1.0,,,,,2.0,,,,,1.0,,,,,,,,
10388260,home,VfL Wolfsburg,Patrick Wimmer,patrick-wimmer,P. Wimmer,M,39,182,1034,M,987504,EUR,991180800,F,39,39,False,26.0,20.0,2.0,1.0,3.0,4.0,17.0,26.0,,4.0,,,,75.0,50.0,6.4,17.0,0.6474,0.3605,0.208549,3,,,,4.0,,1.0,,7.0,2.0,1.0,1.0,,,2.0,1.0,1.0,1.0,2.0,,,,3.0,1.0,,,2.0,1.0,1.0,,,,,1.0,,,,,,,
10388260,home,VfL Wolfsburg,Omar Marmoush,omar-marmoush,O. Marmoush,F,7,183,196340,M,873554,EUR,918345600,F,33,33,False,18.0,15.0,,,5.0,6.0,10.0,12.0,,1.0,,,,66.0,31.0,6.6,9.0,0.126,0.0,0.0167863,1,,,,,,1.0,1.0,1.0,2.0,,,,,6.0,1.0,,,1.0,1.0,,OMarmoush,,,,,,,,,,,,,3.0,,,,,,
