match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,player_sofascoreId,stat_wasFouled,stat_fouls,stat_keyPass,stat_totalCross,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,captain,stat_outfielderBlock,stat_interceptionWon,stat_accurateCross,stat_totalOffside,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_shotOffTarget,stat_goals,stat_savedShotsFromInsideTheBox,stat_errorLeadToAShot
12513660,home,Sporting CP,Rui Silva,Rui,Silva,rui-silva,R. Silva,G,1,191,3299,M,253809,EUR,760579200,G,24,24,False,13.0,11.0,4.0,2.0,0.0,10.0,12.0,1.0,1.0,3.0,1.0,1.0,90.0,17.0,6.5,2.0,0.00025023,0,-0.3114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12513660,home,Sporting CP,Eduardo Quaresma,Eduardo,Quaresma,eduardo-quaresma,E. Quaresma,D,72,185,2167,M,989841,EUR,1015027200,D,72,72,False,53.0,53.0,3.0,3.0,0.0,32.0,32.0,21.0,21.0,4.0,,,69.0,62.0,6.8,2.0,0.0124099,0,,1.0,1.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
12513660,home,Sporting CP,Ousmane Diomande,Ousmane,Diomande,diomande-ousmane,O. Diomande,D,26,190,4976,M,1394342,EUR,1070496000,D,26,26,False,107.0,99.0,2.0,1.0,0.0,81.0,81.0,18.0,26.0,2.0,,,90.0,113.0,6.8,8.0,0.00773561,0,,1.0,1.0,2.0,3.0,,,,,1.0,1.0,,ousdiomande,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
12513660,home,Sporting CP,Gonçalo Inácio,Gonçalo,Inácio,goncalo-inacio,G. Inácio,D,25,186,6686,M,1001196,EUR,998697600,D,25,25,False,113.0,104.0,11.0,6.0,0.0,62.0,64.0,42.0,49.0,3.0,,,90.0,120.0,7.1,9.0,0.0292492,0,,,3.0,,4.0,,,,,2.0,1.0,,goncaloinacio_25,,,2.0,,,,,,,,,,,,,,,,,
12513660,home,Sporting CP,Geovany Quenda,Geovany,Quenda,geovany-quenda,G. Quenda,M,7,172,12851,M,1403165,EUR,1177891200,M,57,57,False,29.0,24.0,2.0,2.0,0.0,9.0,10.0,15.0,20.0,4.0,,,69.0,42.0,6.8,9.0,0.07855,1,,1.0,,3.0,1.0,1.0,1.0,,,1.0,,,GeoQuenda07,1.0,,,1.0,1.0,1.0,0.0313,0.1453,,,,,,,,,,,,
12513660,home,Sporting CP,Morten Hjulmand,Morten,Hjulmand,hjulmand-morten,M. Hjulmand,M,42,185,4443,M,859917,EUR,930268800,M,42,42,False,56.0,52.0,3.0,2.0,0.0,28.0,28.0,24.0,28.0,4.0,,,90.0,72.0,7.5,6.0,0.0439882,0,,,,2.0,9.0,,1.0,1.0,1.0,,5.0,2.0,,3.0,1.0,1.0,,,1.0,,,True,1.0,2.0,,,,,,,,,
12513660,home,Sporting CP,Zeno Debast,,,zeno-debast,Z. Debast,D,6,191,3313,M,1126512,EUR,1066867200,M,6,6,False,57.0,51.0,3.0,2.0,0.0,24.0,25.0,29.0,36.0,8.0,,,84.0,65.0,7.1,9.0,0.187268,1,,,,3.0,2.0,,,1.0,,,2.0,2.0,,,2.0,1.0,4.0,1.0,,0.0535,0.0178,,,,2.0,,,,,,,,
12513660,home,Sporting CP,Maximiliano Araújo,Maximiliano,Araújo,maximiliano-araujo,M. Araújo,M,20,179,3576,M,929193,EUR,950572800,M,20,20,False,36.0,28.0,1.0,1.0,0.0,7.0,9.0,22.0,31.0,3.0,,,84.0,60.0,7.5,14.0,0.168171,0,,1.0,2.0,3.0,7.0,1.0,,4.0,3.0,1.0,,,,3.0,,,4.0,,2.0,,,,,3.0,1.0,1.0,,,,,,,
12513660,home,Sporting CP,Francisco Trincão,Francisco,Trincão,francisco-trincao,F. Trincão,F,17,184,11949,M,830431,EUR,946425600,F,17,17,False,27.0,25.0,1.0,1.0,0.0,4.0,4.0,21.0,23.0,,,,85.0,44.0,7.4,6.0,0.157173,5,,,1.0,3.0,6.0,1.0,,3.0,2.0,1.0,,,trincao,3.0,1.0,2.0,,3.0,3.0,0.4866,0.3758,,,,,,1.0,2.0,,,,,
12513660,home,Sporting CP,Geny Catamo,,,geny-catamo,G. Catamo,M,10,172,10919,M,1001140,EUR,980467200,F,21,21,False,39.0,35.0,,,0.0,10.0,11.0,26.0,32.0,5.0,,,90.0,64.0,7.3,13.0,0.0859185,7,,1.0,,4.0,6.0,,1.0,4.0,2.0,,2.0,1.0,,2.0,,2.0,4.0,2.0,2.0,1.0505,0.2383,,,1.0,1.0,,,3.0,1.0,2.0,,,
