match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_duelLost,stat_duelWon,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_shotValueNormalized,stat_aerialWon,stat_totalContest,stat_wonContest,stat_totalClearance,player_firstName,player_lastName,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_errorLeadToAShot,stat_keyPass,stat_aerialLost,stat_bigChanceCreated,captain,stat_totalCross,stat_accurateCross,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_totalOffside,stat_goals,stat_savedShotsFromInsideTheBox,stat_saves,stat_keeperSaveValue,stat_lastManTackle
14572678,home,Aston Villa,Emiliano Martínez,emiliano-martinez,E. Martínez,G,23,195.0,60790,M,EmiMartínez,158263,EUR,715392000,G,23,23,False,34.0,31.0,7.0,4.0,0.0,28.0,29.0,3.0,5.0,3.0,1.0,1.0,90.0,35.0,6.3,3.0,0.00068411,65.188126949233,11.0,19.215,12.705,0,-0.848,0.06,0.01,-0.11,-0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572678,home,Aston Villa,Lamare Bogarde,lamare-bogarde,L. Bogarde,D,26,183.0,1108,M,,1089388,EUR,1073260800,D,26,26,False,50.0,45.0,,,0.0,27.0,28.0,18.0,22.0,9.0,,,90.0,72.0,6.8,8.0,0.0459142,254.0896574393,25.0,134.61,27.405,2,,-0.08,0.44,-0.1,,1.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.1037,-0.47,,,,,,,,,,,,,,,,,,,,,,,,,
14572678,home,Aston Villa,Victor Lindelöf,victor-lindelof,V. Lindelöf,D,3,187.0,8787,M,victorlindelof,143334,EUR,774403200,D,3,3,False,68.0,67.0,,,0.0,51.0,51.0,16.0,17.0,5.0,,,90.0,74.0,6.6,1.0,0.00441063,279.61234329116,32.0,100.695,23.73,0,,0.12,0.15,-0.13,,2.0,2.0,,,,,,,,2.0,,,1.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,
14572678,home,Aston Villa,Pau Torres,pau-torres,P. Torres,D,14,192.0,4086,M,pauttorres,864169,EUR,853372800,D,14,14,False,52.0,49.0,5.0,2.0,0.0,35.0,35.0,14.0,17.0,1.0,,,60.0,56.0,7.0,4.0,0.00842441,173.26950317616,23.0,67.305,13.545,0,,0.18,0.13,0.16,,,,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
14572678,home,Aston Villa,Ian Maatsen,ian-maatsen,I. Maatsen,D,22,178.0,5464,M,maatsen_,976263,EUR,1015718400,D,22,22,False,59.0,54.0,1.0,,0.0,25.0,28.0,29.0,31.0,2.0,,,90.0,82.0,6.9,10.0,0.323467,148.34473245936,20.0,12.495,10.605,1,,0.49,0.09,-0.36,,3.0,5.0,,,2.0,3.0,1.0,3.0,1.0,,0.026,-0.12,,2.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
14572678,home,Aston Villa,Amadou Onana,amadou-onana,A. Onana,M,24,195.0,7169,M,its_onana,923973,EUR,997920000,M,24,24,False,62.0,59.0,2.0,2.0,0.0,25.0,25.0,34.0,37.0,2.0,,,79.0,74.0,7.1,3.0,0.0493145,217.27639968541,30.0,43.89,11.55,1,,0.14,0.19,0.0,,4.0,7.0,,,3.0,3.0,1.0,,2.0,2.0,0.2155,-0.09,1.0,1.0,1.0,,,,,,1.0,,2.0,2.0,1.0,,,,,,,,,,,,
14572678,home,Aston Villa,Youri Tielemans,youri-tielemans,Y. Tielemans,M,8,177.0,9757,M,youritielemans,331737,EUR,862963200,M,8,8,False,44.0,40.0,2.0,2.0,1.0,14.0,14.0,26.0,30.0,4.0,,,60.0,59.0,7.2,9.0,0.484256,164.05738985984,23.0,13.44,6.72,2,,0.46,0.31,-0.02,,4.0,3.0,1.0,,1.0,2.0,2.0,,,1.0,0.3114,-0.77,,1.0,1.0,,,,1.0,2.0,,,3.0,,,True,5.0,2.0,1.0,1.0,0.0092,,,,,,
14572678,home,Aston Villa,Evann Guessand,evann-guessand,E. Guessand,F,29,185.0,5260,M,,930245,EUR,993945600,M,29,29,False,19.0,15.0,,,0.0,4.0,7.0,11.0,12.0,2.0,,,90.0,35.0,6.2,11.0,0.0407147,63.49581281597,8.0,20.475,14.7,1,,-0.1,0.1,-0.05,,6.0,3.0,,,2.0,1.0,1.0,,1.0,1.0,0.0723,-0.2,1.0,1.0,,,,,,3.0,1.0,,1.0,1.0,,,5.0,2.0,,,,,,,,,
14572678,home,Aston Villa,Morgan Rogers,morgan-rogers,M. Rogers,M,27,187.0,13680,M,mrogers,948261,EUR,1027641600,M,27,27,False,30.0,22.0,2.0,2.0,1.0,1.0,1.0,21.0,29.0,4.0,,,60.0,37.0,8.5,10.0,1.33186,82.555234696221,11.0,28.245,14.175,0,,1.0,0.29,0.0,,3.0,4.0,,,,,,1.0,2.0,1.0,,,,2.0,2.0,,,,,,,,4.0,2.0,3.0,,1.0,,,,,1.0,,,,,
14572678,home,Aston Villa,Jadon Sancho,sancho-jadon,J. Sancho,M,19,180.0,67786,M,JSancho,851100,EUR,953942400,M,19,19,False,56.0,49.0,4.0,1.0,0.0,16.0,18.0,33.0,38.0,5.0,,,90.0,74.0,6.6,15.0,0.165535,258.81704588068,30.0,29.925,30.975,5,,0.38,0.5,-0.09,,8.0,3.0,2.0,,,2.0,2.0,1.0,,,0.648,-0.69,,2.0,1.0,,,,1.0,6.0,1.0,,6.0,,,,,,1.0,2.0,0.3382,,,,,,
