match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_penaltyWon,stat_possessionLostCtrl,stat_keyPass,player_sofascoreId,stat_aerialWon,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_totalClearance,stat_outfielderBlock,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,player_firstName,player_lastName,stat_dispossessed,stat_interceptionWon,stat_wonTackle,stat_totalCross,stat_accurateCross,stat_bigChanceCreated,captain,stat_bigChanceMissed,stat_shotOffTarget,stat_totalOffside,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_errorLeadToAShot,stat_penaltyConceded
14065718,home,Olympique de Marseille,Jeffrey de Lange,jeffrey-de-lange,J. de Lange,G,12,188.0,614,M,803034,EUR,891388800,G,12,12,False,8.0,8.0,0.0,8.0,8.0,3.0,1.0,90.0,9.0,6.7,2.675e-05,-0.0022,0,0.0145,0.02,0.0,0.15,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065718,home,Olympique de Marseille,Amir Murillo,michael-murillo,A. Murillo,D,62,183.0,3561,M,839493,EUR,823996800,D,62,62,False,63.0,59.0,0.0,17.0,17.0,8.0,,90.0,75.0,7.4,0.0498965,,0,,0.16,0.17,-0.02,,1.0,1.0,42.0,46.0,1.0,5.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065718,home,Olympique de Marseille,Benjamin Pavard,benjamin-pavard,B. Pavard,D,28,186.0,10877,M,787505,EUR,827971200,D,28,28,False,99.0,94.0,0.0,18.0,18.0,7.0,,78.0,106.0,8.5,0.0644819,,2,,0.45,0.21,0.16,,1.0,1.0,76.0,81.0,1.0,3.0,3.0,1.0,,,1.0,,,1.0,,5.0,,benpavard21,2.0,1.0,1.0,1.0,1.0,1.0,0.1529,0.4814,0.52,,,,,,,,,,,,,,,,,
14065718,home,Olympique de Marseille,Nayef Aguerd,nayef-aguerd,N. Aguerd,D,20,188.0,25735,M,877102,EUR,828144000,D,21,21,False,119.0,114.0,0.0,26.0,28.0,6.0,,90.0,125.0,9.2,0.0673856,,1,,0.48,0.36,0.17,,1.0,,88.0,91.0,2.0,5.0,10.0,,,,1.0,,,2.0,,6.0,,nayefaguard,9.0,1.0,,1.0,1.0,,0.0398,0.1661,0.54,,,1.0,2.0,1.0,,,,,,,,,,,,
14065718,home,Olympique de Marseille,Facundo Medina,facundo-medina,F. Medina,D,32,184.0,4462,M,860307,EUR,927849600,D,32,32,False,75.0,72.0,0.0,11.0,12.0,3.0,,61.0,78.0,7.3,0.0676806,,0,,0.4,0.18,-0.04,,2.0,2.0,61.0,63.0,,3.0,1.0,1.0,,,1.0,1.0,,3.0,,4.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
14065718,home,Olympique de Marseille,Angel Gomes,angel-gomes,A. Gomes,M,47,168.0,3430,M,867441,EUR,967680000,M,8,8,False,83.0,76.0,0.0,9.0,9.0,,,90.0,89.0,8.4,0.330726,,1,,0.43,0.09,-0.05,,3.0,3.0,67.0,74.0,1.0,3.0,3.0,1.0,,,1.0,,,1.0,,7.0,3.0,,2.0,1.0,,1.0,,,0.027,0.0909,0.55,,,,,,1.0,1.0,1.0,,,,,,,,,
14065718,home,Olympique de Marseille,Geoffrey Kondogbia,geoffrey-kondogbia,G. Kondogbia,M,19,188.0,2269,M,96544,EUR,729734400,M,19,19,False,57.0,52.0,0.0,14.0,15.0,6.0,,61.0,62.0,7.3,0.0486959,,1,,0.22,0.09,0.16,,1.0,1.0,38.0,42.0,1.0,2.0,7.0,,,,2.0,,1.0,,,6.0,,,4.0,,1.0,,,,0.0646,,-0.09,,,1.0,,1.0,,,,True,,,,,,,,
14065718,home,Olympique de Marseille,Mason Greenwood,mason-greenwood,M. Greenwood,F,10,181.0,65939,M,942116,EUR,1001894400,M,10,10,False,54.0,48.0,1.0,4.0,4.0,,,90.0,81.0,7.6,0.511544,,4,,0.27,0.13,-0.03,,5.0,3.0,44.0,50.0,,3.0,4.0,,5.0,2.0,,2.0,1.0,,,19.0,3.0,MGreenwood,1.0,3.0,,1.0,,,1.653,1.5974,0.18,,,,,,12.0,4.0,1.0,,1.0,1.0,,,,,,
14065718,home,Olympique de Marseille,Bilal Nadir,bilal-nadir,B. Nadir,M,26,178.0,4739,M,1129527,EUR,1069891200,M,26,26,False,54.0,48.0,0.0,4.0,4.0,2.0,,90.0,68.0,6.1,0.133598,,2,,-0.88,0.38,0.26,,2.0,,44.0,50.0,1.0,4.0,1.0,,1.0,,,2.0,1.0,1.0,,14.0,1.0,,,,2.0,,,1.0,0.0741,,-0.24,Bilal,Nadir,1.0,,,4.0,1.0,,,,,,,,,,
14065718,home,Olympique de Marseille,Timothy Weah,weah-timothy,T. Weah,M,22,185.0,11671,M,855810,EUR,951177600,M,22,22,False,30.0,26.0,0.0,5.0,5.0,1.0,,61.0,38.0,6.9,0.22722,,1,,0.24,0.19,0.0,,1.0,1.0,21.0,25.0,,2.0,3.0,,,,1.0,1.0,,2.0,,6.0,2.0,timothyweah,2.0,1.0,,,,,0.0904,0.2035,-0.35,,,,,,2.0,2.0,,,1.0,,,,,,,
