match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_totalContest,stat_interceptionWon,stat_wasFouled,stat_fouls,player_firstName,player_lastName,stat_wonContest,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_challengeLost,stat_shotOffTarget,stat_keyPass,stat_bigChanceMissed,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_unsuccessfulTouch,captain,stat_goalAssist,stat_totalOffside
10913498,home,Al Tai,Victor Braga,victor-braga,V. Braga,G,1,193.0,79,M,805020,EUR,698284800,G,1,1,False,20.0,17.0,11.0,8.0,15.0,16.0,2.0,4.0,1.0,1.0,1.0,11.0,2.0,1.0,1.0,1.0,1.0,90.0,32.0,6.5,3.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913498,home,Al Tai,Collins Fai,collins-fai,C. Fai,D,,167.0,535,,336551,EUR,713664000,D,40,40,False,55.0,42.0,10.0,2.0,23.0,23.0,20.0,38.0,,2.0,5.0,1.0,,,,,,90.0,89.0,6.2,23.0,0,6.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,
10913498,home,Al Tai,Adrián Martínez,adrian-martinez,Adrián Martínez,D,5,187.0,37,M,757930,EUR,742608000,D,5,5,False,67.0,63.0,6.0,5.0,44.0,45.0,19.0,22.0,2.0,6.0,2.0,5.0,,,,,,90.0,76.0,6.9,5.0,0,,,2.0,3.0,,1.0,,1.0,1.0,,,1.0,1.0,2.0,1.0,,,,,,,,,,,,
10913498,home,Al Tai,Abdulkarim Al Sulaima,abdulkarim-al-sulaima,A. A. Sulaima,D,4,,5,M,1127119,EUR,961804800,D,4,4,False,48.0,44.0,6.0,4.0,30.0,31.0,14.0,17.0,1.0,2.0,1.0,2.0,,,,,,90.0,54.0,6.3,4.0,0,,,2.0,4.0,,,2.0,1.0,1.0,Abdulkarim Al Sulaima,,,1.0,,,1.0,,,,,,,,,,,
10913498,home,Al Tai,Hussain Qasim,hussain-qasim,H. Qasim,D,12,179.0,18,M,948595,EUR,874800000,D,12,12,False,36.0,33.0,1.0,1.0,14.0,15.0,19.0,23.0,2.0,2.0,,1.0,,,,,,90.0,51.0,6.4,7.0,1,2.0,,1.0,3.0,,,1.0,,2.0,,,,,,,,1.0,1.0,,,,,,,,,
10913498,home,Al Tai,Mukhtar Ali,ali-mukhtar,A. Mukhtar,M,7,185.0,334,M,788258,EUR,878169600,M,7,7,False,60.0,55.0,3.0,2.0,43.0,45.0,12.0,16.0,,,1.0,7.0,,,,,,90.0,68.0,6.0,6.0,1,1.0,,,4.0,,,,,3.0,,,,,,,1.0,1.0,,1.0,,,,,,,,
10913498,home,Al Tai,Dener,dener,Dener,M,8,185.0,74,M,243167,EUR,700444800,M,8,8,False,62.0,58.0,11.0,8.0,29.0,29.0,29.0,35.0,,7.0,1.0,4.0,,,,,,89.0,77.0,7.2,7.0,0,2.0,,,6.0,1.0,1.0,1.0,,4.0,,,1.0,,6.0,3.0,1.0,,,,,,,,,,,
10913498,home,Al Tai,Amir Saâyoud,amir-saayoud,A. Saâyoud,F,11,170.0,2347,M,309154,EUR,654652800,M,10,10,False,34.0,29.0,2.0,1.0,12.0,12.0,17.0,23.0,2.0,3.0,,2.0,,,,,,84.0,50.0,7.0,14.0,2,1.0,,2.0,8.0,1.0,3.0,,1.0,1.0,,,,,,,1.0,,1.0,,1.0,1.0,1.0,1.0,4.0,,,
10913498,home,Al Tai,Knowledge Musona,knowledge-musona,K. Musona,M,,174.0,675,M,118368,EUR,645926400,M,11,11,False,46.0,42.0,3.0,3.0,13.0,14.0,32.0,36.0,,,,4.0,,,,,,90.0,57.0,8.3,6.0,1,4.0,3.0,2.0,2.0,,,1.0,,1.0,,,,,,,,,5.0,,2.0,,1.0,,1.0,True,1.0,1.0
10913498,home,Al Tai,Khalil Al-Absi,khalil-al-absi,K. Al-Absi,M,11,165.0,52,M,1019289,EUR,991008000,M,24,24,False,24.0,19.0,2.0,1.0,8.0,8.0,11.0,17.0,1.0,2.0,,4.0,,,,,,84.0,33.0,6.5,9.0,3,1.0,,1.0,2.0,,1.0,1.0,1.0,,,,,,,,,1.0,,,,,2.0,,2.0,,,
10913498,home,Al Tai,Guy Mbenza,guy-mbenza,G. Mbenza,F,9,182.0,384,M,979125,EUR,954547200,F,9,9,False,12.0,8.0,1.0,1.0,4.0,4.0,4.0,9.0,,,1.0,1.0,,,,,,90.0,25.0,5.8,11.0,1,1.0,,1.0,8.0,5.0,1.0,,,1.0,,,,,,,,,,1.0,,1.0,,,,,,3.0
10913498,home,Al Tai,Mohammed Harzan Mohsen,mohammed-harzan-mohsen,M. H. Mohsen,M,,167.0,4,M,868439,EUR,600566400,M,75,75,True,3.0,2.0,1.0,1.0,,,2.0,3.0,,1.0,,,,,,,,14.0,4.0,6.7,1.0,0,,,,,,1.0,,,,Mohammed,Harzan Mohsen,1.0,,,,,,,,,,,,,,,
10913498,home,Al Tai,Abdullah Al-Jawaey,abdullah-al-jawaey,A. Al-Jawaey,M,11,173.0,18,M,868945,EUR,826329600,M,27,27,True,6.0,5.0,1.0,,3.0,3.0,2.0,5.0,,1.0,,,,,,,,14.0,11.0,6.4,5.0,0,2.0,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,
10913498,home,Al Tai,Jamal Bajandouh,jamal-bajandouh,J. Bajandouh,M,,180.0,21,M,540424,EUR,714441600,M,26,26,True,9.0,9.0,1.0,1.0,8.0,8.0,1.0,1.0,,,,,,,,,,8.0,9.0,6.5,,0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,
10913498,home,Al Tai,Moataz Al-Baqaawi,moataz-al-baqaawi,M. Al-Baqaawi,G,33,180.0,23,M,892891,EUR,883872000,G,44,44,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913498,home,Al Tai,Hassan Al-Jubairi,hassan-al-jubairi,H. Al-Jubairi,D,,176.0,2,M,1066586,EUR,694224000,D,19,19,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,Hassan Al-Jubairi,,,,,,,,,,,,,,,,,
10913498,home,Al Tai,Abdulaziz Majrashi,abdulaziz-majrashi,A. Majrashi,D,33,162.0,10,M,818828,EUR,680054400,D,3,3,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913498,home,Al Tai,Nawaf Al Qamiri,nawaf-al-qamiri,N. A. Qamiri,D,23,171.0,15,M,1398859,EUR,992131200,D,23,23,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,Nawaf Al Qamiri,,,,,,,,,,,,,,,,,
10913498,home,Al Tai,Abdulaziz Al Harabi,abdulaziz-al-harabi,A. A. Harabi,M,18,176.0,18,M,1127117,EUR,864777600,M,6,6,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,Abdulaziz Al Harabi,,,,,,,,,,,,,,,,,
10913498,home,Al Tai,Fahad Aljuhani,fahad-al-johani,F. Aljuhani,F,19,177.0,7,M,160947,EUR,688435200,F,32,32,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913498,away,Al-Shabab,Seung-gyu Kim,seung-gyu-kim,S. Kim,G,81,187.0,324,M,235686,EUR,654652800,G,18,18,False,31.0,26.0,10.0,5.0,23.0,24.0,3.0,7.0,,1.0,1.0,13.0,3.0,1.0,1.0,1.0,,90.0,49.0,6.7,5.0,0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
10913498,away,Al-Shabab,Fawaz Al-Sagour,fawaz-al-sagour,F. Al-Sagour,D,27,176.0,240,M,818572,EUR,830217600,D,27,27,False,34.0,30.0,1.0,,15.0,16.0,16.0,22.0,,1.0,5.0,2.0,,,,,,90.0,56.0,6.7,8.0,0,4.0,1.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,1.0,,,
10913498,away,Al-Shabab,Iago Santos,iago-santos,I. Santos,D,4,188.0,76,M,584430,EUR,706492800,D,4,4,False,59.0,53.0,11.0,8.0,47.0,49.0,6.0,10.0,4.0,5.0,7.0,6.0,,,,,,90.0,69.0,7.0,7.0,0,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,
10913498,away,Al-Shabab,Hassan Al Tambakti,hassan-al-tambakti,H. A. Tambakti,D,87,182.0,1188,M,881837,EUR,918518400,D,5,5,False,54.0,48.0,7.0,3.0,37.0,39.0,11.0,15.0,1.0,6.0,5.0,4.0,,,,,,90.0,67.0,7.4,6.0,1,,,,1.0,,,,,1.0,,,,1.0,5.0,2.0,,,,,,,1.0,,,,,
10913498,away,Al-Shabab,Moteb Al-Harbi,moteb-al-harbi,M. Al-Harbi,D,24,171.0,848,M,1022679,EUR,950918400,D,24,24,False,44.0,39.0,3.0,2.0,24.0,25.0,16.0,22.0,1.0,5.0,,4.0,,,,,,89.0,56.0,7.1,9.0,0,3.0,1.0,2.0,2.0,,1.0,,1.0,,,,1.0,,2.0,,,,2.0,,,,,,2.0,,1.0,
10913498,away,Al-Shabab,Husain Al-Qahtani,husain-al-monassar,H. Al-Qahtani,M,52,177.0,32,M,893218,EUR,787881600,M,15,15,False,57.0,51.0,1.0,1.0,25.0,25.0,26.0,32.0,1.0,4.0,2.0,4.0,,,,,,90.0,67.0,6.9,8.0,0,,,,2.0,1.0,,2.0,2.0,1.0,,,,,1.0,,,,,,,,,,1.0,,,
10913498,away,Al-Shabab,Grzegorz Krychowiak,grzegorz-krychowiak,G. Krychowiak,M,4,187.0,2715,M,76227,EUR,633571200,M,23,23,False,56.0,51.0,1.0,1.0,31.0,32.0,21.0,25.0,,1.0,,1.0,,,,,,90.0,63.0,7.0,6.0,1,1.0,1.0,1.0,4.0,1.0,,2.0,,1.0,Grzegorz,Krychowiak,,1.0,1.0,,1.0,1.0,2.0,,,,,,,,1.0,
10913498,away,Al-Shabab,Éver Banega,ever-banega,É. Banega,M,11,174.0,1194,M,31981,EUR,583545600,M,10,10,False,81.0,75.0,7.0,7.0,28.0,29.0,48.0,57.0,,4.0,,3.0,,,,,,90.0,95.0,7.5,13.0,0,5.0,1.0,2.0,3.0,,,,4.0,1.0,,,,,,,,,1.0,,1.0,,,,,True,,
10913498,away,Al-Shabab,Cristian Guanca,cristian-guanca,C. Guanca,M,10,177.0,565,M,789438,EUR,733190400,F,8,8,False,33.0,28.0,1.0,1.0,8.0,8.0,20.0,26.0,,3.0,,1.0,,,,,,69.0,43.0,6.7,10.0,1,1.0,,,3.0,2.0,2.0,,1.0,,,,1.0,,1.0,1.0,,,2.0,,,,1.0,,1.0,,,3.0
10913498,away,Al-Shabab,Santi Mina,santi-mina,S. Mina,F,,182.0,384,,306498,EUR,818294400,F,77,77,False,19.0,15.0,,,6.0,6.0,9.0,13.0,2.0,4.0,,2.0,,,,,,80.0,27.0,6.8,5.0,2,,,1.0,5.0,,1.0,,2.0,2.0,,,,,,,1.0,1.0,,,,1.0,,,,,,
10913498,away,Al-Shabab,Carlos Junior,carlos-junior,C. Junior,M,13,176.0,437,M,555624,EUR,808444800,F,13,13,False,30.0,23.0,,,7.0,8.0,16.0,23.0,1.0,8.0,1.0,4.0,,,,,,90.0,52.0,8.8,10.0,3,1.0,,,3.0,1.0,2.0,2.0,3.0,1.0,,,2.0,1.0,2.0,1.0,1.0,1.0,,1.0,,2.0,,2.0,1.0,,,
10913498,away,Al-Shabab,Fahad Al-Muwallad,fahad-al-muwallad,F. Al-Muwallad,M,,167.0,183,M,160909,EUR,779500800,F,90,90,True,5.0,3.0,,,2.0,3.0,1.0,2.0,1.0,2.0,,2.0,,,,,,21.0,9.0,6.6,4.0,0,,,1.0,1.0,,,1.0,,,,,,,1.0,1.0,,,,,,,,,2.0,,,
10913498,away,Al-Shabab,Ahmed Abdu,ahmed-abdu,A. Abdu,F,71,183.0,6,M,1392248,EUR,839462400,F,71,71,True,2.0,2.0,,,,,2.0,2.0,1.0,1.0,,,,,,,,10.0,5.0,6.5,1.0,0,,,1.0,2.0,1.0,,,,,Ahmed Abdu,,,,,,,,,,,,,,,,,
10913498,away,Al-Shabab,Hussain Al-Sebyani,hussain-alsebyani,H. Alsebyani,M,16,168.0,15,M,1152012,EUR,993340800,D,16,16,True,1.0,1.0,,,,,1.0,2.0,,1.0,,,,,,,,1.0,3.0,,1.0,0,1.0,,,,,,,1.0,,Hussain Alsebyani,,,,,,,,,,,,,,,,,
10913498,away,Al-Shabab,Hussein Shaian,hussain-abdoh-al-shaian,H. Shaian,G,,190.0,4,M,791429,EUR,611884800,G,35,35,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913498,away,Al-Shabab,Mohammed Essa Harbush,mohammed-essa-harbush,M. E. Harbush,D,38,170.0,36,M,1201501,EUR,1051142400,D,38,38,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,Mohammed Essa Harbush,,,,,,,,,,,,,,,,,
10913498,away,Al-Shabab,Nader Al Sharari,nader-abdullah-al-sharari,N. A. Sharari,D,4,184.0,534,M,923040,EUR,831513600,D,88,88,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913498,away,Al-Shabab,Saeed Al-Rabiei,saeed-al-rabiei,S. Al-Rabiei,D,4,187.0,32,M,954639,EUR,746841600,D,25,25,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913498,away,Al-Shabab,Nawaf Al-Abed,nawaf-al-abed,N. Al-Abed,M,,168.0,122,,144377,EUR,633312000,M,14,14,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913498,away,Al-Shabab,Mohammed Al-Yami,mohammed-issa,M. Al-Yami,M,5,181.0,14,M,1398871,EUR,1017705600,D,26,26,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,Mohammed Issa,,,,,,,,,,,,,,,,,
