match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_progressiveBallCarriesCount,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,captain,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_outfielderBlock,stat_interceptionWon,stat_fouls,stat_keyPass,stat_challengeLost,stat_totalTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_shotOffTarget,stat_errorLeadToAGoal,stat_expectedGoals,stat_shotValueNormalized,player_firstName,player_lastName,stat_wonTackle,stat_dispossessed,stat_totalContest,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_wonContest,player_sofascoreId,stat_bigChanceCreated,stat_hitWoodwork,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_goals,stat_totalOffside,stat_savedShotsFromInsideTheBox
14109803,home,Başakşehir FK,Muhammed Şengezer,muhammed-sengezer,M. Şengezer,G,16,185,464,M,827418,EUR,852422400,G,16,16,False,38.0,21.0,24.0,7.0,0.0,16.0,18.0,5.0,20.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,2.0,2.0,90.0,45.0,6.2,17.0,0.00315357,52.674960935591,9.0,40.013928180498,0.0,-0.0003,0,-0.2351,0.08,-0.01,-0.13,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109803,home,Başakşehir FK,Ömer Ali Şahiner,omer-ali-sahiner,Ö. A. Şahiner,D,42,175,88,M,103912,EUR,694310400,D,42,42,False,26.0,20.0,3.0,2.0,0.0,11.0,14.0,9.0,12.0,,,1.0,2.0,,,,,,90.0,48.0,6.0,7.0,0.0190569,65.055069347701,8.0,19.40910723092,0.0,,0,,0.02,0.03,-0.48,,True,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14109803,home,Başakşehir FK,Léo Duarte,leo-duarte,L. Duarte,D,5,183,505,M,839982,EUR,837561600,D,5,5,False,60.0,56.0,1.0,1.0,1.0,41.0,41.0,15.0,19.0,2.0,4.0,3.0,7.0,1.0,,,,,90.0,72.0,6.7,7.0,0.0880498,228.61052672441,24.0,151.97175429573,1.0,,0,,0.25,0.19,-0.25,,,,,1.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,26.151031968898,26.837305453417,,,,,,,,,,,,,,,,,,,,
14109803,home,Başakşehir FK,Jerome Opoku,opoku-jerome,J. Opoku,D,3,194,1395,M,920514,EUR,908323200,D,3,3,False,48.0,44.0,3.0,1.0,0.0,36.0,37.0,8.0,11.0,2.0,5.0,3.0,3.0,3.0,,,,,85.0,58.0,6.1,6.0,0.0025334,144.03488743689,21.0,79.855876003099,0.0,,1,,0.01,0.07,-0.59,,,,,,,1.0,,,,,,,2.0,,,1.0,1.0,0.1305,-0.14,,,,,,,,,,,,,,,,
14109803,home,Başakşehir FK,Christopher Operi,christopher-operi,C. Operi,D,21,182,1314,M,858977,EUR,862272000,D,21,21,False,43.0,39.0,4.0,3.0,0.0,18.0,20.0,21.0,23.0,2.0,4.0,2.0,6.0,,,,,,90.0,57.0,6.6,6.0,0.0964239,132.62132814857,18.0,49.997777699815,1.0,,0,,0.33,0.09,-0.5,,,4.0,2.0,,1.0,,1.0,1.0,1.0,,2.0,,,7.452130535789,12.47998862179,,,,,,,2.0,,,,,,,,,,,,,
14109803,home,Başakşehir FK,Olivier Kemen,olivier-kemen,O. Kemen,M,8,177,827,M,280447,EUR,837820800,M,8,8,False,43.0,35.0,7.0,5.0,0.0,14.0,17.0,21.0,26.0,1.0,5.0,2.0,6.0,3.0,,,,,90.0,58.0,7.0,13.0,0.0184667,86.32469139465,9.0,35.025908782667,0.0,,1,,0.2,0.09,-0.14,,,,,1.0,5.0,,,1.0,,,1.0,,2.0,,,,,0.0388,0.01,,,,1.0,2.0,1.0,0.1851,,,,,,,,,
14109803,home,Başakşehir FK,Umut Güneş,umut-gunes,U. Güneş,M,20,177,131,M,876782,EUR,953164800,M,20,20,False,36.0,35.0,5.0,5.0,0.0,22.0,22.0,13.0,14.0,1.0,3.0,3.0,2.0,1.0,,,,,74.0,45.0,6.8,3.0,0.00975658,109.30075348374,17.0,49.954764136171,0.0,,0,,0.2,0.06,-0.08,,,,,,4.0,,2.0,2.0,,1.0,,,1.0,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,
14109803,home,Başakşehir FK,Abbosbek Fayzullaev,fayzullaev-abbosbek,A. Fayzullaev,M,11,172,31162,M,1118429,EUR,1065139200,M,11,11,False,19.0,9.0,1.0,,0.0,4.0,7.0,5.0,12.0,1.0,4.0,1.0,4.0,,,,,,66.0,36.0,6.8,16.0,0.386194,86.597230016281,6.0,60.57808468284,3.0,,2,,0.33,0.17,-0.1,,,4.0,1.0,,1.0,,2.0,1.0,3.0,,2.0,,3.0,25.2921232831,65.669569165986,2.0,,0.0772,-0.25,,,2.0,,1.0,,,1.0,abbos,1.0,1.0,,,,,
14109803,home,Başakşehir FK,Eldor Shomurodov,shomurodov-eldor,E. Shomurodov,F,14,190,32386,M,791355,EUR,804384000,M,14,14,False,13.0,9.0,2.0,,0.0,1.0,1.0,8.0,12.0,,2.0,,,2.0,,,,,90.0,31.0,5.9,14.0,0.00804755,48.165777857397,8.0,39.361311367293,1.0,,4,,-0.03,0.07,-0.18,,,1.0,,,3.0,,,,1.0,,,,6.0,13.156745410574,13.243543672296,1.0,,0.4204,-0.55,,,,1.0,2.0,2.0,0.246,,,,1.0,1.0,,,,
14109803,home,Başakşehir FK,Amine Harit,amine-harit,A. Harit,M,25,179,11354,M,827522,EUR,866592000,M,25,25,False,19.0,15.0,1.0,,0.0,4.0,4.0,11.0,15.0,,4.0,1.0,1.0,1.0,,,,,74.0,35.0,6.5,13.0,0.0483313,79.444982705396,10.0,45.265834810828,2.0,,1,,0.34,0.13,-0.3,,,1.0,,,8.0,,,1.0,,4.0,1.0,,4.0,13.030931791546,28.145051046427,1.0,,0.0245,-0.13,,,,1.0,4.0,,,2.0,amineharit,,,,,,,
