match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_duelLost,stat_challengeLost,stat_totalContest,stat_onTargetScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_unsuccessfulTouch,stat_totalOffside,stat_aerialWon,stat_shotOffTarget,stat_keyPass,player_sofascoreId,stat_aerialLost,stat_wonContest,stat_accurateCross,stat_dispossessed,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_goals,stat_bigChanceMissed,captain,stat_hitWoodwork
12184778,home,AS Monaco,Radosław Majecki,radoslaw-majecki,R. Majecki,G,1,191,1544,M,849114,EUR,942710400,G,1,1,False,18.0,10.0,12.0,4.0,7.0,9.0,3.0,9.0,1.0,14.0,1.0,2.0,4.0,5.0,90.0,34.0,8.1,8.0,0.00142638,0,0.4438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12184778,home,AS Monaco,Vanderson,vanderson,Vanderson,D,2,173,6111,M,1090694,EUR,993081600,D,2,2,False,47.0,39.0,4.0,2.0,16.0,18.0,23.0,32.0,2.0,5.0,,,,,90.0,71.0,7.6,14.0,0.0258129,1,,Vanderson,,3.0,4.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,0.0154,0.0256,,,,,,,,,,,,,,,,
12184778,home,AS Monaco,Guillermo Maripán,guillermo-maripan,G. Maripán,D,13,193,2139,M,339909,EUR,768182400,D,3,3,False,47.0,45.0,6.0,5.0,31.0,31.0,14.0,16.0,2.0,4.0,,,,,90.0,59.0,7.2,3.0,0.0077817,0,,,,,4.0,3.0,,,2.0,,5.0,2.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,
12184778,home,AS Monaco,Thilo Kehrer,thilo-kehrer,T. Kehrer,D,5,186,1925,M,281277,EUR,843264000,D,5,5,False,59.0,54.0,6.0,5.0,30.0,33.0,24.0,26.0,5.0,4.0,1.0,,,,90.0,69.0,7.8,5.0,0.0156404,1,,,,,,,,,2.0,1.0,1.0,2.0,2.0,,0.1907,,,,2.0,1.0,1.0,,,,,,,,,,,
12184778,home,AS Monaco,Krépin Diatta,krepin-diatta,K. Diatta,M,27,173,13115,M,873534,EUR,919900800,D,27,27,False,37.0,30.0,5.0,2.0,13.0,15.0,17.0,26.0,6.0,6.0,2.0,,,,90.0,67.0,7.5,18.0,0.0459824,0,,,,4.0,2.0,,1.0,,3.0,,4.0,3.0,1.0,,,,4.0,,,,1.0,krepindiatta,2.0,1.0,,,,,,,,
12184778,home,AS Monaco,Maghnes Akliouche,maghnes-akliouche,M. Akliouche,M,11,183,5917,M,1130939,EUR,1014595200,M,21,21,False,32.0,25.0,2.0,,5.0,6.0,21.0,31.0,3.0,6.0,,,,,87.0,51.0,7.2,17.0,0.164,2,,,,5.0,5.0,,,1.0,1.0,,,3.0,1.0,1.0,0.2333,0.037,2.0,,,,2.0,,2.0,,1.0,2.0,1.0,1.0,,,,
12184778,home,AS Monaco,Denis Zakaria,denis-zakaria,D. Zakaria,M,6,191,3221,M,770677,EUR,848448000,M,6,6,False,30.0,29.0,,,15.0,15.0,14.0,16.0,2.0,6.0,,,,,90.0,46.0,7.4,4.0,0.0109104,2,,,,1.0,3.0,2.0,2.0,2.0,1.0,,3.0,,,,0.0681,0.2148,1.0,,,,,,1.0,2.0,,,,,,,,
12184778,home,AS Monaco,Youssouf Fofana,youssouf-fofana,Y. Fofana,M,19,185,6182,M,945062,EUR,915926400,M,19,19,False,44.0,40.0,3.0,3.0,12.0,14.0,28.0,30.0,6.0,8.0,2.0,,,,90.0,69.0,8.1,10.0,0.0329369,3,,,,,4.0,,3.0,1.0,1.0,,3.0,2.0,1.0,1.0,0.2992,0.3417,1.0,,1.0,2.0,,YFofana19_,,1.0,,1.0,,,1.0,,,
12184778,home,AS Monaco,Takumi Minamino,takumi-minamino,T. Minamino,M,18,174,8866,M,155818,EUR,790214400,M,18,18,False,30.0,24.0,1.0,,7.0,8.0,17.0,23.0,6.0,7.0,1.0,,,,90.0,56.0,6.7,14.0,0.528883,5,,,,1.0,6.0,2.0,2.0,,,,1.0,4.0,,2.0,0.3057,,4.0,,,2.0,1.0,Minamino,,1.0,,1.0,,3.0,,1.0,,
12184778,home,AS Monaco,Folarin Balogun,folarin-balogun,F. Balogun,F,9,179,5047,M,934237,EUR,994118400,F,29,29,False,12.0,11.0,1.0,1.0,2.0,2.0,9.0,10.0,,2.0,,,,,68.0,21.0,6.6,6.0,0.223269,1,,,,,7.0,,3.0,,,,1.0,,,2.0,0.029,,,,,,3.0,balogun,1.0,,,1.0,,1.0,,,,
12184778,home,AS Monaco,Wissam Ben Yedder,wissam-ben-yedder,W. Ben Yedder,F,35,170,5487,M,119192,EUR,650419200,F,10,10,False,11.0,9.0,,,1.0,1.0,8.0,10.0,,1.0,,,,,83.0,25.0,6.5,11.0,0.148878,4,,,,,7.0,,1.0,2.0,,,,,,,0.4449,0.9688,2.0,4.0,,1.0,3.0,wisbenyedder,,,,6.0,,1.0,,1.0,True,
