match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_ownGoals,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,player_firstName,player_lastName,stat_accurateCross,stat_keyPass,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_goals,player_sofascoreId,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_hitWoodwork,stat_totalOffside
13472589,home,São Paulo,Rafael,rafael,Rafael,G,23,192,4239,M,33132,EUR,614563200,G,23,23,False,True,29.0,14.0,16.0,2.0,0.0,12.0,16.0,2.0,13.0,1.0,1.0,3.0,13.0,4.0,5.0,2.0,90.0,43.0,7.4,15.0,0.00039217,24.550269915179,5.0,-5.565,1.47,0,-0.4391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472589,home,São Paulo,Nahuel Ferraresi,nahuel-ferraresi,N. Ferraresi,D,32,188,3355,M,881215,EUR,911433600,D,32,32,False,,68.0,55.0,5.0,3.0,0.0,41.0,49.0,14.0,19.0,4.0,11.0,5.0,3.0,,,,90.0,92.0,7.4,15.0,0.0129304,114.23694606168,18.0,34.545,21.63,1,,1.0,2.0,6.0,1.0,1.0,1.0,1.0,2.0,5.0,5.0,1.0,3.0,2.0,0.2193,,,,,,,,,,,,,,,,
13472589,home,São Paulo,Alan Franco,alan-franco,A. Franco,D,28,183,2959,M,875402,EUR,844992000,D,28,28,False,,64.0,56.0,7.0,,0.0,44.0,47.0,12.0,17.0,,1.0,7.0,4.0,,,,90.0,76.0,6.8,9.0,0.00400633,145.09067673901,22.0,12.705,18.375,0,,,1.0,1.0,,,,2.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,
13472589,home,São Paulo,Sabino,sabino,Sabino,D,35,185,1662,M,975118,EUR,846201600,D,35,35,False,,38.0,32.0,4.0,,0.0,23.0,24.0,9.0,14.0,3.0,9.0,6.0,3.0,,,,90.0,58.0,6.9,10.0,0.0037908,136.38117109582,16.0,101.85,31.5,0,,1.0,3.0,8.0,2.0,,,1.0,1.0,5.0,3.0,,1.0,2.0,,1.0,,,,,,,,,,,,,,,
13472589,home,São Paulo,Maik,maik,Maik,D,42,175,1422,M,2035326,EUR,1104710400,M,42,42,False,,41.0,29.0,5.0,,0.0,15.0,17.0,14.0,24.0,,8.0,3.0,2.0,,,,90.0,76.0,6.8,20.0,0.0409148,84.668019784735,10.0,73.5,17.22,0,,2.0,1.0,6.0,1.0,2.0,,,,4.0,,,2.0,1.0,,3.0,2.0,1.0,Maik,Gomes Viegas,1.0,1.0,,,,,,,,,
13472589,home,São Paulo,Pablo Maia,pablo-maia,P. Maia,M,29,178,3211,M,1120721,EUR,1010620800,M,29,29,False,,30.0,30.0,,,0.0,25.0,25.0,5.0,5.0,1.0,7.0,,4.0,,,,61.0,40.0,6.9,1.0,0.00156393,56.930653589112,7.0,10.605,5.67,0,,,,2.0,,1.0,,,,4.0,1.0,,2.0,1.0,,,,,Pablo Maia,,,,,,,,,,,,
13472589,home,São Paulo,Luiz Gustavo,luiz-gustavo,L. Gustavo,M,14,187,2128,M,29735,EUR,553996800,M,16,16,False,,18.0,14.0,3.0,1.0,0.0,9.0,10.0,5.0,8.0,,,1.0,,,,,69.0,22.0,6.4,4.0,0.00569772,17.535952937247,4.0,12.6,5.355,1,,,1.0,4.0,1.0,,,,,,,,,2.0,0.0726,,,,,,,,1.0,0.064,,,,,,,
13472589,home,São Paulo,Ferreirinha,ferreira,Ferreira,M,11,176,8644,M,998499,EUR,883526400,M,11,11,False,,19.0,19.0,1.0,1.0,0.0,8.0,8.0,11.0,11.0,,4.0,1.0,2.0,,,,45.0,28.0,7.2,3.0,0.285101,102.29352998116,11.0,47.775,15.96,0,,2.0,,2.0,1.0,1.0,,,,2.0,,,1.0,,,1.0,1.0,,,,,3.0,,,1.0,,,,,,
13472589,home,São Paulo,Damián Bobadilla,damian-bobadilla,D. Bobadilla,M,21,181,3033,M,1015261,EUR,991958400,F,21,21,False,,52.0,44.0,2.0,2.0,0.0,22.0,23.0,22.0,29.0,1.0,4.0,2.0,3.0,,,,90.0,63.0,7.5,9.0,0.0138211,90.310712778901,15.0,55.965,19.215,1,,,2.0,3.0,,,,,2.0,3.0,1.0,,,1.0,0.9695,,,1.0,,,,,1.0,0.9948,,1.0,,,,,
13472589,home,São Paulo,Luciano,luciano,Luciano,M,10,181,8486,M,282557,EUR,737683200,F,10,10,False,,16.0,15.0,1.0,1.0,0.0,3.0,3.0,12.0,13.0,1.0,4.0,2.0,2.0,,,,87.0,30.0,7.0,3.0,0.27774,44.577569117186,5.0,14.175,15.855,4,,,2.0,6.0,,,1.0,,,1.0,1.0,,1.0,3.0,0.7282,2.0,1.0,1.0,,,,1.0,2.0,0.865,,,luciano10,1.0,1.0,,
13472589,home,São Paulo,Gonzalo Tapia,tapia-gonzalo,G. Tapia,F,14,178,4048,M,1002947,EUR,1014336000,F,14,14,False,,11.0,8.0,1.0,,0.0,3.0,3.0,5.0,8.0,1.0,6.0,,2.0,,,,87.0,23.0,6.7,9.0,0.00931924,78.246283475473,4.0,59.535,52.08,0,,1.0,3.0,7.0,,2.0,,,,,,,5.0,1.0,,1.0,,3.0,,,1.0,,,,,,,,,,
13472589,home,São Paulo,Lucca,lucca,Lucca,M,45,176,1626,M,2162243,EUR,1181779200,F,45,45,True,,9.0,7.0,,,0.0,3.0,4.0,4.0,5.0,1.0,11.0,,4.0,,,,45.0,33.0,7.4,9.0,0.0583598,51.015057963247,7.0,13.65,10.815,0,,3.0,1.0,6.0,1.0,2.0,,2.0,1.0,4.0,2.0,,3.0,2.0,,4.0,3.0,1.0,Lucca,,1.0,1.0,,,,,,,,,
13472589,home,São Paulo,Marcos Antônio,marcos-antonio,M. Antônio,M,8,166,3050,M,905453,EUR,960854400,M,20,20,True,,19.0,16.0,3.0,1.0,0.0,7.0,8.0,9.0,11.0,,1.0,,,,,,29.0,24.0,6.5,3.0,0.00592343,31.450193463523,4.0,8.82,9.03,0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
13472589,home,São Paulo,Felipe Negrucci,felipe-negrucci,F. Negrucci,M,43,180,1098,M,1485598,EUR,1084492800,M,43,43,True,,16.0,13.0,1.0,,0.0,5.0,5.0,8.0,11.0,,,1.0,,,,,21.0,18.0,6.5,3.0,0.00650961,29.923895623827,6.0,13.545,6.09,0,,,,,,,,,,,,,,,,,,,Felipe Negrucci,,,,,,,,,,,,
13472589,home,São Paulo,Emiliano Rigoni,emiliano-rigoni,Emiliano Rigoni,M,24,180,1525,M,257587,EUR,728784000,M,77,77,True,,1.0,1.0,,,0.0,,,1.0,1.0,,,,,,,,11.0,3.0,7.2,1.0,0.00029848,5.4463305077823,1.0,4.41,4.41,1,,,,,,,,,,,,,,,0.0358,,,1.0,,,,,1.0,0.1699,,1.0,,,,,
