match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keyPass,stat_totalShots,player_sofascoreId,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalOffside,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_hitWoodwork,stat_outfielderBlock,stat_shotOffTarget,stat_blockedScoringAttempt,player_firstName,captain,player_lastName,stat_errorLeadToAShot,stat_savedShotsFromInsideTheBox,stat_goalsPrevented
12436937,home,Brighton & Hove Albion,Bart Verbruggen,bart-verbruggen,B. Verbruggen,G,1,193,4212,M,994363,EUR,1029628800,G,1,1,False,35.0,21.0,17.0,5.0,1.0,20.0,23.0,1.0,12.0,1.0,4.0,1.0,1.0,1.0,90.0,41.0,7.1,14.0,0.00327931,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436937,home,Brighton & Hove Albion,Yankuba Minteh,minteh-yankuba,Y. Minteh,M,11,180,7051,M,1400106,EUR,1090454400,D,17,17,False,12.0,8.0,,,0.0,4.0,6.0,6.0,8.0,1.0,5.0,,,,89.0,35.0,9.5,9.0,0.183134,3.0,2,minteh01,2.0,2.0,3.0,2.0,10.0,12.0,4.0,1.0,4.0,3.0,1.0,2.0,2.0,1.0,5.0,4.0,2.0,2.0,1.0,1.0,0.3585,1.0051,,,,,,,,,,,
12436937,home,Brighton & Hove Albion,Joël Veltman,joel-veltman,J. Veltman,D,34,184,1147,M,219572,EUR,695433600,D,34,34,False,19.0,15.0,1.0,1.0,0.0,13.0,14.0,2.0,5.0,6.0,2.0,,,,90.0,34.0,7.2,4.0,0.00104466,,1,,,,,,,1.0,,,,,,1.0,,1.0,,,,1.0,,,0.2749,0.489,1.0,1.0,,,,,,,,,
12436937,home,Brighton & Hove Albion,Jan Paul van Hecke,jan-paul-van-hecke,J. P. van Hecke,D,6,189,3186,M,962012,EUR,960422400,D,29,29,False,41.0,38.0,5.0,3.0,0.0,34.0,34.0,4.0,7.0,2.0,1.0,,,,90.0,46.0,7.1,3.0,0.00395019,,0,,,,,2.0,,3.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
12436937,home,Brighton & Hove Albion,Adam Webster,adam-webster,A. Webster,D,4,191,505,M,216308,EUR,789177600,D,4,4,False,59.0,46.0,16.0,7.0,0.0,38.0,43.0,8.0,16.0,7.0,3.0,,,,90.0,74.0,7.5,14.0,0.00396566,,0,,,,,1.0,1.0,4.0,1.0,,,,,,,2.0,2.0,1.0,1.0,1.0,,,,,,,2.0,,,,,,,,
12436937,home,Brighton & Hove Albion,Tariq Lamptey,lamptey-tariq,T. Lamptey,D,48,165,4021,M,914691,EUR,970272000,D,2,2,False,25.0,21.0,2.0,1.0,0.0,13.0,13.0,8.0,13.0,5.0,3.0,,,,90.0,48.0,6.7,9.0,0.00167217,,1,TariqLamptey,1.0,,1.0,,7.0,4.0,1.0,1.0,3.0,1.0,,,,,2.0,1.0,1.0,1.0,2.0,,0.0278,,,,,1.0,,,,,,,
12436937,home,Brighton & Hove Albion,Georginio Rutter,rutter-georginio,G. Rutter,M,10,182,3505,M,946695,EUR,1019260800,M,14,14,False,13.0,10.0,1.0,1.0,0.0,3.0,4.0,7.0,9.0,,1.0,,,,73.0,26.0,6.8,6.0,0.0161623,1.0,1,,,,4.0,1.0,10.0,4.0,1.0,3.0,1.0,1.0,1.0,,,1.0,1.0,,,1.0,2.0,1.0,0.0854,,,,,1.0,,,,,,,
12436937,home,Brighton & Hove Albion,Carlos Baleba,baleba-carlos,C. Baleba,M,17,179,25912,M,1199043,EUR,1073088000,M,20,20,False,26.0,16.0,4.0,1.0,0.0,11.0,18.0,5.0,8.0,5.0,5.0,,,,84.0,46.0,7.1,14.0,0.00750503,,2,carlos_baleba,,,,2.0,4.0,7.0,,1.0,,,,,,3.0,5.0,3.0,2.0,,3.0,,0.0677,,,,,1.0,1.0,,,,,,
12436937,home,Brighton & Hove Albion,Jack Hinshelwood,jack-hinshelwood,J. Hinshelwood,D,13,182,1561,M,1142315,EUR,1113177600,M,41,41,False,27.0,24.0,3.0,3.0,0.0,19.0,21.0,5.0,6.0,3.0,2.0,,,,74.0,34.0,6.8,4.0,0.00736258,,0,,,,,2.0,2.0,3.0,,,1.0,,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,Jack Hinshelwood,,,,,
12436937,home,Brighton & Hove Albion,Kaoru Mitoma,mitoma-kaoru,K. Mitoma,M,22,178,20820,M,936849,EUR,864086400,M,22,22,False,30.0,21.0,,,0.0,8.0,11.0,13.0,19.0,1.0,4.0,,,,90.0,51.0,7.4,12.0,0.022768,,2,KaoruM,,,,2.0,4.0,7.0,1.0,,3.0,1.0,,2.0,1.0,1.0,1.0,,1.0,3.0,1.0,,0.2122,0.3372,1.0,,,,,,,,,,
