match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_ballRecovery,stat_unsuccessfulTouch,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_totalTackle,stat_wasFouled,stat_keyPass,stat_interceptionWon,stat_fouls,stat_totalContest,stat_wonContest,stat_wonTackle,player_firstName,player_lastName,stat_dispossessed,stat_bigChanceMissed,stat_shotOffTarget,stat_hitWoodwork,stat_expectedGoals,stat_bigChanceCreated,stat_penaltyWon,stat_blockedScoringAttempt,captain,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_expectedGoalsOnTarget,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_outfielderBlock,stat_penaltyConceded
12436898,home,Manchester City,Ederson,ederson,Ederson,G,31,188,48699,M,Ederson93,254491,EUR,745545600,G,31,31,False,23.0,23.0,2.0,2.0,0.0,23.0,23.0,3.0,1.0,1.0,1.0,90.0,25.0,6.4,1.0,4.437e-05,0,-0.7074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436898,home,Manchester City,Manuel Akanji,manuel-akanji,M. Akanji,D,25,187,22699,M,manuel_akanji,383560,EUR,806112000,D,25,25,False,124.0,122.0,3.0,3.0,0.0,37.0,37.0,4.0,1.0,,,90.0,135.0,7.6,4.0,0.156371,0,,86.0,88.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12436898,home,Manchester City,Rúben Dias,ruben-dias,R. Dias,D,3,188,40519,M,RúbenD,318941,EUR,863568000,D,3,3,False,115.0,114.0,9.0,8.0,0.0,43.0,43.0,4.0,1.0,,,90.0,127.0,7.4,3.0,0.045883,0,,71.0,73.0,1.0,,,,1.0,2.0,,1.0,1.0,1.0,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12436898,home,Manchester City,Joško Gvardiol,josko-gvardiol,J. Gvardiol,D,24,186,50085,M,JGvardiol,964994,EUR,1011744000,D,24,24,False,91.0,85.0,2.0,1.0,0.0,27.0,29.0,3.0,,,,90.0,108.0,7.5,8.0,0.0427631,0,,58.0,62.0,,,,,1.0,7.0,,,3.0,3.0,,,,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
12436898,home,Manchester City,Rico Lewis,rico-lewis,R. Lewis,D,82,170,17497,M,Rico_Lewis,1136731,EUR,1100995200,M,82,82,False,69.0,61.0,1.0,1.0,0.0,21.0,22.0,10.0,4.0,,,90.0,94.0,7.3,15.0,0.0620795,1,,40.0,47.0,,,1.0,1.0,4.0,7.0,,1.0,,5.0,,1.0,,2.0,1.0,,Rico Lewis,,2.0,1.0,1.0,1.0,0.5332,,,,,,,,,,,,,,
12436898,home,Manchester City,Mateo Kovačić,mateo-kovacic,M. Kovačić,M,8,178,33708,M,Kova8,136710,EUR,768182400,M,8,8,False,32.0,29.0,3.0,2.0,0.0,8.0,9.0,2.0,1.0,,,50.0,40.0,7.4,4.0,0.0635403,0,,21.0,23.0,,,,1.0,1.0,7.0,1.0,,1.0,2.0,2.0,1.0,,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,
12436898,home,Manchester City,Savinho,savio,Savinho,M,26,176,52457,M,Savinho,1046795,EUR,1081555200,F,26,26,False,50.0,44.0,1.0,,1.0,5.0,5.0,4.0,4.0,,,71.0,71.0,8.2,18.0,0.199644,0,,40.0,51.0,6.0,1.0,,,2.0,7.0,,,4.0,2.0,2.0,,,2.0,1.0,2.0,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,
12436898,home,Manchester City,Bernardo Silva,bernardo-silva,B. Silva,M,20,173,62967,M,BSilva,331209,EUR,776476800,M,20,20,False,51.0,48.0,,,0.0,10.0,10.0,,,,,90.0,62.0,6.6,7.0,0.0673988,1,,38.0,42.0,1.0,,2.0,,5.0,,,,,,,,,,,,,,3.0,,,,0.1057,,,1.0,,,,,,,,,,,
12436898,home,Manchester City,Kevin De Bruyne,kevin-de-bruyne,K. De Bruyne,M,11,181,317675,M,KDB,70996,EUR,678067200,M,17,17,False,93.0,80.0,3.0,3.0,1.0,12.0,12.0,1.0,1.0,,,89.0,115.0,9.6,22.0,0.648453,4,,71.0,88.0,7.0,3.0,2.0,,6.0,1.0,,,,,4.0,,1.0,1.0,1.0,,,,3.0,,2.0,1.0,0.8141,2.0,,1.0,True,1.0,1.0,1.0,0.9749,,,,,,
12436898,home,Manchester City,Jérémy Doku,jeremy-doku,J. Doku,M,11,173,69678,M,Dokss,934386,EUR,1022457600,F,11,11,False,36.0,33.0,1.0,,0.0,4.0,5.0,1.0,2.0,,,71.0,51.0,7.0,10.0,0.438822,0,,29.0,31.0,,,,,4.0,4.0,,1.0,2.0,,2.0,,,5.0,2.0,,,,1.0,,,,,1.0,,,,,,1.0,,,,,,,
12436898,home,Manchester City,Erling Haaland,erling-haaland,E. Haaland,F,9,194,843810,M,EHaaland,839956,EUR,964137600,F,9,9,False,10.0,7.0,,,0.0,2.0,3.0,,,,,89.0,22.0,9.2,4.0,0.0390763,7,,5.0,7.0,,,,1.0,1.0,3.0,,,,,,,,3.0,2.0,,,,,1.0,3.0,,1.7864,,,,,4.0,3.0,1.0,2.4907,,,,,,
12436898,home,Manchester City,John Stones,john-stones,J. Stones,D,5,188,22354,M,johnstones5,152077,EUR,770083200,D,5,5,True,22.0,20.0,,,0.0,4.0,5.0,2.0,,,,40.0,28.0,7.0,2.0,0.0134062,0,,16.0,17.0,,,,,,1.0,,2.0,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
12436898,home,Manchester City,Jack Grealish,jack-grealish,J. Grealish,M,18,180,58418,M,JGrealish,189061,EUR,810691200,M,10,10,True,14.0,12.0,2.0,2.0,0.0,2.0,2.0,,1.0,,,19.0,20.0,6.9,3.0,0.00929933,1,,10.0,12.0,,,,,,2.0,,1.0,1.0,1.0,,,1.0,,,,,,,,,,0.1042,,,1.0,,,,,,,,,,,
12436898,home,Manchester City,İlkay Gündoğan,ilkay-gundogan,İ. Gündoğan,M,20,180,51151,M,IGunny,45853,EUR,656726400,M,19,19,True,18.0,15.0,,,0.0,2.0,2.0,,,,,19.0,18.0,6.7,3.0,0.0467324,0,,13.0,16.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
