match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_shotValueNormalized,stat_fouls,stat_totalContest,stat_shotOffTarget,stat_unsuccessfulTouch,stat_keyPass,stat_wonContest,stat_bigChanceCreated,captain,stat_blockedScoringAttempt,stat_challengeLost,stat_outfielderBlock,stat_totalOffside,stat_bigChanceMissed,stat_errorLeadToAGoal,stat_errorLeadToAShot,stat_punches
14970880,home,Newcastle United,Aaron Ramsdale,,,aaron-ramsdale,A. Ramsdale,G,32,191,8515,M,ARamsdale,839410,EUR,895104000,G,32,32,False,38.0,31.0,9.0,2.0,0.0,30.0,31.0,1.0,7.0,12.0,2.0,1.0,2.0,90.0,47.0,6.9,7.0,77.365302729925,11.0,23.31,7.665,0.1466,0,0.04,0.01,0.13,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14970880,home,Newcastle United,Lewis Miley,Lewis Miley,,lewis-miley,L. Miley,M,67,188,3308,M,,1400650,EUR,1146441600,D,67,67,False,65.0,56.0,,,0.0,17.0,21.0,39.0,44.0,4.0,,,,90.0,91.0,8.4,12.0,107.21938881175,15.0,-13.44,17.43,,2,0.05,-0.34,-0.16,,4.0,2.0,1.0,4.0,2.0,10.0,1.0,2.0,1.0,2.0,1.0,5.0,3.0,1.0,0.59,,,,,,,,,,,,,,,,
14970880,home,Newcastle United,Malick Thiaw,,,malick-thiaw,M. Thiaw,D,12,194,6416,M,MThiaw,1014286,EUR,997228800,D,12,12,False,76.0,70.0,5.0,4.0,0.0,37.0,38.0,33.0,38.0,4.0,,,,90.0,87.0,7.5,6.0,202.96485600149,24.0,116.025,30.03,,0,0.35,0.16,0.17,,,,1.0,4.0,2.0,7.0,,,,5.0,2.0,3.0,3.0,,,1.0,,,,,,,,,,,,,,,
14970880,home,Newcastle United,Fabian Schär,,,fabian-schar,F. Schär,D,5,186,3152,M,,101882,EUR,693187200,D,5,5,False,73.0,66.0,17.0,11.0,0.0,40.0,40.0,26.0,33.0,3.0,,,,90.0,82.0,7.0,8.0,246.7831240081,25.0,157.71,29.085,,0,0.25,0.18,-0.05,,,,3.0,3.0,4.0,3.0,,,,6.0,,,,,,1.0,,,,,,,,,,,,,,,
14970880,home,Newcastle United,Valentino Livramento,,,valentino-livramento,V. Livramento,D,21,181,4844,M,,980634,EUR,1037059200,D,21,21,False,38.0,33.0,,,0.0,11.0,14.0,22.0,24.0,3.0,,,,76.0,58.0,5.8,15.0,114.65714335778,13.0,17.64,18.27,,2,-0.12,0.08,-0.17,,3.0,,1.0,,6.0,,2.0,1.0,,,,,,,-0.52,,3.0,1.0,2.0,1.0,,,,,,,,,,,
14970880,home,Newcastle United,Joe Willock,,,joe-willock,J. Willock,M,28,186,2664,M,,888550,EUR,935107200,M,28,28,False,27.0,24.0,1.0,1.0,0.0,9.0,9.0,15.0,18.0,3.0,,,,72.0,42.0,6.3,9.0,78.183488396098,6.0,55.23,16.38,,0,0.18,0.1,-0.04,,3.0,1.0,3.0,,8.0,3.0,1.0,,,1.0,,,,,,2.0,5.0,,,1.0,3.0,1.0,,,,,,,,,
14970880,home,Newcastle United,Bruno Guimarães,,,bruno-guimaraes,B. Guimarães,M,39,182,31704,M,BrunoGuimarães,866469,EUR,879638400,M,39,39,False,68.0,57.0,6.0,2.0,0.0,17.0,20.0,40.0,48.0,10.0,,,,90.0,87.0,6.9,19.0,241.49271753613,29.0,63.945,14.175,,4,0.22,0.3,-0.01,,3.0,,3.0,2.0,6.0,6.0,1.0,1.0,,1.0,,2.0,1.0,1.0,-0.33,1.0,2.0,2.0,1.0,1.0,1.0,,True,1.0,,,,,,,
14970880,home,Newcastle United,Jacob Ramsey,,,jacob-ramsey,J. Ramsey,M,41,180,3212,M,,975937,EUR,991008000,M,41,41,False,31.0,27.0,,,0.0,7.0,7.0,20.0,24.0,4.0,,,,90.0,44.0,6.8,7.0,149.21498742556,12.0,59.22,21.42,,0,-0.01,0.1,-0.01,,,,2.0,1.0,4.0,7.0,1.0,,,1.0,1.0,2.0,1.0,4.0,,,1.0,,1.0,2.0,,,,,,,,,,,
14970880,home,Newcastle United,Jacob Murphy,,,jacob-murphy,J. Murphy,F,23,176,3587,M,,372336,EUR,793584000,F,23,23,False,37.0,25.0,3.0,,0.0,10.0,10.0,15.0,27.0,2.0,,,,85.0,56.0,6.8,25.0,108.72301596769,12.0,49.665,18.795,,1,0.18,0.06,0.31,,9.0,,,,2.0,1.0,,,,1.0,,,,,-0.09,,2.0,,2.0,,1.0,,,1.0,1.0,1.0,1.0,,,,
14970880,home,Newcastle United,Yoane Wissa,,,yoane-wissa,Y. Wissa,F,9,176,51080,M,yowissa,805123,EUR,841708800,F,9,9,False,10.0,6.0,1.0,,0.0,2.0,2.0,4.0,8.0,,,,,72.0,18.0,7.1,6.0,20.168646673252,3.0,-11.235,-0.20999999999998,,2,-0.12,-0.25,-0.01,,,,2.0,,4.0,,1.0,1.0,1.0,,,,,,0.49,,1.0,1.0,,,,,,,,,2.0,1.0,,,
