match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,length,id,injury,isHome,incidentClass,playerName,rescinded,player_id,player_name,from,description,reason,confirmed
10434107,FT,0.0,2.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,,,,
10434107,,,,,90,0.0,,1,,,injuryTime,6.0,,,,,,,,,,,,
10434107,,,,,89,,,2,,,substitution,,121546631.0,False,False,regular,,,,,,,,
10434107,,,,,89,,,2,,,substitution,,121546630.0,False,False,regular,,,,,,,,
10434107,,,,,84,,,7,,,substitution,,121546617.0,False,False,regular,,,,,,,,
10434107,,,,,75,,,16,,,substitution,,121546599.0,False,True,regular,,,,,,,,
10434107,,,,,75,,,16,,,substitution,,121546598.0,False,True,regular,,,,,,,,
10434107,,,,,74,,,17,,,card,,120611640.0,,False,yellow,Andrea Bertolacci,False,47568.0,Andrea Bertolacci,,,,
10434107,,,,,71,,,20,,,substitution,,121546588.0,False,False,regular,,,,,,,,
10434107,,,,,71,,,20,,,substitution,,121546587.0,False,False,regular,,,,,,,,
10434107,,,,,68,,,23,,,substitution,,121546580.0,False,True,regular,,,,,,,,
10434107,,0.0,2.0,,65,,,26,,,goal,,167966736.0,,False,penalty,,,89510.0,Fabio Borini,penalty,,,
10434107,,,,,58,,,33,,,substitution,,121546566.0,False,True,regular,,,,,,,,
10434107,HT,0.0,1.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,,,,
10434107,,0.0,1.0,,45,1.0,,1,,,goal,,167966476.0,,False,regular,,,346790.0,Mbaye Diagne,,,,
10434107,,,,,45,0.0,,1,,,injuryTime,5.0,,,,,,,,,,,,
10434107,,,,,31,,,15,,,inGamePenalty,,118415019.0,,True,missed,,,182385.0,Pedrinho,,Off target,offTarget,
10434107,,,,,29,,,17,,,varDecision,,15227.0,,True,penaltyAwarded,,,798377.0,Giorgi Beridze,,,,True
