match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_blockedScoringAttempt,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_shotValueNormalized,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_keyPass,stat_challengeLost,stat_dispossessed,stat_wonContest,stat_shotOffTarget,captain,stat_bigChanceMissed,stat_penaltyWon,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_goals,stat_totalOffside,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_penaltyConceded
14053773,home,NAC Breda,Daniel Bielica,,,bielica-daniel,D. Bielica,G,99,189.0,296,M,939460,EUR,925430400,G,99,99,False,31.0,19.0,18.0,6.0,0.0,15.0,18.0,4.0,13.0,1.0,11.0,1.0,1.0,90.0,39.0,6.3,12.0,0.00108422,0.0002,0,-1.5234,0.03,0.04,-0.16,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053773,home,NAC Breda,Cherrion Valerius,Cherrion,Valerius,valerius-cherrion,C. Valerius,D,25,192.0,131,M,1515525,EUR,1127347200,D,25,25,False,23.0,18.0,3.0,,0.0,10.0,14.0,8.0,9.0,2.0,2.0,,,80.0,39.0,6.0,8.0,0.0318383,,1,,0.04,0.04,-0.38,,1.0,1.0,1.0,3.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0157,0.01,,,,,,,,,,,,,,,,,,,,,
14053773,home,NAC Breda,Leo Greiml,,,leo-greiml,L. Greiml,D,12,186.0,224,M,918420,EUR,994118400,D,12,12,False,67.0,58.0,7.0,3.0,0.0,42.0,44.0,16.0,23.0,9.0,5.0,,,90.0,84.0,7.6,9.0,0.0581513,,0,,0.28,0.04,-0.09,,,,1.0,9.0,2.0,13.0,,,1.0,,1.0,,,2.0,3.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,
14053773,home,NAC Breda,Rio Hillen,Rio,Hillen,rio-hillen,R. Hillen,D,22,187.0,90,M,1012927,EUR,1046822400,D,22,22,False,53.0,45.0,7.0,3.0,0.0,25.0,27.0,20.0,26.0,5.0,6.0,,,90.0,68.0,6.5,10.0,0.0109657,,2,,0.19,0.12,-0.33,,1.0,,,4.0,2.0,7.0,1.0,,2.0,,,0.2665,-0.6,,2.0,2.0,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,
14053773,home,NAC Breda,Boy Kemper,Boy,Kemper,boy-kemper,B. Kemper,D,4,185.0,120,M,858242,EUR,929923200,D,4,4,False,33.0,28.0,2.0,1.0,0.0,6.0,7.0,22.0,26.0,2.0,3.0,,,90.0,59.0,7.1,13.0,0.369598,,2,,0.49,0.53,-0.32,,4.0,1.0,3.0,4.0,7.0,8.0,1.0,,,3.0,3.0,0.1383,-0.55,,2.0,1.0,1.0,2.0,,1.0,1.0,2.0,True,1.0,1.0,,,,,,,,,
14053773,home,NAC Breda,Maximilien Balard,Maximilien,Balard,balard-maximilien,M. Balard,M,16,178.0,164,M,1096511,EUR,974592000,M,16,16,False,58.0,57.0,1.0,1.0,0.0,16.0,16.0,41.0,42.0,2.0,1.0,,,90.0,71.0,7.0,4.0,0.0711795,,1,,0.39,0.17,-0.11,,,,1.0,,6.0,5.0,2.0,,1.0,1.0,2.0,0.0558,-0.02,,2.0,1.0,3.0,1.0,1.0,,,1.0,,,,,,,,,,,,
14053773,home,NAC Breda,Lewis Holtby,Lewis,Holtby,lewis-holtby,L. Holtby,M,90,176.0,208,M,1135884,EUR,653616000,M,90,90,False,47.0,37.0,3.0,2.0,1.0,12.0,15.0,25.0,32.0,3.0,7.0,,,87.0,73.0,7.6,17.0,0.494376,,1,,0.49,0.38,-0.01,,5.0,2.0,,1.0,5.0,4.0,2.0,1.0,2.0,,1.0,0.0666,-0.27,1.0,3.0,1.0,,5.0,,2.0,,,,,,,,,,,,,,
14053773,home,NAC Breda,Charles-Andreas Brym,Charles-Andreas,Brym,charles-andreas-brym,C. Brym,F,7,180.0,203,M,990814,EUR,902534400,M,7,7,False,16.0,14.0,1.0,1.0,0.0,5.0,6.0,9.0,10.0,,6.0,,,65.0,28.0,6.8,6.0,0.0174758,,1,,0.01,0.11,0.0,,1.0,,1.0,,2.0,3.0,3.0,,,2.0,,0.2987,-0.47,,,,1.0,,,,2.0,,,,,1.0,0.7298,,,,,,,
14053773,home,NAC Breda,Mohamed Nassoh,Mohamed Nassoh,,mohamed-nassoh,M. Nassoh,M,10,186.0,724,M,1088895,EUR,1043539200,M,10,10,False,34.0,28.0,1.0,,0.0,6.0,9.0,22.0,25.0,,4.0,,,79.0,49.0,6.5,11.0,0.195333,,3,,0.03,0.28,-0.08,,1.0,,,,4.0,3.0,,1.0,,1.0,,0.4069,-0.52,,3.0,3.0,,,1.0,3.0,,1.0,,,,1.0,0.3491,,,,,,,
14053773,home,NAC Breda,Kamal Sowah,,,kamal-sowah,K. Sowah,M,14,179.0,840,M,927440,EUR,947376000,M,14,14,False,19.0,14.0,,,0.0,4.0,6.0,10.0,13.0,,3.0,,,79.0,33.0,6.3,7.0,0.0155966,,2,,-0.21,0.04,-0.11,,,,2.0,,4.0,5.0,2.0,1.0,,,1.0,0.1165,-0.45,,2.0,1.0,2.0,,,,1.0,,,,,1.0,0.0361,,,,,,,
