match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_keyPass,stat_totalShots,stat_shotOffTarget,stat_interceptionWon,stat_fouls,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_totalTackle,stat_wonTackle,stat_clearanceOffLine,stat_outfielderBlock,stat_accurateCross,stat_totalContest,stat_wonContest,stat_hitWoodwork,stat_unsuccessfulTouch,stat_blockedScoringAttempt,stat_wasFouled,captain,stat_dispossessed,stat_goalAssist,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,player_sofascoreId,stat_goodHighClaim,stat_bigChanceMissed
10670582,home,Darmstadt 98,Marcel Schuhen,marcel-schuhen,M. Schuhen,G,1,188,103,M,132654,EUR,726883200,G,1,1,False,30.0,21.0,19.0,10.0,14.0,15.0,7.0,15.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,90.0,37.0,6.7,9.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10670582,home,Darmstadt 98,Patric Pfeiffer,patric-pfeiffer,P. Pfeiffer,D,6,195,274,M,930135,EUR,935107200,D,5,5,False,48.0,35.0,11.0,6.0,24.0,27.0,11.0,21.0,4.0,1.0,4.0,,3.0,12.0,,,,90.0,57.0,7.1,13.0,,1,1.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
10670582,home,Darmstadt 98,Jannik Müller,jannik-muller,J. Müller,D,24,187,18,M,169249,EUR,758851200,D,20,20,False,13.0,10.0,2.0,2.0,7.0,8.0,3.0,6.0,1.0,4.0,2.0,2.0,3.0,2.0,,,,90.0,21.0,6.4,4.0,,0,,2.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10670582,home,Darmstadt 98,Thomas Isherwood,thomas-isherwood,T. Isherwood,D,3,195,70,M,791928,EUR,885945600,D,3,3,False,33.0,18.0,15.0,4.0,15.0,21.0,3.0,13.0,2.0,3.0,2.0,,2.0,9.0,,,,90.0,41.0,7.1,16.0,,0,,1.0,1.0,,,1.0,2.0,,,1.0,2.0,,,,,,,,,,,,,,,,,
10670582,home,Darmstadt 98,Matthias Bader,matthias-bader,M. Bader,M,26,176,59,M,800444,EUR,866505600,M,26,26,False,37.0,27.0,11.0,6.0,10.0,14.0,18.0,24.0,1.0,2.0,5.0,1.0,,11.0,,,,90.0,56.0,7.4,13.0,1.0,2,2.0,2.0,,,,1.0,,2.0,,,,1.0,3.0,2.0,1.0,2.0,,,,,,,,,,,,
10670582,home,Darmstadt 98,Tobias Kempe,tobias-kempe,T. Kempe,M,,184,86,M,37630,EUR,614908800,M,11,11,False,22.0,14.0,3.0,3.0,10.0,12.0,9.0,19.0,,2.0,4.0,1.0,,7.0,,,,73.0,38.0,7.3,12.0,3.0,2,1.0,1.0,1.0,,,9.0,,,,,,5.0,,,,,1.0,4.0,,,,,,,,,,
10670582,home,Darmstadt 98,Fabian Holland,fabian-holland,F. Holland,M,32,172,44,M,39718,EUR,647654400,M,32,32,False,36.0,27.0,10.0,5.0,12.0,14.0,15.0,22.0,1.0,8.0,4.0,3.0,2.0,9.0,,,,90.0,50.0,6.3,11.0,,1,,1.0,5.0,,,,1.0,2.0,1.0,,,,,,,,1.0,1.0,True,1.0,,,,,,,,
10670582,home,Darmstadt 98,Emir Karić,emir-karic,E. Karić,D,17,186,635,M,796032,EUR,865814400,M,19,19,False,34.0,21.0,8.0,2.0,7.0,13.0,15.0,25.0,1.0,4.0,4.0,3.0,2.0,8.0,,,,82.0,66.0,6.9,19.0,1.0,1,1.0,3.0,1.0,,,4.0,,3.0,2.0,,,1.0,,,,1.0,,,,,,,,,,,,
10670582,home,Darmstadt 98,Marvin Mehlem,marvin-mehlem,M. Mehlem,M,10,174,152,M,797691,EUR,873936000,F,6,6,False,36.0,28.0,3.0,3.0,8.0,9.0,20.0,28.0,2.0,7.0,6.0,1.0,,3.0,,,,89.0,48.0,8.0,15.0,3.0,1,,,2.0,,,1.0,1.0,1.0,,,,,1.0,1.0,,2.0,,2.0,,3.0,2.0,1.0,1.0,,,,,
10670582,home,Darmstadt 98,Phillip Tietz,tietz-phillip,P. Tietz,F,20,190,484,M,822340,EUR,868406400,F,9,9,False,27.0,18.0,2.0,2.0,5.0,7.0,13.0,20.0,1.0,10.0,4.0,,1.0,,,,,90.0,44.0,7.2,16.0,1.0,3,2.0,,1.0,,,,3.0,2.0,2.0,,,,2.0,,,1.0,,1.0,,4.0,,,1.0,1.0,,,,
10670582,home,Darmstadt 98,Braydon Manu,braydon-manu,B. Manu,F,37,170,211,M,844625,EUR,859507200,F,7,7,False,17.0,11.0,,,1.0,2.0,11.0,20.0,2.0,13.0,7.0,,1.0,3.0,,,,90.0,42.0,6.9,20.0,1.0,2,1.0,,6.0,Braydon,Manu,5.0,1.0,2.0,1.0,,,1.0,5.0,2.0,,4.0,,1.0,,3.0,,,1.0,,1.0,,,
