match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_topSpeed,stat_kilometersCovered,stat_numberOfSprints,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_metersCoveredWalkingKm,stat_metersCoveredJoggingKm,stat_metersCoveredRunningKm,stat_metersCoveredHighSpeedRunningKm,stat_metersCoveredSprintingKm,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_aerialWon,stat_blockedScoringAttempt,stat_wasFouled,stat_expectedGoals,stat_shotValueNormalized,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_accurateCross,stat_outfielderBlock,stat_unsuccessfulTouch,stat_keyPass,stat_penaltyWon,captain,stat_bigChanceMissed,player_sofascoreId,stat_totalOffside,stat_goals,stat_penaltyMiss,stat_penaltySave,stat_penaltyFaced,stat_accurateKeeperSweeper,stat_shotOffTarget,stat_penaltyConceded,stat_bigChanceCreated
14566973,home,FC København,Dominik Kotarski,dominik-kotarski,D. Kotarski,G,1,188.0,2494,M,835678,EUR,950140800,G,1,1,False,33.0,17.0,24.0,8.0,0.0,10.0,12.0,7.0,21.0,6.0,4.0,4.0,1.0,90.0,44.0,7.0,16.0,0.00121042,22.14,5.64626,0.0,26.755404039143,5.0,8.61,5.985,0.3166,0,0.2018,0.02,0.0,-0.03,0.31,3.94,1.6,0.09,0.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14566973,home,FC København,Birger Meling,birger-meling,B. Meling,D,24,172.0,242,M,606530,EUR,787622400,D,24,24,False,20.0,18.0,3.0,1.0,0.0,12.0,12.0,6.0,8.0,1.0,,,,81.0,35.0,6.4,4.0,0.0429915,29.484,9.91203,6.0,24.925708464847,3.0,-7.875,2.205,,0,,0.2,-0.01,-0.25,,2.3,5.28,1.59,0.61,0.12,,,2.0,1.0,4.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14566973,home,FC København,Gabriel Pereira,gabriel-pereira,G. Pereira,D,5,188.0,599,M,992652,EUR,957657600,D,5,5,False,37.0,28.0,8.0,4.0,0.0,21.0,24.0,7.0,13.0,9.0,,,,90.0,50.0,6.8,9.0,0.0123405,30.78,11.05507,4.0,89.31737268955,11.0,14.385,7.455,,1,,0.05,0.02,0.17,,2.82,6.45,1.37,0.31,0.1,,,,1.0,2.0,3.0,1.0,5.0,2.0,1.0,1.0,,1.0,1.0,1.0,0.0408,-0.05,,,,,,,,,,,,,,,,,,,,,,,,
14566973,home,FC København,Junnosuke Suzuki,junnosuke-suzuki,J. Suzuki,D,20,180.0,1094,M,1171902,EUR,1057968000,D,20,20,False,33.0,27.0,4.0,1.0,0.0,18.0,20.0,9.0,13.0,2.0,,,,90.0,54.0,7.6,7.0,0.00667516,29.808,11.07239,7.0,54.899141994289,7.0,35.91,14.175,,1,,0.07,0.06,0.46,,3.0,6.03,1.42,0.48,0.14,Junnosuke Suzuki,,,2.0,5.0,12.0,1.0,4.0,,7.0,4.0,1.0,2.0,,2.0,0.013,-0.1,1.0,1.0,1.0,1.0,0.0254,15.521713855113,1.0,,,,,,,,,,,,,,,,,
14566973,home,FC København,Marcos López,marcos-lopez,M. López,D,15,176.0,2887,M,883745,EUR,943056000,D,15,15,False,32.0,27.0,5.0,1.0,0.0,13.0,14.0,14.0,18.0,3.0,,,,90.0,56.0,6.9,10.0,0.0664144,32.688,11.3482,12.0,34.96938903634,4.0,12.81,7.245,,0,,0.16,0.13,0.32,,3.07,5.77,1.57,0.65,0.29,,,3.0,1.0,6.0,5.0,1.0,5.0,1.0,2.0,1.0,2.0,,,2.0,,,,3.0,1.0,,,,,2.0,2.0,1.0,1.0,,,,,,,,,,,,,
14566973,home,FC København,Mohamed Elyounoussi,mohamed-elyounoussi,M. Elyounoussi,M,10,176.0,2069,M,119151,EUR,775958400,M,10,10,False,29.0,19.0,5.0,3.0,0.0,8.0,10.0,11.0,19.0,3.0,,,,90.0,44.0,7.3,15.0,0.0688822,29.592,12.49781,9.0,48.200373961915,6.0,8.715,6.405,,0,,0.04,0.05,0.25,,2.82,6.56,2.18,0.77,0.17,,,3.0,3.0,5.0,8.0,,1.0,,1.0,,1.0,3.0,,2.0,,,1.0,2.0,2.0,,,,,2.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,
14566973,home,FC København,Thomas Delaney,thomas-delaney,T. Delaney,M,27,182.0,1295,M,66477,EUR,683856000,M,27,27,False,14.0,9.0,4.0,2.0,0.0,1.0,2.0,8.0,12.0,2.0,,,,35.0,19.0,5.5,7.0,0.00526565,27.18,4.66611,1.0,27.093031281704,3.0,20.685,12.705,,0,,0.05,0.04,0.15,,0.97,2.52,0.97,0.17,0.03,,,1.0,,1.0,,,,2.0,,,1.0,,,,,,,,,,,17.68908954695,1.0,,1.0,,,,True,,,,,,,,,,,
14566973,home,FC København,Mads Emil Madsen,mads-emil-madsen,M. E. Madsen,M,21,183.0,216,M,848034,EUR,884736000,M,21,21,False,24.0,22.0,1.0,1.0,0.0,15.0,16.0,7.0,8.0,3.0,,,,81.0,34.0,7.0,3.0,0.00540404,29.268,11.06884,4.0,23.653992228383,4.0,-4.935,3.15,,1,,-0.13,0.02,0.38,,2.05,6.13,2.24,0.56,0.09,,,,,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,,,,0.3604,0.17,,,,1.0,0.3754,,,,1.0,1.0,,,,1.0,,,,,,,,,,
14566973,home,FC København,Elias Achouri,elias-achouri,E. Achouri,M,30,177.0,7770,M,945204,EUR,918604800,M,30,30,False,16.0,14.0,,,0.0,9.0,10.0,5.0,6.0,3.0,,,,63.0,25.0,6.4,6.0,0.00301837,28.98,7.91402,3.0,31.889429963876,5.0,9.24,8.295,,0,,-0.01,0.07,-0.02,,1.87,4.16,1.41,0.4,0.06,,,,,2.0,1.0,,1.0,,,,,,,1.0,,,2.0,,,,,,,,,2.0,,,,,EliasAchouri,,,,,,,,,
14566973,home,FC København,Andreas Cornelius,andreas-cornelius,A. Cornelius,F,14,193.0,836,M,183483,EUR,732240000,F,14,14,False,12.0,6.0,1.0,1.0,0.0,1.0,3.0,5.0,9.0,,,,,63.0,20.0,6.8,9.0,0.003235,31.5,7.20409,5.0,19.58759416025,4.0,-2.835,2.73,,0,,-0.23,-0.3,0.25,,2.12,3.63,1.03,0.32,0.1,,,,2.0,4.0,6.0,,3.0,,,,1.0,5.0,,1.0,,,1.0,,,,,,,,,2.0,,,,,,1.0,,,,,,,,
