match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_penaltyWon,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_aerialLost,stat_interceptionWon,stat_challengeLost,stat_unsuccessfulTouch,captain,stat_blockedScoringAttempt,stat_outfielderBlock,stat_bigChanceMissed,stat_shotOffTarget,stat_totalOffside,stat_penaltyFaced,stat_penaltyConceded
11368670,home,Real Madrid,Andriy Lunin,andriy-lunin,A. Lunin,G,13,191,79229,M,ALunin,857574,EUR,918691200,G,13,13,False,27.0,21.0,11.0,5.0,18.0,22.0,3.0,5.0,2.0,2.0,5.0,5.0,1.0,1.0,3.0,4.0,3.0,90.0,39.0,7.0,6.0,0.00258079,1.0,0,-0.2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368670,home,Real Madrid,Lucas Vázquez,lucas-vazquez,L. Vázquez,D,21,173,60349,M,LucasVaz91,255239,EUR,678326400,D,17,17,False,60.0,48.0,5.0,,17.0,23.0,32.0,39.0,,9.0,,5.0,,,,,,90.0,85.0,8.9,15.0,0.0820154,2.0,1,,,,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,4.0,2.0,1.0,0.1798,0.4224,,,,,,,,,,,,
11368670,home,Real Madrid,Aurélien Tchouaméni,aurelien-tchouameni,A. Tchouaméni,M,14,188,145918,M,ATchouaméni,859025,EUR,948931200,D,18,18,False,51.0,48.0,5.0,3.0,28.0,29.0,20.0,22.0,1.0,4.0,3.0,4.0,,,,,,90.0,61.0,7.1,3.0,0.0301806,,1,,,,,,,1.0,,,,,1.0,,2.0,2.0,1.0,,,0.0214,0.0609,1.0,1.0,,,,,,,,,,
11368670,home,Real Madrid,Antonio Rüdiger,antonio-rudiger,A. Rüdiger,D,22,191,192797,M,ARüdiger,142622,EUR,731116800,D,22,22,False,44.0,39.0,3.0,1.0,32.0,33.0,7.0,11.0,,2.0,3.0,,,,,,,90.0,52.0,6.4,5.0,0.00376018,,0,,,,,,,1.0,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,
11368670,home,Real Madrid,Eduardo Camavinga,camavinga-eduardo,E. Camavinga,M,6,182,191301,M,Tacklevinga,973887,EUR,1036886400,D,12,12,False,20.0,18.0,,,13.0,14.0,5.0,6.0,,5.0,1.0,3.0,,,,,,71.0,36.0,6.4,4.0,0.0103712,,0,,,,,,,4.0,1.0,2.0,2.0,,,,3.0,2.0,,1.0,,,,,1.0,2.0,1.0,,,,,,,,
11368670,home,Real Madrid,Federico Valverde,federico-valverde,F. Valverde,M,8,181,375509,M,Fede,831808,EUR,901065600,M,15,15,False,52.0,48.0,6.0,4.0,17.0,18.0,31.0,34.0,,1.0,5.0,3.0,,,,,,90.0,64.0,7.0,5.0,0.0638401,1.0,1,,,,,,,3.0,,1.0,,,1.0,,1.0,1.0,,1.0,,0.0114,0.084,,,1.0,,,,,,,,,
11368670,home,Real Madrid,Toni Kroos,toni-kroos,T. Kroos,M,,183,45525,M,Kroos,26502,EUR,631411200,M,8,8,False,41.0,40.0,4.0,3.0,25.0,25.0,16.0,18.0,,2.0,1.0,5.0,,,,,,71.0,50.0,7.1,3.0,0.533541,1.0,0,,,,,2.0,1.0,4.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,2.0,1.0,1.0,,,,,,,,,
11368670,home,Real Madrid,Luka Modrić,luka-modric,L. Modrić,M,14,173,354764,M,LModric10,15466,EUR,495072000,M,10,10,False,64.0,57.0,5.0,5.0,19.0,22.0,38.0,43.0,1.0,4.0,,7.0,,,,,,90.0,79.0,7.3,12.0,0.147521,1.0,2,,,,,1.0,,5.0,,2.0,1.0,1.0,1.0,,1.0,,1.0,3.0,,0.0853,0.0944,,1.0,1.0,1.0,True,1.0,1.0,,,,,
11368670,home,Real Madrid,Jude Bellingham,jude-bellingham,J. Bellingham,M,5,188,1013050,M,JudeBell,991011,EUR,1056844800,M,5,5,False,46.0,44.0,5.0,4.0,16.0,16.0,28.0,30.0,,8.0,,4.0,,,,,,90.0,62.0,8.5,4.0,0.0865602,2.0,2,,,,,,,2.0,,2.0,2.0,,2.0,1.0,4.0,4.0,2.0,1.0,,0.1439,0.2512,,1.0,1.0,1.0,,,,,,,,
11368670,home,Real Madrid,Vinícius Júnior,vinicius-junior,Vinícius Jr.,F,7,176,1170289,M,ViniJr,868812,EUR,963360000,F,7,7,False,22.0,17.0,2.0,1.0,6.0,6.0,12.0,20.0,,3.0,,1.0,,,,,,82.0,45.0,7.3,15.0,0.234859,2.0,6,,,,1.0,4.0,1.0,8.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,,1.865,1.0712,,,1.0,2.0,,1.0,,2.0,3.0,,,
