match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,player_firstName,player_lastName,stat_unsuccessfulTouch,stat_totalClearance,stat_fouls,stat_dispossessed,stat_totalContest,stat_wasFouled,stat_keyPass,player_sofascoreId,stat_accurateCross,stat_wonContest,stat_blockedScoringAttempt,stat_shotOffTarget,stat_outfielderBlock,captain,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_goals,stat_totalOffside,stat_penaltyWon,stat_penaltyFaced,stat_errorLeadToAShot,stat_bigChanceCreated,stat_bigChanceMissed,stat_penaltyConceded
11407378,home,Lazio,Ivan Provedel,ivan-provedel,I. Provedel,G,94,194,1818,M,308182,EUR,763862400,G,94,94,False,23.0,22.0,7.0,6.0,21.0,21.0,1.0,2.0,3.0,3.0,90.0,28.0,7.0,1.0,0.0,0.0,0.00021599,0,0.5877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407378,home,Lazio,Adam Marušić,adam-marusic,A. Marušić,D,77,185,1131,M,267619,EUR,719280000,D,77,77,False,51.0,46.0,4.0,2.0,19.0,23.0,27.0,33.0,6.0,,90.0,69.0,6.8,11.0,0.0,0.0,0.0304087,0,,5.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11407378,home,Lazio,Patric,patric,Patric,D,4,184,495,M,217784,EUR,735004800,D,4,4,False,58.0,53.0,12.0,10.0,27.0,31.0,26.0,27.0,7.0,,90.0,64.0,6.9,6.0,0.0,0.0,0.0084235,0,,,,1.0,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
11407378,home,Lazio,Alessio Romagnoli,alessio-romagnoli,A. Romagnoli,D,13,185,1922,M,227864,EUR,789868800,D,13,13,False,51.0,45.0,5.0,5.0,32.0,33.0,13.0,18.0,4.0,,90.0,56.0,6.6,6.0,0.0,0.0,0.00464283,0,,,2.0,3.0,5.0,4.0,,1.0,1.0,,,,,1.0,4.0,,,,,,,,,,,,,,,,,,,,,
11407378,home,Lazio,Elseid Hysaj,elseid-hysaj,E. Hysaj,D,23,182,1316,M,136322,EUR,760147200,D,23,23,False,36.0,33.0,2.0,2.0,14.0,15.0,19.0,21.0,2.0,,56.0,50.0,6.7,5.0,0.0,0.0,0.00644563,0,,,,1.0,5.0,4.0,1.0,,1.0,1.0,,,,,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,
11407378,home,Lazio,Mattéo Guendouzi,matteo-guendouzi,M. Guendouzi,M,6,185,7016,M,852404,EUR,924048000,M,8,8,False,19.0,16.0,1.0,1.0,5.0,6.0,12.0,14.0,,,55.0,22.0,6.6,3.0,0.0,0.0,0.039706,0,,1.0,2.0,2.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,MatteoGuendouzi,1.0,,,,,,,,,,,,,,,
11407378,home,Lazio,Danilo Cataldi,danilo-cataldi,D. Cataldi,M,32,180,952,M,317301,EUR,776131200,M,32,32,False,33.0,26.0,,,11.0,12.0,16.0,23.0,10.0,,76.0,42.0,7.2,9.0,0.0213,0.0,0.076958,1,,2.0,,,,2.0,,1.0,1.0,,,,,1.0,,,1.0,,3.0,,1.0,1.0,1.0,,,,,,,,,,,,,
11407378,home,Lazio,Luis Alberto,luis-alberto,L. Alberto,M,32,182,1864,M,111416,EUR,717638400,M,10,10,False,74.0,61.0,6.0,3.0,13.0,14.0,48.0,60.0,4.0,,90.0,88.0,7.3,17.0,0.0691,0.0,0.0767642,1,,,1.0,,4.0,5.0,1.0,,3.0,2.0,,,2.0,,2.0,,2.0,1.0,2.0,,,1.0,,1.0,,,,,,,,,,,,
11407378,home,Lazio,Gustav Isaksen,gustav-isaksen,G. Isaksen,M,18,181,3333,M,976381,EUR,987638400,F,18,18,False,11.0,5.0,1.0,1.0,2.0,2.0,3.0,9.0,1.0,,55.0,15.0,6.6,7.0,0.0,0.0,0.00159331,0,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,
11407378,home,Lazio,Ciro Immobile,ciro-immobile,C. Immobile,F,36,185,15127,M,45923,EUR,635472000,F,17,17,False,27.0,21.0,,,4.0,6.0,17.0,21.0,1.0,,90.0,39.0,7.4,9.0,0.8108,0.9842,0.105954,2,,,,,2.0,1.0,,2.0,1.0,1.0,,,1.0,,,1.0,1.0,,,ciroimmobile17,,,,1.0,,True,1.0,1.0,1.0,2.0,,,,,,
