match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_accurateCross,stat_dispossessed,captain,stat_bigChanceCreated,stat_keyPass,stat_blockedScoringAttempt,stat_totalOffside,stat_bigChanceMissed
12513640,home,Rio Ave,Cezary Miszta,,,cezary-miszta,C. Miszta,G,1,192,662,M,938292,EUR,1004400000,G,1,1,False,44.0,35.0,13.0,4.0,0.0,34.0,37.0,1.0,7.0,1.0,1.0,1.0,10.0,1.0,2.0,1.0,1.0,76.0,51.0,6.9,9.0,0.00026978,0,0.1328,,,,,,,,,,,,,,,,,,,,,,,,,,
12513640,home,Rio Ave,João Tomé,,,joao-tome,J. Tomé,D,20,183,171,M,1173124,EUR,1045008000,D,20,20,False,49.0,42.0,9.0,6.0,0.0,27.0,28.0,15.0,25.0,1.0,5.0,2.0,7.0,,,,,90.0,81.0,7.4,18.0,0.0154036,0,,4.0,2.0,4.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,1.0,,,,,,,,,,,,,,
12513640,home,Rio Ave,Francisco Petrasso,Francisco Petrasso,,petrasso-francisco,F. Petrasso,D,23,191,153,M,1467139,EUR,1014854400,D,23,23,False,43.0,38.0,4.0,2.0,0.0,33.0,36.0,5.0,7.0,3.0,5.0,5.0,3.0,,,,,77.0,56.0,7.8,5.0,0.00144018,3,,,,1.0,,,,,2.0,2.0,,,,1.0,2.0,1.0,1.0,0.9149,1.6097,,,,,,,,
12513640,home,Rio Ave,Andreas Ndoj,,,andreas-ndoj,A. Ndoj,D,5,190,426,M,1005992,EUR,1044144000,D,3,3,False,54.0,49.0,5.0,1.0,0.0,46.0,46.0,3.0,8.0,3.0,4.0,5.0,2.0,,,,,90.0,64.0,7.0,5.0,0.00136232,1,,,2.0,4.0,,,,2.0,,1.0,1.0,,,,1.0,,2.0,0.1141,0.1617,,,,,,,,
12513640,home,Rio Ave,João Pedro,João Pedro,,joao-pedro,João Pedro,D,20,184,64,M,1116668,EUR,1047600000,D,22,22,False,35.0,27.0,6.0,4.0,0.0,18.0,19.0,10.0,17.0,2.0,5.0,1.0,6.0,,,,,90.0,54.0,6.7,9.0,0.0199843,0,,1.0,1.0,4.0,1.0,,,,,2.0,2.0,,1.0,,,,1.0,,,1.0,1.0,,,,,,
12513640,home,Rio Ave,Vítor Gomes,,,vitor-gomes,V. Gomes,M,,181,38,M,44739,EUR,567388800,M,8,8,False,25.0,21.0,3.0,1.0,0.0,15.0,16.0,6.0,9.0,,1.0,2.0,1.0,,,,,55.0,35.0,6.5,6.0,0.00144564,0,,,1.0,4.0,,,,,2.0,1.0,,,,,,,2.0,,,,1.0,True,,,,,
12513640,home,Rio Ave,André Luiz,André Luiz,,andre-luiz,André Luiz,M,17,185,1296,M,1133282,EUR,1014422400,M,7,7,False,23.0,15.0,2.0,1.0,0.0,9.0,12.0,7.0,15.0,,5.0,2.0,2.0,,,,,90.0,45.0,6.4,18.0,0.0423402,0,,4.0,1.0,7.0,1.0,5.0,3.0,,,1.0,1.0,2.0,1.0,,,,,,,1.0,3.0,,1.0,1.0,,,
12513640,home,Rio Ave,Martim Neto,,,neto-martim,M. Neto,M,16,185,858,M,1100646,EUR,1042502400,M,76,76,False,39.0,34.0,3.0,3.0,0.0,13.0,16.0,24.0,26.0,,3.0,,5.0,,,,,90.0,54.0,7.4,7.0,0.15354,0,,3.0,1.0,6.0,3.0,,,,2.0,3.0,3.0,2.0,,,,,2.0,,,3.0,,,,2.0,,,
12513640,home,Rio Ave,Theofanis Bakoulas,Theofanis Bakoulas,,theofanis-bakoulas,T. Bakoulas,M,29,175,462,M,1562121,EUR,1104796800,M,29,29,False,21.0,20.0,1.0,1.0,0.0,11.0,11.0,9.0,10.0,,,1.0,1.0,,,,,64.0,27.0,6.4,4.0,0.00847126,0,,,1.0,4.0,1.0,1.0,,,1.0,,,2.0,,,,,1.0,,,,,,,,,,
12513640,home,Rio Ave,Tiago Morais,,,tiago-morais,T. Morais,F,21,168,233,M,1067284,EUR,1062547200,M,11,11,False,11.0,10.0,,,0.0,6.0,7.0,6.0,7.0,,4.0,,3.0,,,,,64.0,27.0,6.7,6.0,0.109844,1,,3.0,,4.0,1.0,2.0,1.0,,,1.0,,1.0,2.0,,,,,0.0142,,2.0,2.0,,,3.0,1.0,,
