match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,id,isHome,incidentClass,player_id,player_name,injury,playerName,reason,rescinded,from,confirmed
10406901,FT,5.0,0.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,,
10406901,,5.0,0.0,,89,,,2,,,goal,167062696.0,True,regular,1388434.0,Nachon Nsingi,,,,,,
10406901,,,,,87,,,4,,,substitution,121443299.0,False,regular,,,False,,,,,
10406901,,,,,85,,,6,,,card,120547102.0,False,yellow,1049526.0,Simon Elisor,,Simon Elisor,Argument,False,,
10406901,,,,,85,,,6,,,card,120547098.0,False,yellow,1102501.0,Abdoulaye Sylla,,Abdoulaye Sylla,Foul,False,,
10406901,,,,,82,,,9,,,substitution,121443282.0,False,regular,,,False,,,,,
10406901,,,,,80,,,11,,,substitution,121443280.0,True,regular,,,False,,,,,
10406901,,,,,80,,,11,,,substitution,121443281.0,True,regular,,,False,,,,,
10406901,,,,,80,,,11,,,substitution,121443279.0,True,regular,,,False,,,,,
10406901,,,,,73,,,18,,,card,120547083.0,False,yellow,121251.0,Daniel Opare,,Daniel Opare,Argument,False,,
10406901,,,,,69,,,22,,,substitution,121443217.0,False,regular,,,False,,,,,
10406901,,,,,66,,,25,,,substitution,121443202.0,True,regular,,,False,,,,,
10406901,,,,,60,,,31,,,card,120547065.0,True,yellow,1388434.0,Nachon Nsingi,,Nachon Nsingi,Foul,False,,
10406901,,,,,46,,,45,,,substitution,121443090.0,False,regular,,,False,,,,,
10406901,,,,,46,,,45,,,substitution,121443089.0,False,regular,,,False,,,,,
10406901,,,,,46,,,45,,,substitution,121443088.0,True,regular,,,False,,,,,
10406901,HT,4.0,0.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,,
10406901,,,,,45,3.0,,1,,,card,120547007.0,False,yellow,913191.0,Vagner Dias,,Vagner Dias,Argument,False,,
10406901,,4.0,0.0,,45,2.0,,1,,,goal,167062366.0,True,penalty,862372.0,Sofian Kiyine,,,,,penalty,
10406901,,3.0,0.0,,42,,,4,,,goal,167062330.0,True,regular,823654.0,Casper De Norre,,,,,,
10406901,,,,,35,,,11,,,card,120546982.0,False,yellowRed,893030.0,Sambou Sissoko,,Sambou Sissoko,Foul,False,,
10406901,,2.0,0.0,,29,,,17,,,goal,167062240.0,True,penalty,847147.0,Mario González,,,,,penalty,
10406901,,,,,28,,,18,,,card,120546967.0,False,yellow,893030.0,Sambou Sissoko,,Sambou Sissoko,Off the ball foul,False,,
10406901,,,,,27,,,19,,,varDecision,14417.0,True,penaltyNotAwarded,846447.0,Hamza Mendyl,,,,,,False
10406901,,1.0,0.0,,23,,,23,,,goal,167062199.0,True,regular,360652.0,Mathieu Maertens,,,,,,
