match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_bigChanceCreated,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_fouls,player_sofascoreId,stat_aerialLost,stat_aerialWon,stat_interceptionWon,stat_wasFouled,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_dispossessed,stat_outfielderBlock,stat_errorLeadToAShot,stat_unsuccessfulTouch,captain,stat_goalAssist,stat_goals,stat_bigChanceMissed,stat_totalOffside,stat_hitWoodwork,stat_savedShotsFromInsideTheBox,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_lastManTackle
10390097,home,Lille,Lucas Chevalier,,,chevalier-lucas,L. Chevalier,G,30,188,21320,M,996953,EUR,1005004800,G,30,30,False,39.0,38.0,6.0,5.0,36.0,36.0,2.0,3.0,1.0,7.0,2.0,1.0,90.0,49.0,6.8,2.0,0.0,0.0,0.169833,1.0,0,-0.8438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390097,home,Lille,Bafodé Diakité,,,bafode-diakite,B. Diakité,D,18,182,1863,M,962408,EUR,978739200,D,18,18,False,52.0,49.0,,,26.0,26.0,23.0,26.0,,5.0,,,90.0,63.0,7.0,4.0,0.0532,0.0,0.0181937,,1,,2.0,6.0,2.0,1.0,1.0,1.0,5.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10390097,home,Lille,Leny Yoro,Leny Yoro,,leny-yoro,L. Yoro,D,15,190,20033,M,1153315,EUR,1131840000,D,15,15,False,91.0,88.0,9.0,7.0,74.0,76.0,14.0,15.0,,7.0,,,77.0,100.0,7.2,3.0,0.0,0.0,0.005789,,0,,2.0,4.0,1.0,1.0,,1.0,1.0,,1.0,YL15,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,
10390097,home,Lille,Tiago Djaló,,,tiago-djalo,T. Djaló,D,35,190,2965,M,892735,EUR,955238400,D,3,3,False,98.0,94.0,3.0,2.0,70.0,72.0,24.0,26.0,,6.0,,,90.0,107.0,6.7,5.0,0.0,0.0,0.0103137,,0,,2.0,2.0,2.0,1.0,,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10390097,home,Lille,Timothy Weah,,,weah-timothy,T. Weah,M,22,185,11671,M,855810,EUR,951177600,D,22,22,False,40.0,35.0,4.0,2.0,15.0,17.0,21.0,26.0,1.0,3.0,,,75.0,62.0,7.4,9.0,0.0959,0.1912,0.104988,2.0,3,,6.0,4.0,1.0,,,1.0,4.0,1.0,3.0,timothyweah,,,2.0,,3.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,
10390097,home,Lille,Adam Ounas,,,adam-ounas,A. Ounas,M,10,172,8650,M,818440,EUR,847670400,M,11,11,False,9.0,7.0,1.0,1.0,4.0,4.0,3.0,5.0,,,,,8.0,10.0,6.6,2.0,0.1017,0.0,0.00199361,,1,,1.0,,,,,,,,,ounas_11,1.0,,,,,,,1.0,,,,,,,,,,,,,,,
10390097,home,Lille,Carlos Baleba,,,baleba-carlos,C. Baleba,M,17,179,25912,M,1199043,EUR,1073088000,M,35,35,False,43.0,38.0,6.0,5.0,19.0,19.0,19.0,24.0,,5.0,,,66.0,59.0,6.6,9.0,0.0339,0.0,0.0185168,1.0,1,,5.0,5.0,3.0,3.0,1.0,1.0,,,1.0,carlos_baleba,,,,2.0,,,1.0,,,3.0,1.0,1.0,1.0,,,,,,,,,,
10390097,home,Lille,Benjamin André,,,benjamin-andre,B. André,M,21,180,759,M,51665,EUR,649641600,M,21,21,False,82.0,77.0,12.0,11.0,43.0,44.0,34.0,39.0,1.0,4.0,,,90.0,92.0,7.1,10.0,0.0,0.0,0.0241967,2.0,0,,6.0,3.0,,,,,1.0,1.0,3.0,,1.0,2.0,2.0,,1.0,,1.0,,,2.0,,,2.0,True,,,,,,,,,
10390097,home,Lille,Angel Gomes,,,angel-gomes,A. Gomes,M,47,168,3430,M,867441,EUR,967680000,M,20,20,False,61.0,54.0,8.0,6.0,34.0,34.0,20.0,29.0,1.0,,,,90.0,71.0,7.4,13.0,0.0464,0.0568,0.113214,4.0,1,,4.0,2.0,2.0,2.0,,,,,,,,,,,2.0,,2.0,,1.0,2.0,,,1.0,,1.0,,,,,,,,
10390097,home,Lille,Jonathan David,,,jonathan-david,J. David,F,30,180,21023,M,935564,EUR,947808000,F,9,9,False,41.0,35.0,1.0,1.0,7.0,8.0,28.0,33.0,1.0,3.0,,,90.0,52.0,9.0,9.0,0.8544,1.0866,0.156495,2.0,4,,2.0,2.0,1.0,1.0,,1.0,,,,jodavid,1.0,,,1.0,,,,1.0,3.0,1.0,,,2.0,,,2.0,,,,,,,
