match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalCross,captain,stat_aerialLost,stat_keyPass,stat_accurateCross,stat_shotOffTarget,stat_expectedGoals,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,stat_totalOffside,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_outfielderBlock,stat_errorLeadToAShot,stat_goals,stat_bigChanceCreated
12530776,home,Bodrum FK,Diogo Sousa,diogo-sousa,D. Sousa,G,1,195.0,145,M,882110,EUR,905904000,G,1,1,False,37.0,35.0,10.0,8.0,0.0,31.0,32.0,4.0,5.0,6.0,1.0,1.0,90.0,42.0,6.5,2.0,0.00236207,0,-0.8878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530776,home,Bodrum FK,Ege Bilsel,ege-bilsel,E. Bilsel,D,70,175.0,74,M,1011244,EUR,1073174400,D,70,70,False,23.0,21.0,1.0,1.0,0.0,9.0,10.0,12.0,13.0,2.0,,,76.0,49.0,6.4,10.0,0.0101754,0,,,,1.0,4.0,5.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
12530776,home,Bodrum FK,Arlind Ajeti,arlind-ajeti,A. Ajeti,D,15,184.0,457,M,111746,EUR,748915200,D,15,15,False,64.0,55.0,7.0,2.0,0.0,41.0,42.0,14.0,23.0,4.0,,,90.0,77.0,6.9,10.0,0.0158689,0,,,,5.0,4.0,8.0,2.0,,1.0,1.0,5.0,2.0,1.0,1.0,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,
12530776,home,Bodrum FK,Ondřej Čelůstka,ondrej-celustka,O. Čelůstka,D,,186.0,48,M,45764,EUR,614131200,D,33,33,False,48.0,42.0,8.0,3.0,0.0,36.0,38.0,6.0,10.0,4.0,,,90.0,55.0,6.8,6.0,0.0144169,0,,,,4.0,2.0,4.0,,,,,3.0,2.0,,,,1.0,,,True,2.0,1.0,,,,,,,,,,,,,,
12530776,home,Bodrum FK,Cenk Şen,cenk-sen,C. Şen,D,77,170.0,45,M,957359,EUR,970444800,D,77,77,False,40.0,34.0,7.0,4.0,0.0,17.0,19.0,18.0,23.0,2.0,,,90.0,69.0,6.8,17.0,0.0270438,0,,,,2.0,7.0,5.0,1.0,2.0,2.0,1.0,3.0,1.0,,,3.0,2.0,2.0,2.0,,1.0,4.0,1.0,,,,,,,,,,,,,
12530776,home,Bodrum FK,Fredy,fredy,Fredy,M,16,169.0,1026,M,845281,EUR,638496000,M,16,16,False,32.0,20.0,4.0,1.0,0.0,6.0,8.0,15.0,28.0,7.0,,,90.0,55.0,7.5,20.0,0.0830658,0,,,,1.0,6.0,10.0,3.0,2.0,3.0,3.0,,,5.0,5.0,2.0,1.0,,4.0,,1.0,2.0,1.0,,,,,,,,,,,,,
12530776,home,Bodrum FK,Taylan Antalyalı,taylan-antalyali,T. Antalyalı,M,14,180.0,286,M,190197,EUR,789523200,M,5,5,False,36.0,28.0,7.0,6.0,0.0,15.0,17.0,13.0,19.0,5.0,,,90.0,50.0,7.4,10.0,0.0153055,2,,,,2.0,3.0,5.0,,2.0,,,1.0,1.0,1.0,1.0,,3.0,1.0,,,,1.0,,2.0,0.128,,,,,,,,,,,
12530776,home,Bodrum FK,Musah Mohammed,mohammed-musah,M. Mohammed,M,6,192.0,126,M,1105505,EUR,1010188800,M,26,26,False,20.0,15.0,7.0,5.0,0.0,6.0,6.0,9.0,14.0,4.0,,,76.0,36.0,7.0,10.0,0.0161627,2,,,,1.0,5.0,7.0,2.0,1.0,2.0,1.0,,,3.0,2.0,3.0,2.0,1.0,,,,,,2.0,0.1111,,,,,,,,,,,
12530776,home,Bodrum FK,Jonathan Okita,jonathan-okita,J. Okita,M,14,180.0,279,M,809225,EUR,844387200,F,11,11,False,21.0,16.0,2.0,2.0,0.0,4.0,4.0,14.0,22.0,4.0,,,83.0,43.0,7.6,13.0,0.189558,4,,,,,6.0,5.0,,1.0,2.0,1.0,,,2.0,1.0,3.0,2.0,1.0,5.0,,3.0,2.0,2.0,1.0,0.1359,2.0,1.0,0.9238,,,,,,,,
12530776,home,Bodrum FK,George Pușcaș,george-puscas,G. Pușcaș,F,,187.0,1438,M,190319,EUR,828921600,F,9,9,False,8.0,5.0,,,0.0,3.0,3.0,2.0,5.0,,,,45.0,15.0,6.9,5.0,0.00627632,2,,,,1.0,,3.0,,,1.0,1.0,,,,,2.0,1.0,,,,,,,2.0,0.2847,,,,,,,,,,,
12530776,home,Bodrum FK,Taulant Seferi,taulant-seferi,T. Seferi,F,99,177.0,450,M,279487,EUR,848016000,F,99,99,False,14.0,8.0,3.0,3.0,0.0,2.0,3.0,6.0,12.0,4.0,,,64.0,20.0,6.8,9.0,0.0670417,2,,,,,2.0,1.0,,,2.0,1.0,,,,,1.0,,2.0,1.0,,,,,1.0,0.1565,,1.0,,,,,,,,,
12530776,home,Bodrum FK,Gökdeniz Bayrakdar,gokdeniz-bayrakdar,G. Bayrakdar,F,41,181.0,144,M,952564,EUR,1006473600,F,41,41,True,12.0,8.0,1.0,1.0,0.0,1.0,1.0,7.0,11.0,2.0,,,45.0,20.0,6.5,7.0,0.029932,1,,,,,6.0,1.0,,,3.0,,,,1.0,1.0,,,2.0,,,1.0,,,,0.0381,,1.0,,,,,,,,,
12530776,home,Bodrum FK,Zdravko Dimitrov,zdravko-dimitrov,Z. Dimitrov,M,22,180.0,222,M,871342,EUR,903916800,F,7,7,True,6.0,5.0,1.0,1.0,0.0,1.0,2.0,4.0,8.0,,,,26.0,15.0,6.9,6.0,0.00459279,2,,,,,2.0,1.0,1.0,,1.0,1.0,,,,,1.0,,1.0,4.0,,,1.0,,1.0,0.0932,,1.0,,,,,,,,,
12530776,home,Bodrum FK,Uzeyir Ergun,uzeyir-ergun,U. Ergun,D,23,178.0,29,M,996122,EUR,720835200,D,23,23,True,9.0,7.0,1.0,,0.0,2.0,2.0,5.0,9.0,2.0,,,14.0,17.0,6.4,5.0,0.021966,1,,,,1.0,2.0,2.0,1.0,1.0,,,,,1.0,,,,,2.0,,,,,,0.0259,,1.0,,,,,,,,,
12530776,home,Bodrum FK,Celal Dumanli,celal-dumanli,C. Dumanli,F,48,189.0,27,M,903334,EUR,767491200,F,48,48,True,5.0,1.0,,,0.0,,,1.0,5.0,1.0,,,14.0,8.0,6.9,6.0,0.0108647,0,,,,2.0,1.0,3.0,,,,,,,1.0,1.0,2.0,,1.0,,,1.0,1.0,,,,,,,1.0,,,,,,,
