match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_totalClearance,stat_ballRecovery,stat_unsuccessfulTouch,stat_penaltyConceded,stat_fouls,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_outfielderBlock,stat_interceptionWon,stat_wasFouled,stat_totalTackle,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_wonTackle,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_dispossessed,stat_bigChanceCreated,stat_errorLeadToAShot,player_sofascoreId,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_totalOffside,stat_bigChanceMissed,stat_goodHighClaim,stat_totalKeeperSweeper,stat_clearanceOffLine,stat_hitWoodwork,stat_penaltyWon
14065099,home,1. FC Köln,Marvin Schwäbe,,,marvin-schwabe,M. Schwäbe,G,1,189,324,M,187185,EUR,798768000,G,1,1,False,True,51.0,30.0,31.0,10.0,0.0,22.0,24.0,8.0,27.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,90.0,57.0,5.9,22.0,0.00467531,0.1635,0,-0.545,0.12,0.03,-0.6,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065099,home,1. FC Köln,Joel Schmied,,,schmied-joel,J. Schmied,D,2,188,152,M,965950,EUR,906508800,D,2,2,False,,25.0,22.0,1.0,,0.0,17.0,19.0,5.0,6.0,2.0,4.0,2.0,1.0,,1.0,,,,,85.0,38.0,6.3,5.0,0.0053221,,0,,0.05,0.01,-0.21,,1.0,2.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14065099,home,1. FC Köln,Eric Martel,,,martel-eric,E. Martel,M,6,186,936,M,988639,EUR,1020038400,D,6,6,False,,37.0,36.0,1.0,,0.0,22.0,22.0,14.0,15.0,,4.0,4.0,,,,,,,,90.0,43.0,6.4,1.0,0.0798697,,0,,0.15,0.02,-0.24,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065099,home,1. FC Köln,Timo Hübers,,,timo-hubers,T. Hübers,D,4,190,271,M,387220,EUR,837820800,D,4,4,False,,48.0,42.0,4.0,2.0,0.0,30.0,32.0,12.0,16.0,2.0,2.0,6.0,1.0,,2.0,,,,,90.0,62.0,6.6,7.0,0.00249435,,0,,0.12,0.07,-0.26,,1.0,3.0,5.0,,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
14065099,home,1. FC Köln,Sebastian Sebulonsen,,,sebastian-sebulonsen,S. Sebulonsen,M,28,187,234,M,1020206,EUR,948931200,M,28,28,False,,26.0,19.0,6.0,2.0,0.0,9.0,13.0,10.0,13.0,1.0,2.0,5.0,1.0,,,,,,,90.0,44.0,6.9,10.0,0.115833,,1,,0.11,0.09,0.17,,,1.0,4.0,,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0701,2.0,-0.36,,,,,,,,,,,,,,,
14065099,home,1. FC Köln,Ísak Bergmann Jóhannesson,,,isak-bergmann-johannesson,Í. B. Jóhannesson,M,18,180,939,M,1112327,EUR,1048377600,M,18,18,False,,32.0,27.0,5.0,2.0,0.0,16.0,16.0,11.0,16.0,1.0,,2.0,1.0,,1.0,,,,,74.0,39.0,6.9,7.0,0.0997156,,0,,0.07,0.18,0.19,,,1.0,3.0,2.0,,,2.0,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,
14065099,home,1. FC Köln,Tom Krauß,,,tom-krauss,T. Krauß,M,5,182,398,M,930272,EUR,993168000,M,5,5,False,,56.0,49.0,6.0,5.0,0.0,28.0,30.0,21.0,26.0,8.0,1.0,9.0,1.0,,1.0,,,,,90.0,74.0,6.7,13.0,0.0219073,,0,,0.31,0.04,-0.06,,2.0,,4.0,1.0,2.0,1.0,3.0,,,,3.0,,,2.0,,1.0,,2.0,1.0,1.0,,,,,,,,,,,,
14065099,home,1. FC Köln,Jakub Kamiński,,,jakub-kaminski,J. Kamiński,M,16,178,5205,M,801263,EUR,1023235200,M,16,16,False,,29.0,22.0,1.0,,0.0,11.0,11.0,11.0,18.0,4.0,1.0,3.0,2.0,,1.0,,,,,90.0,57.0,7.0,17.0,0.0345818,,5,,-0.26,0.2,-0.03,,1.0,,2.0,1.0,3.0,1.0,,3.0,,,2.0,1.0,1.0,,0.6082,,0.49,1.0,,,jakub.kaminskii,2.0,2.0,1.0,0.5057,,,,,,,
14065099,home,1. FC Köln,Linton Maina,,,linton-maina,L. Maina,M,37,173,490,M,921033,EUR,930096000,M,37,37,False,,18.0,15.0,1.0,1.0,0.0,3.0,3.0,12.0,15.0,1.0,1.0,2.0,1.0,,1.0,,,,,63.0,24.0,7.1,4.0,0.293823,,0,,0.37,0.29,0.2,,,,1.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,
14065099,home,1. FC Köln,Jan Thielmann,,,thielmann-jan,J. Thielmann,M,29,178,397,M,1010726,EUR,1022371200,F,29,29,False,,15.0,11.0,1.0,,0.0,3.0,4.0,8.0,11.0,5.0,2.0,,2.0,,2.0,,,,,74.0,28.0,6.2,11.0,0.0374035,,2,,-0.08,-0.46,0.14,,,1.0,1.0,,,,,2.0,,,1.0,,1.0,,0.0631,,-0.03,2.0,,,,1.0,,,0.1077,1.0,,,,,,
14065099,home,1. FC Köln,Ragnar Ache,,,ragnar-ache,R. Ache,F,9,182,1324,M,877544,EUR,901584000,F,9,9,False,,14.0,9.0,,,1.0,4.0,4.0,5.0,10.0,2.0,1.0,1.0,1.0,,,,,,,63.0,25.0,7.8,7.0,0.0807849,,2,,0.23,0.29,0.16,,1.0,5.0,11.0,,,5.0,1.0,,,,,,,1.0,0.0917,1.0,-0.39,1.0,1.0,,,2.0,,,0.0234,1.0,1.0,,,,,
14065099,home,1. FC Köln,Denis Huseinbašić,,,denis-huseinbasic,D. Huseinbašić,M,8,184,959,M,1064842,EUR,994118400,M,8,8,True,,12.0,11.0,2.0,2.0,0.0,6.0,7.0,5.0,5.0,2.0,,,,,1.0,,,,,27.0,14.0,6.4,2.0,0.0340983,,1,,0.07,0.01,-0.06,,,,,,,,,,,,,,,,0.0958,1.0,-0.15,1.0,,,,,1.0,,,,,,,,,
14065099,home,1. FC Köln,Said El Mala,,,el-mala-said,S. E. Mala,M,13,185,2512,M,1800475,EUR,1156550400,M,13,13,True,,5.0,3.0,,,0.0,1.0,1.0,2.0,4.0,3.0,,,,,,,,,,27.0,16.0,6.5,5.0,0.00778035,,3,,-0.12,0.05,-0.03,,1.0,,5.0,,,1.0,1.0,,,,4.0,3.0,1.0,1.0,0.1191,,-0.41,1.0,,,,2.0,,,0.1902,1.0,,,,,,
14065099,home,1. FC Köln,Kristoffer Lund,,,kristoffer-lund,K. Lund,D,32,184,391,M,963043,EUR,1021334400,D,32,32,True,,8.0,7.0,,,0.0,5.0,5.0,2.0,3.0,1.0,1.0,1.0,1.0,,,,,,,16.0,12.0,6.3,2.0,0.0392067,,0,,0.12,0.0,-0.16,,1.0,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,
14065099,home,1. FC Köln,Florian Kainz,,,florian-kainz,F. Kainz,M,11,176,502,M,78781,EUR,719884800,M,11,11,True,,6.0,5.0,,,0.0,2.0,2.0,3.0,4.0,2.0,,,,,1.0,,,,,16.0,14.0,6.4,2.0,0.0684542,,0,,0.09,0.01,-0.11,,,,,,,,,5.0,4.0,1.0,,,,,,4.0,,,,,,,,,,,,,,,,
