match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_duelLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,captain,stat_aerialLost,stat_blockedScoringAttempt,stat_expectedGoals,stat_shotValueNormalized,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_totalCross,stat_penaltyConceded,stat_keyPass,stat_accurateCross,stat_dispossessed,stat_bigChanceCreated,stat_challengeLost,stat_totalOffside,stat_bigChanceMissed,stat_shotOffTarget,stat_penaltyWon,stat_penaltyMiss
14035928,home,Oud-Heverlee Leuven,Tobe Leysen,,,tobe-leysen,T. Leysen,G,1,187.0,289,M,996979,EUR,1015632000,G,1,1,False,32.0,20.0,17.0,5.0,0.0,16.0,17.0,4.0,15.0,1.0,1.0,1.0,11.0,3.0,3.0,1.0,1.0,4.0,1.0,90.0,47.0,7.7,12.0,0.00153498,0.4916,0,0.8564,0.04,0.01,0.34,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035928,home,Oud-Heverlee Leuven,Óscar Gil,,,oscar-gil,Ó. Gil,D,27,175.0,90,M,959820,EUR,893548800,D,27,27,False,16.0,12.0,3.0,3.0,0.0,10.0,12.0,2.0,4.0,1.0,6.0,1.0,4.0,,,,,,,87.0,40.0,7.6,6.0,0.00047441,,0,,-0.02,0.11,0.49,,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
14035928,home,Oud-Heverlee Leuven,Ewoud Pletinckx,,,ewoud-pletinckx,E. Pletinckx,D,28,190.0,193,M,949101,EUR,971136000,D,28,28,False,57.0,43.0,12.0,5.0,0.0,36.0,42.0,7.0,15.0,,2.0,2.0,1.0,,,,,,,90.0,66.0,6.8,15.0,0.00211324,,0,,0.03,0.03,0.2,,1.0,,,1.0,1.0,2.0,,1.0,,1.0,True,,,,,,,,,,,,,,,,,,,
14035928,home,Oud-Heverlee Leuven,Noë Dussenne,,,noe-dussenne,N. Dussenne,D,3,191.0,108,M,115569,EUR,702604800,D,3,3,False,53.0,44.0,10.0,5.0,0.0,38.0,42.0,6.0,11.0,,1.0,2.0,4.0,,,,,,,90.0,65.0,7.0,13.0,0.00621406,,1,,0.2,0.09,0.14,,3.0,,,,3.0,1.0,1.0,3.0,,1.0,,2.0,1.0,0.0953,0.03,,,,,,,,,,,,,,,
14035928,home,Oud-Heverlee Leuven,Roggerio Nyakossi,,,roggerio-nyakossi,R. Nyakossi,D,34,194.0,192,M,1129502,EUR,1073952000,D,34,34,False,39.0,37.0,6.0,5.0,0.0,31.0,32.0,6.0,7.0,2.0,5.0,4.0,,,,,,,,78.0,49.0,8.6,2.0,0.0048256,,1,,0.11,-0.05,0.26,,,2.0,2.0,,,,,,1.0,,,,,0.0617,0.55,1.0,1.0,0.5114,,,,,,,,,,,,
14035928,home,Oud-Heverlee Leuven,Takahiro Akimoto,,,takahiro-akimoto,T. Akimoto,D,30,170.0,293,M,1028340,EUR,886204800,D,30,30,False,23.0,21.0,2.0,1.0,0.0,12.0,12.0,9.0,11.0,3.0,5.0,4.0,1.0,,,,,,,90.0,42.0,6.8,6.0,0.0239023,,0,,0.07,0.09,-0.11,,2.0,,,1.0,,1.0,1.0,1.0,2.0,1.0,,1.0,,,,,,,2.0,1.0,1.0,,,,,,,,,
14035928,home,Oud-Heverlee Leuven,Łukasz Łakomy,,,lukasz-lakomy,Ł. Łakomy,M,24,181.0,794,M,1001201,EUR,979776000,M,24,24,False,29.0,20.0,10.0,6.0,0.0,8.0,10.0,12.0,19.0,,2.0,2.0,5.0,,,,,,,90.0,46.0,8.6,15.0,0.461683,,1,,0.56,0.22,0.23,,2.0,,,,1.0,2.0,1.0,2.0,,1.0,,,,0.0312,0.54,1.0,1.0,0.3073,3.0,,2.0,1.0,1.0,1.0,,,,,,
14035928,home,Oud-Heverlee Leuven,Wouter George,,,wouter-george,W. George,M,6,172.0,63,M,983027,EUR,1015027200,M,6,6,False,19.0,15.0,3.0,,0.0,8.0,9.0,7.0,10.0,,1.0,1.0,3.0,,,,,,,90.0,30.0,6.3,8.0,0.00367467,,0,,-0.01,0.04,0.15,,6.0,1.0,,,2.0,1.0,1.0,2.0,,2.0,,1.0,,,,,,,,,,,1.0,,1.0,,,,,
14035928,home,Oud-Heverlee Leuven,Youssef Maziz,,,youssef-maziz,Y. Maziz,M,10,175.0,445,M,862821,EUR,898646400,M,10,10,False,28.0,22.0,4.0,,1.0,10.0,12.0,12.0,16.0,1.0,2.0,,3.0,,,,,,,73.0,39.0,7.2,9.0,0.38223,,0,,0.55,0.06,0.0,,3.0,2.0,,,1.0,,,,1.0,,,,,,,,,,3.0,,1.0,2.0,,1.0,1.0,1.0,,,,
14035928,home,Oud-Heverlee Leuven,Sory Kaba,,,sory-kaba,S. Kaba,F,39,191.0,1032,M,869131,EUR,806889600,F,39,39,False,15.0,9.0,4.0,1.0,0.0,5.0,5.0,4.0,10.0,6.0,11.0,3.0,5.0,,,,,,,87.0,34.0,6.6,10.0,0.00196615,,4,,-0.18,-0.51,0.13,,8.0,1.0,,,,,,2.0,5.0,2.0,,3.0,2.0,0.2271,-0.59,,,,,,,,1.0,,1.0,,1.0,2.0,,
