match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_duelWon,stat_bigChanceCreated,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_keyPass,captain,stat_aerialLost,stat_duelLost,stat_unsuccessfulTouch,stat_fouls,stat_aerialWon,stat_outfielderBlock,stat_accurateCross,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_penaltyConceded,stat_bigChanceMissed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_goals,stat_goalAssist,player_sofascoreId,stat_totalOffside,stat_penaltyMiss
10407186,home,KV Oostende,Guillaume Hubert,,,guillaume-hubert,G. Hubert,G,28,198,51,M,149794,EUR,758246400,G,28,28,False,24.0,11.0,21.0,8.0,4.0,4.0,7.0,20.0,11.0,1.0,4.0,1.0,1.0,4.0,90.0,33.0,6.9,13.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407186,home,KV Oostende,Brecht Capon,,,brecht-capon,B. Capon,D,,179,7,,42106,EUR,577670400,D,27,27,False,24.0,17.0,6.0,2.0,10.0,13.0,7.0,13.0,3.0,,,,,,90.0,40.0,7.0,9.0,0,2.0,6.0,1.0,4.0,1.0,5.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10407186,home,KV Oostende,Anton Tanghe,,,tanghe-anton,A. Tanghe,D,3,194,71,M,1005175,EUR,917481600,D,33,33,False,21.0,14.0,8.0,4.0,10.0,11.0,4.0,10.0,3.0,,,,,,90.0,29.0,6.4,8.0,0,,2.0,,5.0,,2.0,2.0,,,True,3.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,
10407186,home,KV Oostende,Osaze Urhoghide,,,osaze-urhoghide,O. Urhoghide,D,3,188,129,M,915129,EUR,962668800,D,2,2,False,33.0,25.0,11.0,4.0,20.0,23.0,5.0,10.0,9.0,,,,,,90.0,55.0,7.3,11.0,0,,6.0,,4.0,4.0,4.0,3.0,1.0,1.0,,1.0,3.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
10407186,home,KV Oostende,Tatsuhiro Sakamoto,,,sakamoto-tatsuhiro,T. Sakamoto,M,7,170,978,M,978927,EUR,845942400,M,18,18,False,15.0,10.0,2.0,,2.0,4.0,9.0,15.0,3.0,,,,,,90.0,56.0,7.7,13.0,1,4.0,13.0,,4.0,1.0,7.0,3.0,2.0,2.0,,1.0,5.0,1.0,2.0,2.0,,1.0,1.0,2.0,2.0,2.0,1.0,1.0,,,,,,,,
10407186,home,KV Oostende,Sieben Dewaele,,,dewaele-sieben,S. Dewaele,M,18,180,72,M,901895,EUR,917913600,M,16,16,False,20.0,15.0,6.0,3.0,6.0,6.0,9.0,14.0,7.0,,,,,,90.0,34.0,7.1,5.0,0,,4.0,,2.0,2.0,3.0,2.0,1.0,1.0,,1.0,3.0,,1.0,,,,1.0,,,,,,,,,,,,,
10407186,home,KV Oostende,Cameron McGeehan,,,cameron-mcgeehan,C. McGeehan,M,8,180,57,M,149817,EUR,797126400,M,8,8,False,19.0,14.0,1.0,1.0,9.0,12.0,5.0,7.0,5.0,,,,,,70.0,26.0,6.5,5.0,4,,1.0,,,1.0,,,,,,2.0,3.0,,,,,,1.0,,1.0,1.0,2.0,,1.0,1.0,1.0,,,,,
10407186,home,KV Oostende,Robbie D'Haese,Robbie,D'Haese,robbie-dhaese,R. D'Haese,M,,180,35,M,889388,EUR,919900800,M,29,29,False,20.0,10.0,4.0,1.0,4.0,7.0,6.0,14.0,7.0,,,,,,83.0,40.0,6.5,15.0,1,1.0,4.0,,2.0,3.0,2.0,1.0,1.0,,,2.0,6.0,1.0,1.0,1.0,,,2.0,1.0,1.0,,,,,,1.0,,,,,
10407186,home,KV Oostende,Nick Bätzner,,,nick-batzner,N. Bätzner,M,9,170,71,M,959635,EUR,953078400,F,34,34,False,27.0,19.0,3.0,1.0,9.0,10.0,10.0,18.0,6.0,,,,,,90.0,43.0,6.8,14.0,1,1.0,2.0,,1.0,1.0,2.0,,,2.0,,2.0,5.0,3.0,1.0,,,,,2.0,,,,,,,1.0,,,,,
10407186,home,KV Oostende,Fraser Hornby,,,fraser-hornby,F. Hornby,F,9,195,394,M,914877,EUR,937180800,F,9,9,False,14.0,6.0,,,2.0,3.0,4.0,12.0,6.0,,,,,,78.0,26.0,7.0,14.0,2,1.0,5.0,,,1.0,1.0,,2.0,1.0,,3.0,11.0,1.0,3.0,2.0,,,1.0,3.0,1.0,,1.0,,,,1.0,1.0,,,,
