match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_aerialWon,stat_duelLost,stat_duelWon,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_aerialLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_wasFouled,captain,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_keyPass,stat_bigChanceMissed,stat_shotOffTarget,stat_dispossessed,stat_goals,stat_goalAssist,stat_bigChanceCreated,stat_outfielderBlock,player_sofascoreId,stat_hitWoodwork,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_saves
11511070,home,Torino,Vanja Milinković-Savić,vanja-milinkovic-savic,V. Milinković-Savić,G,32,202,6339,M,356160,EUR,856396800,G,32,32,False,35.0,30.0,12.0,7.0,25.0,28.0,5.0,7.0,8.0,1.0,90.0,42.0,6.5,6.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11511070,home,Torino,Perr Schuurs,perr-schuurs,P. Schuurs,D,,191,842,M,831677,EUR,943574400,D,3,3,False,80.0,72.0,3.0,1.0,30.0,33.0,42.0,47.0,4.0,,90.0,92.0,7.5,9.0,5,,,1.0,1.0,4.0,2.0,3.0,2.0,3.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11511070,home,Torino,Alessandro Buongiorno,alessandro-buongiorno,A. Buongiorno,D,4,191,4014,M,870263,EUR,928627200,D,4,4,False,69.0,65.0,2.0,1.0,37.0,37.0,28.0,32.0,9.0,,90.0,85.0,7.3,4.0,0,,,3.0,6.0,6.0,,,4.0,,,,2.0,4.0,2.0,2.0,4.0,1.0,,,,,,,,,,,,,,,,,
11511070,home,Torino,Ricardo Rodríguez,ricardo-rodriguez,R. Rodríguez,D,12,182,1733,M,67769,EUR,714700800,D,13,13,False,86.0,84.0,6.0,5.0,36.0,38.0,49.0,52.0,8.0,,89.0,101.0,7.3,7.0,1,,,,3.0,3.0,1.0,,2.0,2.0,1.0,1.0,1.0,1.0,,,,1.0,True,4.0,1.0,1.0,1.0,,,,,,,,,,,,
11511070,home,Torino,Raoul Bellanova,raoul-bellanova,R. Bellanova,M,16,188,2482,M,826185,EUR,958521600,M,19,19,False,59.0,54.0,3.0,2.0,16.0,16.0,40.0,47.0,3.0,,79.0,76.0,7.3,10.0,4,,,1.0,3.0,2.0,1.0,1.0,,,,1.0,1.0,1.0,2.0,1.0,,,,4.0,2.0,,4.0,1.0,2.0,,,,,,,,,,
11511070,home,Torino,Samuele Ricci,samuele-ricci,S. Ricci,M,4,182,4143,M,930189,EUR,998352000,M,28,28,False,73.0,71.0,7.0,6.0,19.0,19.0,53.0,57.0,7.0,,78.0,85.0,8.0,5.0,3,,,,3.0,5.0,2.0,,,2.0,2.0,1.0,2.0,1.0,1.0,1.0,,2.0,,3.0,1.0,,1.0,,1.0,,,,,,,,,,
11511070,home,Torino,Ivan Ilić,ivan-ilic,I. Ilić,M,8,185,1764,M,877371,EUR,984787200,M,8,8,False,102.0,94.0,4.0,3.0,25.0,26.0,72.0,79.0,4.0,,90.0,114.0,7.9,9.0,3,,,,4.0,,2.0,1.0,,,,,3.0,,,,1.0,,,3.0,3.0,,3.0,,,1.0,1.0,,,,,,,,
11511070,home,Torino,Mërgim Vojvoda,mergim-vojvoda,M. Vojvoda,D,31,187,1449,M,798147,EUR,791596800,M,27,27,False,51.0,41.0,3.0,2.0,12.0,15.0,30.0,44.0,2.0,,90.0,73.0,8.7,19.0,3,,,,1.0,,2.0,,,,,1.0,1.0,,,,,,,8.0,1.0,,3.0,,1.0,,1.0,1.0,1.0,1.0,,,,,
11511070,home,Torino,Nikola Vlašić,nikola-vlasic,N. Vlašić,M,10,178,5495,M,357596,EUR,875923200,F,16,16,False,39.0,34.0,1.0,1.0,1.0,2.0,33.0,39.0,2.0,,90.0,50.0,7.6,9.0,3,,,,4.0,4.0,1.0,,,1.0,,1.0,,3.0,3.0,2.0,,1.0,,2.0,,,1.0,,2.0,,,,,,niksivlasic_,1.0,1.0,,
11511070,home,Torino,Nemanja Radonjić,nemanja-radonjic,N. Radonjić,F,49,185,4618,M,802665,EUR,824342400,F,10,10,False,24.0,19.0,,,6.0,7.0,14.0,18.0,1.0,,65.0,34.0,7.1,8.0,2,,,,1.0,2.0,1.0,1.0,,,,1.0,,,3.0,2.0,,,,1.0,1.0,,1.0,,,,,1.0,,,n.radonjic7,,1.0,,
11511070,home,Torino,Antonio Sanabria,antonio-sanabria,A. Sanabria,F,99,181,3529,M,333261,EUR,825897600,F,9,9,False,17.0,15.0,1.0,1.0,2.0,2.0,13.0,15.0,1.0,,89.0,24.0,7.0,3.0,4,,,1.0,1.0,2.0,2.0,,,1.0,1.0,,,,,,,,,,,,1.0,1.0,2.0,1.0,,,,,,,1.0,,
11511070,home,Torino,Simone Verdi,simone-verdi,S. Verdi,M,99,174,604,M,98058,EUR,710899200,F,99,99,True,6.0,6.0,,,,,8.0,11.0,,,25.0,12.0,6.9,3.0,0,,,,,,,,,,,,,,,,,,,5.0,2.0,,2.0,,,,,,,,,,,,
11511070,home,Torino,Adrien Tameze,adrien-tameze,A. Tameze,M,61,182,365,M,139235,EUR,760320000,M,61,61,True,16.0,16.0,,,5.0,5.0,11.0,11.0,1.0,,12.0,18.0,6.7,,0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11511070,home,Torino,Brian Bayeye,bayeye-brian,B. Bayeye,M,,190,670,M,1001725,EUR,962323200,M,2,2,True,8.0,7.0,1.0,,4.0,4.0,3.0,5.0,,,11.0,13.0,6.6,2.0,0,,,,,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,
11511070,home,Torino,Wilfried Singo,wilfried-singo,W. Singo,D,90,190,12176,M,978285,EUR,977702400,D,17,17,True,12.0,11.0,2.0,2.0,6.0,6.0,5.0,6.0,3.0,,8.0,13.0,6.9,1.0,0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,stephane_singo,,,,
