match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotValueNormalized,stat_totalCross,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,player_sofascoreId,stat_accurateCross,stat_goals,stat_wonContest,stat_bigChanceCreated,player_firstName,stat_penaltyWon,player_lastName,stat_bigChanceMissed,stat_shotOffTarget,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_keeperSaveValue,stat_goalsPrevented,stat_goalkeeperValueNormalized,stat_penaltyConceded
14025292,home,Wolverhampton,José Sá,jose-sa,J. Sá,G,1,192.0,4016,M,252669,EUR,727228800,G,1,1,False,True,25.0,10.0,23.0,8.0,0.0,2.0,5.0,8.0,20.0,3.0,3.0,5.0,9.0,3.0,5.0,90.0,40.0,6.8,16.0,0.00393103,27.187834715533,4.0,10.185,3.675,0,0.17,0.01,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025292,home,Wolverhampton,Yerson Mosquera,yerson-mosquera,Y. Mosquera,D,15,188.0,3155,M,1014835,EUR,988761600,D,15,15,False,,33.0,28.0,2.0,,0.0,15.0,18.0,13.0,15.0,,6.0,4.0,3.0,,,90.0,64.0,7.0,16.0,0.00958768,103.38351058567,13.0,30.87,16.8,1,0.06,0.07,0.16,1.0,6.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,1.0,0.0358,0.1451,1.0,-0.12,,,,,,,,,,,,,,,,,,,,,
14025292,home,Wolverhampton,Santiago Bueno,santiago-bueno,S. Bueno,D,4,189.0,1175,M,846308,EUR,910569600,D,4,4,False,,16.0,16.0,,,0.0,13.0,13.0,3.0,3.0,1.0,1.0,6.0,3.0,,,90.0,23.0,6.8,,0.00074908,47.375142954063,7.0,4.41,12.81,0,0.03,0.03,0.25,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
14025292,home,Wolverhampton,Ladislav Krejčí,ladislav-krejci,L. Krejčí,D,37,191.0,2172,M,856250,EUR,924566400,D,37,37,False,,39.0,32.0,5.0,3.0,0.0,23.0,29.0,9.0,10.0,2.0,5.0,4.0,3.0,,,90.0,49.0,7.2,7.0,0.00157274,36.895719204663,7.0,0.94499999999999,4.725,1,0.07,0.02,0.28,1.0,3.0,1.0,,,1.0,2.0,2.0,2.0,,1.0,2.0,0.0176,0.0853,,-0.05,,,,,,,,,,,,,,,,,,,,,
14025292,home,Wolverhampton,Jackson Tchatchoua,jackson-tchatchoua,J. Tchatchoua,M,38,180.0,2199,M,1096210,EUR,1000425600,M,38,38,False,,20.0,14.0,1.0,,0.0,5.0,6.0,9.0,14.0,,3.0,1.0,3.0,,,90.0,35.0,6.4,12.0,0.00307148,77.908476087381,9.0,64.47,25.935,0,-0.23,0.12,-0.02,1.0,4.0,,1.0,1.0,,1.0,2.0,,2.0,1.0,1.0,,,,,2.0,26.193659709937,1.0,,,,,,,,,,,,,,,,,,
14025292,home,Wolverhampton,Jhon Arias,jhon-arias,J. Arias,M,11,170.0,30226,M,844096,EUR,874800000,M,10,10,False,,33.0,28.0,1.0,,0.0,10.0,11.0,18.0,22.0,,4.0,4.0,2.0,,,90.0,54.0,6.9,11.0,0.119785,101.88565854315,11.0,1.47,19.425,1,-0.01,-0.04,-0.05,3.0,17.0,4.0,4.0,2.0,1.0,1.0,3.0,2.0,,1.0,4.0,0.5731,0.4878,1.0,0.49,1.0,22.364831342981,1.0,jhonariasa,1.0,1.0,,,,,,,,,,,,,,,
14025292,home,Wolverhampton,João Gomes,joao-gomes,J. Gomes,M,8,176.0,14959,M,1015267,EUR,981936000,M,8,8,False,,24.0,23.0,1.0,1.0,0.0,13.0,13.0,10.0,11.0,,4.0,1.0,5.0,,,45.0,31.0,7.3,1.0,0.236315,50.51332978179,6.0,10.71,9.87,0,0.32,0.05,0.16,,1.0,,,1.0,,1.0,1.0,,,2.0,1.0,,,1.0,,1.0,,,joaogomes.01,1.0,,1.0,1.0,,,,,,,,,,,,,
14025292,home,Wolverhampton,Mateus Mané,mateus-mane,M. Mané,F,36,175.0,4053,M,1899647,EUR,1189900800,M,36,36,False,,15.0,12.0,,,0.0,5.0,6.0,7.0,9.0,,5.0,2.0,5.0,,,86.0,33.0,8.8,10.0,0.0258524,154.22559146644,14.0,111.405,27.405,2,0.12,0.38,0.26,2.0,6.0,,1.0,3.0,2.0,,4.0,2.0,1.0,1.0,,0.043,0.4071,,0.63,1.0,63.013746111993,4.0,,,1.0,,,Mateus Mané,1.0,,,,,,,,,,,
14025292,home,Wolverhampton,Hugo Bueno,hugo-bueno,H. Bueno,D,3,180.0,695,M,1013928,EUR,1032307200,M,3,3,False,,31.0,26.0,1.0,,1.0,16.0,20.0,10.0,11.0,,4.0,2.0,6.0,,,90.0,72.0,7.0,18.0,0.096617,351.00795462945,25.0,201.915,45.99,1,0.07,0.32,0.22,,6.0,,3.0,3.0,1.0,1.0,2.0,2.0,,2.0,,0.0355,0.1051,3.0,-0.12,8.0,139.2651314997,5.0,,3.0,,,,,,,,,,,,,,,,
14025292,home,Wolverhampton,Tolu Arokodare,tolu-arokodare,T. Arokodare,F,14,196.0,5746,M,987734,EUR,974937600,F,14,14,False,,19.0,10.0,,,0.0,5.0,8.0,5.0,11.0,8.0,13.0,2.0,2.0,,,88.0,39.0,7.1,15.0,0.00155844,23.979407563606,4.0,-5.355,3.465,2,-0.32,0.1,0.16,4.0,5.0,,1.0,4.0,1.0,1.0,1.0,1.0,5.0,,,0.2328,0.1498,,-0.51,,,,,,,4.0,,,,,1.0,1.0,,,,,,,,
