match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,captain,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wasFouled,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_aerialWon,stat_interceptionWon,stat_wonTackle,stat_shotOffTarget,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_bigChanceMissed,stat_goals,stat_totalOffside,stat_penaltyFaced,stat_penaltyConceded,player_sofascoreId,stat_hitWoodwork
12624908,home,Al Orobah,Gaëtan Coucke,gaetan-coucke,G. Coucke,G,98,187,160,M,794989,EUR,910051200,G,28,28,False,17.0,8.0,15.0,6.0,0.0,3.0,3.0,5.0,14.0,1.0,1.0,6.0,2.0,2.0,3.0,90.0,26.0,6.9,9.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624908,home,Al Orobah,Hamed Al-Maghati,hamed-taleb,H. Al-Maghati,D,11,175,9,M,948603,EUR,742694400,D,11,11,False,26.0,18.0,3.0,,0.0,8.0,9.0,13.0,21.0,5.0,2.0,2.0,,,,90.0,57.0,7.0,12.0,0,True,4.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,
12624908,home,Al Orobah,Ismael Kandouss,ismael-kandouss,I. Kandouss,D,27,192,736,M,934196,EUR,879292800,D,3,3,False,20.0,13.0,9.0,3.0,0.0,10.0,12.0,3.0,8.0,4.0,1.0,,,,,90.0,27.0,6.1,7.0,0,,,,1.0,3.0,,,,,4.0,,1.0,,2.0,,,,2.0,1.0,,,,,,,,,,,,
12624908,home,Al Orobah,Hussain Al-Shuweish,hussain-al-showaish,H. Al-Shuweish,D,33,185,17,M,818758,EUR,625881600,D,33,33,False,25.0,17.0,11.0,5.0,0.0,10.0,12.0,7.0,13.0,,,,,,,90.0,38.0,7.1,8.0,0,,,,,1.0,,,,,9.0,3.0,,,,,,,1.0,,,,,,,,,,,,,
12624908,home,Al Orobah,Ibrahim Al-Zubaidi,ibrahim-al-zubaidi,I. Al-Zubaidi,D,,172,16,M,793916,EUR,623462400,D,13,13,False,27.0,17.0,10.0,1.0,0.0,11.0,15.0,6.0,13.0,1.0,,6.0,,,,90.0,61.0,6.9,15.0,0,,1.0,,,8.0,,,,,5.0,,5.0,2.0,1.0,,,,1.0,5.0,4.0,,,,,,,,,,,
12624908,home,Al Orobah,Karlo Muhar,karlo-muhar,K. Muhar,M,73,188,216,M,897590,EUR,821836800,M,73,73,False,29.0,23.0,3.0,1.0,0.0,9.0,12.0,14.0,17.0,8.0,2.0,8.0,,,,90.0,41.0,6.5,7.0,1,,,,2.0,4.0,,1.0,,,4.0,,3.0,,3.0,,,,1.0,,2.0,1.0,,,,,,,,,,
12624908,home,Al Orobah,Fahad Al-Reshedi,fahad-al-reshedi,F. Al-Reshedi,M,80,173,10,M,818573,EUR,676339200,M,80,80,False,19.0,12.0,4.0,1.0,0.0,7.0,8.0,5.0,12.0,8.0,2.0,4.0,,,,79.0,32.0,6.3,9.0,2,,1.0,,2.0,3.0,1.0,,,,3.0,2.0,3.0,,3.0,,,,,,1.0,,2.0,,,,,,,,,
12624908,home,Al Orobah,Fahad Zubaidi,fahad-zubaidi,F. Zubaidi,M,27,175,36,M,1445997,EUR,1010880000,M,29,29,False,16.0,10.0,2.0,,0.0,6.0,7.0,4.0,9.0,9.0,2.0,6.0,,,,62.0,27.0,6.7,9.0,1,,,,2.0,8.0,1.0,5.0,4.0,,,,1.0,2.0,3.0,,Fahad Zubaidi,,1.0,,,,,1.0,1.0,,,,,,,
12624908,home,Al Orobah,Jóhann Guðmundsson,johann-gudmundsson,J. Guðmundsson,M,,186,451,M,49805,EUR,656985600,M,7,7,False,26.0,19.0,4.0,3.0,1.0,6.0,8.0,13.0,21.0,4.0,,6.0,,,,90.0,38.0,7.1,14.0,1,,3.0,,1.0,3.0,2.0,,,1.0,,,,,1.0,2.0,,,3.0,1.0,,1.0,,,2.0,1.0,,,,,,
12624908,home,Al Orobah,Brad Young,brad-young,B. Young,F,32,185,212,M,1083046,EUR,1041811200,M,9,9,False,14.0,13.0,1.0,1.0,1.0,6.0,6.0,7.0,8.0,4.0,2.0,4.0,,,,70.0,24.0,8.1,3.0,1,,,,2.0,4.0,,1.0,1.0,1.0,2.0,,,2.0,,2.0,Brad Young,,1.0,,,,,1.0,2.0,,1.0,,,,,
12624908,home,Al Orobah,Omar Al-Somah,omar-al-somah,O. Al-Somah,F,9,192,6658,M,791575,EUR,606614400,F,99,99,False,19.0,13.0,4.0,3.0,1.0,7.0,10.0,6.0,9.0,7.0,,4.0,,,,90.0,43.0,8.8,16.0,5,,,,3.0,6.0,2.0,2.0,,1.0,4.0,,1.0,2.0,,1.0,,,3.0,,1.0,2.0,1.0,2.0,6.0,,2.0,1.0,,,,
