match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_bigChanceCreated,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,player_firstName,player_lastName,stat_aerialLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_fouls,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_shotOffTarget,stat_unsuccessfulTouch,captain,stat_totalCross,stat_accurateCross,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_totalOffside,stat_hitWoodwork,stat_errorLeadToAShot
14025192,home,Chelsea,João Pedro,joao-pedro,J. Pedro,F,20,182,97251,M,joaopedro,975079,EUR,1001462400,F,20,20,False,21.0,17.0,,,0.0,5.0,7.0,12.0,14.0,,1.0,1.0,,,,81.0,37.0,6.5,10.0,0.0246237,39.540474990466,5.0,5.67,7.98,,1.0,1,,0.08,0.07,-0.02,,4.0,10.0,7.0,1.0,,,,1.0,0.0634,,-0.51,,,3.0,3.0,3.0,2.0,,,,2.0,8.6741224339987,1.0,1.0,2.0,,,,,,,,,,,
14025192,home,Chelsea,Andrey Santos,santos-andrey,A. Santos,M,17,180,27949,M,andreysantos_5,1105779,EUR,1083542400,M,17,17,True,10.0,10.0,,,0.0,4.0,4.0,6.0,6.0,,,2.0,,,,32.0,18.0,6.6,3.0,0.0136323,9.2147596821621,1.0,9.03,9.03,,1.0,1,,0.12,0.3,-0.01,,,4.0,1.0,,,,,,0.1406,,-0.51,Andrey Santos,,2.0,,1.0,,,1.0,,1.0,9.2147596821621,1.0,1.0,1.0,,,,,,,,,,,
14025192,home,Chelsea,Jamie Gittens,jamie-bynoe-gittens,J. Gittens,M,11,178,23991,M,jbgittens,1140599,EUR,1091923200,F,11,11,True,10.0,8.0,1.0,,0.0,4.0,5.0,4.0,5.0,,,3.0,,,,25.0,23.0,6.9,5.0,0.00828573,95.270078438374,7.0,59.995,19.95,,,1,,-0.2,0.27,0.16,,,1.0,5.0,,,,,1.0,0.053,,-0.26,,,,,2.0,1.0,,3.0,1.0,,67.333846087567,3.0,1.0,1.0,,1.0,,,,,,,,,
14025192,home,Chelsea,Estêvão,estevao,Estêvão,M,41,176,195379,M,Estêvão,1597265,EUR,1177372800,F,41,41,True,4.0,3.0,,,0.0,2.0,2.0,1.0,2.0,,,1.0,,,,9.0,7.0,6.2,3.0,0.00016232,18.231428223052,2.0,7.035,6.195,,,0,,-0.52,0.03,0.13,,,1.0,1.0,,,,,,,,,Estêvão,,,1.0,1.0,1.0,,,,,12.995606988517,1.0,,1.0,,,,,,,,,,,
14025192,home,Chelsea,Filip Jørgensen,filip-jorgensen,F. Jørgensen,G,12,190,13907,M,filipjorgensen1,962053,EUR,1018915200,G,12,12,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025192,home,Chelsea,Tosin Adarabioyo,tosin-adarabioyo,T. Adarabioyo,D,4,196,10523,M,tosinadarabioyo,352668,EUR,875059200,D,4,4,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025192,home,Chelsea,Benoît Badiashile,benoit-badiashile,B. Badiashile,D,5,194,10555,M,badiashile,904827,EUR,985564800,D,5,5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025192,home,Chelsea,Jorrel Hato,jorrel-hato,J. Hato,D,21,182,15467,M,,1153079,EUR,1141689600,D,21,21,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025192,home,Chelsea,Josh Acheampong,josh-acheampong,J. Acheampong,D,34,190,13787,M,joshkofi2,1403050,EUR,1146787200,D,34,34,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,Josh Acheampong,,,,,,,,,,,,,,,,,,,,,,,,
14025192,home,Chelsea,Marc Guiu,guiu-marc,M. Guiu,F,38,187,28475,M,marcguiu9,1414933,EUR,1136332800,F,38,38,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025192,away,Everton,Jordan Pickford,jordan-pickford,J. Pickford,G,1,185,7610,M,jpickford1,138530,EUR,762998400,G,1,1,False,33.0,23.0,21.0,11.0,0.0,20.0,22.0,3.0,11.0,,2.0,12.0,1.0,1.0,3.0,90.0,49.0,5.8,11.0,0.00058357,74.073074919471,11.0,-39.56,-0.63,0.0652,,0,-0.7877,0.07,-0.03,-0.25,-0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,
14025192,away,Everton,Jake O'Brien,jake-obrien,J. O'Brien,D,15,197,1429,M,,998253,EUR,989884800,D,15,15,False,48.0,31.0,8.0,2.0,0.0,15.0,24.0,16.0,24.0,,,1.0,,,,90.0,70.0,6.3,25.0,0.0918624,103.27294600794,11.0,-51.345,11.445,,2.0,0,,0.12,0.06,-0.38,,1.0,1.0,4.0,,,,,1.0,,,,,,1.0,,,,,2.0,1.0,,33.705740104617,1.0,,1.0,,5.0,1.0,,,,,,,,
14025192,away,Everton,James Tarkowski,james-tarkowski,J. Tarkowski,D,6,185,2558,M,,145188,EUR,722131200,D,6,6,False,49.0,42.0,6.0,3.0,0.0,26.0,28.0,16.0,21.0,,1.0,3.0,,,,90.0,60.0,6.4,8.0,0.00687667,98.701179680042,8.0,-82.215,0.42,,,1,,0.12,0.07,-0.26,,1.0,5.0,4.0,1.0,,,,1.0,0.0357,,-0.15,,,3.0,,1.0,1.0,1.0,1.0,,1.0,48.160154374081,2.0,1.0,1.0,True,,,,1.0,,,,1.0,,
14025192,away,Everton,Michael Keane,michael-keane,M. Keane,D,5,188,1573,M,,110846,EUR,726710400,D,5,5,False,32.0,26.0,2.0,1.0,0.0,18.0,22.0,8.0,10.0,,5.0,3.0,,,,90.0,45.0,6.5,9.0,0.00296377,68.127642480866,11.0,-38.64,5.565,,,1,,0.05,0.04,-0.25,,5.0,2.0,5.0,1.0,,,2.0,,0.0468,,-0.3,,,1.0,,,,,,,,,,1.0,3.0,,,,,,,,,,,
14025192,away,Everton,Vitaliy Mykolenko,vitaliy-mykolenko,V. Mykolenko,D,16,180,4082,M,mikola_16,876643,EUR,927936000,D,16,16,False,30.0,26.0,5.0,3.0,0.0,8.0,10.0,18.0,20.0,,2.0,3.0,,,,90.0,53.0,6.7,11.0,0.084288,91.730186384723,6.0,-86.31,-2.52,,2.0,0,,0.13,0.08,-0.26,,,3.0,5.0,1.0,,,2.0,1.0,,,,,,1.0,,3.0,2.0,,2.0,1.0,,56.508720401679,2.0,,,,2.0,,,,,,,,,
14025192,away,Everton,Idrissa Gueye,idrissa-gueye,I. Gueye,M,27,174,21481,M,iganagueye,106337,EUR,622771200,M,27,27,False,33.0,29.0,2.0,1.0,0.0,17.0,19.0,12.0,14.0,,1.0,2.0,,,,90.0,49.0,7.3,6.0,0.0137114,55.676747761586,7.0,-14.07,7.77,,,0,,0.05,-0.21,0.31,,,3.0,10.0,,,,,1.0,,,,,,,,1.0,,1.0,9.0,3.0,2.0,,,,,,1.0,,,,,,,,,
14025192,away,Everton,James Garner,james-garner,J. Garner,M,37,182,3008,M,,927361,EUR,984441600,M,37,37,False,41.0,39.0,2.0,2.0,0.0,18.0,19.0,21.0,22.0,1.0,,9.0,,,,84.0,67.0,7.1,12.0,0.0434455,216.53839679535,19.0,-69.3,13.23,,2.0,1,,0.06,0.28,0.15,,,3.0,6.0,,,,1.0,3.0,0.0252,,-0.15,,,,1.0,1.0,1.0,1.0,2.0,1.0,2.0,70.281767735044,2.0,,1.0,,9.0,1.0,1.0,,,,,,,
14025192,away,Everton,Iliman Ndiaye,iliman-ndiaye,I. Ndiaye,M,10,180,54701,M,ilimanndiaye10,914309,EUR,952300800,M,10,10,False,32.0,26.0,2.0,,0.0,5.0,8.0,21.0,24.0,,,3.0,,,,90.0,51.0,6.2,13.0,0.0277649,243.44925795654,20.0,-31.29,17.64,,,3,,-0.23,0.45,-0.14,,,7.0,4.0,,1.0,,1.0,1.0,0.131,0.1458,-0.54,,,,3.0,3.0,1.0,,2.0,,2.0,74.680325442722,4.0,1.0,1.0,,1.0,,1.0,,,,,,1.0,
14025192,away,Everton,Kiernan Dewsbury-Hall,dewsbury-hall-kiernan,K. Dewsbury-Hall,M,22,178,10632,M,kdh_8,861970,EUR,905040000,M,22,22,False,5.0,5.0,,,0.0,,,5.0,5.0,,,,,,,16.0,8.0,6.7,1.0,0.00226412,7.4803593496569,1.0,-5.88,-5.88,,,0,,0.0,0.01,0.13,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,
14025192,away,Everton,Jack Grealish,jack-grealish,J. Grealish,M,18,180,58418,M,JGrealish,189061,EUR,810691200,M,18,18,False,17.0,17.0,,,0.0,7.0,7.0,10.0,10.0,,,3.0,,,,84.0,35.0,6.6,6.0,0.0202743,130.99538223186,12.0,-30.345,8.82,,,4,,0.05,0.42,-0.15,,,6.0,4.0,1.0,1.0,,,3.0,0.7045,0.5844,-0.5,,,1.0,1.0,1.0,1.0,,,,3.0,53.51789639568,3.0,2.0,3.0,,3.0,1.0,1.0,2.0,,,,,,
14025192,away,Everton,Thierno Barry,thierno-barry,T. Barry,F,11,195,5887,M,t.barry29,1395746,EUR,1035158400,F,11,11,False,4.0,2.0,,,0.0,,,2.0,4.0,,,,,,,68.0,11.0,6.3,6.0,0.00140715,7.1997778073956,2.0,0.10500000000002,3.57,,,0,,-0.09,0.01,0.0,,2.0,6.0,2.0,,,,,,,,,,,5.0,1.0,,,,,,,,,,3.0,,,,,,,,,,,
14025192,away,Everton,Carlos Alcaraz,carlos-alcaraz,C. Alcaraz,M,24,183,6146,M,_alcaraz22,1017392,EUR,1038614400,M,24,24,True,40.0,31.0,3.0,2.0,0.0,14.0,17.0,17.0,23.0,1.0,,2.0,,,,74.0,57.0,6.1,14.0,0.238738,79.967166048757,10.0,10.185,7.245,,4.0,1,,0.28,0.01,-0.52,,1.0,5.0,3.0,3.0,,,2.0,1.0,0.088,,-0.31,,,,,1.0,,,1.0,1.0,1.0,,,,4.0,,2.0,2.0,1.0,,,,,,,1.0
14025192,away,Everton,Beto,beto,Beto,F,9,194,3398,M,,987489,EUR,886204800,F,9,9,True,3.0,3.0,,,0.0,3.0,3.0,,,,1.0,,,,,22.0,10.0,6.8,4.0,1.966e-05,,,,,,,0,,0.0,-0.09,0.14,,3.0,2.0,4.0,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,2.0,,,,,,,,,,,
14025192,away,Everton,Tyler Dibling,tyler-dibling,T. Dibling,M,20,178,2847,M,,1174472,EUR,1140134400,M,20,20,True,5.0,5.0,,,0.0,1.0,1.0,4.0,4.0,,,3.0,,,,11.0,9.0,6.7,2.0,0.00317172,13.498504220577,2.0,-11.025,-1.47,,,0,,0.02,0.07,0.13,,,1.0,2.0,,,,,1.0,,,,Tyler,Dibling,,,1.0,,,1.0,1.0,,,,,1.0,,,,,,,,,,,
14025192,away,Everton,Tim Iroegbunam,tim-iroegbunam,T. Iroegbunam,M,42,182,764,M,,1085950,EUR,1056931200,M,42,42,True,1.0,1.0,,,0.0,,,1.0,1.0,,,1.0,,,,11.0,4.0,6.6,2.0,0.00037165,32.736201994123,1.0,-29.715,-29.715,,,0,,0.01,0.04,0.13,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,32.736201994123,1.0,,1.0,,,,,,,,,,,
14025192,away,Everton,Mark Travers,mark-travers,M. Travers,G,12,191,619,M,,856720,EUR,926985600,G,12,12,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025192,away,Everton,Nathan Patterson,patterson-nathan,N. Patterson,D,2,189,661,M,,1020141,EUR,1003190400,D,2,2,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,Nathan,Patterson,,,,,,,,,,,,,,,,,,,,,,,
14025192,away,Everton,Adam Aznou,adam-aznou,A. Aznou,D,39,178,13456,M,adamaznou,1466124,EUR,1149206400,D,39,39,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,Adam Aznou,,,,,,,,,,,,,,,,,,,,,,,,
14025192,away,Everton,Elijah Campbell,elijah-campbell,E. Campbell,D,27,182,89,M,,1144949,EUR,1091404800,D,73,73,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025192,away,Everton,Dwight McNeil,dwight-mcneil,D. McNeil,M,7,183,1973,M,,935543,EUR,943228800,F,7,7,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,Dwight,McNeil,,,,,,,,,,,,,,,,,,,,,,,
