match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_penaltyConceded,stat_fouls,captain,stat_totalCross,stat_aerialLost,stat_bigChanceCreated,stat_outfielderBlock,stat_interceptionWon,stat_errorLeadToAGoal,stat_keyPass,stat_lastManTackle,stat_totalContest,stat_onTargetScoringAttempt,stat_goals,stat_penaltyWon,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,player_sofascoreId,stat_wonContest,stat_totalOffside,stat_bigChanceMissed,stat_accurateCross,stat_shotOffTarget,stat_errorLeadToAShot,stat_hitWoodwork
12437790,home,Leganés,Marko Dmitrović,marko-dmitrovic,M. Dmitrović,G,13,194,1184,M,94527,EUR,696211200,G,13,13,False,31.0,13.0,27.0,9.0,0.0,4.0,4.0,9.0,27.0,1.0,2.0,3.0,10.0,1.0,3.0,2.0,4.0,1.0,1.0,1.0,90.0,41.0,7.1,18.0,0.00246215,0,-0.639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437790,home,Leganés,Adrià Altimira,altimira-adria,A. Altimira,D,2,170,365,M,980732,EUR,985737600,D,2,2,False,22.0,18.0,1.0,,0.0,11.0,12.0,7.0,10.0,,6.0,2.0,6.0,3.0,,,,,,,90.0,40.0,5.5,6.0,0.00269002,0,,,,4.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12437790,home,Leganés,Sergio González,sergio-gonzalez,S. González,D,4,186,271,M,377234,EUR,703728000,D,6,6,False,51.0,39.0,11.0,4.0,0.0,31.0,36.0,8.0,16.0,2.0,3.0,1.0,4.0,,,,,,,,90.0,58.0,5.8,14.0,0.3216,0,,,,2.0,,,1.0,1.0,1.0,,,True,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
12437790,home,Leganés,Jorge Sáenz,jorge-saenz,J. Sáenz,D,3,192,188,M,592098,EUR,848188800,D,3,3,False,27.0,25.0,4.0,2.0,0.0,21.0,21.0,4.0,6.0,,3.0,7.0,,1.0,,,,,,,77.0,41.0,6.4,2.0,0.156441,0,,,,3.0,,,2.0,2.0,,,2.0,,,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,
12437790,home,Leganés,Matija Nastasić,matija-nastasic,M. Nastasić,D,15,188,481,M,98440,EUR,733276800,D,22,22,False,20.0,14.0,5.0,1.0,0.0,11.0,12.0,3.0,8.0,1.0,1.0,2.0,3.0,,,,,,,,52.0,25.0,6.1,6.0,0.00032443,0,,,,1.0,,,,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
12437790,home,Leganés,Javier Hernández,javier-hernandez,J. Hernández,D,26,181,457,M,1031658,EUR,894067200,D,20,20,False,25.0,18.0,5.0,2.0,0.0,12.0,15.0,6.0,10.0,1.0,3.0,3.0,7.0,1.0,,,,,,,74.0,40.0,6.5,8.0,0.0118339,0,,,,2.0,,1.0,1.0,1.0,,,1.0,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,
12437790,home,Leganés,Dani Raba,dani-raba,D. Raba,F,19,184,999,M,873947,EUR,814924800,M,10,10,False,13.0,8.0,2.0,,0.0,5.0,7.0,3.0,7.0,,3.0,,3.0,3.0,,,,,,,63.0,26.0,6.8,13.0,0.00865347,1,,,,7.0,,3.0,,,2.0,,2.0,,1.0,,,,,,,,2.0,1.0,1.0,1.0,0.7884,0.6836,,,,,,,,,
12437790,home,Leganés,Yvan Neyou,yvan-neyou,Y. Neyou,M,5,180,972,M,869931,EUR,852249600,M,17,17,False,29.0,28.0,1.0,1.0,0.0,22.0,22.0,6.0,7.0,,4.0,,7.0,2.0,,,,,,,90.0,39.0,6.4,3.0,0.00364835,1,,,,3.0,,,2.0,2.0,,,1.0,,,2.0,,,1.0,,,,1.0,,,,0.0071,,1.0,,,,,,,,
12437790,home,Leganés,Seydouba Cisse,seydouba-cisse,S. Cisse,M,8,172,3843,M,906065,EUR,981763200,M,8,8,False,29.0,23.0,2.0,,0.0,16.0,18.0,7.0,12.0,,8.0,,3.0,2.0,,,,,,,90.0,46.0,7.0,10.0,0.00276661,1,,,,7.0,1.0,1.0,5.0,2.0,1.0,,4.0,,1.0,1.0,,,,,,,1.0,1.0,1.0,,0.1571,0.3464,,seydoubacisse32,1.0,1.0,,,,,
12437790,home,Leganés,Óscar Rodríguez,oscar-rodriguez,Ó. Rodríguez,M,14,174,618,M,794948,EUR,898992000,M,7,7,False,18.0,12.0,4.0,3.0,0.0,6.0,8.0,6.0,10.0,1.0,4.0,,,,,,,,,,58.0,24.0,6.0,8.0,0.0197195,0,,,,2.0,1.0,,1.0,1.0,2.0,,,,,1.0,,,,,,,2.0,,,,,,,,2.0,,,,,,
