match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_shotValueNormalized,player_sofascoreId,stat_aerialLost,stat_outfielderBlock,player_firstName,player_lastName,stat_keyPass,stat_dispossessed,stat_penaltyConceded,stat_accurateCross,stat_blockedScoringAttempt,captain,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_goodHighClaim,stat_punches,stat_totalOffside,stat_challengeLost,stat_lastManTackle
14025143,home,Nottingham Forest,Matz Sels,matz-sels,M. Sels,G,26,188.0,2413,M,78152,EUR,699062400,G,26,26,False,15.0,10.0,11.0,6.0,0.0,6.0,6.0,4.0,9.0,2.0,1.0,1.0,45.0,16.0,6.5,5.0,0.00102251,15.361067775381,3.0,5.0122702554547,0.0072,0,-0.1831,0.04,-0.05,-0.11,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025143,home,Nottingham Forest,Ola Aina,ola-aina,O. Aina,D,34,182.0,4052,M,800417,EUR,844732800,D,34,34,False,30.0,24.0,4.0,3.0,0.0,13.0,17.0,11.0,13.0,8.0,,,90.0,68.0,7.4,14.0,0.0168849,60.02813314253,10.0,32.24156761735,,1,,0.23,0.25,-0.12,,1.0,3.0,2.0,11.0,7.0,6.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0533,10.482987179546,15.977165236674,1.0,-0.08,,,,,,,,,,,,,,,,,,,,
14025143,home,Nottingham Forest,Nikola Milenković,nikola-milenkovic,N. Milenković,D,31,195.0,5064,M,836168,EUR,876614400,D,31,31,False,17.0,14.0,2.0,,0.0,10.0,11.0,4.0,6.0,3.0,,,90.0,33.0,6.8,3.0,0.00052744,8.7660674449282,2.0,1.0679446188369,,0,,0.01,0.01,0.24,,,2.0,2.0,4.0,,,,8.0,2.0,2.0,1.0,,,,,,,,,,milenkovicn_4,2.0,1.0,,,,,,,,,,,,,,,,,
14025143,home,Nottingham Forest,Murillo,murillo,Murillo,D,5,180.0,9781,M,1199282,EUR,1025740800,D,5,5,False,30.0,27.0,5.0,5.0,0.0,13.0,14.0,14.0,16.0,8.0,,,90.0,45.0,7.2,6.0,0.00964905,62.028080321317,5.0,37.210103355525,,0,,0.22,0.13,0.19,,1.0,,1.0,3.0,2.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,,22.089944367309,50.841325870077,2.0,,murillosantiago40,,1.0,Murillo,,1.0,,,,,,,,,,,,,,
14025143,home,Nottingham Forest,Neco Williams,williams-neco,N. Williams,D,3,183.0,3198,M,927356,EUR,987120000,D,3,3,False,9.0,7.0,2.0,,0.0,3.0,4.0,4.0,5.0,1.0,,,45.0,21.0,5.8,7.0,0.00162467,30.410524048763,4.0,-12.62846943775,,0,,-0.09,-0.26,0.22,,2.0,1.0,2.0,2.0,1.0,,,1.0,,,,,,1.0,1.0,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,
14025143,home,Nottingham Forest,Ibrahim Sangaré,ibrahim-sangare,I. Sangaré,M,6,191.0,10181,M,843754,EUR,881020800,M,6,6,False,24.0,22.0,3.0,2.0,0.0,12.0,12.0,10.0,12.0,3.0,,,90.0,34.0,6.6,3.0,0.0112623,80.850718151749,8.0,24.942046642116,,0,,0.04,0.06,0.13,,,1.0,5.0,4.0,1.0,1.0,,2.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,ibrahim_sangare,3.0,,,,,1.0,,,,,,,,,,,,,
14025143,home,Nottingham Forest,Elliot Anderson,elliot-anderson,E. Anderson,M,8,179.0,7705,M,994546,EUR,1036540800,M,8,8,False,41.0,36.0,10.0,8.0,0.0,16.0,17.0,20.0,24.0,10.0,,,90.0,69.0,8.1,13.0,0.100026,105.47051736352,14.0,24.406492216177,,1,,0.34,0.16,-0.02,,8.0,,2.0,12.0,5.0,5.0,,1.0,2.0,4.0,3.0,,,3.0,1.0,0.08,23.241973715189,24.287847907956,1.0,-0.12,,1.0,,,,2.0,,,2.0,1.0,,,,,,,,,,
14025143,home,Nottingham Forest,Callum Hudson-Odoi,callum-hudson-odoi,C. Hudson-Odoi,M,7,177.0,9224,M,867442,EUR,973555200,M,7,7,False,15.0,12.0,1.0,1.0,0.0,6.0,6.0,6.0,9.0,2.0,,,45.0,21.0,6.4,5.0,0.00855369,48.890383385727,6.0,16.745657492042,,0,,0.05,0.1,-0.12,,,,2.0,1.0,1.0,1.0,,,,,,1.0,,,,,20.249420673397,20.474862661322,1.0,,Calteck10,,,,,,2.0,,,,,,,,,,,,,
14025143,home,Nottingham Forest,Morgan Gibbs-White,morgan-gibbs-white,M. Gibbs-White,M,10,171.0,6974,M,865912,EUR,948931200,M,10,10,False,36.0,21.0,3.0,,0.0,5.0,7.0,16.0,29.0,2.0,,,90.0,53.0,7.3,22.0,0.0885156,136.36940168489,12.0,68.383484600892,,3,,-0.18,0.41,-0.05,,,2.0,8.0,4.0,,,1.0,,,1.0,1.0,,4.0,1.0,,0.2029,14.891556322753,42.374194087807,3.0,0.54,Morgangibbs27,5.0,,,,3.0,3.0,,,1.0,True,1.0,1.0,0.8797,,,,,,
14025143,home,Nottingham Forest,Nicolás Domínguez,nicolas-dominguez,N. Domínguez,M,16,179.0,3183,M,871765,EUR,898992000,M,16,16,False,14.0,9.0,,,0.0,3.0,6.0,6.0,8.0,,,,44.0,19.0,6.7,6.0,0.00441467,25.858845468035,5.0,16.719453067647,,0,,0.04,0.09,-0.04,,,1.0,2.0,5.0,1.0,1.0,,,,3.0,1.0,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
14025143,home,Nottingham Forest,Igor Jesus,igor-jesus,I. Jesus,F,19,179.0,20784,M,981619,EUR,983059200,F,19,19,False,10.0,4.0,,,0.0,,1.0,4.0,9.0,1.0,,,70.0,27.0,6.8,14.0,0.00290628,64.280504440939,6.0,57.151315487737,,2,,-0.03,0.26,0.13,,,7.0,6.0,9.0,1.0,,1.0,1.0,,,,,6.0,2.0,,0.1172,16.799254602765,31.123079084089,2.0,-0.51,igorjesus,4.0,,,,,1.0,,,1.0,,,,,1.0,,,,,
