match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_ballRecovery,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_shotOffTarget,stat_blockedScoringAttempt,stat_wonTackle,stat_errorLeadToAShot,stat_expectedGoals,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_challengeLost,stat_outfielderBlock,stat_totalOffside,player_sofascoreId,stat_savedShotsFromInsideTheBox,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goals,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed
11450048,home,Kayserispor,Onurcan Piri,onurcan-piri,O. Piri,G,1,190.0,61,M,213542,EUR,780710400,G,1,1,False,44.0,31.0,21.0,8.0,24.0,26.0,7.0,18.0,1.0,2.0,1.0,1.0,1.0,9.0,1.0,1.0,90.0,54.0,6.6,13.0,0.00120184,0,-0.2792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450048,home,Kayserispor,Gökhan Sazdağı,gokhan-sazdagi,G. Sazdağı,D,25,179.0,949,M,595396,EUR,780019200,D,11,11,False,47.0,30.0,7.0,2.0,16.0,22.0,15.0,26.0,1.0,3.0,1.0,,1.0,10.0,,,90.0,73.0,6.4,21.0,0.0302958,0,,True,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11450048,home,Kayserispor,Joseph Attamah,joseph-attamah,J. Attamah,D,3,180.0,183,M,332963,EUR,769564800,D,3,3,False,28.0,23.0,3.0,2.0,19.0,20.0,4.0,8.0,,,,,1.0,3.0,,,51.0,34.0,6.4,9.0,0.00109578,0,,,,,,1.0,1.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,
11450048,home,Kayserispor,Julian Jeanvier,julian-jeanvier,J. Jeanvier,D,,183.0,619,M,250477,EUR,702000000,D,92,92,False,74.0,63.0,11.0,4.0,51.0,55.0,12.0,20.0,3.0,4.0,,,2.0,3.0,,,90.0,86.0,6.5,14.0,0.00569147,2,,,1.0,,,2.0,,2.0,1.0,1.0,,2.0,,,,1.0,1.0,1.0,1.0,0.1652,,,,,,,,,,,,,
11450048,home,Kayserispor,Hasan Ali Kaldırım,hasan-ali-kaldirim,H. A. Kaldırım,D,3,182.0,94,M,39847,EUR,629164800,D,33,33,False,33.0,30.0,4.0,2.0,24.0,26.0,6.0,8.0,,2.0,,,,6.0,,,79.0,43.0,6.6,4.0,0.00306387,1,,,1.0,,3.0,4.0,,2.0,2.0,,,1.0,,,,,,1.0,,0.15,1.0,0.2055,,,,,,,,,,,
11450048,home,Kayserispor,Kartal Kayra Yılmaz,kartal-kayra-yilmaz,K. K. Yılmaz,M,17,177.0,1057,M,966811,EUR,973296000,M,8,8,False,20.0,16.0,2.0,1.0,11.0,11.0,5.0,9.0,,,,,,1.0,,,38.0,23.0,5.3,4.0,0.00859971,1,,,,,1.0,3.0,,1.0,,,,2.0,,,,1.0,,,,0.0331,,,1.0,,,,,,,,,,
11450048,home,Kayserispor,Mehdi Bourabia,mehdi-bourabia,M. Bourabia,M,,183.0,403,M,98003,EUR,681523200,M,10,10,False,46.0,38.0,5.0,4.0,21.0,24.0,17.0,22.0,1.0,2.0,2.0,1.0,1.0,3.0,,,90.0,58.0,6.6,13.0,0.0315734,0,,,,,,5.0,2.0,2.0,,2.0,,1.0,2.0,,,,,,,,,,1.0,1.0,,,,,,,,,
11450048,home,Kayserispor,Aylton Boa Morte,aylton-boa-morte,A. B. Morte,M,10,182.0,83,M,883918,EUR,748742400,M,70,70,False,31.0,20.0,1.0,,3.0,4.0,17.0,32.0,2.0,7.0,7.0,3.0,,1.0,,,90.0,55.0,6.5,24.0,0.0186867,2,,,5.0,,3.0,9.0,1.0,,1.0,3.0,1.0,1.0,,,,1.0,1.0,,,0.1483,,,,,,,,,,,,,
11450048,home,Kayserispor,Ali Karimi,ali-karimi,A. Karimi,M,24,186.0,411,M,803869,EUR,760924800,M,6,6,False,30.0,26.0,5.0,5.0,8.0,8.0,19.0,24.0,2.0,4.0,1.0,1.0,2.0,4.0,,,62.0,39.0,6.8,5.0,0.172232,0,,,2.0,1.0,3.0,7.0,,,,,1.0,2.0,1.0,,,,,,,,,,2.0,,,,,,,,,,
11450048,home,Kayserispor,Miguel Cardoso,miguel-cardoso,M. Cardoso,M,7,176.0,326,M,344009,EUR,771984000,M,7,7,False,28.0,23.0,3.0,1.0,16.0,17.0,10.0,15.0,,2.0,,,,2.0,,,62.0,39.0,6.9,9.0,0.132777,1,,,4.0,3.0,,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,,,,1.0,1.0,,0.0271,,,,,1.0,,,,,,,,
11450048,home,Kayserispor,Duckens Nazon,duckens-nazon,D. Nazon,F,9,181.0,19636,M,796023,EUR,765676800,F,9,9,False,15.0,14.0,,,4.0,4.0,10.0,12.0,,2.0,2.0,2.0,2.0,1.0,,,79.0,29.0,7.0,7.0,0.00854593,2,,,1.0,,2.0,5.0,,,,4.0,,3.0,1.0,,,,1.0,,,0.1288,1.0,0.1237,,,,nazon,,,,,,,
11450048,home,Kayserispor,Dimitris Kolovetsios,dimitris-kolovetsios,D. Kolovetsios,D,,183.0,103,M,68228,EUR,687571200,D,4,4,True,23.0,16.0,3.0,1.0,10.0,14.0,6.0,9.0,,,,,,3.0,,,39.0,26.0,6.6,7.0,0.00282165,2,,,,,,,,,,,,,,,,1.0,,,,0.0771,1.0,0.0631,,,,,,,,,,,
