match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_duelWon,stat_dispossessed,stat_ballRecovery,stat_errorLeadToAGoal,stat_wasFouled,stat_goodHighClaim,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_bigChanceMissed,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,captain,stat_bigChanceCreated,stat_outfielderBlock,stat_keyPass,player_firstName,player_lastName,stat_goalAssist,stat_challengeLost,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_totalContest,stat_accurateCross,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_wonContest,stat_hitWoodwork,stat_savedShotsFromInsideTheBox,stat_punches
11369859,home,RC Sporting Charleroi,Hervé Koffi,herve-koffi,H. Koffi,G,12,187.0,15803,M,HKoffi,867299,EUR,845424000,G,16,16,False,31.0,22.0,13.0,5.0,21.0,23.0,1.0,8.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,2.0,1.0,1.0,90.0,42.0,6.2,10.0,0.0,0.0,0.0003555,0,-0.0044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369859,home,RC Sporting Charleroi,Stefan Knežević,stefan-knezevic,S. Knežević,D,5,187.0,77,M,,842160,EUR,846633600,D,3,3,False,41.0,29.0,9.0,6.0,17.0,22.0,12.0,20.0,10.0,5.0,2.0,5.0,,,,,,,84.0,55.0,6.9,16.0,0.1193,0.0,0.0457199,1,,1.0,4.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,,,,,,,,,,,,,,,,,,,
11369859,home,RC Sporting Charleroi,Damien Marcq,damien-marcq,D. Marcq,D,,183.0,29,M,,51622,EUR,597542400,D,25,25,False,72.0,60.0,14.0,9.0,34.0,35.0,26.0,38.0,3.0,5.0,,15.0,,,,,,,90.0,83.0,7.6,13.0,0.0,0.0,0.394763,0,,1.0,3.0,2.0,,,1.0,1.0,3.0,2.0,,True,1.0,1.0,2.0,,,,,,,,,,,,,,,
11369859,home,RC Sporting Charleroi,Stelios Andreou,andreou-stelios,S. Andreou,D,5,187.0,339,M,,994282,EUR,1027468800,D,21,21,False,54.0,49.0,6.0,4.0,34.0,37.0,15.0,17.0,6.0,3.0,,2.0,,,,,,,90.0,59.0,7.1,7.0,0.0363,0.0,0.389951,1,,,5.0,3.0,,,,,,,,,1.0,,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,
11369859,home,RC Sporting Charleroi,Žan Rogelj,zan-rogelj,Ž. Rogelj,D,21,175.0,87,M,,888605,EUR,943488000,M,29,29,False,27.0,23.0,4.0,1.0,11.0,13.0,12.0,17.0,6.0,4.0,,9.0,,,,,,,90.0,55.0,6.8,14.0,0.0,0.0,0.0149076,0,,3.0,3.0,,,,2.0,1.0,4.0,2.0,1.0,,,,2.0,,,,1.0,,2.0,1.0,,,,,,,,
11369859,home,RC Sporting Charleroi,Ryota Morioka,ryota-morioka,R. Morioka,M,,180.0,229,M,,109376,EUR,671414400,M,44,44,False,46.0,36.0,6.0,3.0,20.0,22.0,17.0,28.0,3.0,2.0,,5.0,,,,,,,79.0,57.0,6.7,14.0,0.5267,0.6388,0.0798795,4,,4.0,3.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,2.0,,,1.0,1.0,,,,,,
11369859,home,RC Sporting Charleroi,Adem Zorgane,adem-zorgane,A. Zorgane,M,8,184.0,6525,M,AdemZorgane,1000472,EUR,947116800,M,6,6,False,70.0,57.0,6.0,2.0,17.0,17.0,41.0,56.0,6.0,,,6.0,,,,,,,90.0,83.0,7.3,20.0,0.0483,0.0152,0.247012,3,,3.0,1.0,,,1.0,1.0,,,,1.0,,1.0,,4.0,,,,3.0,1.0,3.0,1.0,1.0,1.0,,,,,,
11369859,home,RC Sporting Charleroi,Vetle Winger Dragsnes,vetle-winger-dragsnes,V. W. Dragsnes,D,20,187.0,53,M,,548640,EUR,760492800,M,15,15,False,30.0,25.0,2.0,,14.0,15.0,11.0,18.0,6.0,2.0,2.0,3.0,,2.0,,,,,90.0,51.0,6.9,13.0,0.5701,0.9464,0.0193196,2,,3.0,3.0,,,,,1.0,,,1.0,,,,,,,,1.0,1.0,2.0,,,1.0,1.0,1.0,,,,
11369859,home,RC Sporting Charleroi,Parfait Guiagon,parfait-guiagon,P. Guiagon,M,10,169.0,1096,M,,1030459,EUR,982800000,F,8,8,False,26.0,18.0,,,4.0,6.0,14.0,20.0,6.0,2.0,2.0,6.0,,,,,,,79.0,45.0,6.9,15.0,0.0978,0.0489,0.056551,3,,,2.0,,,1.0,,,,,,,,,1.0,,,,,1.0,3.0,4.0,,1.0,,,2.0,,,
11369859,home,RC Sporting Charleroi,Oday Dabbagh,oday-dabbagh,O. Dabbagh,F,98,182.0,6574,M,,920458,EUR,912643200,F,9,9,False,22.0,18.0,,,5.0,7.0,13.0,17.0,12.0,7.0,4.0,4.0,,3.0,,,,,90.0,41.0,7.5,13.0,0.8002,0.9804,0.0267393,2,,2.0,5.0,1.0,,,,,1.0,1.0,1.0,,,,2.0,,,,1.0,1.0,2.0,3.0,,1.0,1.0,1.0,2.0,,,
