match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_challengeLost,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_expectedGoals,stat_aerialLost,stat_interceptionWon,stat_fouls,stat_goalAssist,stat_accurateCross,stat_keyPass,stat_outfielderBlock,stat_unsuccessfulTouch,captain,stat_bigChanceCreated,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalContest,stat_wonContest,stat_dispossessed,player_firstName,player_lastName,stat_goals,stat_goodHighClaim,stat_totalOffside
11396239,home,VfL Bochum 1848,Christopher Antwi-Adjei,christopher-antwi-adjei,C. Antwi-Adjei,M,18,171,469,M,844203,EUR,760579200,F,22,22,False,23.0,15.0,1.0,,2.0,4.0,13.0,23.0,,6.0,,7.0,,,,,,83.0,52.0,7.0,20.0,0.172056,1,,4.0,5.0,,1.0,,1.0,,5.0,0.045,1.0,,,,,2.0,,1.0,,,,,3.0,,1.0,,,,,
11396239,home,VfL Bochum 1848,Cristian Gamboa,cristian-gamboa,C. Gamboa,D,,175,274,M,117794,EUR,625190400,D,2,2,True,8.0,6.0,3.0,2.0,4.0,4.0,2.0,4.0,,2.0,,2.0,,,,,,18.0,15.0,6.7,3.0,0.00237078,0,,,1.0,,,,1.0,1.0,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,
11396239,home,VfL Bochum 1848,Moritz Broschinski,moritz-broschinski,M. Broschinski,F,17,188,263,M,924205,EUR,969667200,F,29,29,True,5.0,4.0,,,1.0,1.0,3.0,4.0,1.0,2.0,,1.0,,,,,,18.0,13.0,6.9,4.0,0.0325386,2,,,3.0,,1.0,1.0,,,,0.0869,2.0,,,,,1.0,,1.0,,1.0,,,2.0,1.0,,,,,,
11396239,home,VfL Bochum 1848,Matúš Bero,matus-bero,M. Bero,M,19,181,413,M,187207,EUR,810345600,M,19,19,True,6.0,5.0,,,3.0,3.0,2.0,4.0,,,,2.0,,,,,,12.0,7.0,6.5,2.0,0.00062423,0,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
11396239,home,VfL Bochum 1848,Lukas Daschner,lukas-daschner,L. Daschner,M,10,185,114,M,877297,EUR,907200000,M,13,13,True,2.0,,1.0,,,2.0,,,,1.0,,,,,,,,12.0,4.0,6.3,2.0,,1,,,1.0,,,,,,1.0,0.1279,1.0,,,,,,,,,,1.0,1.0,,,,,,,,
11396239,home,VfL Bochum 1848,Ivan Ordets,ivan-ordets,I. Ordets,D,,194,123,M,137673,EUR,710553600,D,20,20,True,6.0,4.0,1.0,,4.0,4.0,,2.0,2.0,2.0,2.0,1.0,,,,,,11.0,11.0,6.9,2.0,8.114e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396239,home,VfL Bochum 1848,Andreas Luthe,andreas-luthe,A. Luthe,G,,194,48,M,40372,EUR,542332800,G,16,16,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396239,home,VfL Bochum 1848,Noah Loosli,noah-loosli,N. Loosli,D,20,185,73,M,789138,EUR,853977600,D,41,41,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396239,home,VfL Bochum 1848,Maximilian Wittek,maximilian-wittek,M. Wittek,D,32,173,158,M,254125,EUR,808963200,D,32,32,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396239,home,VfL Bochum 1848,Philipp Förster,philipp-forster,P. Förster,M,11,189,109,M,268791,EUR,791856000,M,10,10,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396239,away,Darmstadt 98,Marcel Schuhen,marcel-schuhen,M. Schuhen,G,1,188,101,M,132654,EUR,726883200,G,1,1,False,40.0,22.0,30.0,12.0,12.0,13.0,10.0,27.0,,,,11.0,,5.0,5.0,,,90.0,56.0,7.5,19.0,0.0065501,0,-0.3917,,,,,,,,,,,1.0,,,,,,,True,,,,,,,,,,2.0,
11396239,away,Darmstadt 98,Jannik Müller,jannik-muller,J. Müller,D,24,187,18,M,169249,EUR,758851200,D,20,20,False,39.0,26.0,11.0,4.0,17.0,22.0,10.0,18.0,,3.0,,12.0,,,,,,90.0,59.0,6.8,13.0,0.0548156,0,,1.0,5.0,1.0,,,3.0,1.0,,,3.0,2.0,1.0,,1.0,1.0,2.0,,,,,,,,,,,,,
11396239,away,Darmstadt 98,Christoph Klarer,christoph-klarer,C. Klarer,D,4,191,230,M,865554,EUR,960940800,D,14,14,False,18.0,13.0,4.0,1.0,6.0,8.0,7.0,10.0,1.0,3.0,5.0,,,,,,,90.0,39.0,6.8,7.0,0.0191162,1,,,8.0,,1.0,,2.0,2.0,,0.0441,4.0,3.0,3.0,,,2.0,1.0,1.0,,,,,,,1.0,,,,,
11396239,away,Darmstadt 98,Thomas Isherwood,thomas-isherwood,T. Isherwood,D,3,195,70,M,791928,EUR,885945600,D,3,3,False,20.0,14.0,5.0,,14.0,18.0,,2.0,,2.0,3.0,1.0,,,,,,62.0,25.0,6.2,6.0,8.963e-05,0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
11396239,away,Darmstadt 98,Emir Karić,emir-karic,E. Karić,D,17,186,635,M,796032,EUR,865814400,D,19,19,False,43.0,36.0,6.0,2.0,15.0,16.0,21.0,29.0,3.0,3.0,6.0,6.0,,,,,,90.0,68.0,6.5,11.0,0.0243203,0,,2.0,5.0,,,,,,,,3.0,1.0,1.0,,,,,1.0,,,,,1.0,,,,,,,
11396239,away,Darmstadt 98,Klaus Gjasula,klaus-gjasula,K. Gjasula,M,8,189,238,M,163673,EUR,629596800,M,23,23,False,37.0,28.0,6.0,5.0,19.0,23.0,9.0,14.0,5.0,5.0,2.0,4.0,,,,,,90.0,50.0,7.1,10.0,0.00955619,2,,,7.0,,1.0,,,,,0.1362,5.0,1.0,2.0,,,,1.0,,,,,1.0,,,,,,,,
11396239,away,Darmstadt 98,Braydon Manu,braydon-manu,B. Manu,F,37,170,211,M,844625,EUR,859507200,M,7,7,False,5.0,4.0,1.0,1.0,3.0,4.0,1.0,2.0,,,,4.0,,,,,,45.0,14.0,6.2,7.0,0.00079763,0,,1.0,4.0,,,,,,,,2.0,,,,,1.0,,1.0,,,,,2.0,,,Braydon,Manu,,,
11396239,away,Darmstadt 98,Julian Justvan,julian-justvan,J. Justvan,M,10,177,208,M,843132,EUR,891475200,M,17,17,False,35.0,27.0,4.0,2.0,10.0,11.0,20.0,29.0,,2.0,1.0,6.0,,,,,,89.0,52.0,7.8,15.0,1.22403,0,,5.0,7.0,1.0,,,1.0,,,,2.0,1.0,,2.0,3.0,6.0,,1.0,,,,,3.0,1.0,2.0,,,,,
11396239,away,Darmstadt 98,Mathias Honsak,mathias-honsak,M. Honsak,M,17,188,255,M,575952,EUR,851040000,M,18,18,False,20.0,18.0,,,11.0,12.0,7.0,9.0,1.0,3.0,1.0,6.0,,,,,,62.0,40.0,6.5,12.0,0.00474945,1,,1.0,4.0,,1.0,,,,,0.0716,,3.0,,,,,,4.0,,,,,4.0,2.0,2.0,,,,,
11396239,away,Darmstadt 98,Oscar Vilhelmsson,oscar-vilhelmsson,O. Wilhelmsson,F,11,188,219,M,993211,EUR,1065052800,F,29,29,False,14.0,8.0,1.0,,2.0,3.0,6.0,12.0,5.0,7.0,4.0,,,,,,,90.0,33.0,7.2,11.0,0.00367189,4,,1.0,12.0,,1.0,2.0,,,2.0,0.4402,7.0,,3.0,,,,,2.0,,,,1.0,2.0,,,,,1.0,,1.0
11396239,away,Darmstadt 98,Tim Skarke,tim-skarke,T. Skarke,M,21,179,194,M,800252,EUR,842054400,F,27,27,False,21.0,17.0,,,9.0,10.0,10.0,13.0,,4.0,,6.0,,,,,,73.0,35.0,7.2,9.0,0.0446249,3,,2.0,7.0,1.0,1.0,1.0,,,3.0,0.1614,2.0,,1.0,,2.0,,,2.0,,,,1.0,1.0,1.0,3.0,,,1.0,,
11396239,away,Darmstadt 98,Gerrit Holtmann,gerrit-holtmann,G. Holtmann,F,17,183,244,M,253517,EUR,796089600,F,25,25,True,16.0,9.0,,,5.0,7.0,4.0,11.0,1.0,2.0,3.0,3.0,1.0,,,,,45.0,31.0,6.0,13.0,0.00476323,0,,2.0,4.0,,,,,,,,,,2.0,,,,,2.0,,,,,3.0,1.0,,,,,,
11396239,away,Darmstadt 98,Sebastian Polter,sebastian-polter,S. Polter,F,91,190,355,M,39733,EUR,670464000,F,40,40,True,4.0,2.0,,,1.0,1.0,1.0,4.0,1.0,2.0,,,,,,,,28.0,11.0,6.4,6.0,0.00023868,0,,1.0,7.0,,,,,,1.0,,2.0,,3.0,,,,1.0,1.0,,,,,1.0,,1.0,,,,,1.0
11396239,away,Darmstadt 98,Aaron Seydel,aaron-seydel,A. Seydel,F,,199,68,M,558680,EUR,823651200,F,22,22,True,8.0,5.0,1.0,1.0,,1.0,5.0,8.0,1.0,1.0,,1.0,,,,,,28.0,12.0,6.6,6.0,0.221092,0,,1.0,1.0,,,,,,,,1.0,,,,,,,2.0,,,,,,,,Aaron,Seydel,,,
11396239,away,Darmstadt 98,Matthias Bader,matthias-bader,M. Bader,M,26,176,59,M,800444,EUR,866505600,D,26,26,True,8.0,5.0,2.0,1.0,1.0,3.0,4.0,5.0,,1.0,,3.0,,,,,,17.0,14.0,6.6,4.0,0.0654014,1,,,2.0,,1.0,,1.0,1.0,,0.0123,1.0,,,,,,,,,,,,1.0,,,,,,,
11396239,away,Darmstadt 98,Clemens Riedel,clemens-riedel,C. Riedel,D,38,186,359,M,1129360,EUR,1058572800,D,38,38,True,2.0,,1.0,,,,,2.0,1.0,1.0,,,,,,,,1.0,2.0,,2.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396239,away,Darmstadt 98,Alexander Brunst,alexander-brunst,A. Brunst-Zoellner,G,30,195,31,M,174285,EUR,805075200,G,30,30,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396239,away,Darmstadt 98,Matej Maglica,matej-maglica,M. Maglica,D,5,196,199,M,1082797,EUR,906681600,D,5,5,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396239,away,Darmstadt 98,Christoph Zimmermann,christoph-zimmermann,C. Zimmermann,D,,194,50,M,142568,EUR,726796800,D,4,4,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396239,away,Darmstadt 98,Tobias Kempe,tobias-kempe,T. Kempe,M,,184,86,M,37630,EUR,614908800,M,11,11,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
