match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialWon,stat_duelLost,stat_totalTackle,stat_fouls,captain,stat_totalCross,stat_aerialLost,stat_challengeLost,stat_shotOffTarget,stat_interceptionWon,stat_lastManTackle,stat_wonTackle,stat_ownGoals,stat_unsuccessfulTouch,stat_expectedGoals,stat_shotValueNormalized,player_firstName,player_lastName,stat_outfielderBlock,stat_errorLeadToAShot,stat_totalOffside,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_keyPass,stat_accurateCross,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_goals,stat_bigChanceMissed,stat_blockedScoringAttempt,player_sofascoreId,stat_goodHighClaim,stat_clearanceOffLine
13981652,home,Pisa,Simone Scuffet,simone-scuffet,S. Scuffet,G,22,193.0,684,M,284349,EUR,833500800.0,G,22,22,False,34.0,23.0,22.0,11.0,0.0,18.0,21.0,5.0,13.0,1.0,2.0,6.0,1.0,3.0,4.0,1.0,1.0,90.0,46.0,7.0,11.0,0.00355776,62.052596391793,8.0,38.573528287262,0.4665,0,-0.5808,0.08,0.0,-0.09,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981652,home,Pisa,Simone Canestrelli,canestrelli-simone,S. Canestrelli,D,5,192.0,454,M,911355,EUR,968630400.0,D,5,5,False,17.0,12.0,2.0,1.0,0.0,7.0,9.0,5.0,8.0,5.0,3.0,3.0,,,,,,45.0,33.0,6.5,9.0,0.00398086,39.357882659746,6.0,17.676077020693,,0,,0.04,0.01,-0.3,,3.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981652,home,Pisa,Antonio Caracciolo,antonio-caracciolo,A. Caracciolo,D,4,185.0,258,M,116666,EUR,646704000.0,D,4,4,False,46.0,43.0,4.0,1.0,0.0,31.0,31.0,12.0,15.0,8.0,2.0,4.0,,,,,,90.0,62.0,6.2,6.0,0.00278411,73.024276084129,12.0,-3.1486074526876,,1,,0.07,0.03,-0.63,,4.0,4.0,4.0,1.0,True,1.0,2.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,0.031,-0.01,,,,,,,,,,,,,,,,,,,,,,
13981652,home,Pisa,Rosen Bozhinov,rosen-bozhinov,R. Bozhinov,D,2,195.0,626,M,1152943,EUR,1106438400.0,D,2,2,False,66.0,61.0,4.0,3.0,0.0,40.0,43.0,21.0,23.0,5.0,5.0,7.0,,,,,,90.0,81.0,6.8,5.0,0.0283536,280.97957309482,28.0,126.7610067429,,0,,0.29,0.11,-0.19,,3.0,4.0,2.0,1.0,,,3.0,,,4.0,,1.0,,,,,Rosen Bozhinov,,2.0,1.0,1.0,19.795024655215,28.350902648769,1.0,2.0,,,,,,,,,,,,,
13981652,home,Pisa,Idrissa Touré,idrissa-toure,I. Touré,M,15,187.0,833,M,826326,EUR,893808000.0,M,15,15,False,32.0,19.0,1.0,1.0,0.0,6.0,8.0,13.0,24.0,12.0,7.0,8.0,,,,,,90.0,62.0,6.5,24.0,0.0539077,180.55771303028,17.0,77.768668571706,,1,,-0.1,0.35,-0.17,,8.0,9.0,2.0,3.0,,4.0,5.0,,,,,,,6.0,0.0353,0.01,,,,1.0,,26.466990473926,102.49751564422,5.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0256,,,,,,,
13981652,home,Pisa,Marius Marin,marius-marin,M. Marin,M,6,182.0,1399,M,797596,EUR,904435200.0,M,6,6,False,17.0,12.0,1.0,,0.0,9.0,9.0,3.0,8.0,2.0,2.0,2.0,1.0,,,,,45.0,26.0,6.3,9.0,0.00598359,62.4934831989,6.0,31.277862905642,,0,,0.04,0.06,-0.14,,,3.0,1.0,,,2.0,,1.0,,,,,,,,,,,,,,22.946003391199,23.415888644252,1.0,,,1.0,1.0,,,,,,,,,,
13981652,home,Pisa,Michel Aebischer,michel-aebischer,M. Aebischer,M,20,182.0,1236,M,850891,EUR,852508800.0,M,20,20,False,77.0,66.0,8.0,6.0,0.0,29.0,31.0,37.0,46.0,2.0,2.0,6.0,2.0,,,,,90.0,86.0,7.8,13.0,0.0635499,245.16152560318,34.0,114.58621467448,,2,,0.33,0.3,-0.18,,,3.0,,2.0,,,,,1.0,,,,,1.0,0.0908,0.53,,,,1.0,,15.428039570486,17.076708816397,1.0,3.0,,,1.0,,1.0,0.6013,1.0,1.0,,,,,
13981652,home,Pisa,Samuele Angori,samuele-angori,S. Angori,M,3,184.0,664,M,1174457,EUR,1065484800.0,M,3,3,False,26.0,20.0,5.0,2.0,0.0,7.0,8.0,13.0,18.0,4.0,1.0,1.0,2.0,,,,,85.0,39.0,7.0,9.0,0.0471011,78.99977150379,9.0,50.546004640147,,0,,0.22,0.05,0.2,,,1.0,2.0,,,5.0,,1.0,,,,1.0,,,,,,,2.0,,,,,,1.0,2.0,,,,,,,,,,,,
13981652,home,Pisa,Stefano Moreo,stefano-moreo,S. Moreo,F,32,191.0,621,M,346948,EUR,741398400.0,F,32,32,False,26.0,23.0,1.0,1.0,0.0,8.0,9.0,15.0,17.0,2.0,4.0,3.0,,,,,,69.0,37.0,7.2,5.0,0.101559,26.512515860642,4.0,-4.8913671259203,,2,,0.34,-0.05,0.21,,2.0,2.0,,,,1.0,1.0,,1.0,,,,,,0.4601,0.11,,,,,1.0,,,,1.0,,1.0,,,1.0,0.2233,,,1.0,,,,
13981652,home,Pisa,Matteo Tramoni,matteo-tramoni,M. Tramoni,F,10,175.0,1168,M,887275,EUR,948326400.0,F,10,10,False,28.0,21.0,2.0,1.0,0.0,6.0,7.0,15.0,21.0,3.0,,4.0,,,,,,90.0,43.0,6.2,15.0,0.025054,46.51403040636,7.0,11.292766736483,,2,,-0.09,0.02,-0.13,,1.0,6.0,1.0,2.0,,4.0,1.0,1.0,1.0,,,,,2.0,0.0672,-0.3,,,,,,,,,,,,3.0,1.0,,,,,,1.0,,,
