match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelLost,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_fouls,player_firstName,player_lastName,stat_aerialLost,player_sofascoreId,stat_challengeLost,stat_keyPass,stat_totalContest,stat_onTargetScoringAttempt,stat_interceptionWon,stat_unsuccessfulTouch,stat_totalOffside,stat_shotOffTarget,stat_goals,stat_blockedScoringAttempt,stat_outfielderBlock,stat_goalAssist,stat_accurateCross,stat_bigChanceCreated,stat_dispossessed,stat_wonContest,stat_penaltyWon,stat_bigChanceMissed,stat_goodHighClaim,stat_penaltyFaced,stat_penaltyConceded,stat_errorLeadToAGoal,stat_hitWoodwork
10388412,home,Eintracht Frankfurt,Kevin Trapp,kevin-trapp,K. Trapp,G,35,189,1775,M,38440,EUR,647395200,G,1,1,False,True,12.0,11.0,6.0,5.0,8.0,8.0,3.0,4.0,1.0,4.0,1.0,1.0,1.0,90.0,17.0,6.5,1.0,0.0,0.0,0.00058461,0,-0.6555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388412,home,Eintracht Frankfurt,Tuta,tuta,Tuta,D,3,184,1088,M,964191,EUR,931046400,D,35,35,False,,52.0,47.0,2.0,2.0,28.0,31.0,19.0,22.0,7.0,5.0,2.0,,,90.0,66.0,7.2,6.0,0.0,0.0,0.0206911,0,,1.0,1.0,2.0,4.0,4.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388412,home,Eintracht Frankfurt,Kristijan Jakić,kristijan-jakic,K. Jakić,M,17,181,2258,M,796206,EUR,863568000,D,6,6,False,,61.0,55.0,5.0,,45.0,47.0,10.0,14.0,2.0,5.0,,,,90.0,63.0,6.5,6.0,0.0,0.0,0.00496684,0,,,1.0,2.0,1.0,1.0,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
10388412,home,Eintracht Frankfurt,Evan Ndicka,evan-ndicka,E. Ndicka,D,5,190,9201,M,848287,EUR,935107200,D,2,2,False,,55.0,49.0,8.0,4.0,36.0,36.0,13.0,19.0,1.0,3.0,,,,90.0,60.0,6.5,6.0,0.0,0.0,0.0112231,0,,,,2.0,,1.0,1.0,,,,1.0,evanndicka,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
10388412,home,Eintracht Frankfurt,Junior Dina Ebimbe,junior-dina-ebimbe,J. D. Ebimbe,M,7,183,2059,M,904994,EUR,974764800,M,26,26,False,,21.0,18.0,1.0,,8.0,8.0,10.0,13.0,3.0,4.0,1.0,,,77.0,39.0,6.7,9.0,0.0824,0.0642,0.00584417,1,,,1.0,2.0,1.0,1.0,,1.0,,,,,,,1.0,1.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,
10388412,home,Eintracht Frankfurt,Daichi Kamada,daichi-kamada,D. Kamada,M,18,184,6899,M,794338,EUR,839203200,M,15,15,False,,59.0,50.0,5.0,3.0,23.0,26.0,27.0,37.0,6.0,7.0,,,,87.0,81.0,8.3,18.0,1.5995,1.9882,0.215679,3,,4.0,3.0,7.0,1.0,3.0,2.0,2.0,,,1.0,kamadadaichi,2.0,1.0,2.0,2.0,1.0,1.0,,1.0,2.0,,,,,,,,,,,,,,
10388412,home,Eintracht Frankfurt,Djibril Sow,djibril-sow,D. Sow,M,20,184,1940,M,799054,EUR,855187200,M,8,8,False,,48.0,43.0,7.0,4.0,18.0,18.0,25.0,30.0,1.0,6.0,,,,76.0,54.0,6.9,5.0,0.0234,0.0,0.0317507,1,,,,,,1.0,,,,,,,,1.0,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,
10388412,home,Eintracht Frankfurt,Christopher Lenz,christopher-lenz,C. Lenz,M,3,180,139,M,168897,EUR,780192000,M,25,25,False,,33.0,25.0,2.0,,11.0,13.0,16.0,29.0,4.0,4.0,,,,90.0,61.0,7.4,17.0,0.029,0.0,0.451437,1,,9.0,2.0,3.0,3.0,2.0,2.0,1.0,,,,,2.0,2.0,,,2.0,1.0,,,,1.0,,1.0,2.0,1.0,,,,,,,,,
10388412,home,Eintracht Frankfurt,Jesper Lindstrøm,jesper-lindstrom,J. Lindstrøm,M,19,182,2675,M,947929,EUR,951782400,F,29,29,False,,15.0,12.0,,,5.0,5.0,8.0,13.0,4.0,3.0,2.0,,,77.0,35.0,8.4,11.0,0.6112,0.2053,0.642528,4,,3.0,,5.0,,,,1.0,,,1.0,,,3.0,3.0,2.0,,1.0,,1.0,1.0,1.0,,,1.0,1.0,2.0,2.0,1.0,,,,,,
10388412,home,Eintracht Frankfurt,Mario Götze,mario-gotze,M. Götze,M,27,176,5881,M,66518,EUR,707529600,F,27,27,False,,63.0,55.0,2.0,1.0,20.0,21.0,36.0,43.0,1.0,10.0,,,,90.0,73.0,7.6,11.0,0.0413,0.0,0.535879,1,,1.0,,,1.0,1.0,,,,,,MarioGotze,,2.0,,,,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,
