match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,captain,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_dispossessed,stat_blockedScoringAttempt,stat_interceptionWon,stat_expectedGoals,stat_challengeLost,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_shotOffTarget,stat_accurateCross,stat_outfielderBlock,stat_savedShotsFromInsideTheBox,stat_punches,stat_errorLeadToAShot,stat_totalOffside
12513643,home,Gil Vicente,Andrew,andrew,Andrew,G,42,189,2669,M,947893,EUR,993945600,G,42,42,False,27.0,16.0,13.0,3.0,0.0,13.0,16.0,3.0,11.0,1.0,9.0,1.0,2.0,1.0,1.0,90.0,35.0,7.0,11.0,0.00044809,0,0.0638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12513643,home,Gil Vicente,Zé Carlos,ze-carlos,Z. Carlos,D,2,177,69,M,1001662,EUR,901843200,D,2,2,False,40.0,32.0,4.0,1.0,0.0,15.0,18.0,17.0,24.0,5.0,4.0,,,,,90.0,76.0,7.2,18.0,0.0894683,0,,Zé,Carlos,True,2.0,1.0,2.0,6.0,8.0,6.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,
12513643,home,Gil Vicente,Marvin Elimbi,marvin-elimbi,M. Elimbi,D,4,186,83,M,1114164,EUR,1045699200,D,4,4,False,46.0,41.0,12.0,8.0,0.0,31.0,31.0,10.0,15.0,4.0,4.0,,,,,81.0,56.0,6.9,6.0,0.0669049,0,,Marvin,Elimbi,,,,1.0,3.0,2.0,1.0,1.0,,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,
12513643,home,Gil Vicente,Jonathan Buatu,jonathan-buatu-mananga,J. Buatu,D,39,187,415,M,800348,EUR,749088000,D,39,39,False,48.0,45.0,2.0,1.0,0.0,35.0,38.0,10.0,10.0,5.0,4.0,,,,,90.0,60.0,7.6,3.0,0.00277925,1,,,,,,1.0,5.0,1.0,7.0,,,,2.0,2.0,,,1.0,1.0,,1.0,1.0,0.0507,,,,,,,,,,,,
12513643,home,Gil Vicente,Sandro Cruz,cruz-sandro,S. Cruz,D,57,182,281,M,982146,EUR,989625600,D,57,57,False,35.0,24.0,5.0,,0.0,11.0,15.0,13.0,23.0,1.0,4.0,,,,,73.0,59.0,6.7,21.0,0.0145356,0,,,,,3.0,1.0,1.0,1.0,2.0,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,
12513643,home,Gil Vicente,Mohamed Bamba,mohamed-bamba,M. Bamba,M,8,188,181,M,1537180,EUR,1097193600,M,8,8,False,40.0,36.0,5.0,4.0,0.0,18.0,20.0,18.0,20.0,6.0,5.0,,,,,90.0,55.0,7.6,6.0,0.043556,4,,Mohamed,Bamba,,,2.0,1.0,7.0,3.0,,,,1.0,1.0,2.0,1.0,2.0,,,1.0,1.0,0.8228,3.0,1.0,3.0,1.0,0.8159,,,,,,,
12513643,home,Gil Vicente,Facundo Cáseres,facundo-caseres,F. Cáseres,M,5,178,226,M,989837,EUR,991008000,M,5,5,False,63.0,54.0,8.0,4.0,0.0,23.0,25.0,31.0,38.0,1.0,4.0,,,,,80.0,76.0,7.1,11.0,0.023233,3,,,,,,1.0,1.0,3.0,5.0,,,,3.0,1.0,2.0,1.0,2.0,,,1.0,1.0,0.1107,,,,,,2.0,,,,,,
12513643,home,Gil Vicente,Félix Correia,felix-correia,F. Correia,M,27,178,1349,M,934498,EUR,980121600,M,71,71,False,41.0,27.0,5.0,5.0,0.0,9.0,10.0,18.0,39.0,,3.0,,,,,90.0,64.0,7.0,29.0,0.269451,1,,,,,8.0,,,7.0,1.0,4.0,,1.0,1.0,,1.0,,1.0,1.0,2.0,,1.0,0.0199,,,,,,1.0,,,,,,
12513643,home,Gil Vicente,Kanya Fujimoto,kanya-fujimoto,K. Fujimoto,M,27,176,609,M,925987,EUR,930787200,M,10,10,False,34.0,27.0,,,0.0,7.0,7.0,21.0,29.0,,3.0,,,,,90.0,45.0,7.0,12.0,0.132515,0,,,,,2.0,,,4.0,2.0,,,,1.0,1.0,1.0,1.0,1.0,4.0,2.0,,,,1.0,,,,,,1.0,1.0,,,,
12513643,home,Gil Vicente,Joao Marques,marques-joao,J. Marques,M,11,179,304,M,1087321,EUR,1013558400,M,33,33,False,17.0,14.0,1.0,,0.0,5.0,5.0,9.0,13.0,,4.0,,,,,73.0,35.0,6.4,8.0,0.0135516,1,,,,,1.0,1.0,2.0,5.0,8.0,2.0,1.0,,2.0,1.0,2.0,3.0,1.0,,1.0,,,0.4427,1.0,1.0,,,,1.0,,,,,,
12513643,home,Gil Vicente,Jorge Aguirre,jorge-aguirre,J. Aguirre,F,9,183,221,M,1085371,EUR,946944000,F,9,9,False,11.0,7.0,1.0,,0.0,1.0,1.0,6.0,10.0,,2.0,,,,,59.0,23.0,6.7,11.0,0.0157602,2,,,,,,2.0,,5.0,1.0,,,,1.0,1.0,5.0,,1.0,,2.0,,,0.0482,,,,,,2.0,,,,,,
12513643,home,Gil Vicente,Pablo Felipe,pablo-felipe,P. Felipe,F,19,184,2627,M,1101174,EUR,1073001600,F,90,90,True,5.0,5.0,,,0.0,,,5.0,5.0,,,,,,,31.0,14.0,6.8,2.0,0.010204,1,,Pablo Felipe Pereira de Jesus,,,,1.0,1.0,2.0,6.0,2.0,2.0,,1.0,,2.0,2.0,2.0,,,1.0,,0.0448,,,,,,,,,,,,
12513643,home,Gil Vicente,Jonathan Mutombo,jonathan-mutombo-mawesi,J. Mutombo,D,45,190,54,M,1004444,EUR,1030406400,D,45,45,True,9.0,8.0,1.0,1.0,0.0,5.0,5.0,3.0,4.0,2.0,1.0,,,,,17.0,17.0,6.9,2.0,0.0037683,1,,Jonathan,Mutombo,,,,,2.0,2.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,,0.0211,,,,,,,,,,,,
12513643,home,Gil Vicente,Tidjany Touré,tidjany-toure,T. Touré,F,7,184,147,M,1445615,EUR,1026691200,F,7,7,True,5.0,5.0,,,0.0,,,6.0,7.0,1.0,,,,,,17.0,13.0,6.9,2.0,0.080553,0,,,,,2.0,1.0,,3.0,2.0,3.0,2.0,,,,,,1.0,1.0,,,1.0,,,,,,,,1.0,,,,,
12513643,home,Gil Vicente,João Teixeira,joao-teixeira,J. Teixeira,M,97,178,78,M,138899,EUR,760492800,M,18,18,True,10.0,10.0,2.0,2.0,0.0,4.0,4.0,6.0,6.0,,1.0,,,,,10.0,17.0,6.6,3.0,0.00521991,1,,,,,,,,3.0,2.0,1.0,,,1.0,1.0,1.0,1.0,,,1.0,,,0.021,1.0,,,,,1.0,,,,,,
12513643,home,Gil Vicente,Santi García,santi-garcia,S. García,M,95,184,131,M,1084746,EUR,999043200,M,19,19,True,6.0,5.0,1.0,1.0,0.0,1.0,1.0,4.0,5.0,,1.0,,,,,9.0,8.0,6.6,1.0,0.00228106,0,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,
12513643,home,Gil Vicente,Brian Araújo,brian-araujo,B. Araújo,G,99,188,43,M,990450,EUR,956966400,G,99,99,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12513643,home,Gil Vicente,Kazu,kazu,Kazu,D,88,175,102,M,1047648,EUR,953337600,D,88,88,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12513643,home,Gil Vicente,Diogo Pereira,diogo-costa,D. Pereira,M,28,189,29,M,2046131,EUR,1052006400,M,28,28,True,,,,,,,,,,,,,,,,,,,,,0,,Diogo Miguel,Pereira Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12513643,home,Gil Vicente,Jordi Mboula,jordi-mboula,J. Mboula,F,2,182,263,M,826003,EUR,921542400,F,77,77,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12513643,away,SC Farense,Kaique,kaique,Kaique,G,1,190,577,M,1167067,EUR,1050451200,G,1,1,False,40.0,28.0,21.0,9.0,0.0,24.0,27.0,4.0,13.0,1.0,11.0,,3.0,,,90.0,50.0,7.0,12.0,0.00072341,0,-0.1841,Kaique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,
12513643,away,SC Farense,Pastor,pastor,Pastor,D,2,176,138,M,1046354,EUR,951004800,D,28,28,False,36.0,29.0,5.0,1.0,0.0,20.0,22.0,9.0,14.0,3.0,2.0,,,,,89.0,58.0,6.3,9.0,0.00537778,0,,,,,,2.0,,7.0,2.0,1.0,,,,,,2.0,2.0,,,,,,2.0,,,,,,,,,,,
12513643,away,SC Farense,Claudio Falcão,claudio-falcao,C. Falcão,D,29,187,132,M,845699,EUR,773193600,D,29,29,False,62.0,50.0,11.0,4.0,0.0,39.0,42.0,11.0,21.0,3.0,4.0,,,,,90.0,76.0,6.6,14.0,0.00541496,0,,,,,1.0,1.0,1.0,6.0,6.0,,,,4.0,2.0,1.0,1.0,1.0,,,,2.0,,4.0,,,,,,,1.0,,,1.0,
12513643,away,SC Farense,Tomás Ribeiro,tomas-ribeiro,T. Ribeiro,D,16,185,137,M,996765,EUR,925430400,D,5,5,False,44.0,37.0,7.0,4.0,0.0,27.0,28.0,11.0,17.0,11.0,1.0,,,,,90.0,63.0,7.5,8.0,0.025626,0,,,,,1.0,3.0,3.0,4.0,5.0,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,1.0,3.0,,,,
