match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_aerialWon,stat_interceptionWon,stat_unsuccessfulTouch,stat_challengeLost,stat_accurateCross,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_penaltyMiss,stat_totalOffside,stat_keyPass,stat_blockedScoringAttempt,stat_hitWoodwork,captain,stat_goals,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_punches,stat_errorLeadToAGoal,stat_errorLeadToAShot,stat_bigChanceCreated,stat_penaltyConceded
12421186,home,K. Beerschot V.A.,Nick Shinton,,,nick-shinton,N. Shinton,G,33,196.0,117,M,909962,EUR,989452800,G,33,33,False,26.0,14.0,20.0,8.0,0.0,7.0,7.0,7.0,19.0,7.0,1.0,90.0,30.0,6.3,12.0,0.00167957,0,-0.909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421186,home,K. Beerschot V.A.,Colin Dagba,,,dagba-colin,C. Dagba,D,2,168.0,498,M,941300,EUR,905299200,D,2,2,False,27.0,21.0,9.0,6.0,0.0,9.0,10.0,12.0,18.0,5.0,,90.0,62.0,7.3,11.0,0.00613639,1,,1.0,2.0,6.0,8.0,1.0,3.0,1.0,1.0,4.0,1.0,6.0,4.0,1.0,1.0,0.0204,,,,,,,,,,,,,,,,,,,,,,,,
12421186,home,K. Beerschot V.A.,Loïc Mbe Soh,,,loic-mbe-soh,L. M. Soh,D,4,186.0,287,M,904992,EUR,992390400,D,5,5,False,17.0,12.0,3.0,,0.0,11.0,12.0,1.0,5.0,5.0,,90.0,32.0,6.8,7.0,0.00510649,0,,,1.0,4.0,3.0,1.0,1.0,1.0,,7.0,1.0,,,,2.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
12421186,home,K. Beerschot V.A.,Omar Fayed,Omar Fayed,,omar-fayed,O. Fayed,D,66,189.0,1607,M,1393731,EUR,1057276800,D,6,6,False,22.0,15.0,5.0,1.0,0.0,9.0,13.0,6.0,9.0,3.0,,90.0,39.0,6.9,9.0,0.00120757,0,,,1.0,3.0,8.0,,2.0,1.0,,7.0,,2.0,2.0,3.0,1.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
12421186,home,K. Beerschot V.A.,Brian Plat,,,brian-plat,B. Plat,D,4,191.0,60,M,980673,EUR,954892800,D,4,4,False,15.0,11.0,1.0,,0.0,2.0,2.0,9.0,13.0,,,88.0,32.0,6.5,8.0,0.0695588,0,,,,4.0,3.0,2.0,,,,7.0,,1.0,1.0,,1.0,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12421186,home,K. Beerschot V.A.,Ewan Henderson,,,ewan-henderson,E. Henderson,M,20,186.0,63,M,862951,EUR,954115200,M,8,8,False,31.0,20.0,9.0,3.0,0.0,11.0,11.0,10.0,28.0,5.0,,90.0,57.0,6.6,19.0,0.0167958,2,,8.0,4.0,5.0,6.0,,1.0,1.0,,5.0,,3.0,1.0,2.0,1.0,0.8048,,1.0,,,1.0,1.0,2.0,0.8165,1.0,,,,,,,,,,,,,,,
12421186,home,K. Beerschot V.A.,Faisal Al-Ghamdi,Faisal,Al-Ghamdi,al-ghamdi-faisal,F. A. Ghamdi,M,16,185.0,953,M,966452,EUR,997660800,M,16,16,False,38.0,27.0,8.0,3.0,0.0,10.0,13.0,17.0,25.0,10.0,,90.0,55.0,6.9,14.0,0.0495642,0,,,1.0,7.0,7.0,,1.0,,,2.0,,5.0,4.0,1.0,2.0,,1.0,3.0,2.0,3.0,,,,,,1.0,,,,,,,,,,,,,,
12421186,home,K. Beerschot V.A.,Marwan Alsahafi,,,alsahafi-marwan,M. Alsahafi,F,9,179.0,1131,M,1474689,EUR,1076976000,M,17,17,False,18.0,13.0,4.0,3.0,0.0,1.0,2.0,12.0,17.0,2.0,,83.0,31.0,7.1,10.0,0.0382216,1,,1.0,2.0,8.0,2.0,1.0,4.0,1.0,,3.0,,1.0,,,,0.0391,,1.0,,2.0,,,1.0,0.1031,,,4.0,,,,,,,,,,,,,
12421186,home,K. Beerschot V.A.,Antoine Colassin,,,antoine-colassin,A. Colassin,F,25,188.0,181,M,909965,EUR,983145600,M,25,25,False,11.0,7.0,2.0,1.0,1.0,,1.0,7.0,10.0,2.0,,45.0,31.0,6.7,15.0,0.00778725,3,,,1.0,9.0,4.0,6.0,2.0,1.0,2.0,,,1.0,1.0,,,0.2956,2.0,,2.0,1.0,,,,,,,2.0,1.0,1.0,,,,,,,,,,,
12421186,home,K. Beerschot V.A.,Thibaud Verlinden,,,thibaud-verlinden,T. Verlinden,M,7,173.0,110,M,826172,EUR,931478400,M,10,10,False,15.0,11.0,5.0,3.0,0.0,3.0,5.0,8.0,18.0,5.0,,90.0,41.0,7.7,19.0,0.0515553,5,,8.0,,6.0,2.0,2.0,2.0,1.0,1.0,1.0,,,,1.0,2.0,0.1666,,,2.0,1.0,,,3.0,0.1798,,,1.0,1.0,,True,1.0,,,,,,,,,
