match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,stat_duelLost,stat_duelWon,stat_challengeLost,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,captain,stat_aerialWon,stat_dispossessed,stat_outfielderBlock,stat_aerialLost,stat_wasFouled,stat_keyPass,stat_totalCross,stat_accurateCross,stat_totalContest,stat_wonContest,stat_shotOffTarget,player_lastName,stat_bigChanceCreated,stat_totalOffside,stat_blockedScoringAttempt,stat_fouls,stat_bigChanceMissed,stat_errorLeadToAShot
14429566,home,Al-Okhdood,Rakan Najjar,rakan-najjar,R. Najjar,G,1,187.0,31,M,869271,EUR,801792000,G,1,1,False,19.0,11.0,10.0,3.0,0.0,7.0,12.0,4.0,7.0,5.0,1.0,1.0,2.0,90.0,25.0,6.2,8.0,0.00078857,0.0525,0,-0.1945,-0.01,0.01,-0.23,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14429566,home,Al-Okhdood,Ghassan Hawsawi,ghassan,G. Hawsawi,D,87,,9,M,1917845,EUR,1044403200,D,87,87,False,14.0,12.0,2.0,1.0,0.0,5.0,5.0,7.0,9.0,1.0,,,,45.0,30.0,7.2,8.0,0.00234793,,1,,-0.1,0.13,-0.34,,Ghassan,2.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.1067,0.6114,0.53,,,,,,,,,,,,,,,,,,,
14429566,home,Al-Okhdood,Saeed Al-Rabiei,saeed-al-rabiei,S. Al-Rabiei,D,4,187.0,32,M,954639,EUR,746841600,D,4,4,False,50.0,44.0,7.0,2.0,0.0,27.0,28.0,17.0,22.0,9.0,,,,90.0,66.0,6.6,9.0,0.00783028,,0,,0.13,0.1,-0.15,,,2.0,3.0,1.0,,,5.0,2.0,2.0,1.0,1.0,,,,True,1.0,1.0,1.0,,,,,,,,,,,,,,,
14429566,home,Al-Okhdood,Koray Günter,koray-gunter,K. Günter,D,22,185.0,219,M,138165,EUR,776995200,D,22,22,False,65.0,56.0,6.0,3.0,0.0,32.0,35.0,24.0,30.0,9.0,,,,90.0,83.0,7.4,9.0,0.0768326,,0,,0.31,0.09,0.14,,,4.0,9.0,,,,7.0,3.0,4.0,1.0,,,,,,4.0,,,4.0,1.0,2.0,,,,,,,,,,,,
14429566,home,Al-Okhdood,Ali Al-Salem,ali-al-salem,A. Al-Salem,D,2,181.0,21,M,990189,EUR,903052800,D,3,3,False,35.0,27.0,5.0,3.0,1.0,8.0,10.0,19.0,25.0,5.0,,,,89.0,58.0,6.6,12.0,0.0498649,,1,,0.19,0.04,-0.37,,,2.0,4.0,1.0,,,4.0,1.0,1.0,1.0,1.0,0.0475,,-0.08,,1.0,1.0,,,1.0,2.0,4.0,2.0,1.0,1.0,1.0,,,,,,,
14429566,home,Al-Okhdood,Gökhan Gül,gokhan-gul,G. Gül,M,17,180.0,107,M,797820,EUR,900633600,M,17,17,False,19.0,15.0,6.0,4.0,0.0,5.0,6.0,10.0,13.0,3.0,,,,45.0,27.0,6.5,7.0,0.00655201,,2,,0.01,0.07,-0.16,,,3.0,2.0,1.0,2.0,,,,1.0,1.0,2.0,0.068,0.1337,0.01,,1.0,,,2.0,1.0,,1.0,,,,,,,,,,,
14429566,home,Al-Okhdood,Mohammed Petros,petros,Petros,M,,182.0,273,M,552678,EUR,612403200,M,6,6,False,72.0,69.0,2.0,1.0,0.0,26.0,27.0,43.0,45.0,5.0,,,,90.0,83.0,7.3,4.0,0.0266177,,0,,0.18,0.15,0.0,,,,5.0,,,,,2.0,,,,,,,,,,1.0,,5.0,1.0,1.0,,,,,,,,,,,
14429566,home,Al-Okhdood,Christian Bassogog,christian-bassogog,C. Bassogog,M,13,173.0,2514,M,818218,EUR,813974400,M,13,13,False,21.0,18.0,4.0,3.0,0.0,2.0,2.0,16.0,19.0,1.0,,,,72.0,42.0,6.5,18.0,0.1779,,0,,0.25,0.21,-0.24,,,7.0,3.0,3.0,,,,,1.0,,3.0,,,,,1.0,1.0,,1.0,,1.0,11.0,2.0,3.0,1.0,,,1.0,1.0,,,,
14429566,home,Al-Okhdood,Juan Pedroza,juan-pedroza,J. Pedroza,M,18,176.0,186,M,972585,EUR,923529600,M,18,18,False,50.0,39.0,5.0,3.0,0.0,12.0,14.0,27.0,36.0,2.0,,,,90.0,68.0,6.2,16.0,0.0504969,,2,,0.11,0.16,-0.18,,,6.0,1.0,1.0,,,1.0,1.0,,,2.0,0.0301,,-0.04,,1.0,1.0,,2.0,,1.0,1.0,,,,1.0,,,,1.0,2.0,,
14429566,home,Al-Okhdood,Khaled Narey,khaled-narey,K. Narey,M,7,180.0,366,M,190065,EUR,774921600,M,7,7,False,25.0,21.0,,,0.0,5.0,6.0,16.0,19.0,4.0,,,,90.0,40.0,6.4,12.0,0.0098532,,5,,-0.23,0.15,-0.17,,,2.0,3.0,1.0,2.0,,,,,,3.0,0.3954,0.6134,0.11,,1.0,,,1.0,1.0,,5.0,,1.0,1.0,3.0,,,1.0,,,1.0,
14429566,home,Al-Okhdood,Blaž Kramer,blaz-kramer,B. Kramer,F,99,191.0,607,M,804405,EUR,833587200,F,9,9,False,10.0,8.0,,,0.0,3.0,4.0,5.0,6.0,2.0,,,,90.0,16.0,6.2,4.0,0.0122532,,1,,-0.27,0.4,0.18,,,6.0,,,,,2.0,,,,2.0,0.0496,,-0.3,,,,,4.0,,,,,,,1.0,,,,,2.0,,
14429566,home,Al-Okhdood,Mohammed Abo Abd,mohammed-abo-abd,M. A. Abd,D,21,163.0,15,M,1398850,EUR,1009324800,D,21,21,True,24.0,19.0,1.0,,0.0,8.0,9.0,11.0,15.0,1.0,,,,45.0,35.0,6.6,9.0,0.0130755,,0,,0.0,0.02,0.0,,Mohammed Abo Abd,1.0,1.0,,,,,,,,1.0,,,,,,,,1.0,1.0,,3.0,,,,,,,,,,,
14429566,home,Al-Okhdood,Burak Ince,ince-burak,B. Ince,M,11,181.0,342,M,992552,EUR,1074556800,F,11,11,True,23.0,22.0,,,0.0,5.0,5.0,17.0,18.0,3.0,,,,45.0,29.0,6.7,5.0,0.0345976,,0,,0.01,0.24,0.16,,,2.0,1.0,,,,,,,,,,,,,,2.0,,,1.0,,2.0,,,,,,,,,,,
14429566,home,Al-Okhdood,Abdulaziz Al Hatila,abdulaziz-al-hatila,A. A. Hatila,M,12,175.0,27,M,1521660,EUR,895363200,M,12,12,True,4.0,4.0,,,0.0,1.0,1.0,3.0,3.0,1.0,,,,18.0,10.0,6.5,4.0,0.018751,,0,,0.07,0.05,0.0,,Abdulaziz Al Hatila,3.0,,,,,,,,,1.0,,,,,,2.0,,1.0,,,1.0,,,,,,,,,,,
14429566,home,Al-Okhdood,Saleh Al-Harthi,saleh-al-harthi,S. Al-Harthi,M,20,167.0,13,M,1182099,EUR,808012800,M,20,20,True,5.0,4.0,,,0.0,3.0,4.0,1.0,1.0,2.0,,,,1.0,5.0,,1.0,0.00160428,,0,,,,,,Saleh Al-Harthi,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
