match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_aerialWon,stat_aerialLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_unsuccessfulTouch,stat_shotOffTarget,stat_totalOffside,player_firstName,player_lastName,stat_wonTackle,stat_blockedScoringAttempt,captain,stat_bigChanceMissed,stat_goals,stat_hitWoodwork,stat_penaltyWon,stat_goodHighClaim,stat_penaltyFaced,stat_punches,stat_outfielderBlock,stat_errorLeadToAShot,stat_penaltyConceded
13473400,home,Corinthians,Hugo Souza,hugo-souza,H. Souza,G,1,199,25650,M,hugosouza,950454,EUR,917740800,G,1,1,False,21.0,17.0,8.0,5.0,0.0,17.0,20.0,1.0,5.0,2.0,2.0,90.0,27.0,6.7,4.0,0.00012147,0,-0.7407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473400,home,Corinthians,Matheuzinho,matheuzinho,Matheuzinho,D,2,171,7286,M,mateuzinhoo,931540,EUR,968371200,D,2,2,False,83.0,76.0,7.0,4.0,0.0,29.0,32.0,51.0,7.0,,,90.0,105.0,6.7,13.0,0.0491983,1,,47.0,5.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.048,0.0286,1.0,,,,,,,,,,,,,,,,,,,,,,,
13473400,home,Corinthians,André Ramalho,andre-ramalho,A. Ramalho,D,5,182,5367,M,,148155,EUR,698198400,D,5,5,False,86.0,80.0,9.0,7.0,0.0,57.0,59.0,27.0,4.0,,,90.0,96.0,7.1,6.0,0.0137034,0,,23.0,,,2.0,5.0,,,,6.0,1.0,,,2.0,,,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,
13473400,home,Corinthians,Cacá,caca,Cacá,D,25,185,3939,M,,929200,EUR,924998400,D,25,25,False,75.0,72.0,9.0,8.0,0.0,54.0,56.0,19.0,5.0,,,90.0,83.0,6.9,5.0,0.00919317,0,,18.0,,,3.0,4.0,,1.0,,1.0,1.0,,,,,,1.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
13473400,home,Corinthians,Hugo,hugo,Hugo,D,,179,3173,M,,1017827,EUR,872812800,D,46,46,False,38.0,34.0,3.0,2.0,0.0,24.0,27.0,11.0,2.0,,,45.0,50.0,6.3,8.0,0.00192069,0,,10.0,2.0,,1.0,2.0,,1.0,,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
13473400,home,Corinthians,André Carrillo,andre-carrillo,A. Carrillo,M,19,180,14534,M,18andrecarrillo,115182,EUR,676857600,M,19,19,False,49.0,43.0,4.0,4.0,0.0,16.0,17.0,32.0,3.0,,,89.0,71.0,7.1,13.0,0.545619,1,,27.0,8.0,4.0,9.0,2.0,4.0,2.0,,1.0,2.0,,1.0,1.0,0.014,,3.0,,2.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,
13473400,home,Corinthians,Raniele,raniele,Raniele,M,14,184,6186,M,R14niele,866392,EUR,851990400,M,14,14,False,33.0,29.0,,,0.0,12.0,14.0,19.0,2.0,,,73.0,47.0,7.2,6.0,0.0155853,3,,17.0,,,4.0,10.0,2.0,1.0,1.0,,1.0,2.0,3.0,,0.1144,0.1187,1.0,3.0,,3.0,2.0,,,2.0,,,,2.0,,,,,,,,,,,,
13473400,home,Corinthians,José Martínez,jose-martinez,J. Martínez,M,70,177,7398,M,elBrujo,979325,EUR,776217600,M,70,70,False,27.0,25.0,7.0,5.0,0.0,13.0,13.0,14.0,3.0,,,66.0,38.0,6.8,6.0,0.0308192,1,,12.0,1.0,1.0,4.0,2.0,,,,1.0,1.0,1.0,1.0,1.0,0.023,,2.0,,2.0,1.0,,,2.0,,,,,1.0,1.0,,,,,,,,,,,
13473400,home,Corinthians,Ángel Romero,angel-romero,Á. Romero,F,29,177,10605,M,ÁRomero,1197041,EUR,710208000,M,11,11,False,25.0,22.0,4.0,4.0,0.0,9.0,10.0,15.0,,,,66.0,35.0,6.6,5.0,0.402856,1,,13.0,1.0,1.0,2.0,2.0,,,,,2.0,,2.0,1.0,0.0345,,1.0,,,2.0,,,,,1.0,,,,1.0,True,,,,,,,,,,
13473400,home,Corinthians,Yuri Alberto,yuri-alberto,Y. Alberto,F,9,183,45110,M,yurialberto,905463,EUR,984873600,F,9,9,False,24.0,19.0,,,0.0,6.0,6.0,18.0,4.0,,,90.0,36.0,9.1,8.0,0.0234123,4,,13.0,,,8.0,5.0,,1.0,4.0,1.0,,,1.0,2.0,1.8454,2.9376,1.0,2.0,5.0,2.0,2.0,,2.0,,1.0,,,,,,1.0,3.0,,,,,,,,
