match_id,side,team,player_name,player_firstName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_totalTackle,stat_wonTackle,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_onTargetScoringAttempt,stat_interceptionWon,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,player_lastName,stat_blockedScoringAttempt,stat_totalClearance,stat_unsuccessfulTouch,captain,stat_penaltyWon,player_sofascoreId,stat_wonContest,stat_shotOffTarget,stat_goals,stat_totalOffside,stat_penaltyConceded,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_bigChanceCreated,stat_outfielderBlock,stat_bigChanceMissed,stat_accurateCross
11540894,home,Adana Demirspor,Yılmaz Aktaş,Yilmaz Aktas,yilmaz-aktas,Y. Aktaş,G,1,191,17,M,1550939,EUR,1052697600,G,1,1,False,31.0,23.0,11.0,5.0,0.0,21.0,27.0,2.0,4.0,2.0,9.0,2.0,2.0,1.0,1.0,1.0,1.0,90.0,38.0,5.8,8.0,0.0004783,0,-2.0773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11540894,home,Adana Demirspor,İsmail Çokçalış,,ismail-cokcalis,İ. Çokçalış,D,16,176,32,M,906050,EUR,961545600,D,2,2,False,36.0,27.0,,,0.0,14.0,17.0,13.0,22.0,2.0,3.0,,,,,,,90.0,48.0,5.6,15.0,0.0652498,1,,3.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0172,0.1456,1.0,,,,,,,,,,,,,,,,,,
11540894,home,Adana Demirspor,Andreaw Gravillon,,andreaw-gravillon,A. Gravillon,D,26,188,179,M,827934,EUR,886896000,D,5,5,False,43.0,36.0,9.0,5.0,0.0,21.0,24.0,15.0,19.0,5.0,5.0,1.0,,,,,,90.0,54.0,5.7,9.0,0.0118642,2,,,,1.0,2.0,1.0,1.0,,,,3.0,,0.0527,,1.0,,2.0,1.0,1.0,,,,,,,,,,,,,,
11540894,home,Adana Demirspor,Dorukhan Toköz,,dorukhan-tokoz,D. Toköz,M,24,180,156,M,796133,EUR,832636800,D,26,26,False,26.0,24.0,1.0,,0.0,20.0,21.0,4.0,5.0,2.0,1.0,2.0,1.0,,,,,70.0,28.0,5.9,2.0,0.00366794,0,,,,,,,,,,,,,,,1.0,,,,,True,,,,,,,,,,,,,
11540894,home,Adana Demirspor,Abdulsamet Burak,,abdulsamet-burak,A. Burak,D,3,182,40,M,900798,EUR,831945600,D,21,21,False,63.0,54.0,5.0,3.0,0.0,42.0,43.0,12.0,20.0,4.0,6.0,2.0,1.0,,,,,90.0,70.0,6.5,9.0,0.00595885,0,,,,1.0,2.0,1.0,,,,2.0,1.0,1.0,,,1.0,,,2.0,,,1.0,,,,,,,,,,,,
11540894,home,Adana Demirspor,Youcef Atal,,youcef-atal,Y. Atal,D,20,176,9823,M,894238,EUR,832291200,D,31,31,False,29.0,23.0,3.0,1.0,0.0,11.0,12.0,12.0,17.0,1.0,1.0,,,,,,,45.0,35.0,6.0,7.0,0.0150539,0,,,,,1.0,,,1.0,,,1.0,,,,,,,1.0,,,,youcefatal,,,,,,,,,,,
11540894,home,Adana Demirspor,Stiven Mendoza,,steven-mendoza,S. Mendoza,M,7,171,1016,M,354510,EUR,709603200,M,11,11,False,27.0,23.0,2.0,2.0,0.0,1.0,1.0,22.0,28.0,5.0,,1.0,1.0,,,,,90.0,45.0,7.2,12.0,0.0854488,4,,2.0,,,4.0,,2.0,3.0,1.0,,3.0,1.0,0.1286,0.5519,1.0,,,,2.0,,,,1.0,3.0,1.0,1.0,,,,,,,
11540894,home,Adana Demirspor,Maestro,,maestro,Maestro,M,58,173,1198,M,1002146,EUR,1059955200,M,58,58,False,52.0,48.0,1.0,1.0,0.0,15.0,16.0,33.0,36.0,2.0,8.0,1.0,1.0,,,,,89.0,60.0,6.7,6.0,0.066722,0,,,1.0,,2.0,,,,,,1.0,1.0,,,1.0,,,,2.0,,,,,,,,,,,,,,
11540894,home,Adana Demirspor,Édouard Michut,,edouard-michut,É. Michut,M,20,178,701,M,1048011,EUR,1046736000,M,20,20,False,52.0,52.0,5.0,5.0,1.0,26.0,26.0,26.0,27.0,6.0,1.0,2.0,2.0,,,,,90.0,70.0,7.5,4.0,0.0395293,3,,1.0,,,1.0,,1.0,1.0,2.0,2.0,3.0,,0.153,0.2874,2.0,,1.0,,1.0,,,,1.0,,,,,,,,,,
11540894,home,Adana Demirspor,Ozan Demirbağ,Ozan Demirbag,ozan-demirbag,O. Demirbağ,F,99,178,189,M,1654166,EUR,1202774400,M,60,60,False,5.0,4.0,,,0.0,3.0,3.0,1.0,2.0,1.0,,,,,,,,45.0,8.0,6.2,4.0,0.00459952,0,,,,1.0,1.0,,,,,,,1.0,,,,,,,2.0,,,,,,,,,,,,,,
