match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_sofascoreId,stat_totalCross,stat_aerialWon,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_shotValueNormalized,player_firstName,player_lastName,stat_keyPass,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,captain,stat_accurateCross,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_totalOffside,stat_bigChanceMissed,stat_penaltyWon,stat_penaltyMiss,stat_lastManTackle,stat_goodHighClaim,stat_penaltySave,stat_penaltyFaced,stat_penaltyConceded,stat_bigChanceCreated,stat_hitWoodwork
14572679,home,Aston Villa,Marco Bizot,marco-bizot,M. Bizot,G,40,194.0,911,M,100390,EUR,668563200,G,40,40,False,46.0,30.0,22.0,7.0,0.0,25.0,29.0,5.0,17.0,1.0,1.0,2.0,9.0,5.0,7.0,1.0,1.0,90.0,59.0,8.8,16.0,0.00148469,0.91,0,1.4391,0.09,0.0,0.28,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572679,home,Aston Villa,Matty Cash,matty-cash,M. Cash,D,2,185.0,9362,M,833956,EUR,870912000,D,2,2,False,22.0,18.0,3.0,,0.0,16.0,16.0,2.0,6.0,2.0,7.0,3.0,1.0,,,,,90.0,48.0,6.4,11.0,0.00135978,,1,,-0.03,0.01,-0.03,,mattycash622,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,0.0313,-0.19,,,,,,,,,,,,,,,,,,,,,,
14572679,home,Aston Villa,Ezri Konsa,ezri-konsa,E. Konsa,D,4,183.0,3199,M,827679,EUR,877564800,D,4,4,False,45.0,40.0,1.0,,0.0,36.0,40.0,4.0,5.0,1.0,4.0,3.0,3.0,,,,,90.0,52.0,6.7,6.0,0.00913902,,0,,0.12,0.04,-0.06,,,,1.0,3.0,,,,,,,,1.0,2.0,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
14572679,home,Aston Villa,Pau Torres,pau-torres,P. Torres,D,14,192.0,4086,M,864169,EUR,853372800,D,14,14,False,55.0,52.0,6.0,5.0,0.0,44.0,45.0,8.0,10.0,3.0,4.0,6.0,6.0,,,,,90.0,70.0,7.9,5.0,0.00772638,,0,,0.22,0.08,0.54,,pauttorres,,4.0,8.0,,1.0,,1.0,1.0,2.0,1.0,1.0,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,
14572679,home,Aston Villa,Ian Maatsen,ian-maatsen,I. Maatsen,D,22,178.0,5464,M,976263,EUR,1015718400,D,22,22,False,23.0,20.0,2.0,1.0,0.0,14.0,15.0,6.0,8.0,1.0,2.0,,4.0,,,,,75.0,35.0,7.2,7.0,0.176399,,1,,0.15,0.08,0.25,,maatsen_,1.0,,3.0,1.0,,,,,3.0,2.0,1.0,,,0.0193,-0.14,,,,,,1.0,,,,,,,,,,,,,,,,
14572679,home,Aston Villa,John McGinn,john-mcginn,J. McGinn,M,7,175.0,3885,M,250223,EUR,782438400,M,7,7,False,29.0,22.0,3.0,2.0,0.0,14.0,15.0,8.0,14.0,,6.0,2.0,5.0,,,,,90.0,50.0,7.9,14.0,0.041685,,1,,0.2,0.05,0.32,,,5.0,,2.0,1.0,3.0,,1.0,1.0,,,,1.0,2.0,0.0538,0.55,,,1.0,1.0,1.0,,True,1.0,1.0,1.0,0.2127,,,,,,,,,,,
14572679,home,Aston Villa,Boubacar Kamara,boubacar-kamara,B. Kamara,M,44,184.0,3380,M,826204,EUR,943315200,M,44,44,False,41.0,34.0,2.0,,0.0,26.0,30.0,8.0,11.0,,5.0,1.0,5.0,,,,,90.0,62.0,7.4,13.0,0.0543395,,0,,0.17,0.15,0.13,,,,4.0,12.0,1.0,3.0,,,1.0,5.0,3.0,2.0,2.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
14572679,home,Aston Villa,Evann Guessand,evann-guessand,E. Guessand,F,29,185.0,5260,M,930245,EUR,993945600,M,29,29,False,9.0,6.0,,,0.0,4.0,4.0,2.0,5.0,3.0,8.0,,3.0,,,,,90.0,21.0,6.3,9.0,0.0203571,,1,,-0.01,0.27,-0.04,,,,1.0,3.0,1.0,1.0,,,,1.0,,4.0,1.0,2.0,0.0735,-0.32,,,1.0,1.0,,,,,1.0,,0.1025,,,,,,,,,,,
14572679,home,Aston Villa,Morgan Rogers,morgan-rogers,M. Rogers,M,27,187.0,13680,M,948261,EUR,1027641600,M,27,27,False,24.0,10.0,,,0.0,5.0,6.0,5.0,18.0,2.0,12.0,1.0,,,,,,90.0,50.0,6.7,29.0,0.0766558,,1,,0.42,0.25,-0.09,,mrogers,1.0,1.0,5.0,2.0,6.0,1.0,,,1.0,,6.0,3.0,,0.1719,-0.09,,,1.0,2.0,,,,1.0,,,,1.0,,,,,,,,,,
14572679,home,Aston Villa,Emiliano Buendía,emiliano-buendia,E. Buendía,M,10,170.0,7662,M,783126,EUR,851472000,M,10,10,False,17.0,13.0,1.0,,0.0,3.0,4.0,10.0,13.0,1.0,7.0,1.0,5.0,,,,,58.0,31.0,6.6,13.0,0.0795909,,1,,0.25,0.13,-0.05,,EM10Buendia,5.0,1.0,2.0,2.0,2.0,1.0,,,,,2.0,1.0,1.0,0.0551,-0.12,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,
14572679,home,Aston Villa,Donyell Malen,donyell-malen,D. Malen,F,14,176.0,12695,M,803039,EUR,916704000,F,17,17,False,7.0,7.0,,,0.0,5.0,5.0,2.0,2.0,1.0,7.0,,,,,,,58.0,21.0,6.6,8.0,0.00438204,,1,,-0.05,0.33,0.14,,donyellmalen,,2.0,5.0,,3.0,,,,1.0,1.0,2.0,1.0,,0.0938,-0.52,,,,4.0,1.0,,,,1.0,,0.1354,1.0,,,,,,,,,,
14572679,home,Aston Villa,Jadon Sancho,sancho-jadon,J. Sancho,M,19,180.0,67786,M,851100,EUR,953942400,F,19,19,True,12.0,12.0,2.0,2.0,0.0,4.0,4.0,8.0,8.0,,2.0,,2.0,,,,,32.0,19.0,6.6,3.0,0.00754011,,1,,0.12,-0.43,0.13,,JSancho,,,1.0,,,1.0,,,,,3.0,,2.0,0.0543,-0.02,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
14572679,home,Aston Villa,Ollie Watkins,ollie-watkins,O. Watkins,F,11,179.0,19707,M,555386,EUR,820281600,F,11,11,True,3.0,1.0,,,0.0,,,1.0,3.0,,1.0,2.0,,,,,,32.0,16.0,6.8,5.0,0.00703125,,3,,-0.06,0.59,-0.07,,OllieWatkins,,2.0,5.0,,1.0,1.0,,,,,2.0,2.0,,0.8682,-1.0,,,,1.0,1.0,1.0,,,1.0,,0.768,,1.0,1.0,1.0,,,,,,,
14572679,home,Aston Villa,Lucas Digne,lucas-digne,L. Digne,D,12,178.0,4435,M,96538,EUR,743126400,D,12,12,True,5.0,4.0,,,0.0,1.0,2.0,3.0,3.0,,2.0,,1.0,,,,,15.0,10.0,6.6,2.0,0.0107283,,1,,-0.06,0.09,0.13,,LDigne,1.0,,1.0,,,,,,1.0,1.0,,,2.0,0.0245,-0.24,,,,,,1.0,,,,,,,,,,,,,,,,
14572679,home,Aston Villa,Sam Proctor,proctor-sam,S. Proctor,G,52,,170,M,1410227,EUR,1166659200,G,52,52,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,Sam Proctor,,,,,,,,,,,,,,,,,,,,,
14572679,home,Aston Villa,Rhys Oakley,rhys-oakley,R. Oakley,G,95,188.0,22,M,2219283,EUR,1221523200,G,95,95,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,Rhys Oakley,,,,,,,,,,,,,,,,,,,,,
14572679,home,Aston Villa,Lamare Bogarde,lamare-bogarde,L. Bogarde,D,26,183.0,1108,M,1089388,EUR,1073260800,M,26,26,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572679,home,Aston Villa,Andrés García,andres-garcia,A. García,D,16,183.0,951,M,1457536,EUR,1044576000,D,16,16,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,Andrés García,,,,,,,,,,,,,,,,,,,,,
14572679,home,Aston Villa,Tyrone Mings,tyrone-mings,T. Mings,D,5,195.0,1989,M,303638,EUR,731980800,D,5,5,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572679,home,Aston Villa,Victor Lindelöf,victor-lindelof,V. Lindelöf,D,3,187.0,8787,M,143334,EUR,774403200,D,3,3,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,victorlindelof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572679,home,Aston Villa,Harvey Elliott,harvey-elliott,H. Elliott,M,9,170.0,20968,M,955245,EUR,1049414400,M,9,9,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,harvelliott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572679,home,Aston Villa,Bradley Burrowes,bradley-burrowes,B. Burrowes,M,83,169.0,277,M,1899712,EUR,1204588800,M,83,83,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,Bradley Burrowes,,,,,,,,,,,,,,,,,,,,,
14572679,away,Bologna,Łukasz Skorupski,lukasz-skorupski,Ł. Skorupski,G,1,187.0,4403,M,44906,EUR,673401600,G,1,1,False,33.0,27.0,12.0,6.0,0.0,25.0,26.0,2.0,7.0,,,1.0,4.0,3.0,3.0,,,90.0,41.0,8.0,6.0,0.00028312,0.6265,0,0.2186,0.06,-0.09,0.91,0.4,lukaszskorupski28,,,2.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,
14572679,away,Bologna,Nadir Zortea,zortea-nadir,N. Zortea,M,20,187.0,1110,M,928104,EUR,929750400,D,20,20,False,21.0,17.0,4.0,1.0,0.0,7.0,8.0,10.0,13.0,,5.0,2.0,7.0,,,,,70.0,41.0,6.5,11.0,0.0175503,,1,,0.14,0.1,-0.12,,,1.0,1.0,4.0,,1.0,1.0,,,1.0,,2.0,,2.0,0.0102,-0.06,,,,4.0,2.0,,,,,,,2.0,,,,,,,,,,
14572679,away,Bologna,Martin Vitík,martin-vitik,M. Vitík,D,41,192.0,1085,M,1085913,EUR,1043107200,D,41,41,False,35.0,30.0,3.0,2.0,0.0,21.0,24.0,9.0,11.0,5.0,10.0,3.0,4.0,,,,,90.0,53.0,6.7,6.0,0.0532318,,2,,0.08,0.03,-0.05,,,,3.0,6.0,2.0,,,1.0,4.0,3.0,1.0,,,3.0,0.0762,0.18,Martin Vitík,,,,,,,,2.0,,0.2034,,,,,,,,,1.0,,
14572679,away,Bologna,Jhon Lucumí,jhon-lucumi,J. Lucumí,D,26,185.0,4572,M,818481,EUR,898819200,D,26,26,False,56.0,45.0,6.0,,0.0,35.0,41.0,10.0,15.0,1.0,2.0,5.0,5.0,,,,,90.0,72.0,6.5,12.0,0.0036909,,1,,-0.06,0.07,-0.09,,,,1.0,4.0,,,1.0,,1.0,2.0,2.0,1.0,1.0,1.0,0.0191,-0.03,,,,,,,,,,,,1.0,,,,,,,,,,
14572679,away,Bologna,Charalampos Lykogiannis,charalampos-lykogiannis,C. Lykogiannīs,D,22,188.0,699,M,98212,EUR,751248000,D,22,22,False,27.0,22.0,5.0,3.0,0.0,10.0,10.0,12.0,17.0,2.0,3.0,6.0,4.0,,,,,90.0,63.0,7.7,15.0,0.59609,,0,,0.56,0.1,0.13,,,8.0,2.0,7.0,,,,,2.0,3.0,3.0,1.0,2.0,1.0,,,,,4.0,,,,,4.0,,,,,,,,,,,,,1.0,
14572679,away,Bologna,Lewis Ferguson,lewis-ferguson,L. Ferguson,M,19,181.0,1987,M,907152,EUR,935452800,M,19,19,False,42.0,39.0,,,0.0,21.0,21.0,18.0,21.0,1.0,2.0,,1.0,,,,,90.0,56.0,6.3,7.0,0.0171668,,3,,-0.32,0.11,-0.04,,,,2.0,2.0,,,1.0,,2.0,,,,,,0.2131,-0.51,,,1.0,1.0,,2.0,True,,,,,,,,,,,,,,,
14572679,away,Bologna,Remo Freuler,remo-freuler,R. Freuler,M,8,181.0,1912,M,115516,EUR,703296000,M,8,8,False,64.0,53.0,13.0,8.0,0.0,26.0,30.0,27.0,34.0,,4.0,1.0,5.0,,,,,90.0,91.0,7.9,15.0,0.127336,,1,,0.29,0.18,0.62,,,4.0,,10.0,1.0,1.0,,,4.0,8.0,4.0,1.0,2.0,2.0,0.0266,-0.14,,,2.0,,,1.0,,2.0,,,,,,,,1.0,,,,,,
