match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_interceptionWon,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_shotOffTarget,stat_outfielderBlock,stat_fouls,player_firstName,player_lastName,player_sofascoreId,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_errorLeadToAShot
12764226,home,GNK Dinamo Zagreb,Danijel Zagorac,danijel-zagorac,D. Zagorac,G,1,186.0,619,M,65485,EUR,539654400,G,1,1,False,37.0,26.0,19.0,8.0,0.0,22.0,23.0,4.0,14.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,90.0,43.0,7.1,11.0,0.00058205,0,0.1666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764226,home,GNK Dinamo Zagreb,Stefan Ristovski,stefan-ristovski,S. Ristovski,D,33,180.0,897,M,73146,EUR,697852800,D,22,22,False,33.0,24.0,4.0,1.0,0.0,12.0,16.0,13.0,20.0,2.0,2.0,6.0,,,,,,90.0,59.0,7.1,15.0,0.119747,1,,True,3.0,1.0,4.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0192,1.0,,,,,,,,,,,,,,
12764226,home,GNK Dinamo Zagreb,Maxime Bernauer,maxime-bernauer,M. Bernauer,D,6,184.0,560,M,802137,EUR,899251200,D,6,6,False,41.0,33.0,11.0,3.0,0.0,24.0,25.0,9.0,16.0,4.0,,2.0,,,,,,90.0,53.0,7.4,8.0,0.00426959,2,,,,,2.0,3.0,,,,,,,1.0,,,1.0,0.0583,,1.0,1.0,2.0,2.0,1.0,,,,,,,,,
12764226,home,GNK Dinamo Zagreb,Kévin Théophile-Catherine,kevin-theophile-catherine,K. Théophile-Catherine,D,28,183.0,786,M,44225,EUR,625536000,D,28,28,False,21.0,15.0,8.0,3.0,0.0,11.0,15.0,4.0,6.0,3.0,2.0,1.0,,,,,,90.0,34.0,7.0,9.0,0.00174436,0,,,,,1.0,3.0,,,,,,,2.0,1.0,2.0,1.0,,,1.0,,,,,,,,,,,,,
12764226,home,GNK Dinamo Zagreb,Ronaël Pierre-Gabriel,ronael-pierre-gabriel,R. Pierre-Gabriel,D,18,175.0,900,M,826293,EUR,897696000,D,18,18,False,12.0,9.0,,,0.0,4.0,5.0,5.0,7.0,5.0,2.0,2.0,,,,,,90.0,40.0,7.2,9.0,0.00128271,0,,,,,6.0,6.0,3.0,1.0,1.0,,,,5.0,3.0,1.0,,,1.0,,1.0,,,1.0,,,,,,,,,
12764226,home,GNK Dinamo Zagreb,Lukas Kačavenda,lukas-kacavenda,L. Kačavenda,M,44,174.0,993,M,1083207,EUR,1046563200,M,8,8,False,29.0,25.0,1.0,,0.0,13.0,16.0,12.0,13.0,,1.0,4.0,,,,,,90.0,44.0,6.3,10.0,0.0271786,0,,,,,9.0,4.0,3.0,4.0,1.0,,,,3.0,1.0,1.0,,,2.0,,1.0,,,2.0,,,,,,,,,
12764226,home,GNK Dinamo Zagreb,Marko Rog,marko-rog,M. Rog,M,,180.0,1193,M,573616,EUR,806112000,M,30,30,False,32.0,27.0,1.0,,0.0,8.0,9.0,22.0,29.0,,,5.0,,,,,,90.0,46.0,7.0,10.0,0.152765,1,,,6.0,3.0,3.0,2.0,1.0,,1.0,,,,1.0,,1.0,1.0,0.011,3.0,,,1.0,,1.0,,,,,,,,,
12764226,home,GNK Dinamo Zagreb,Dario Špikić,dario-spikic,D. Špikić,M,18,183.0,794,M,826024,EUR,922060800,M,77,77,False,18.0,13.0,,,0.0,4.0,7.0,11.0,13.0,,,6.0,,,,,,73.0,34.0,6.8,8.0,0.153308,0,,,2.0,2.0,8.0,5.0,1.0,2.0,2.0,2.0,,,2.0,1.0,1.0,,,1.0,2.0,1.0,,,3.0,,,,,,,,,
12764226,home,GNK Dinamo Zagreb,Martin Baturina,martin-baturina,M. Baturina,M,20,172.0,10779,M,1090019,EUR,1045353600,M,10,10,False,21.0,16.0,1.0,,0.0,4.0,6.0,13.0,16.0,1.0,,8.0,,,,,,82.0,39.0,6.8,12.0,0.0817962,3,,,1.0,1.0,4.0,2.0,,2.0,3.0,1.0,,1.0,,,2.0,1.0,0.1298,,,,1.0,,,,,martinbaturina,1.0,0.1649,,,,
12764226,home,GNK Dinamo Zagreb,Marko Pjaca,marko-pjaca,M. Pjaca,M,7,186.0,3792,M,190435,EUR,799718400,M,20,20,False,23.0,11.0,2.0,,0.0,4.0,9.0,7.0,14.0,,3.0,4.0,,,,,,82.0,38.0,6.2,15.0,0.00693416,2,,,,,9.0,3.0,3.0,1.0,2.0,,,1.0,1.0,1.0,,,0.1469,,3.0,2.0,,,,,,MarkoPjaca,1.0,0.0325,1.0,,,
12764226,home,GNK Dinamo Zagreb,Sandro Kulenović,sandro-kulenovic,S. Kulenović,F,17,191.0,3201,M,826026,EUR,944265600,F,17,17,False,15.0,8.0,1.0,,0.0,3.0,7.0,5.0,8.0,3.0,,2.0,,,,,,90.0,27.0,7.0,8.0,0.0210667,2,,,,,9.0,8.0,1.0,,,,,,2.0,,1.0,2.0,0.1668,1.0,8.0,5.0,2.0,1.0,,,,,,,,1.0,,
12764226,home,GNK Dinamo Zagreb,Nathanaël Mbuku,nathanael-mbuku,N. Mbuku,F,7,170.0,6692,M,963399,EUR,1016236800,F,21,21,True,4.0,3.0,,,0.0,,,3.0,4.0,1.0,,,,,,,,17.0,7.0,6.5,3.0,0.00547883,0,,,,,1.0,,,1.0,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,
12764226,home,GNK Dinamo Zagreb,Luka Stojković,luka-stojkovic,L. Stojković,M,7,182.0,1543,M,1102829,EUR,1067299200,M,7,7,True,3.0,1.0,,,0.0,,1.0,1.0,2.0,,,1.0,,,,,,8.0,3.0,6.4,2.0,0.00064839,0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12764226,home,GNK Dinamo Zagreb,Arber Hoxha,arber-hoxha,A. Hoxha,M,11,185.0,1846,M,890663,EUR,907632000,F,11,11,True,1.0,1.0,,,0.0,1.0,1.0,,,,,1.0,,,,,,8.0,1.0,6.5,,1.059e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
