match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,captain,stat_aerialLost,stat_fouls,player_firstName,player_lastName,stat_outfielderBlock,stat_goalAssist,stat_challengeLost,stat_onTargetScoringAttempt,stat_keyPass,stat_aerialWon,stat_wonContest,stat_shotOffTarget,stat_dispossessed,stat_goals,player_sofascoreId,stat_blockedScoringAttempt,stat_errorLeadToAGoal,stat_hitWoodwork,stat_totalOffside,stat_bigChanceCreated,stat_bigChanceMissed
11392887,home,Metz,Alexandre Oukidja,alexandre-oukidja,A. Oukidja,G,90,185,3337,M,32668,EUR,585273600,G,16,16,False,34.0,13.0,27.0,6.0,8.0,10.0,5.0,24.0,3.0,5.0,1.0,2.0,3.0,90.0,44.0,6.5,21.0,0.0,0.0,0.00081485,0,-1.0711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11392887,home,Metz,Maxime Colin,maxime-colin,M. Colin,D,2,179,51,M,128285,EUR,690163200,D,2,2,False,40.0,33.0,2.0,,15.0,18.0,19.0,23.0,3.0,7.0,,,,90.0,68.0,6.6,12.0,0.0,0.0,0.0515597,0,,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11392887,home,Metz,Ismaël Traoré,ismael-traore,I. Traore,D,,184,129,M,25506,EUR,524707200,D,8,8,False,36.0,35.0,3.0,3.0,29.0,30.0,6.0,6.0,5.0,1.0,,,,90.0,46.0,6.4,2.0,0.0,0.0,0.00127908,0,,,,2.0,1.0,,,1.0,,1.0,,True,1.0,1.0,,,,,,,,,,,,,,,,,,,
11392887,home,Metz,Aboubacar Lô,aboubacar-lo,A. Lô,D,28,187,198,M,991692,EUR,946771200,D,15,15,False,30.0,29.0,2.0,1.0,27.0,28.0,2.0,2.0,2.0,,,,,59.0,35.0,5.8,1.0,0.0,0.0,0.0006265,0,,,,2.0,2.0,,,1.0,,,1.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,
11392887,home,Metz,Fali Candé,fali-cande,F. Candé,D,5,184,402,M,892430,EUR,885600000,D,5,5,False,49.0,36.0,4.0,2.0,20.0,24.0,16.0,26.0,5.0,3.0,,,,90.0,71.0,7.4,16.0,0.0138,0.5361,0.0176732,1,,1.0,,4.0,3.0,,1.0,3.0,1.0,,,,1.0,2.0,,,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,
11392887,home,Metz,Kévin N'Doram,kevin-ndoram,K. N'Doram,M,96,184,91,M,823476,EUR,822268800,M,6,6,False,34.0,27.0,4.0,3.0,11.0,13.0,17.0,22.0,6.0,7.0,,,,90.0,56.0,7.3,11.0,0.021,0.0,0.0701641,1,,1.0,1.0,5.0,7.0,2.0,3.0,1.0,1.0,3.0,2.0,,2.0,1.0,,,1.0,1.0,1.0,,1.0,3.0,1.0,1.0,,,,,,,,,
11392887,home,Metz,Malick Mbaye,mbaye-malick,M. Mbaye,F,11,173,790,M,1463503,EUR,1081209600,M,26,26,False,20.0,15.0,1.0,1.0,5.0,5.0,11.0,19.0,2.0,5.0,,,,89.0,37.0,6.5,11.0,0.0171,0.0,0.00797273,1,,4.0,1.0,8.0,5.0,,,2.0,,2.0,3.0,,6.0,2.0,Malick Mbaye,,,,,,,,,1.0,,,,,,,,,
11392887,home,Metz,Youssef Maziz,youssef-maziz,Y. Maziz,M,10,175,444,M,862821,EUR,898646400,M,10,10,False,23.0,18.0,2.0,1.0,8.0,9.0,10.0,16.0,,2.0,,,,62.0,33.0,6.7,9.0,0.0,0.0,0.0133711,0,,2.0,,3.0,3.0,,1.0,,,1.0,2.0,,1.0,1.0,,,,,,,1.0,1.0,,,1.0,,,,,,,,
11392887,home,Metz,Danley Jean Jacques,jean-jacques-danley,D. J. Jacques,M,21,180,4507,M,1173167,EUR,958780800,M,27,27,False,28.0,19.0,2.0,,9.0,11.0,10.0,18.0,1.0,4.0,,,,90.0,42.0,6.4,14.0,0.0,0.0,0.00851356,0,,1.0,,8.0,2.0,1.0,2.0,2.0,2.0,2.0,,,3.0,1.0,,,1.0,,2.0,,,,,,1.0,,,,,,,,
11392887,home,Metz,Cheick Tidiane Sabaly,cheick-tidiane-sabaly,C. T. Sabaly,F,14,168,3796,M,942834,EUR,920505600,M,14,14,False,22.0,20.0,1.0,1.0,6.0,7.0,14.0,17.0,1.0,5.0,,,,84.0,40.0,7.3,8.0,0.03,0.5013,0.0407236,1,,2.0,,6.0,2.0,3.0,2.0,1.0,1.0,2.0,,,2.0,1.0,,,,,1.0,1.0,2.0,,1.0,,,1.0,,,,,,,
11392887,home,Metz,Georges Mikautadze,mikautadze-georges,G. Mikautadze,F,9,176,13076,M,1009372,EUR,972950400,F,9,9,False,21.0,15.0,,,4.0,5.0,11.0,19.0,,3.0,,,,84.0,40.0,7.6,16.0,0.3748,0.2882,0.020778,5,,3.0,,5.0,4.0,5.0,,,,3.0,,,1.0,1.0,,,,,,3.0,,1.0,3.0,1.0,1.0,1.0,georgesmkd,1.0,,,,,
11392887,home,Metz,Lamine Camara,camara-lamine,L. Camara,M,15,174,20442,M,1389846,EUR,1072915200,M,18,18,True,10.0,8.0,1.0,1.0,2.0,4.0,7.0,7.0,3.0,6.0,,,,28.0,27.0,6.7,6.0,0.0184,0.0,0.033541,1,,1.0,1.0,4.0,2.0,1.0,,2.0,2.0,2.0,,,,2.0,Lamine Camara,,,,1.0,,3.0,,,,,,lamine_camara_5,1.0,,,,,
11392887,home,Metz,Habib Maïga,habib-maiga,H. Maïga,M,80,179,211,M,359246,EUR,820454400,M,19,19,True,9.0,8.0,,,4.0,4.0,4.0,5.0,,1.0,,,,16.0,10.0,6.5,1.0,0.0,0.0,0.00491294,0,,,,2.0,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,
11392887,home,Metz,Benjamin Tetteh,benjamin-tetteh,B. Tetteh,F,30,193,539,M,796324,EUR,868492800,F,17,17,True,5.0,2.0,,,,2.0,2.0,3.0,,1.0,,,,16.0,9.0,6.7,4.0,0.0,0.0,0.0023084,0,,,,2.0,2.0,2.0,,,,1.0,,,1.0,,,,,,1.0,,,,2.0,,,,,,,,,,
11392887,home,Metz,Koffi Kouao,kouao-koffi,K. Kouao,D,39,173,315,M,867575,EUR,895622400,D,39,39,True,,,,,,,,,,,,,,1.0,,,,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11392887,home,Metz,Guillaume Dietsch,guillaume-dietsch,G. Dietsch,G,30,184,78,M,986770,EUR,987465600,G,1,1,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11392887,home,Metz,Sofiane Alakouch,sofiane-alakouch,S. Alakouch,D,22,175,546,M,838688,EUR,901670400,D,22,22,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11392887,home,Metz,Sadibou Sané,sane-sadibou,S. Sané,D,38,185,730,M,1471683,EUR,1086825600,D,38,38,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,Sadibou Sané,,,,,,,,,,,,,,,,,,
11392887,home,Metz,Arthur Atta,atta-arthur,A. Atta,M,14,189,2507,M,1444690,EUR,1042502400,M,25,25,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
