match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_accurateCross,stat_duelWon,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_penaltyConceded,stat_fouls,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_dispossessed,stat_unsuccessfulTouch,stat_errorLeadToAShot,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotOffTarget,stat_wonTackle,player_sofascoreId,stat_bigChanceMissed,stat_bigChanceCreated,stat_errorLeadToAGoal,stat_penaltyWon,stat_totalOffside,stat_hitWoodwork
12514129,home,Rio Ave,Cezary Miszta,,,cezary-miszta,C. Miszta,G,1,192,662,M,938292,EUR,1004400000,G,1,1,False,30.0,23.0,13.0,6.0,0.0,21.0,22.0,2.0,8.0,1.0,1.0,3.0,12.0,1.0,3.0,1.0,5.0,1.0,1.0,90.0,49.0,7.1,7.0,0.00111258,0,-0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514129,home,Rio Ave,Marios Vrousai,,,marios-vrousai,M. Vrousai,D,17,183,243,M,848521,EUR,899337600,D,17,17,False,29.0,19.0,11.0,6.0,0.0,13.0,17.0,7.0,15.0,4.0,,3.0,6.0,,,,,,,88.0,49.0,6.3,13.0,0.0419086,0,,True,3.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,
12514129,home,Rio Ave,Andreas Ndoj,,,andreas-ndoj,A. Ndoj,D,5,190,426,M,1005992,EUR,1044144000,D,3,3,False,36.0,28.0,8.0,2.0,0.0,22.0,22.0,6.0,14.0,2.0,1.0,11.0,1.0,,,,,,,90.0,54.0,7.0,8.0,0.00403389,0,,,,,2.0,1.0,1.0,3.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
12514129,home,Rio Ave,Jonathan Panzo,,,jonathan-panzo,J. Panzo,D,37,186,230,M,867438,EUR,971568000,D,2,2,False,46.0,43.0,2.0,2.0,0.0,37.0,40.0,6.0,6.0,6.0,1.0,4.0,1.0,,,,,,,90.0,53.0,6.0,4.0,0.00199384,0,,,,,1.0,1.0,,,1.0,,,1.0,,3.0,1.0,,,,,,,,,,,,,,,,,,
12514129,home,Rio Ave,Omar Richards,,,omar-richards,O. Richards,D,77,174,528,M,892483,EUR,887500800,D,98,98,False,37.0,30.0,8.0,3.0,0.0,21.0,23.0,9.0,15.0,3.0,,9.0,3.0,,,,,,,90.0,69.0,6.3,12.0,0.00576405,0,,,1.0,,2.0,1.0,1.0,,2.0,,,2.0,,,1.0,1.0,3.0,,,,,,,,,,,,,,,,
12514129,home,Rio Ave,Demir Ege Tıknaz,,,demir-ege-tiknaz,D. E. Tıknaz,M,34,194,2293,M,1142613,EUR,1092700800,M,34,34,False,29.0,26.0,1.0,1.0,0.0,16.0,17.0,10.0,12.0,2.0,,3.0,4.0,,,,,,,73.0,44.0,6.5,5.0,0.0171317,0,,,,,1.0,,,1.0,1.0,,,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
12514129,home,Rio Ave,Brandon Aguilera,,,brandon-aguilera,B. Aguilera,M,10,180,927,M,1020203,EUR,1056758400,M,16,16,False,33.0,27.0,7.0,3.0,0.0,13.0,14.0,15.0,21.0,6.0,2.0,1.0,6.0,,,,,,,90.0,47.0,7.0,10.0,0.0628525,2,,,2.0,1.0,4.0,1.0,1.0,,,1.0,,1.0,1.0,2.0,,1.0,2.0,,1.0,1.0,1.0,2.0,0.1111,0.3089,,,,,,,,,
12514129,home,Rio Ave,André Luiz,André Luiz,,andre-luiz,André Luiz,M,17,185,1296,M,1133282,EUR,1014422400,M,7,7,False,7.0,5.0,,,0.0,3.0,3.0,2.0,4.0,7.0,,,4.0,,,,,,,58.0,17.0,5.9,10.0,0.00029205,0,,,,,2.0,2.0,,,,,,3.0,,2.0,1.0,1.0,5.0,,,,,1.0,,,,,,,,,,,
12514129,home,Rio Ave,Ole Pohlmann,,,ole-pohlmann,O. Pohlmann,M,80,184,239,M,930273,EUR,986428800,M,80,80,False,16.0,12.0,2.0,,0.0,6.0,7.0,6.0,11.0,2.0,,1.0,3.0,,,,,,,73.0,24.0,6.5,8.0,0.00444473,1,,,2.0,,2.0,,,,,,,,,1.0,,1.0,1.0,,,,,2.0,0.1942,,1.0,,,,,,,,
12514129,home,Rio Ave,Kiko Bondoso,,,bondoso-kiko,K. Bondoso,M,10,171,86,M,1082948,EUR,816566400,M,19,19,False,16.0,12.0,1.0,,0.0,7.0,8.0,5.0,9.0,4.0,1.0,,3.0,,,,,,,88.0,29.0,6.4,9.0,0.0138895,1,,,1.0,,5.0,2.0,1.0,,1.0,2.0,,,,2.0,1.0,,3.0,,,1.0,,1.0,0.0122,,,1.0,,,,,,,
