match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_aerialLost,stat_aerialWon,stat_interceptionWon,stat_outfielderBlock,stat_keyPass,stat_errorLeadToAShot,stat_dispossessed,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_totalCross,stat_accurateCross,stat_bigChanceMissed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalOffside,stat_errorLeadToAGoal,stat_hitWoodwork
14771895,home,Al-Ahli,Edouard Mendy,,,edouard-mendy,E. Mendy,G,16,195.0,19839,M,edou_mendy,845074,EUR,699408000.0,G,16,16,False,True,36.0,21.0,25.0,12.0,0.0,11.0,13.0,10.0,23.0,10.0,3.0,1.0,2.0,90.0,48.0,7.2,15.0,0.00405261,0.4707,0,-0.2892,0.13,0.01,-0.02,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14771895,home,Al-Ahli,Ali Majrashi,,,ali-majrashi,A. Majrashi,D,27,177.0,404,M,,917035,EUR,938736000.0,D,27,27,False,,9.0,7.0,2.0,,0.0,5.0,5.0,2.0,4.0,5.0,,,,85.0,43.0,6.4,6.0,0.00143972,,0,,0.04,0.13,-0.26,,10.0,8.0,4.0,3.0,1.0,6.0,5.0,4.0,2.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,
14771895,home,Al-Ahli,Merih Demiral,,,merih-demiral,M. Demiral,D,28,190.0,4099,M,merihdemiral,806968,EUR,889056000.0,D,28,28,False,,32.0,26.0,10.0,4.0,0.0,18.0,19.0,8.0,13.0,2.0,,,,90.0,42.0,6.6,6.0,0.00757045,,0,,0.14,0.16,-0.16,,6.0,4.0,3.0,,,6.0,1.0,1.0,,,2.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,
14771895,home,Al-Ahli,Roger Ibañez,,,roger-ibanez,R. Ibañez,D,3,185.0,2314,M,,888949,EUR,911779200.0,D,3,3,False,,26.0,22.0,3.0,2.0,0.0,16.0,16.0,6.0,10.0,2.0,,,,90.0,44.0,7.0,5.0,0.00211969,,0,,0.1,0.05,0.27,,3.0,5.0,,,,10.0,2.0,,,,3.0,,3.0,,1.0,,,,,,,,,,,,,,,,,
14771895,home,Al-Ahli,Mohammed Sulaiman,,,sulaiman-mohammed,M. Sulaiman,D,5,180.0,243,M,,1854314,EUR,1081382400.0,D,5,5,False,,17.0,10.0,4.0,1.0,0.0,2.0,5.0,8.0,12.0,1.0,,,,90.0,36.0,6.4,12.0,0.00868254,,0,,-0.09,0.21,-0.13,,6.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,,,1.0,,,,,,,,,,,,,,,,
14771895,home,Al-Ahli,Valentin Atangana Edoa,Valentin Atangana Edoa,,atangana-edoa-valentin,V. A. Edoa,M,6,173.0,1056,M,,1154611,EUR,1124928000.0,M,6,6,False,,15.0,11.0,,,0.0,8.0,10.0,3.0,5.0,1.0,,,,65.0,21.0,6.1,5.0,0.00124566,,0,,-0.12,-0.06,-0.07,,3.0,1.0,,,,3.0,,,1.0,,2.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,
14771895,home,Al-Ahli,Riyad Mahrez,,,riyad-mahrez,R. Mahrez,M,7,179.0,70718,M,RMahrez,158213,EUR,667094400.0,M,7,7,False,,17.0,14.0,3.0,3.0,0.0,7.0,8.0,7.0,9.0,5.0,,,,90.0,31.0,6.6,9.0,0.291212,,0,,0.2,-0.4,-0.01,,6.0,3.0,,2.0,1.0,,,,1.0,2.0,,1.0,,,,1.0,,4.0,1.0,,,,,,,,,,,,,
14771895,home,Al-Ahli,Franck Kessié,,,franck-kessie,F. Kessié,M,79,183.0,43381,M,franckkessie,359226,EUR,850953600.0,M,79,79,False,,14.0,10.0,,,0.0,2.0,3.0,8.0,11.0,3.0,,,,90.0,25.0,7.8,8.0,0.022371,,1,,0.07,0.1,-0.01,,,2.0,,1.0,1.0,,1.0,1.0,4.0,,1.0,,,,,,,,,1.0,1.0,0.0501,0.4497,0.56,,,,,,,,
14771895,home,Al-Ahli,Ziyad Aljohani,Ziyad Aljohani,,ziyad-aljohani,Z. Aljohani,M,30,180.0,354,M,,1048372,EUR,1005436800.0,M,30,30,False,,12.0,7.0,1.0,,0.0,3.0,5.0,4.0,7.0,,,,,49.0,15.0,5.6,5.0,0.00195644,,0,,-0.1,-0.04,-0.02,,1.0,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14771895,home,Al-Ahli,Wenderson Galeno,,,wenderson-galeno,W. Galeno,M,13,178.0,4322,M,w_galeno90,845754,EUR,877478400.0,M,13,13,False,,11.0,7.0,,,0.0,,,7.0,11.0,2.0,,,,66.0,25.0,7.9,6.0,0.0350082,,3,,0.04,0.41,0.15,,2.0,4.0,,2.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,,,,1.0,1.0,0.4508,0.7841,0.46,2.0,1.0,1.0,1.0,1.0,,,
14771895,home,Al-Ahli,Ivan Toney,,,ivan-toney,I. Toney,F,17,185.0,12718,M,ivantoney,290927,EUR,826934400.0,F,17,17,False,,19.0,11.0,1.0,,0.0,3.0,4.0,8.0,15.0,3.0,,,,90.0,42.0,6.8,17.0,0.00292771,,3,,-0.15,-0.07,0.42,,8.0,8.0,,3.0,,5.0,1.0,1.0,5.0,2.0,1.0,3.0,6.0,1.0,,,,1.0,,2.0,,0.0519,0.0786,-0.37,,,,1.0,,1.0,,
14771895,home,Al-Ahli,Eid Al Muwallad,Eid Al Muwallad,,eid-al-muwallad,E. A. Muwallad,M,14,175.0,194,M,,1521467,EUR,1008288000.0,M,14,14,True,,4.0,4.0,,,0.0,4.0,4.0,,,2.0,,,,25.0,6.0,6.6,,1.124e-05,,0,,-0.02,,0.16,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14771895,home,Al-Ahli,Firas Al-Buraikan,,,firas-al-buraikan,F. Al-Buraikan,F,9,181.0,1082,M,,893307,EUR,958262400.0,F,9,9,True,,4.0,2.0,,,0.0,,,2.0,4.0,1.0,,,,24.0,11.0,6.6,6.0,0.00562105,,0,,0.01,0.02,0.43,,3.0,,,,,2.0,,,2.0,,,1.0,,,1.0,1.0,,2.0,,,,,,,,,,,,,,
14771895,home,Al-Ahli,Mohammed Abdulrahman,Mohammed Abdulrahman,,mohammed-abdulrahman,M. Abdulrahman,D,29,170.0,146,M,,1133141,EUR,1042502400.0,D,29,29,True,,2.0,1.0,1.0,,0.0,1.0,1.0,,1.0,1.0,,,,12.0,4.0,6.7,2.0,1.62e-06,,0,,0.0,-0.09,0.14,,1.0,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
14771895,home,Al-Ahli,Abdulrahman Al Sanbi,Abdulrahman Al Sanbi,,abdulrahman-al-sanbi,A. A. Sanbi,G,1,181.0,227,M,,1066728,EUR,981072000.0,G,1,1,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14771895,home,Al-Ahli,Zakaria Hawsawi,Zakaria Al Hawsawi,,zakaria-al-hawsawi,Z. Hawsawi,D,2,175.0,153,M,,1398854,EUR,979171200.0,D,2,2,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14771895,home,Al-Ahli,Yazan Madani,Yazan,Madani,yazan-madani,Y. Madani,D,60,,57,M,,1928081,EUR,1107734400.0,D,60,60,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14771895,home,Al-Ahli,Ayman Fallatah,,,ayman-fallatah,A. Fallatah,M,95,190.0,80,M,,1517641,EUR,1065052800.0,M,95,95,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14771895,home,Al-Ahli,Saleh Abu Al-Shamat,Saleh Aboulshamat,,saleh-aboulshamat,S. Aboulshamat,M,47,171.0,764,M,,1429250,EUR,1029024000.0,F,47,47,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14771895,home,Al-Ahli,Fahad Ayed Al-Rashidi,,,al-rashidi-fahad-ayed,F. A. Al-Rashidi,F,97,175.0,231,M,,974517,EUR,863740800.0,F,19,19,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
