match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_aerialWon,stat_interceptionWon,stat_aerialLost,stat_outfielderBlock,player_firstName,player_lastName,captain,stat_accurateCross,stat_shotOffTarget,stat_blockedScoringAttempt,stat_keyPass,stat_bigChanceMissed,stat_totalOffside,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_hitWoodwork
12625042,home,Al Raed,Mshari Sanyoor,mshari-sanyoor,M. Sanyoor,G,50,181.0,64,M,972698,EUR,1007510400,G,50,50,False,21.0,13.0,14.0,6.0,0.0,8.0,9.0,5.0,12.0,11.0,4.0,5.0,90.0,33.0,7.4,8.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12625042,home,Al Raed,Mohammed Al-Dosari,mohammed-al-dosari,M. Al-Dosari,D,32,,12,M,970908,EUR,931651200,D,32,32,False,20.0,15.0,6.0,1.0,0.0,12.0,14.0,3.0,7.0,4.0,,,90.0,34.0,6.0,10.0,0,1.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12625042,home,Al Raed,Oumar Gonzalez,oumar-gonzalez,O. Gonzalez,D,21,186.0,312,M,842744,EUR,888364800,D,21,21,False,22.0,20.0,3.0,3.0,0.0,15.0,17.0,5.0,5.0,1.0,,,27.0,23.0,4.8,2.0,0,,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
12625042,home,Al Raed,Ayoub Qasmi,qasmi-ayoub,A. Qasmi,D,16,178.0,88,M,919697,EUR,748396800,D,16,16,False,37.0,30.0,9.0,4.0,0.0,26.0,29.0,4.0,8.0,2.0,,,90.0,52.0,7.0,7.0,0,,1.0,4.0,,,,,10.0,1.0,1.0,,,,3.0,,1.0,2.0,,,,,,,,,,,,,,,,
12625042,home,Al Raed,Hamad Al-Jayzani,hamad-al-jayzani,H. Al-Jayzani,D,28,176.0,11,M,802975,EUR,731203200,D,28,28,False,23.0,20.0,,,0.0,15.0,18.0,5.0,5.0,3.0,,,58.0,38.0,6.4,10.0,0,,4.0,2.0,,,3.0,,,2.0,1.0,2.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,
12625042,home,Al Raed,Mohamed Fouzair,mohamed-fouzair,M. Fouzair,M,,168.0,271,M,893191,EUR,693532800,M,10,10,False,24.0,15.0,2.0,2.0,0.0,5.0,7.0,11.0,19.0,9.0,,,90.0,47.0,7.1,18.0,2,2.0,6.0,7.0,1.0,2.0,4.0,1.0,1.0,4.0,4.0,2.0,2.0,,,,,2.0,,,True,1.0,1.0,1.0,1.0,,,,,,,,,
12625042,home,Al Raed,Mehdi Abeid,mehdi-abeid,M. Abeid,M,,180.0,913,M,73056,EUR,713059200,M,17,17,False,22.0,19.0,2.0,,0.0,14.0,14.0,5.0,8.0,1.0,,,45.0,25.0,6.4,4.0,0,,2.0,2.0,1.0,,1.0,,2.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,
12625042,home,Al Raed,Khalid Alsubaie,khalid-alsubaie,K. Alsubaie,M,27,176.0,8,M,893373,EUR,940896000,M,24,24,False,57.0,48.0,7.0,6.0,0.0,33.0,36.0,15.0,22.0,10.0,,,90.0,68.0,7.1,10.0,2,1.0,1.0,3.0,,,,,1.0,1.0,1.0,,2.0,1.0,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,
12625042,home,Al Raed,Karim El Berkaoui,el-berkaoui-karim,K. El Berkaoui,F,33,175.0,2625,M,919719,EUR,818812800,M,11,11,False,22.0,17.0,,,0.0,7.0,9.0,10.0,13.0,,,,90.0,35.0,6.5,9.0,2,,6.0,5.0,1.0,,1.0,1.0,2.0,,,2.0,1.0,,3.0,,5.0,,,,,,,2.0,,1.0,1.0,,,,,,,
12625042,home,Al Raed,Amir Saâyoud,amir-saayoud,A. Saâyoud,F,11,170.0,2347,M,309154,EUR,654652800,F,7,7,False,38.0,26.0,6.0,5.0,0.0,8.0,12.0,18.0,34.0,7.0,,,90.0,67.0,8.4,25.0,2,8.0,2.0,5.0,,,5.0,4.0,,,,4.0,1.0,,,3.0,1.0,,,,,,1.0,,3.0,,,1.0,1.0,1.0,,,,
