match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,player_firstName,player_lastName,stat_shotOffTarget,stat_interceptionWon,stat_challengeLost,stat_dispossessed,stat_wonContest,stat_onTargetScoringAttempt,stat_keyPass,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_accurateCross,stat_goals,stat_totalOffside,captain,player_sofascoreId,stat_goodHighClaim,stat_penaltyFaced,stat_clearanceOffLine,stat_penaltyConceded,stat_bigChanceCreated
12624864,home,Al-Khaleej,Ibrahim Šehić,ibrahim-sehic,I. Šehić,G,13,190.0,350,M,63952,EUR,589161600,G,23,23,False,22.0,15.0,10.0,3.0,0.0,15.0,16.0,6.0,2.0,2.0,3.0,12.0,1.0,4.0,3.0,90.0,35.0,7.4,7.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624864,home,Al-Khaleej,Saeed Al Hamsal,saeed-al-hamsal,S. A. Hamsal,D,39,176.0,21,M,818563,EUR,829785600,D,39,39,False,29.0,24.0,2.0,1.0,0.0,8.0,9.0,23.0,,3.0,2.0,1.0,,,,77.0,47.0,7.0,11.0,0,16.0,3.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
12624864,home,Al-Khaleej,Marcel Tisserand,marcel-tisserand,M. Tisserand,D,32,190.0,461,M,338651,EUR,726624000,D,32,32,False,43.0,37.0,11.0,8.0,0.0,18.0,21.0,23.0,1.0,3.0,8.0,3.0,,,,90.0,57.0,7.2,7.0,1,19.0,1.0,1.0,1.0,,,2.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
12624864,home,Al-Khaleej,Mohammed Al-Khabrani,mohammed-al-khabrani,M. Al-Khabrani,D,3,178.0,21,M,818696,EUR,750556800,D,3,3,False,35.0,31.0,4.0,2.0,0.0,15.0,17.0,18.0,,1.0,2.0,5.0,,,,86.0,47.0,6.6,6.0,1,16.0,,1.0,4.0,2.0,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
12624864,home,Al-Khaleej,Bandar Al Mutairi,bandar-al-mutairi,B. A. Mutairi,D,33,168.0,13,M,847483,EUR,637372800,D,33,33,False,42.0,37.0,2.0,2.0,0.0,24.0,26.0,20.0,1.0,2.0,9.0,4.0,,,,90.0,71.0,7.4,11.0,0,13.0,4.0,,2.0,1.0,2.0,,,,,1.0,,,,3.0,,1.0,1.0,,1.0,,,,,,,,,,,,
12624864,home,Al-Khaleej,Mansour Hamzi,mansour-hamzi,M. Hamzi,M,15,170.0,31,M,818581,EUR,738892800,M,15,15,False,48.0,41.0,1.0,,0.0,25.0,26.0,25.0,2.0,4.0,2.0,7.0,,,,90.0,64.0,7.3,11.0,1,16.0,3.0,2.0,2.0,1.0,1.0,,,,1.0,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,
12624864,home,Al-Khaleej,Murad Al Hawsawi,murad-al-hawsawi,M. A. Hawsawi,M,18,180.0,332,M,1549082,EUR,991440000,M,18,18,False,49.0,41.0,10.0,7.0,0.0,19.0,21.0,29.0,,3.0,1.0,7.0,,,,86.0,67.0,7.6,10.0,1,22.0,1.0,,,,1.0,3.0,1.0,1.0,,,Murad Al Hawsawi,,,2.0,,,,,,1.0,1.0,,,,,,,,,,
12624864,home,Al-Khaleej,Saleh Abu Al-Shamat,saleh-aboulshamat,S. Aboulshamat,M,47,171.0,764,M,1429250,EUR,1029024000,M,47,47,False,35.0,30.0,4.0,3.0,0.0,6.0,7.0,30.0,,3.0,,8.0,,,,65.0,56.0,6.8,12.0,0,24.0,2.0,1.0,9.0,4.0,,1.0,,1.0,,1.0,Saleh Aboulshamat,,,1.0,3.0,2.0,2.0,,1.0,,,,,,,,,,,,
12624864,home,Al-Khaleej,Kostas Fortounis,kostas-fortounis,K. Fortounis,M,10,183.0,2903,M,115577,EUR,719193600,M,17,17,False,76.0,60.0,12.0,10.0,0.0,15.0,17.0,64.0,,7.0,,8.0,,,,90.0,106.0,8.1,26.0,4,46.0,5.0,,4.0,1.0,,3.0,1.0,2.0,3.0,,,,2.0,1.0,,4.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,
12624864,home,Al-Khaleej,Fábio Martins,fabio-martins,F. Martins,M,10,178.0,359,M,193064,EUR,743472000,M,10,10,False,35.0,27.0,5.0,1.0,0.0,7.0,12.0,25.0,1.0,6.0,1.0,3.0,,,,90.0,57.0,6.7,16.0,0,20.0,2.0,,10.0,5.0,,2.0,2.0,2.0,1.0,2.0,,,,,4.0,1.0,2.0,,2.0,,,,,,True,,,,,,
