match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_wasFouled,stat_keyPass,stat_aerialLost,stat_dispossessed,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_totalOffside,captain,stat_interceptionWon,stat_blockedScoringAttempt,stat_expectedGoals,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_penaltyConceded,stat_bigChanceCreated,stat_outfielderBlock,stat_penaltyWon,stat_goals,stat_hitWoodwork,stat_bigChanceMissed
11450211,home,İstanbulspor,Alp Arda,,,alp-arda,A. Arda,G,59,192,35,M,999485,EUR,802483200,G,59,59,False,38.0,29.0,17.0,9.0,26.0,30.0,3.0,8.0,2.0,6.0,4.0,1.0,5.0,1.0,1.0,1.0,90.0,47.0,7.7,9.0,0.00265754,0,0.3543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450211,home,İstanbulspor,Demeaco Duhaney,,,duhaney-demeaco,D. Duhaney,D,21,180,24,M,851095,EUR,908236800,D,21,21,False,47.0,38.0,3.0,2.0,16.0,18.0,23.0,37.0,3.0,5.0,,,,,,,90.0,70.0,6.8,18.0,0.0614159,0,,8.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
11450211,home,İstanbulspor,Okan Erdoğan,,,okan-erdogan,O. Erdoğan,D,3,185,54,M,881213,EUR,907027200,D,23,23,False,61.0,43.0,15.0,3.0,34.0,38.0,9.0,23.0,2.0,6.0,,,,,,,90.0,69.0,6.1,20.0,0.00247331,0,,,,1.0,7.0,3.0,1.0,,,,,4.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
11450211,home,İstanbulspor,Simon Deli,,,simon-deli,S. Deli,D,13,192,262,M,326419,EUR,688521600,D,14,14,False,45.0,39.0,9.0,5.0,23.0,23.0,16.0,22.0,3.0,5.0,,,,,,,90.0,50.0,6.6,6.0,0.0333936,0,,,,2.0,4.0,2.0,1.0,,,,1.0,2.0,,,,,1.0,1.0,,,,,,,,,,,,,,
11450211,home,İstanbulspor,Ali Yaşar,,,ali-yasar,A. Yaşar,D,66,180,31,M,190815,EUR,794620800,D,66,66,False,35.0,32.0,3.0,1.0,20.0,22.0,13.0,15.0,7.0,6.0,,,,,,,89.0,54.0,6.9,4.0,0.0244492,0,,2.0,1.0,1.0,2.0,2.0,,,,1.0,,,,,,,2.0,,True,1.0,,,,,,,,,,,,
11450211,home,İstanbulspor,Muammer Sarıkaya,,,muammer-sarikaya,M. Sarıkaya,M,24,179,36,M,816571,EUR,886982400,M,24,24,False,47.0,42.0,6.0,5.0,22.0,24.0,20.0,24.0,2.0,7.0,,,,,,,90.0,62.0,6.9,8.0,0.0214086,2,,1.0,,1.0,12.0,6.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,,3.0,,,1.0,2.0,0.1417,,,,,,,,,,
11450211,home,İstanbulspor,Florian Loshaj,,,florian-loshaj,F. Loshaj,M,10,174,152,M,831407,EUR,839894400,M,34,34,False,35.0,28.0,6.0,4.0,11.0,12.0,17.0,26.0,,5.0,,,,,,,90.0,42.0,6.8,10.0,0.0137505,0,,3.0,,,6.0,2.0,1.0,,,1.0,2.0,1.0,,1.0,1.0,,4.0,,,,,,,,,,,,,,,
11450211,home,İstanbulspor,Alassane Ndao,,,ndao-alassane,A. Ndao,M,,176,333,M,1016033,EUR,851040000,M,18,18,False,37.0,32.0,1.0,1.0,12.0,13.0,21.0,26.0,,3.0,,,,,,,78.0,48.0,7.0,8.0,0.0718077,2,,2.0,1.0,,3.0,,,,,,2.0,2.0,1.0,,,,,,,,1.0,0.1113,1.0,,,,,,,,,
11450211,home,İstanbulspor,Jackson,,,jackson,Jackson,M,,178,61,M,911351,EUR,924912000,M,99,99,False,23.0,16.0,1.0,1.0,5.0,6.0,11.0,19.0,1.0,3.0,,,,,,,61.0,36.0,6.6,11.0,0.0103305,4,,2.0,,1.0,4.0,2.0,2.0,2.0,1.0,,,,,,,1.0,1.0,,,,2.0,0.2205,1.0,1.0,0.0508,,,,,,,
11450211,home,İstanbulspor,Valon Ethemi,,,valon-ethemi,V. Ethemi,M,27,179,121,M,904945,EUR,875836800,M,27,27,False,23.0,16.0,5.0,3.0,7.0,7.0,12.0,21.0,,7.0,,,,,,,78.0,41.0,6.7,16.0,0.0395001,1,,5.0,3.0,,5.0,3.0,3.0,3.0,1.0,2.0,1.0,,,,,5.0,,1.0,,1.0,,0.0506,1.0,,,,,,,,,
