match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_outfielderBlock,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_expectedGoals,stat_totalContest,stat_wonContest,captain,stat_accurateCross,stat_keyPass,stat_shotOffTarget,player_sofascoreId,stat_errorLeadToAGoal,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed,stat_totalOffside
11368725,home,Rayo Vallecano,Stole Dimitrievski,,,stole-dimitrievski,S. Dimitrievski,G,1,188,843,M,97951,EUR,756777600,G,1,1,False,21.0,11.0,13.0,3.0,9.0,9.0,2.0,12.0,2.0,9.0,2.0,4.0,1.0,90.0,34.0,7.1,10.0,0.00037503,0,0.4382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368725,home,Rayo Vallecano,Iván Balliu,,,ivan-balliu,I. Balliu,D,20,175,688,M,152446,EUR,694224000,D,20,20,False,43.0,30.0,7.0,1.0,21.0,26.0,9.0,20.0,2.0,2.0,,,,90.0,64.0,6.5,21.0,0.0066159,0,,3.0,2.0,2.0,7.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,
11368725,home,Rayo Vallecano,Aridane Hernández,,,aridane-hernandez,A. Hernández,D,15,186,254,M,41013,EUR,606614400,D,5,5,False,50.0,39.0,11.0,5.0,31.0,36.0,8.0,14.0,8.0,5.0,,,,90.0,66.0,7.3,12.0,0.00527674,0,,,1.0,2.0,1.0,5.0,,,2.0,1.0,2.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11368725,home,Rayo Vallecano,Florian Lejeune,,,florian-lejeune,F. Lejeune,D,24,190,1047,M,88528,EUR,674697600,D,24,24,False,57.0,45.0,15.0,4.0,28.0,30.0,17.0,27.0,10.0,3.0,,,,90.0,80.0,8.0,13.0,0.0125932,3,,,2.0,5.0,2.0,7.0,,,,1.0,1.0,,2.0,1.0,1.0,2.0,1.0,1.0,0.4331,,,,,,,,,,,,,,
11368725,home,Rayo Vallecano,Alfonso Espino,,,alfonso-espino,A. Espino,D,22,172,656,M,542634,EUR,694569600,D,12,12,False,38.0,28.0,2.0,1.0,13.0,17.0,15.0,24.0,4.0,7.0,,,,90.0,63.0,6.5,18.0,0.0276948,0,,3.0,1.0,,5.0,2.0,2.0,1.0,,2.0,,1.0,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,
11368725,home,Rayo Vallecano,Miguel Crespo,,,miguel-crespo,M. Crespo,M,13,187,619,M,972410,EUR,842400000,M,15,15,False,24.0,18.0,1.0,1.0,11.0,11.0,7.0,14.0,1.0,2.0,,,,56.0,48.0,7.1,17.0,0.00793955,0,,1.0,,2.0,4.0,12.0,,3.0,,7.0,4.0,1.0,,3.0,2.0,,,,,3.0,3.0,,,,,,,,,,,,
11368725,home,Rayo Vallecano,Óscar Valentín,,,oscar-valentin,Ó. Valentín,M,23,177,443,M,900008,EUR,777340800,M,23,23,False,48.0,38.0,7.0,3.0,19.0,20.0,19.0,28.0,2.0,2.0,,,,71.0,56.0,6.8,10.0,0.0111267,0,,,3.0,1.0,5.0,4.0,2.0,,,,1.0,,,2.0,2.0,,,,,,,True,,,,,,,,,,,
11368725,home,Rayo Vallecano,Isi Palazón,,,isi-palazon,I. Palazón,M,7,169,2151,M,899982,EUR,788486400,M,7,7,False,29.0,21.0,3.0,,8.0,9.0,16.0,25.0,1.0,5.0,,,,87.0,58.0,7.6,19.0,0.14905,1,,5.0,2.0,,9.0,9.0,1.0,4.0,1.0,2.0,3.0,,,4.0,3.0,1.0,,,0.0446,4.0,2.0,,3.0,3.0,,,,,,,,,
11368725,home,Rayo Vallecano,Óscar Trejo,,,oscar-trejo,Ó. Trejo,M,8,177,550,M,21949,EUR,578016000,M,8,8,False,33.0,27.0,,,14.0,16.0,13.0,18.0,1.0,3.0,,,,56.0,49.0,6.6,14.0,0.0374616,1,,1.0,4.0,1.0,9.0,3.0,,3.0,,2.0,,1.0,,,,,,,0.0254,4.0,2.0,,,1.0,1.0,,,,,,,,
11368725,home,Rayo Vallecano,Álvaro García,,,alvaro-garcia,Á. García,M,18,168,1132,M,345111,EUR,720144000,M,18,18,False,36.0,19.0,3.0,,9.0,17.0,11.0,23.0,,6.0,,,,90.0,52.0,6.9,22.0,0.0257299,1,,4.0,,1.0,,5.0,,,,2.0,2.0,,1.0,2.0,1.0,,1.0,,0.0327,,,,1.0,2.0,,,,,,,,,
11368725,home,Rayo Vallecano,Raúl de Tomás,,,raul-de-tomas,R. de Tomás,F,9,181,959,M,138387,EUR,782352000,F,22,22,False,11.0,9.0,2.0,2.0,3.0,3.0,6.0,8.0,1.0,2.0,,,,71.0,20.0,6.8,5.0,0.0115836,2,,,1.0,,4.0,,,2.0,,1.0,,2.0,,,,1.0,,,0.1324,,,,,,1.0,,,,,,,,
11368725,home,Rayo Vallecano,Unai López,,,unai-lopez,U. López,M,17,169,518,M,588566,EUR,815011200,M,17,17,True,28.0,22.0,3.0,1.0,11.0,12.0,11.0,16.0,,6.0,,,,34.0,39.0,6.5,10.0,0.0684861,0,,,1.0,,6.0,4.0,,2.0,,1.0,2.0,3.0,,2.0,1.0,,,,,,,,,,,,,,,,,,
11368725,home,Rayo Vallecano,Jorge de Frutos,,,jorge-de-frutos,J. de Frutos,M,19,173,1878,M,900003,EUR,849312000,F,19,19,True,6.0,5.0,,,2.0,3.0,3.0,3.0,2.0,3.0,,,,34.0,13.0,6.6,4.0,0.0149971,0,,,,,1.0,1.0,,,,1.0,,,,1.0,1.0,,,,,1.0,,,,1.0,,,,,,,,,
11368725,home,Rayo Vallecano,Pathé Ismaël Ciss,,,ismaila-ciss,P. I. Ciss,M,6,183,4735,M,913679,EUR,763776000,M,21,21,True,6.0,2.0,2.0,,2.0,5.0,,1.0,3.0,2.0,,,,19.0,11.0,6.2,5.0,2.678e-05,0,,,2.0,1.0,3.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
11368725,home,Rayo Vallecano,Radamel Falcao,,,radamel-falcao,R. Falcao,F,9,177,11646,M,25682,EUR,508377600,F,9,9,True,7.0,6.0,,,4.0,4.0,2.0,3.0,,1.0,,,,19.0,12.0,6.8,4.0,0.00235724,1,,,3.0,1.0,3.0,2.0,,,,3.0,,1.0,,1.0,1.0,1.0,,,0.0462,,,,,,,Falcao,,,,,,,
