match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_aerialWon,stat_interceptionWon,stat_ownGoals,stat_wasFouled,stat_aerialLost,stat_shotOffTarget,stat_hitWoodwork,stat_outfielderBlock,stat_fouls,stat_keyPass,stat_accurateCross,stat_bigChanceMissed,player_firstName,player_lastName,captain,stat_bigChanceCreated,stat_errorLeadToAGoal,stat_totalOffside,stat_crossNotClaimed,stat_errorLeadToAShot,stat_goals
12437680,home,Rayo Vallecano,Augusto Batalla,augusto-batalla,A. Batalla,G,13,186,1488,M,358910,EUR,830822400,G,13,13,False,24.0,18.0,10.0,4.0,0.0,16.0,17.0,2.0,7.0,7.0,1.0,1.0,90.0,29.0,6.0,6.0,0.00304189,0,-1.9809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437680,home,Rayo Vallecano,Andrei Rațiu,andrei-ratiu,A. Rațiu,D,2,183,8158,M,965031,EUR,898300800,D,2,2,False,55.0,49.0,3.0,2.0,0.0,15.0,18.0,34.0,41.0,7.0,,,90.0,101.0,7.0,23.0,0.043973,3,,Sonic,4.0,7.0,9.0,1.0,4.0,7.0,5.0,1.0,2.0,2.0,4.0,2.0,2.0,0.1151,0.0195,,,,,,,,,,,,,,,,,,,,,
12437680,home,Rayo Vallecano,Aridane Hernández,aridane-hernandez,A. Hernández,D,15,186,254,M,41013,EUR,606614400,D,5,5,False,49.0,44.0,6.0,4.0,0.0,18.0,18.0,26.0,31.0,6.0,,,71.0,62.0,6.8,6.0,0.00917301,1,,,,,7.0,,,,,1.0,,4.0,2.0,1.0,1.0,0.0298,0.338,3.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,
12437680,home,Rayo Vallecano,Florian Lejeune,florian-lejeune,F. Lejeune,D,24,190,1047,M,88528,EUR,674697600,D,24,24,False,81.0,70.0,14.0,7.0,0.0,39.0,41.0,31.0,40.0,9.0,,,90.0,96.0,7.4,11.0,0.0799403,5,,,,6.0,9.0,1.0,,,,,3.0,2.0,2.0,1.0,,0.1115,,7.0,2.0,,,2.0,2.0,1.0,1.0,3.0,2.0,,,,,,,,,,,
12437680,home,Rayo Vallecano,Josep Chavarría,josep-chavarria,J. Chavarría,D,3,174,630,M,1010421,EUR,892166400,D,3,3,False,35.0,28.0,3.0,1.0,0.0,7.0,9.0,23.0,32.0,3.0,,,77.0,65.0,6.4,15.0,0.0921813,2,,,6.0,3.0,2.0,,,1.0,,1.0,,2.0,2.0,,1.0,0.4127,0.3646,,1.0,,,2.0,1.0,,,,1.0,2.0,1.0,,,,,,,,,
12437680,home,Rayo Vallecano,Jorge de Frutos,jorge-de-frutos,J. de Frutos,M,19,173,1878,M,900003,EUR,849312000,M,19,19,False,33.0,25.0,,,0.0,6.0,6.0,22.0,38.0,4.0,,,90.0,66.0,7.0,22.0,0.200872,4,,,11.0,6.0,3.0,1.0,2.0,1.0,,,1.0,,1.0,,1.0,0.1041,,,,,2.0,1.0,3.0,,,1.0,2.0,3.0,,,,,,,,,,
12437680,home,Rayo Vallecano,Óscar Valentín,oscar-valentin,Ó. Valentín,M,23,177,443,M,900008,EUR,777340800,M,23,23,False,44.0,37.0,2.0,,0.0,12.0,13.0,25.0,31.0,3.0,,,90.0,62.0,6.8,9.0,0.0257716,1,,,,5.0,5.0,1.0,,1.0,1.0,,,1.0,3.0,3.0,1.0,0.2579,,,,,1.0,4.0,1.0,,,,,,1.0,,,True,,,,,,
12437680,home,Rayo Vallecano,Gerard Gumbau,gerard-gumbau,G. Gumbau,M,15,187,380,M,326471,EUR,787708800,M,15,15,False,31.0,26.0,3.0,3.0,0.0,6.0,7.0,24.0,34.0,2.0,,,71.0,52.0,6.9,12.0,0.300637,1,,,10.0,5.0,2.0,1.0,,1.0,,,,,1.0,1.0,,0.2128,,,1.0,,1.0,1.0,1.0,,1.0,2.0,5.0,4.0,1.0,,,,1.0,,,,,
12437680,home,Rayo Vallecano,Álvaro García,alvaro-garcia,Á. García,M,18,168,1132,M,345111,EUR,720144000,M,18,18,False,43.0,32.0,,,0.0,7.0,7.0,26.0,42.0,5.0,,,90.0,62.0,7.0,18.0,0.121095,4,,,6.0,3.0,3.0,,,1.0,,,1.0,2.0,1.0,,1.0,0.28,,1.0,1.0,,1.0,1.0,3.0,,,1.0,4.0,1.0,,,,,,1.0,1.0,,,
12437680,home,Rayo Vallecano,Isi Palazón,isi-palazon,I. Palazón,M,7,169,2151,M,899982,EUR,788486400,F,7,7,False,24.0,18.0,1.0,,0.0,5.0,5.0,13.0,19.0,3.0,,,77.0,36.0,7.3,11.0,0.249733,4,,,,5.0,3.0,,2.0,,,1.0,2.0,,,,3.0,0.1163,0.0451,2.0,,,1.0,3.0,1.0,,,,3.0,,,,,,,,,,,
