match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_bigChanceCreated,stat_fouls,stat_accurateCross,stat_challengeLost,stat_blockedScoringAttempt,stat_goals,stat_wasFouled,player_sofascoreId,stat_hitWoodwork,stat_goalAssist,stat_lastManTackle,stat_clearanceOffLine
11401995,home,Feyenoord,Timon Wellenreuther,,,timon-wellenreuther,T. Wellenreuther,G,22,186,588,M,253875,EUR,817948800,G,22,22,False,48.0,42.0,11.0,5.0,36.0,37.0,6.0,11.0,2.0,14.0,1.0,1.0,1.0,1.0,2.0,2.0,90.0,56.0,7.3,6.0,0.00305824,0,0.1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401995,home,Feyenoord,Lutsharel Geertruida,,,lutsharel-geertruida,L. Geertruida,D,6,185,2489,M,856739,EUR,963878400,D,4,4,False,94.0,91.0,2.0,1.0,25.0,26.0,66.0,68.0,1.0,6.0,,,,,,,90.0,107.0,7.5,5.0,0.185038,3,,True,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3474,0.5127,,,,,,,,,,,,,,,,
11401995,home,Feyenoord,Thomas Beelen,,,thomas-beelen,T. Beelen,D,3,190,421,M,1127916,EUR,992217600,D,3,3,False,43.0,41.0,1.0,,28.0,28.0,13.0,15.0,,3.0,,,,,,,45.0,49.0,6.6,5.0,0.0110831,0,,,1.0,,,1.0,,,,,,1.0,,,2.0,0.1602,,1.0,,,,,,,,,,,,,,,
11401995,home,Feyenoord,Dávid Hancko,,,david-hancko,D. Hancko,D,17,188,4795,M,807771,EUR,881971200,D,33,33,False,145.0,136.0,12.0,7.0,47.0,51.0,89.0,97.0,,10.0,,,,,,,90.0,155.0,8.8,12.0,0.355893,3,,,3.0,3.0,,,,,1.0,2.0,,2.0,1.0,,,0.113,0.7418,3.0,3.0,2.0,2.0,1.0,1.0,,,,,,,,,,
11401995,home,Feyenoord,Quilindschy Hartman,,,quilindschy-hartman,Q. Hartman,D,3,183,1253,M,1392044,EUR,1005696000,D,5,5,False,91.0,79.0,3.0,2.0,27.0,29.0,53.0,65.0,,6.0,,,,,,,90.0,118.0,7.9,16.0,0.222524,2,,,5.0,8.0,1.0,,,,1.0,,,1.0,7.0,2.0,1.0,0.0888,,2.0,3.0,1.0,1.0,,1.0,1.0,2.0,1.0,,,,,,,
11401995,home,Feyenoord,Mats Wieffer,,,mats-wieffer,M. Wieffer,M,27,188,2174,M,959628,EUR,942710400,M,20,20,False,91.0,77.0,3.0,3.0,23.0,26.0,54.0,65.0,1.0,7.0,,,,,,,90.0,113.0,8.8,18.0,0.318214,5,,,5.0,8.0,2.0,,,,3.0,1.0,,4.0,1.0,1.0,1.0,0.4098,0.2525,2.0,,,6.0,1.0,1.0,,2.0,1.0,1.0,1.0,,,,,
11401995,home,Feyenoord,Quinten Timber,,,quinten-timber,Q. Timber,M,27,177,8611,M,959805,EUR,992736000,M,8,8,False,52.0,46.0,,,14.0,16.0,32.0,37.0,,4.0,,,,,,,90.0,70.0,8.4,10.0,0.678202,5,,,2.0,5.0,,3.0,2.0,1.0,1.0,2.0,,,1.0,1.0,2.0,0.2434,0.1713,7.0,1.0,,,2.0,1.0,,,2.0,,2.0,,,,,
11401995,home,Feyenoord,Yankuba Minteh,,,minteh-yankuba,Y. Minteh,M,11,180,7047,M,1400106,EUR,1090454400,M,19,19,False,25.0,19.0,,,3.0,5.0,17.0,24.0,,5.0,,,,,,,61.0,45.0,6.9,15.0,0.44858,3,,,5.0,6.0,2.0,6.0,4.0,1.0,,2.0,,,,,2.0,0.3464,0.601,,4.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,minteh01,,,,
11401995,home,Feyenoord,Calvin Stengs,,,calvin-stengs,C. Stengs,M,23,187,1733,M,857480,EUR,913939200,M,10,10,False,23.0,20.0,,,4.0,5.0,18.0,22.0,,1.0,,,,,,,45.0,38.0,6.9,9.0,0.508345,3,,,3.0,1.0,,1.0,,1.0,1.0,2.0,,,,,3.0,0.4952,0.0663,1.0,4.0,,,,1.0,2.0,1.0,,,1.0,,,,,
11401995,home,Feyenoord,Luka Ivanušec,,,luka-ivanusec,L. Ivanušec,F,18,175,3285,M,822462,EUR,912038400,M,17,17,False,59.0,53.0,2.0,1.0,8.0,8.0,48.0,55.0,,4.0,,,,,,,78.0,78.0,8.7,11.0,1.33512,2,,,3.0,6.0,1.0,4.0,2.0,1.0,1.0,1.0,,,2.0,2.0,1.0,0.3887,,6.0,4.0,,,2.0,,3.0,,,,2.0,LukaIvanusec,1.0,,,
11401995,home,Feyenoord,Santiago Giménez,,,santiago-gimenez,S. Giménez,F,7,182,32499,M,892141,EUR,987552000,F,29,29,False,19.0,16.0,1.0,1.0,,,16.0,19.0,,1.0,,,,,,,87.0,35.0,6.6,11.0,0.193155,3,,,6.0,3.0,3.0,4.0,2.0,1.0,,3.0,,,,,3.0,0.1905,0.469,2.0,,1.0,,,,,,,,1.0,sant.gimenez,,,,
11401995,home,Feyenoord,Bart Nieuwkoop,,,bart-nieuwkoop,B. Nieuwkoop,D,2,180,338,M,797279,EUR,826156800,D,2,2,True,41.0,39.0,1.0,,15.0,16.0,24.0,27.0,,3.0,,,,,,,45.0,47.0,6.9,5.0,0.0228218,0,,,,3.0,,,,,,,,,1.0,1.0,,,,,2.0,,2.0,,,,,,,,,,,,
11401995,home,Feyenoord,Ayase Ueda,,,ueda-ayase,A. Ueda,F,9,182,7469,M,985823,EUR,904262400,F,9,9,True,10.0,7.0,,,,,7.0,10.0,,,,,,,,,45.0,16.0,7.0,4.0,0.0874572,3,,,2.0,2.0,1.0,,,1.0,1.0,,,,1.0,1.0,,0.6588,,2.0,,1.0,1.0,1.0,,,,2.0,,,bee18,,,,
11401995,home,Feyenoord,Igor Paixão,,,igor-paixao,I. Paixão,F,14,168,12525,M,981815,EUR,962150400,F,14,14,True,22.0,19.0,,,3.0,4.0,17.0,26.0,,2.0,,,,,,,29.0,33.0,6.9,10.0,0.0425488,0,,,,1.0,,,,,,,,1.0,,,,,,1.0,8.0,,1.0,,,1.0,,,,,,,,,
11401995,home,Feyenoord,Leo Sauer,Leo Sauer,,sauer-leo,L. Sauer,M,16,184,1911,M,1150938,EUR,1134691200,F,25,25,True,14.0,13.0,,,4.0,4.0,10.0,12.0,,1.0,,,,,,,12.0,17.0,7.6,2.0,0.305228,0,,,,1.0,,,,,,,,,,,,,,2.0,2.0,,,1.0,,1.0,,,,1.0,,,1.0,,
11401995,home,Feyenoord,Antoni Milambo,Antoni,Milambo,antoni-milambo,A. Milambo,M,17,179,1574,M,1126692,EUR,1112486400,M,27,27,True,4.0,4.0,,,1.0,1.0,3.0,3.0,,,,,,,,,3.0,4.0,,,0.00275964,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401995,home,Feyenoord,Kostas Lamprou,,,kostas-lamprou,K. Lamprou,G,31,176,186,M,42876,EUR,685065600,G,31,31,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
