match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_fouls,stat_expectedGoals,stat_keyPass,captain,stat_dispossessed,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_shotOffTarget,stat_unsuccessfulTouch,stat_accurateCross,stat_aerialLost,stat_outfielderBlock,player_sofascoreId,stat_goalAssist,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_hitWoodwork,stat_goals,stat_totalOffside,stat_bigChanceCreated,stat_bigChanceMissed
11368760,home,Getafe,David Soria,david-soria,D. Soria,G,13,192,676,M,604258,EUR,733881600,G,13,13,False,32.0,10.0,30.0,8.0,2.0,5.0,8.0,27.0,15.0,2.0,1.0,2.0,90.0,38.0,6.6,22.0,0.00232878,0,-0.8824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368760,home,Getafe,Juan Iglesias,juan-iglesias,J. Iglesias,D,21,185,520,M,949707,EUR,899424000,D,21,21,False,32.0,22.0,6.0,,7.0,10.0,15.0,25.0,5.0,,,,87.0,58.0,6.4,19.0,0.00583177,1,,,,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0144,1.0,,,,,,,,,,,,,,,,,,,
11368760,home,Getafe,Djené,djene,Djené,D,2,178,2527,M,307702,EUR,694137600,D,2,2,False,40.0,32.0,8.0,3.0,22.0,27.0,10.0,13.0,9.0,,,,90.0,52.0,6.6,9.0,0.00277507,0,,,,,,3.0,6.0,1.0,2.0,2.0,,1.0,1.0,1.0,,,True,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,
11368760,home,Getafe,Omar Alderete,omar-alderete,O. Alderete,D,15,187,5163,M,805137,EUR,851558400,D,15,15,False,39.0,21.0,14.0,5.0,5.0,11.0,16.0,28.0,4.0,,,,90.0,56.0,6.7,21.0,0.0233358,1,,,,,3.0,3.0,6.0,,1.0,,,6.0,1.0,2.0,0.0485,,,,3.0,3.0,,1.0,2.0,,,,,,,,,,,,
11368760,home,Getafe,Diego Rico,diego-rico,D. Rico,D,16,181,662,M,350560,EUR,730425600,D,16,16,False,36.0,23.0,5.0,3.0,9.0,9.0,16.0,31.0,4.0,,,,90.0,77.0,7.0,22.0,0.204519,0,,,,4.0,2.0,4.0,9.0,1.0,1.0,,,1.0,1.0,,,2.0,,1.0,3.0,1.0,4.0,,,2.0,1.0,1.0,,,,,,,,,
11368760,home,Getafe,Mason Greenwood,mason-greenwood,M. Greenwood,F,10,181,65939,M,942116,EUR,1001894400,M,12,12,False,31.0,26.0,7.0,6.0,7.0,7.0,20.0,25.0,4.0,,,,90.0,44.0,7.0,9.0,0.172221,4,,,,1.0,,7.0,3.0,1.0,4.0,1.0,2.0,,,2.0,0.2562,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,,MGreenwood,1.0,1.0,0.2126,,,,,
11368760,home,Getafe,Nemanja Maksimović,nemanja-maksimovic,N. Maksimović,M,88,184,1287,M,331449,EUR,791078400,M,20,20,False,38.0,29.0,3.0,2.0,16.0,17.0,13.0,21.0,2.0,,,,87.0,51.0,7.2,9.0,0.0100998,0,,,,,5.0,3.0,8.0,1.0,,,,2.0,3.0,,,,,,3.0,3.0,,,,,2.0,,,,,,,,,,
11368760,home,Getafe,Luis Milla,luis-milla,L. Milla,M,5,175,1429,M,811629,EUR,781488000,M,5,5,False,44.0,35.0,2.0,1.0,15.0,18.0,20.0,27.0,9.0,,,,90.0,66.0,6.7,15.0,0.00876037,0,,,,1.0,3.0,10.0,10.0,3.0,3.0,1.0,,2.0,3.0,2.0,,,,2.0,4.0,2.0,2.0,,,,1.0,,,,,,,,,,
11368760,home,Getafe,Jordi Martín,jordi-martin,J. Martín,M,8,174,159,M,1010513,EUR,978652800,M,32,32,False,30.0,16.0,6.0,1.0,4.0,5.0,12.0,26.0,5.0,,,,75.0,50.0,6.8,21.0,0.0186157,2,,,,1.0,2.0,8.0,8.0,1.0,3.0,1.0,,,1.0,1.0,0.1544,,,1.0,4.0,1.0,1.0,2.0,3.0,,3.0,1.0,,,,,1.0,,,,
11368760,home,Getafe,Borja Mayoral,borja-mayoral,B. Mayoral,F,9,182,2532,M,604954,EUR,860198400,F,19,19,False,28.0,24.0,2.0,2.0,3.0,4.0,21.0,24.0,4.0,,,,90.0,36.0,6.9,11.0,0.0478417,1,,,,,1.0,9.0,1.0,5.0,,,,,,2.0,0.8893,,,1.0,,,,,5.0,,1.0,,,,1.0,0.976,,1.0,,,
11368760,home,Getafe,Jaime Mata,jaime-mata,J. Mata,F,17,185,448,M,351140,EUR,593654400,F,7,7,False,30.0,19.0,,,4.0,5.0,15.0,25.0,2.0,,,,90.0,44.0,8.4,19.0,0.0957929,2,,,,,2.0,10.0,4.0,,2.0,,,1.0,1.0,3.0,0.9269,2.0,,1.0,1.0,1.0,1.0,,5.0,,4.0,,,,2.0,1.6649,,2.0,3.0,,
11368760,home,Getafe,Carles Aleñá,carles-alena,C. Aleñá,M,10,180,1587,M,794937,EUR,883958400,M,11,11,True,7.0,6.0,,,1.0,2.0,6.0,7.0,2.0,,,,15.0,13.0,6.5,4.0,0.0451475,0,,,,2.0,1.0,3.0,2.0,,,,,1.0,,,,,,1.0,1.0,,,,,1.0,2.0,,,,,,,,,,
11368760,home,Getafe,José Ángel Carmona,jose-angel-carmona,J. Á. Carmona,D,2,183,1021,M,1015240,EUR,1012262400,D,18,18,True,2.0,2.0,,,1.0,1.0,1.0,1.0,,,,,10.0,3.0,6.4,1.0,0.00039945,0,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
