match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,stat_accurateCross,stat_aerialWon,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_goals,stat_bigChanceMissed,stat_fouls,stat_wonContest,stat_lastManTackle,stat_wasFouled,stat_blockedScoringAttempt,stat_bigChanceCreated,captain,stat_hitWoodwork,stat_dispossessed,stat_totalOffside,stat_errorLeadToAGoal,player_sofascoreId
14035851,home,Oud-Heverlee Leuven,Tobe Leysen,,,tobe-leysen,T. Leysen,G,1,187.0,289,M,996979,EUR,1015632000,G,1,1,False,36.0,22.0,19.0,5.0,0.0,20.0,25.0,2.0,11.0,7.0,1.0,4.0,5.0,90.0,48.0,6.4,14.0,0.00047436,0.6436,0,-0.7922,0.02,0.0,-0.1,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035851,home,Oud-Heverlee Leuven,Óscar Gil,,,oscar-gil,Ó. Gil,D,27,175.0,90,M,959820,EUR,893548800,D,27,27,False,12.0,7.0,1.0,1.0,0.0,1.0,4.0,6.0,8.0,4.0,,,,69.0,24.0,6.4,9.0,0.0122751,,0,,-0.14,0.02,-0.37,,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
14035851,home,Oud-Heverlee Leuven,Ewoud Pletinckx,,,ewoud-pletinckx,E. Pletinckx,D,28,190.0,193,M,949101,EUR,971136000,D,28,28,False,25.0,17.0,5.0,,0.0,11.0,14.0,6.0,11.0,3.0,,,,90.0,48.0,5.9,11.0,0.12665,,2,,0.19,-0.05,-0.27,,2.0,8.0,8.0,4.0,,,3.0,,1.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,0.0932,0.1646,-0.13,,,,,,,,,,,,,,
14035851,home,Oud-Heverlee Leuven,Roggerio Nyakossi,,,roggerio-nyakossi,R. Nyakossi,D,34,194.0,192,M,1129502,EUR,1073952000,D,34,34,False,35.0,32.0,2.0,1.0,0.0,26.0,26.0,6.0,9.0,2.0,,,,83.0,40.0,7.3,3.0,0.00334924,,1,,0.05,0.03,-0.33,,,1.0,1.0,1.0,,,3.0,,1.0,,,,,,1.0,,1.0,0.1222,0.8714,0.55,1.0,,,,,,,,,,,,,
14035851,home,Oud-Heverlee Leuven,Takuma Ominami,,,takuma-ominami,T. Ominami,D,5,184.0,257,M,832976,EUR,881971200,D,5,5,False,33.0,30.0,4.0,2.0,0.0,19.0,19.0,11.0,14.0,2.0,,,,90.0,42.0,6.5,4.0,0.00456602,,1,,0.12,0.03,0.0,,,,2.0,3.0,1.0,,2.0,1.0,1.0,2.0,1.0,1.0,,,1.0,1.0,,0.2852,,-0.48,,1.0,1.0,,,,,,,,,,,
14035851,home,Oud-Heverlee Leuven,Takahiro Akimoto,,,takahiro-akimoto,T. Akimoto,D,30,170.0,293,M,1028340,EUR,886204800,D,30,30,False,32.0,25.0,5.0,3.0,0.0,14.0,14.0,11.0,18.0,4.0,,,,90.0,57.0,8.0,12.0,0.0355949,,1,,0.25,0.27,0.69,,2.0,,3.0,9.0,1.0,1.0,,1.0,2.0,5.0,2.0,1.0,,,1.0,,1.0,0.0934,0.1841,-0.06,,,2.0,1.0,1.0,2.0,,,,,,,,
14035851,home,Oud-Heverlee Leuven,Casper Terho,,,terho-casper,C. Terho,F,17,184.0,347,M,1050672,EUR,1056412800,M,11,11,False,12.0,9.0,2.0,2.0,0.0,4.0,5.0,5.0,7.0,1.0,,,,69.0,28.0,6.9,10.0,0.0570795,,3,,0.12,0.09,-0.17,,5.0,3.0,6.0,1.0,1.0,,,,,,,2.0,1.0,1.0,,,,0.0767,,-0.09,,,2.0,,,1.0,3.0,,,,,,,
14035851,home,Oud-Heverlee Leuven,Wouter George,,,wouter-george,W. George,M,6,172.0,63,M,983027,EUR,1015027200,M,6,6,False,26.0,18.0,5.0,3.0,0.0,9.0,12.0,9.0,14.0,3.0,,,,89.0,45.0,6.6,11.0,0.111228,,2,,0.21,0.05,-0.11,,3.0,1.0,6.0,6.0,1.0,3.0,,,1.0,4.0,1.0,1.0,2.0,2.0,,1.0,,0.0483,,-0.13,,,4.0,2.0,,,1.0,1.0,,,,,,
14035851,home,Oud-Heverlee Leuven,Siebe Schrijvers,,,siebe-schrijvers,S. Schrijvers,M,8,178.0,212,M,190413,EUR,837648000,M,8,8,False,31.0,26.0,6.0,4.0,0.0,12.0,13.0,14.0,18.0,7.0,,,,90.0,50.0,8.0,8.0,0.251575,,1,,0.61,0.08,0.29,,3.0,1.0,2.0,4.0,,,4.0,,1.0,3.0,3.0,1.0,2.0,1.0,,1.0,,0.1011,,-0.18,,,1.0,,,1.0,,2.0,True,1.0,,,,
14035851,home,Oud-Heverlee Leuven,Jovan Mijatović,Jovan Mijatovic,,jovan-mijatovic,J. Mijatović,F,11,179.0,1132,M,1146136,EUR,1121040000,F,22,22,False,9.0,5.0,2.0,1.0,0.0,2.0,2.0,3.0,7.0,1.0,,,,82.0,34.0,6.7,15.0,0.0016978,,3,,-0.2,0.26,0.17,,,2.0,9.0,5.0,,2.0,2.0,,,1.0,1.0,1.0,,,1.0,1.0,2.0,0.155,0.3028,-0.52,,1.0,1.0,1.0,,2.0,,,,,5.0,1.0,,
