match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_goalAssist,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_challengeLost,stat_outfielderBlock,stat_totalCross,stat_wonTackle,captain,stat_totalContest,stat_onTargetScoringAttempt,stat_goals,stat_blockedScoringAttempt,stat_wonContest,stat_accurateCross,stat_dispossessed,stat_shotOffTarget,stat_errorLeadToAGoal,stat_totalOffside,stat_bigChanceMissed
11394352,home,Go Ahead Eagles,Jeffrey de Lange,jeffrey-de-lange,J. de Lange,G,12,188.0,623,M,803034,EUR,891388800,G,1,1,False,47.0,22.0,32.0,8.0,15.0,17.0,7.0,30.0,1.0,12.0,1.0,4.0,2.0,4.0,90.0,56.0,7.2,25.0,0.0,0.0,0.00384087,0,0.1073,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11394352,home,Go Ahead Eagles,Mats Deijl,mats-deijl,M. Deijl,D,20,180.0,337,M,794013,EUR,868924800,D,2,2,False,23.0,11.0,8.0,1.0,6.0,9.0,5.0,14.0,5.0,4.0,2.0,,,,90.0,43.0,7.1,17.0,0.0,0.0,0.0631935,0,,,,1.0,3.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
11394352,home,Go Ahead Eagles,Jamal Amofa,jamal-amofa,J. Amofa,D,6,185.0,110,M,1049653,EUR,911952000,D,25,25,False,33.0,21.0,10.0,2.0,11.0,14.0,10.0,19.0,2.0,6.0,,,,,90.0,45.0,7.2,15.0,0.0,0.0,0.00865093,0,,Jamal Amofa,,,1.0,2.0,2.0,2.0,2.0,,2.0,,,1.0,5.0,,,,,,,,,,,,,,
11394352,home,Go Ahead Eagles,Joris Kramer,joris-kramer,J. Kramer,D,4,190.0,140,M,793742,EUR,838944000,D,4,4,False,46.0,39.0,7.0,4.0,30.0,32.0,9.0,15.0,3.0,7.0,,,,,90.0,58.0,6.9,8.0,0.0,0.0,0.00372488,0,,,,,4.0,2.0,4.0,5.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,
11394352,home,Go Ahead Eagles,Bas Kuipers,bas-kuipers,B. Kuipers,D,25,180.0,146,M,339879,EUR,777081600,D,5,5,False,26.0,25.0,5.0,4.0,11.0,12.0,14.0,16.0,8.0,6.0,1.0,,,,90.0,53.0,8.1,6.0,0.2516,0.6911,0.0305316,1,,,,,,1.0,1.0,7.0,1.0,6.0,2.0,,,,,2.0,2.0,True,1.0,1.0,1.0,,,,,,,,
11394352,home,Go Ahead Eagles,Evert Linthorst,evert-linthorst,E. Linthorst,M,8,187.0,123,M,932555,EUR,952041600,M,8,8,False,27.0,26.0,3.0,3.0,14.0,14.0,12.0,13.0,3.0,8.0,1.0,,,,65.0,36.0,7.2,1.0,0.0,0.0,0.0235757,0,,,,,,1.0,1.0,3.0,3.0,1.0,,,,1.0,,,1.0,,,,,,,,,,,,
11394352,home,Go Ahead Eagles,Philippe Rommens,philippe-rommens,P. Rommens,M,88,175.0,233,M,606190,EUR,872035200,M,10,10,False,42.0,35.0,3.0,2.0,17.0,18.0,18.0,32.0,3.0,6.0,2.0,,,,90.0,63.0,7.4,16.0,0.1084,0.7833,0.0462872,3,,,,,3.0,,7.0,,1.0,1.0,,,,3.0,,8.0,1.0,,1.0,2.0,1.0,1.0,,,,,,,
11394352,home,Go Ahead Eagles,Bobby Adekanye,bobby-adekanye,B. Adekanye,M,11,170.0,177,M,825851,EUR,918950400,M,11,11,False,9.0,8.0,,,4.0,4.0,4.0,7.0,2.0,2.0,,,,,45.0,19.0,5.8,5.0,0.0,0.0,0.0593591,0,,,,,4.0,,6.0,,1.0,,,1.0,1.0,,,2.0,,,3.0,,,,2.0,,,,,,
11394352,home,Go Ahead Eagles,Willum Thor Willumsson,willum-thor-willumsson,W. T. Willumsson,M,19,193.0,297,M,978823,EUR,909100800,M,18,18,False,24.0,14.0,1.0,,3.0,3.0,12.0,22.0,3.0,3.0,,,,,89.0,39.0,7.1,14.0,0.0873,0.5908,0.283067,1,,,,,3.0,1.0,7.0,5.0,,1.0,1.0,,,1.0,,1.0,1.0,,4.0,1.0,1.0,,1.0,1.0,,,,,
11394352,home,Go Ahead Eagles,Oliver Edvardsen,oliver-valaker-edvardsen,O. Edvardsen,M,17,175.0,591,M,878599,EUR,921801600,M,23,23,False,15.0,11.0,1.0,,4.0,5.0,7.0,11.0,3.0,4.0,1.0,,,,65.0,34.0,7.3,13.0,0.1312,0.3745,0.329122,3,,,,,,,6.0,,1.0,2.0,3.0,1.0,,2.0,,1.0,1.0,,,2.0,1.0,1.0,,,3.0,,,,
