match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_interceptionWon,stat_ballRecovery,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_aerialLost,stat_aerialWon,stat_keyPass,stat_dispossessed,stat_bigChanceCreated,stat_goalAssist,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_unsuccessfulTouch,player_firstName,player_lastName,captain,player_sofascoreId,stat_totalOffside,stat_goodHighClaim,stat_errorLeadToAGoal
10438027,home,Sporting Braga,Matheus,matheus,Matheus,G,1,190,1473,M,603946,EUR,711504000,G,1,1,False,43.0,37.0,10.0,4.0,35.0,38.0,2.0,5.0,2.0,1.0,7.0,1.0,1.0,4.0,4.0,90.0,52.0,7.3,6.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438027,home,Sporting Braga,Fabiano Souza,fabiano-silva,F. Souza,D,70,175,371,M,1130513,EUR,952992000,D,70,70,False,32.0,24.0,5.0,2.0,20.0,24.0,6.0,11.0,,,2.0,,,,,90.0,49.0,6.9,12.0,1,3.0,2.0,4.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10438027,home,Sporting Braga,Vítor Tormena,vitor-tormena,V. Tormena,D,3,192,192,M,892426,EUR,820713600,D,3,3,False,64.0,53.0,11.0,6.0,44.0,48.0,9.0,16.0,3.0,4.0,2.0,,,,,90.0,72.0,6.8,11.0,0,,,2.0,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
10438027,home,Sporting Braga,Sikou Niakaté,sikou-niakate,S. Niakaté,D,4,186,1565,M,868235,EUR,931564800,D,4,4,False,89.0,81.0,6.0,2.0,69.0,71.0,12.0,18.0,2.0,4.0,10.0,,,,,90.0,101.0,7.4,9.0,0,,,4.0,6.0,,1.0,1.0,,1.0,2.0,2.0,,4.0,,3.0,1.0,,,,,,,,,,,,,,,
10438027,home,Sporting Braga,Nuno Sequeira,nuno-sequeira,N. Sequeira,D,6,184,53,M,170117,EUR,651024000,D,6,6,False,57.0,44.0,4.0,,24.0,28.0,21.0,34.0,1.0,1.0,11.0,,,,,90.0,80.0,7.5,20.0,0,5.0,1.0,3.0,5.0,1.0,,,,,3.0,3.0,,2.0,,2.0,2.0,1.0,1.0,,,,,,,,,,,,,
10438027,home,Sporting Braga,Iuri Medeiros,iuri-medeiros,I. Medeiros,M,45,174,247,M,252613,EUR,773798400,M,45,45,False,16.0,15.0,1.0,1.0,5.0,5.0,10.0,11.0,,,6.0,,,,,59.0,28.0,7.8,6.0,4,,,7.0,3.0,3.0,2.0,1.0,1.0,,,,1.0,1.0,2.0,1.0,3.0,,1.0,1.0,1.0,1.0,2.0,1.0,4.0,,,,,,,
10438027,home,Sporting Braga,André Horta,andre-horta,A. Horta,M,6,174,845,M,775699,EUR,847324800,M,10,10,False,74.0,64.0,13.0,7.0,37.0,40.0,30.0,40.0,,2.0,7.0,,,,,79.0,92.0,7.0,18.0,0,6.0,3.0,7.0,2.0,3.0,2.0,1.0,,,,,1.0,2.0,,,2.0,1.0,,1.0,,,,,3.0,,,,,,,
10438027,home,Sporting Braga,Mutassim Al-Musrati,mutassim-al-musrati,M. Al-Musrati,M,73,189,2821,M,868958,EUR,828748800,M,8,8,False,59.0,53.0,9.0,8.0,25.0,28.0,28.0,32.0,2.0,1.0,12.0,,,,,90.0,75.0,7.1,10.0,1,1.0,,6.0,6.0,4.0,,,,,4.0,3.0,1.0,1.0,,1.0,2.0,1.0,,,,,1.0,,2.0,,,,,,,
10438027,home,Sporting Braga,Ricardo Horta,ricardo-horta,R. Horta,M,21,173,2145,M,314380,EUR,779587200,M,21,21,False,26.0,21.0,1.0,,6.0,8.0,15.0,19.0,,1.0,5.0,,,,,67.0,38.0,6.4,10.0,2,1.0,,4.0,,1.0,1.0,,,,,,,1.0,1.0,,1.0,,,,1.0,1.0,1.0,,2.0,,,True,,,,
10438027,home,Sporting Braga,Simon Banza,simon-banza,S. Banza,F,9,189,10452,M,825945,EUR,839894400,F,23,23,False,11.0,10.0,,,5.0,5.0,5.0,6.0,1.0,,2.0,,,,,79.0,23.0,7.2,7.0,4,,,8.0,2.0,,,,2.0,,,,,2.0,4.0,2.0,1.0,2.0,,,,1.0,1.0,1.0,4.0,,,,simbnz,1.0,,
