match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalClearance,stat_fouls,stat_aerialLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_unsuccessfulTouch,captain,stat_accurateCross,stat_totalContest,stat_wonContest,player_firstName,player_lastName,player_sofascoreId,stat_keyPass,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_bigChanceMissed,stat_shotOffTarget,stat_goalAssist,stat_blockedScoringAttempt,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_outfielderBlock,stat_totalOffside
11451148,home,Fatih Karagümrük,Matías Dituro,matias-dituro,M. Dituro,G,1,191,619,M,556884,EUR,547430400,G,1,1,False,31.0,28.0,9.0,7.0,24.0,25.0,4.0,6.0,7.0,2.0,3.0,4.0,90.0,41.0,7.7,3.0,0.0,0.0,0.00065594,0,0.4902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451148,home,Fatih Karagümrük,Frédéric Veseli,frederic-veseli,F. Veseli,D,34,183,159,M,137775,EUR,722217600,D,3,3,False,43.0,39.0,4.0,3.0,15.0,17.0,24.0,27.0,4.0,,,,90.0,62.0,6.7,6.0,0.0,0.0,0.0183335,0,,1.0,2.0,3.0,2.0,1.0,1.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11451148,home,Fatih Karagümrük,Federico Ceccherini,federico-ceccherini,F. Ceccherini,D,23,187,130,M,139410,EUR,705542400,D,26,26,False,49.0,43.0,5.0,2.0,34.0,37.0,9.0,12.0,4.0,,,,65.0,58.0,6.9,6.0,0.0,0.0,0.00593665,0,,,,2.0,3.0,1.0,,2.0,,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11451148,home,Fatih Karagümrük,Ibrahim Drešević,ibrahim-dresevic,I. Drešević,D,5,186,210,M,817987,EUR,854064000,D,5,5,False,85.0,81.0,10.0,8.0,40.0,41.0,41.0,44.0,5.0,,,,90.0,95.0,7.1,5.0,0.0,0.0,0.0292414,0,,,1.0,4.0,3.0,2.0,,4.0,2.0,,1.0,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,
11451148,home,Fatih Karagümrük,Levent Mercan,munir-levent-mercan,L. Mercan,D,22,176,1692,M,1085938,EUR,976406400,D,18,18,False,46.0,40.0,3.0,1.0,21.0,22.0,20.0,26.0,4.0,,,,90.0,62.0,6.7,9.0,0.0,0.0,0.0306254,0,,2.0,,2.0,5.0,,1.0,1.0,,,,2.0,,2.0,,True,1.0,2.0,1.0,,,,,,,,,,,,,,,
11451148,home,Fatih Karagümrük,Sofiane Feghouli,sofiane-feghouli,S. Feghouli,M,,178,3305,M,37240,EUR,630633600,M,8,8,False,47.0,42.0,9.0,5.0,25.0,25.0,17.0,22.0,6.0,,,,65.0,52.0,6.6,7.0,0.0,0.0,0.0283606,0,,,,3.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,,1.0,,,,,,,sffeghouli,,,,,,,,,,,,
11451148,home,Fatih Karagümrük,Adnan Uğur,adnan-ugur,A. Uğur,M,77,174,53,M,987539,EUR,993686400,M,77,77,False,30.0,28.0,2.0,1.0,11.0,11.0,18.0,20.0,4.0,,,,84.0,40.0,6.6,5.0,0.0,0.0,0.0666891,0,,1.0,,5.0,2.0,1.0,,1.0,4.0,,,,,1.0,3.0,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,
11451148,home,Fatih Karagümrük,Can Keleş,can-keles,C. Keleş,F,70,180,517,M,918408,EUR,999388800,M,7,7,False,35.0,28.0,2.0,1.0,11.0,14.0,18.0,24.0,5.0,,,,71.0,49.0,7.0,14.0,0.0,0.0,0.307393,0,,3.0,,4.0,3.0,,2.0,,2.0,,,1.0,1.0,1.0,3.0,,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,,,,
11451148,home,Fatih Karagümrük,Marcus Rohdén,marcus-rohden,M. Rohdén,M,8,182,77,M,209082,EUR,673920000,M,6,6,False,40.0,35.0,1.0,1.0,13.0,14.0,22.0,27.0,2.0,,,,90.0,50.0,7.2,10.0,0.0445,0.1208,0.0353462,1,,1.0,,3.0,2.0,2.0,,,,,1.0,,,2.0,3.0,,,1.0,,,,,1.0,,1.0,1.0,,,,,,,,
11451148,home,Fatih Karagümrük,Ryan Mendes,ryan-mendes,R. Mendes,M,20,175,537,M,52797,EUR,631756800,M,20,20,False,26.0,22.0,3.0,3.0,6.0,7.0,18.0,29.0,3.0,,,,84.0,48.0,7.0,15.0,0.3055,0.0792,0.0703474,3,,10.0,,4.0,2.0,1.0,1.0,,,,2.0,,,1.0,,,2.0,3.0,1.0,,,,,,1.0,,1.0,2.0,,,,,,
11451148,home,Fatih Karagümrük,Kevin Lasagna,kevin-lasagna,K. Lasagna,F,15,181,319,M,587962,EUR,713404800,F,15,15,False,14.0,10.0,,,4.0,4.0,6.0,11.0,1.0,,,,90.0,27.0,7.0,10.0,0.1521,0.0,0.0479145,1,,1.0,2.0,2.0,4.0,1.0,,2.0,1.0,,,,,1.0,5.0,,,1.0,1.0,,,,2.0,,,,,,1.0,1.0,,,,
11451148,home,Fatih Karagümrük,Salih Dursun,salih-dursun,S. Dursun,D,24,188,33,M,179189,EUR,679276800,D,54,54,True,17.0,14.0,4.0,2.0,9.0,10.0,5.0,7.0,,,,,25.0,19.0,6.6,3.0,0.0,0.0,0.00391557,0,,,,1.0,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
