match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_aerialLost,stat_aerialWon,stat_totalClearance,stat_bigChanceMissed,stat_shotOffTarget,stat_expectedGoals,stat_challengeLost,stat_dispossessed,stat_bigChanceCreated,stat_keyPass,stat_onTargetScoringAttempt,stat_wasFouled,stat_expectedGoalsOnTarget,captain,stat_accurateCross,stat_totalOffside,stat_penaltyConceded,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_blockedScoringAttempt,stat_penaltyMiss,stat_lastManTackle,stat_penaltyWon
11391390,home,Stade de Reims,Yehvann Diouf,,,yehvann-diouf,Y. Diouf,G,80,188,2968,M,845183,EUR,942710400,G,94,94,False,27.0,21.0,7.0,3.0,21.0,25.0,2.0,15.0,3.0,1.0,1.0,5.0,90.0,46.0,8.4,6.0,0.00013837,0,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391390,home,Stade de Reims,Thomas Foket,,,thomas-foket,T. Foket,D,25,177,267,M,245615,EUR,780451200,D,32,32,False,27.0,23.0,1.0,,16.0,20.0,8.0,3.0,,,,,68.0,46.0,6.9,8.0,0.00794912,0,,7.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
11391390,home,Stade de Reims,Joseph Okumu,,,joseph-okumu,J. Okumu,D,2,193,662,M,985933,EUR,864604800,D,2,2,False,64.0,52.0,16.0,10.0,31.0,34.0,30.0,9.0,,,,,90.0,77.0,7.5,13.0,0.013729,0,,21.0,,1.0,3.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,7.0,,,,,,,,,,,,,,,,,,,,,
11391390,home,Stade de Reims,Emmanuel Agbadou,,,emmanuel-agbadou,E. Agbadou,D,12,192,3192,M,1013842,EUR,866505600,D,24,24,False,77.0,67.0,10.0,4.0,38.0,39.0,38.0,7.0,,,,,90.0,91.0,7.0,14.0,0.0142633,3,,29.0,,5.0,4.0,3.0,,,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,0.2585,,,,,,,,,,,,,,,,,,
11391390,home,Stade de Reims,Thibault De Smet,,,thibault-de-smet,T. D. Smet,D,28,182,215,M,844744,EUR,897004800,D,25,25,False,37.0,30.0,2.0,1.0,16.0,17.0,20.0,5.0,,,,,90.0,57.0,7.1,11.0,0.00802791,0,,14.0,,2.0,6.0,,,,1.0,5.0,1.0,1.0,,1.0,1.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,
11391390,home,Stade de Reims,Josh Wilson-Esbrand,,,josh-wilson-esbrand,J. Wilson-Esbrand,D,3,176,3125,M,1017915,EUR,1040860800,M,19,19,False,28.0,24.0,4.0,1.0,8.0,9.0,20.0,3.0,,,,,60.0,39.0,6.6,12.0,0.45931,1,,16.0,1.0,7.0,2.0,4.0,2.0,,,,,1.0,,1.0,,,,1.0,0.0698,,4.0,1.0,1.0,,,,,,,,,,,,,,
11391390,home,Stade de Reims,Amadou Koné,,,kone-amadou,A. Kone,M,72,178,751,M,1586875,EUR,1116028800,M,72,72,False,51.0,40.0,6.0,3.0,21.0,26.0,26.0,8.0,,,,,90.0,65.0,7.1,14.0,0.0131386,2,,19.0,1.0,3.0,4.0,,,,2.0,,,1.0,,3.0,2.0,1.0,,1.0,0.1452,,,,1.0,1.0,2.0,0.0941,,,,,,,,,,,
11391390,home,Stade de Reims,Teddy Teuma,,,teddy-teuma,T. Teuma,M,80,176,885,M,829643,EUR,749347200,M,10,10,False,58.0,52.0,4.0,2.0,25.0,26.0,40.0,7.0,,,,,90.0,87.0,7.5,19.0,0.21959,1,,29.0,8.0,8.0,8.0,2.0,,,1.0,4.0,2.0,1.0,,2.0,,,,1.0,0.0682,,4.0,1.0,2.0,,4.0,,True,2.0,,,,,,,,,
11391390,home,Stade de Reims,Amine Salama,Salama,,amine-salama,A. Salama,F,19,192,769,M,1175856,EUR,963878400,F,11,11,False,15.0,11.0,,,1.0,1.0,15.0,4.0,,,,,60.0,27.0,7.0,9.0,0.168863,0,,11.0,1.0,2.0,5.0,3.0,2.0,,,,,1.0,,,1.0,,,,,,1.0,,2.0,,2.0,,,1.0,2.0,,,,,,,,
11391390,home,Stade de Reims,Reda Khadra,,,reda-khadra,R. Khadra,M,30,175,253,M,995671,EUR,994204800,F,14,14,False,11.0,10.0,,,2.0,2.0,14.0,1.0,,,,,84.0,29.0,6.5,13.0,0.174382,0,,10.0,5.0,6.0,,1.0,,,,,,4.0,,1.0,,1.0,,,,,4.0,,2.0,,,,,2.0,,,,,,,,,
11391390,home,Stade de Reims,Mohamed Daramy,,,mohamed-daramy,M. Daramy,F,9,180,1589,M,957279,EUR,1010361600,F,9,9,False,27.0,21.0,2.0,1.0,5.0,5.0,22.0,2.0,,,,,90.0,49.0,7.0,12.0,0.0422505,3,,16.0,,6.0,9.0,3.0,2.0,,,3.0,2.0,3.0,1.0,3.0,,,1.0,3.0,0.3837,,1.0,,,,4.0,,,,,,,,,,,,
11391390,home,Stade de Reims,Marshall Munetsi,,,marshall-munetsi,M. Munetsi,M,18,187,1937,M,894733,EUR,835401600,M,15,15,True,5.0,3.0,1.0,,2.0,2.0,3.0,2.0,,,,,30.0,11.0,6.6,5.0,0.00043219,0,,1.0,,3.0,4.0,1.0,,,,2.0,2.0,2.0,2.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,
11391390,home,Stade de Reims,Mamadou Diakhon,,,diakhon-mamadou,M. Diakhon,F,67,180,1701,M,1495876,EUR,1127347200,F,67,67,True,8.0,6.0,1.0,,1.0,1.0,7.0,2.0,,,,,30.0,21.0,6.3,7.0,0.0208222,0,,5.0,,8.0,4.0,6.0,1.0,,,1.0,,,,2.0,,,,,,1.0,,,,,2.0,,,,,,,,,,,,
11391390,home,Stade de Reims,Thérence Koudou,,,koudou-therence,T. Koudou,D,7,178,224,M,1392080,EUR,1102896000,D,45,45,True,10.0,10.0,,,6.0,6.0,4.0,3.0,,,,,22.0,16.0,6.0,,0.00736871,0,,4.0,,1.0,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,
11391390,home,Stade de Reims,Adama Bojang,,,adama-bojang,A. Bojang,F,27,191,1453,M,1471504,EUR,1085702400,F,27,27,True,1.0,1.0,,,,,1.0,,,,,,10.0,3.0,6.5,1.0,0.00355025,0,,1.0,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
11391390,home,Stade de Reims,Alexandre Olliero,,,olliero-alexandre,A. Olliero,G,20,193,64,M,814358,EUR,824342400,G,96,96,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391390,home,Stade de Reims,Fallou Fall,Fallou Fall,,fall-fallou,F. Fall,D,95,192,294,M,1393279,EUR,1081987200,D,46,46,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391390,home,Stade de Reims,Killian Prouchet,Killian,Prouchet,killian-prouchet,K. Prouchet,D,36,185,48,M,1537182,EUR,1106438400,D,56,56,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391390,home,Stade de Reims,Nhoa Sangui,,,nhoa-sangui,N. Sangui,D,19,178,286,M,1426221,EUR,1140998400,D,55,55,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391390,home,Stade de Reims,Samuel Koeberle,,,koeberle-samuel,S. Koeberle,M,,178,26,M,1213567,EUR,1101427200,M,48,48,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
